,LPIN3 (64900)
ACH-000004,0.0653136435189394
ACH-000005,0.0864062529487875
ACH-000007,0.17296895545184232
ACH-000009,0.23218689001697226
ACH-000011,0.10482650430747947
ACH-000012,0.2301741127138678
ACH-000013,0.14126972041062907
ACH-000014,-0.008197250015147503
ACH-000015,0.1385190782182456
ACH-000017,0.2913928991512328
ACH-000018,0.22504235827374933
ACH-000019,0.22074981776344416
ACH-000021,0.1743392169043965
ACH-000022,0.11851893378069077
ACH-000025,0.024861051008235588
ACH-000028,-0.11435818098265267
ACH-000030,0.02631842550842639
ACH-000035,-0.05192348054456968
ACH-000036,0.05719205680069118
ACH-000037,0.22783486170279915
ACH-000039,-0.003179032691825641
ACH-000040,0.11062931855270962
ACH-000041,0.0717441217857697
ACH-000042,-0.060067356870129325
ACH-000045,0.12402152074533496
ACH-000047,0.04895613834529693
ACH-000052,-0.06726413165523472
ACH-000053,0.017564391896533034
ACH-000054,0.04232801652260408
ACH-000055,-0.002366080018534848
ACH-000060,-0.010452000349949477
ACH-000067,0.2348909698660118
ACH-000070,0.06806534959622892
ACH-000075,-0.01781282470578916
ACH-000078,0.11958573881419035
ACH-000082,-0.023249081669682384
ACH-000085,0.1188928391243164
ACH-000086,0.04994981473435767
ACH-000087,0.11516477653687705
ACH-000092,0.00947598937179511
ACH-000095,0.1207194454530526
ACH-000097,0.07819472088064533
ACH-000098,0.12823362386009407
ACH-000099,0.07246090552129665
ACH-000108,0.12672365353150972
ACH-000113,0.2248463823774274
ACH-000116,0.1634113657294621
ACH-000118,0.11036134117649077
ACH-000120,0.10516153416616114
ACH-000123,0.11835739943892674
ACH-000127,0.20978164209216027
ACH-000128,0.2606643962464748
ACH-000132,0.19315948205758812
ACH-000133,-0.04339261311434397
ACH-000137,0.17054206769066504
ACH-000138,0.08284824190213225
ACH-000142,0.07733955469205568
ACH-000143,0.14956992573311834
ACH-000146,0.06312101527763027
ACH-000148,0.06390459679164938
ACH-000150,0.014618858336205241
ACH-000152,0.039457416888577165
ACH-000153,0.2469630300722829
ACH-000159,0.048741652414821215
ACH-000160,0.13421647397662326
ACH-000163,-0.08552051476884996
ACH-000167,0.14714659790806878
ACH-000168,0.11575821767707838
ACH-000169,-0.03349467489621237
