,LRCH4 (4034)
ACH-000004,-0.04443158906721085
ACH-000005,-0.4210528423971826
ACH-000007,-0.22241747032100734
ACH-000009,-0.25317318131747524
ACH-000011,-0.2958358113888557
ACH-000012,-0.15955362193356126
ACH-000013,-0.18774745024634198
ACH-000014,-0.4754031787309746
ACH-000015,-0.16859623608682156
ACH-000017,-0.20764762143520965
ACH-000018,-0.09601201907942893
ACH-000019,-0.3462502986771345
ACH-000021,-0.4017781687630255
ACH-000022,-0.2621611862117706
ACH-000025,-0.17896290848697954
ACH-000028,-0.2758377847154632
ACH-000030,-0.19049235502608985
ACH-000035,-0.21590456926602986
ACH-000036,-0.3336464219525589
ACH-000037,-0.26559988744417384
ACH-000039,-0.22838666840964164
ACH-000040,-0.22651080816834895
ACH-000041,-0.07475713931001056
ACH-000042,-0.03285131994387915
ACH-000045,-0.04206559332747487
ACH-000047,-0.17693137702812545
ACH-000052,-0.362184862071294
ACH-000053,-0.24131097774086285
ACH-000054,-0.3269342145215244
ACH-000055,-0.2304903390345169
ACH-000060,-0.2595353099936133
ACH-000067,-0.35098202571068626
ACH-000070,-0.19829570355045345
ACH-000075,-0.11564844382249766
ACH-000078,-0.3163223688999302
ACH-000082,-0.2995354372814423
ACH-000085,-0.2528004454640751
ACH-000086,-0.162979689053699
ACH-000087,0.06366001173541995
ACH-000092,-0.2037242671599072
ACH-000095,-0.2340758467011413
ACH-000097,-0.2500767413963291
ACH-000098,-0.25430812922019363
ACH-000099,-0.2089563210661737
ACH-000108,-0.24919264646425854
ACH-000113,-0.19361288865503828
ACH-000116,-0.25077324769374626
ACH-000118,-0.27351989682942884
ACH-000120,-0.12484113734260713
ACH-000123,-0.1850063199966708
ACH-000127,-0.15111664471937808
ACH-000128,-0.12064287453298618
ACH-000132,-0.16959151817403956
ACH-000133,-0.14420810989806754
ACH-000137,-0.27336495762233265
ACH-000138,-0.17312837389723815
ACH-000142,-0.4028146805255128
ACH-000143,-0.30971580752029354
ACH-000146,-0.2667435600061047
ACH-000148,-0.22505576887411646
ACH-000150,-0.07048164386683685
ACH-000152,-0.09663847946221624
ACH-000153,-0.1955230085972635
ACH-000159,-0.2543650234577083
ACH-000160,-0.3812098980353848
ACH-000163,-0.1856245025138628
ACH-000167,-0.4061703410606604
