,SOWAHB (345079)
ACH-000004,-0.07957574374036737
ACH-000005,-0.36718570034848896
ACH-000007,-0.2001105421027609
ACH-000009,-0.11993802289834002
ACH-000011,-0.10737320628295738
ACH-000012,-0.23931498276060956
ACH-000013,-0.08134572693807611
ACH-000014,-0.04380695136834046
ACH-000015,-0.032226869529159666
ACH-000017,-0.17996700004468866
ACH-000018,-0.017166740238460508
ACH-000019,-0.166417695677201
ACH-000021,-0.06658188228018372
ACH-000022,-0.1478782831289427
ACH-000025,-0.06959408669061448
ACH-000028,-0.024163956147323338
ACH-000030,-0.1484891034822753
ACH-000035,-0.05394822429384074
ACH-000036,-0.03523413649256927
ACH-000037,-0.20316417475464715
ACH-000039,-0.1285275417365725
ACH-000040,0.0077606394781566685
ACH-000041,-0.3478456176843781
ACH-000042,-0.10773605229983554
ACH-000045,-0.2360449567274115
ACH-000047,-0.05967390435144543
ACH-000052,0.19200357472595955
ACH-000053,-0.06784057447246572
ACH-000054,-0.15743477033238865
ACH-000055,-0.15098795372175225
ACH-000060,-0.20574618318583413
ACH-000067,-0.20546508189062754
ACH-000070,-0.3124619635278589
ACH-000075,-0.020855508389738053
ACH-000078,-0.22129104539048453
ACH-000082,-0.186032627220007
ACH-000085,0.0092150228676191
ACH-000086,-0.03930215250877117
ACH-000087,-0.32407825078691005
ACH-000092,-0.042270409304322534
ACH-000095,-0.2281535382252895
ACH-000097,-0.2411871671120833
ACH-000098,-0.1898261549155933
ACH-000099,-0.14347738486301384
ACH-000108,0.046749071799260654
ACH-000113,-0.1510473816450883
ACH-000116,-0.12411863550222488
ACH-000118,-0.10229060726364418
ACH-000120,-0.18672105290097832
ACH-000123,0.01908067735145753
ACH-000127,-0.10484263562454317
ACH-000128,-0.23070156950474266
ACH-000132,-0.2596626287297956
ACH-000133,-0.19732327496689311
ACH-000137,-0.08354526254522958
ACH-000138,-0.04064396370689186
ACH-000142,-0.12521863523710047
ACH-000143,-0.14901755562839158
ACH-000146,-0.13484110832358298
ACH-000148,-0.07721805522694893
ACH-000150,-0.08160804617035153
ACH-000152,-0.0075642526970608435
ACH-000153,-0.09080558356766792
ACH-000159,-0.10919509393276564
ACH-000160,-0.3421635329287633
ACH-000163,-0.198668403684517
ACH-000167,-0.10479920265145967
ACH-000168,-0.027050676319586447
ACH-000169,-0.0932569698113759
ACH-000178,-0.09383167810237124
ACH-000183,-0.11972370748055515
ACH-000188,-0.2582844321105033
ACH-000189,-0.02732188480997609
ACH-000190,-0.08677489169898629
ACH-000198,-0.1843500561016702
ACH-000203,-0.103340094838821
ACH-000204,-0.27427950446389937
ACH-000206,-0.15580537664474794
ACH-000207,-0.12256016411370507
ACH-000208,-0.3651827458759964
ACH-000210,-0.1458159161589678
ACH-000211,-0.17186261004539458
ACH-000215,-0.13163727526032196
ACH-000221,-0.07227572583126092
ACH-000222,-0.00736652589072719
ACH-000223,-0.05864351626172016
ACH-000226,-0.2863581648151283
ACH-000227,0.013263325099396308
ACH-000228,-0.20589959277781886
ACH-000231,-0.07738862107581894
ACH-000232,-0.1870673691299842
ACH-000233,-0.03237762006440068
ACH-000234,0.04786649405902379
ACH-000235,-0.22296355508250976
ACH-000237,-0.1097618203324019
ACH-000238,0.03261245815255169
ACH-000242,0.03884406649855118
ACH-000243,-0.1631493993594511
ACH-000244,0.2730871758345085
ACH-000246,0.06822506681648742
ACH-000248,0.1155419073040561
ACH-000250,-0.06848837800623475
ACH-000251,-0.07255866189090837
ACH-000252,-0.12262461618576673
ACH-000253,-0.03053669118286212
ACH-000255,-0.18116142638867933
ACH-000256,-0.02785531682531924
ACH-000257,-0.22383280879344455
ACH-000258,-0.19085834600135976
ACH-000259,-0.1566262265194732
ACH-000260,-0.12681733435968925
ACH-000261,-0.11984785322486842
ACH-000262,-0.017731733550647787
ACH-000263,-0.046893779327621635
ACH-000264,-0.18524881674447036
ACH-000265,-0.2889858490732026
ACH-000266,-0.2320359849800453
ACH-000272,-0.22059833990805766
ACH-000274,-0.07778401773778221
ACH-000277,-0.3094467436886466
ACH-000278,-0.17081652425559934
ACH-000279,-0.09409974981960363
ACH-000280,-0.01625458599770553
ACH-000281,-0.04319272446060244
ACH-000288,-0.032014305304546416
ACH-000291,-0.13221144259862636
ACH-000293,-0.1320238290914766
ACH-000294,0.036773756645615226
ACH-000295,-0.20349141781759547
ACH-000296,-0.27971193648005505
ACH-000302,-0.027909088997446943
ACH-000304,-0.06991242660987725
ACH-000307,0.06413010234027387
ACH-000308,-0.10280325930430508
ACH-000310,-0.17215949589338314
ACH-000311,-0.19761707244094476
ACH-000312,-0.09796164940009458
ACH-000315,-0.2133306342699354
ACH-000316,-0.10584274562098477
ACH-000317,-0.3371379229946604
ACH-000318,-0.21097706595368698
ACH-000319,-0.10395132684547276
ACH-000320,-0.3649703046685937
ACH-000322,-0.1014490591854608
ACH-000323,-0.2267643226818772
ACH-000324,-0.14876146902188933
ACH-000329,0.0774510482829048
ACH-000330,-0.019898183547749644
ACH-000331,-0.04814503253688873
ACH-000332,-0.13287699721860294
ACH-000334,-0.16107350390738293
ACH-000335,-0.09315517078617874
ACH-000336,-0.13726319341850962
ACH-000337,-0.2526131849843785
ACH-000338,0.2721138868453581
ACH-000339,-0.14744771203778126
ACH-000341,-0.2813427683822143
ACH-000348,-0.09772449272832512
ACH-000350,-0.16765689219193272
ACH-000352,-0.2365745891908371
ACH-000356,-0.25288788059221085
ACH-000361,-0.2650967829989183
ACH-000362,-0.06358674481484451
ACH-000363,-0.22011615660649292
ACH-000364,-0.17896728507502271
ACH-000365,-0.09734308153368823
ACH-000366,-0.11337023734471735
ACH-000368,-0.11471795472606555
ACH-000374,-0.045834381268754096
ACH-000375,-0.08290297757029022
ACH-000376,-0.2137084775186448
ACH-000381,-0.12920294375697802
ACH-000383,-0.2575636578660653
ACH-000387,-0.24233481357495604
ACH-000389,-0.059517580769583835
ACH-000390,-0.08921833090592014
ACH-000393,-0.10560994659860752
ACH-000395,-0.1872698080570746
ACH-000396,-0.21550647827971167
ACH-000397,-0.07579880880135181
ACH-000401,-0.15621595766657573
ACH-000402,0.25993795065901953
ACH-000403,-0.0914232806429352
ACH-000404,-0.20141252716073185
ACH-000406,-0.1494385109754798
ACH-000407,-0.15878458813469667
ACH-000408,-0.3467681446023295
ACH-000410,-0.14514182256031655
ACH-000411,-0.17922187079787336
ACH-000414,-0.038551542361925616
ACH-000415,-0.23622125856075804
ACH-000416,-0.1834009031062506
ACH-000420,-0.16753787730652406
ACH-000421,-0.1662802086703329
ACH-000424,-0.3987549405536583
ACH-000425,-0.17030697788378082
ACH-000426,-0.0792507899600309
ACH-000427,-0.2742915332527914
ACH-000433,-0.2740644902517029
ACH-000435,-0.5025288838402578
ACH-000436,-0.04433738469632299
ACH-000444,-0.08538829580718611
ACH-000445,-0.1346287992359353
ACH-000448,-0.13833996963467346
ACH-000450,-0.15144943843129216
ACH-000452,-0.2834231998351607
ACH-000454,-0.016939139956510096
ACH-000458,-0.2402430149070452
ACH-000459,0.15492982231026492
ACH-000460,-0.07357144577181304
ACH-000461,-0.1268292321930095
ACH-000463,-0.3166602139770667
ACH-000464,-0.03186124484166646
ACH-000466,-0.11998493154186594
ACH-000467,-0.032010583565121514
ACH-000468,-0.3694747726903946
ACH-000469,-0.07035150027786011
ACH-000470,0.005266664514728721
ACH-000471,-0.06628970572300721
ACH-000472,-0.11494338543485767
ACH-000473,-0.15719697353719472
ACH-000475,-0.08270885581911598
ACH-000476,-0.26934800171629725
ACH-000477,-0.07223156305892904
ACH-000479,-0.09889175170564272
ACH-000480,-0.1402027065883012
ACH-000481,-0.1934854991274469
ACH-000483,-0.1343789119171431
ACH-000484,-0.1958293905892187
ACH-000485,-0.28804153356054946
ACH-000486,-0.19391058706381648
ACH-000487,-0.13205631654533578
ACH-000488,-0.13604963448372356
ACH-000490,-0.0784522449903558
ACH-000491,-0.1851153418472452
ACH-000495,0.042189418884701166
ACH-000496,-0.19594602987861745
ACH-000499,-0.05533854007409119
ACH-000500,-0.2124884356215464
ACH-000502,-0.09108005571290703
ACH-000503,-0.024923250819594952
ACH-000505,-0.18938379301616504
ACH-000507,-0.16858845493166685
ACH-000510,-0.15871270571847387
ACH-000511,-0.1370255438769362
ACH-000512,-0.03753612143074852
ACH-000516,-0.09007021168344613
ACH-000517,-0.16530131729411718
ACH-000518,-0.09801397838476172
ACH-000520,-0.2845800386051729
ACH-000521,-0.10229384876168901
ACH-000522,-0.15846721730601526
ACH-000524,-0.18075255238422516
ACH-000527,-0.12904867649999086
