,AK4 (205)
ACH-000004,-0.05526743661703847
ACH-000005,0.14325466326079964
ACH-000007,0.12775089788146266
ACH-000009,-0.17945502994443166
ACH-000011,-0.29243113189363984
ACH-000012,-0.03319961645256316
ACH-000013,-0.4184004564390839
ACH-000014,-0.21973488413735892
ACH-000015,-0.20019212729916253
ACH-000017,-0.18770637856036806
ACH-000018,-0.2308503720792948
ACH-000019,-0.009177863785491866
ACH-000021,-0.2522383100565101
ACH-000022,-0.2142986468533715
ACH-000025,-0.18165441231061805
ACH-000028,-0.1359077900238252
ACH-000030,-0.15050159711823582
ACH-000035,-0.2349825306997883
ACH-000036,-0.1442781727897664
ACH-000037,-0.20019419806727146
ACH-000039,-0.3093106541316027
ACH-000040,-0.2472271204011964
ACH-000041,-0.2574473906347192
ACH-000042,-0.18676384904134746
ACH-000045,-0.11899564695422815
ACH-000047,-0.334494688550932
ACH-000052,-0.2359785578787979
ACH-000053,-0.08125108105532601
ACH-000054,-0.1073935695849027
ACH-000055,-0.4006909226402313
ACH-000060,-0.4470705632289537
ACH-000067,-0.14576033387393658
ACH-000070,-0.2627838925311625
ACH-000075,-0.16299255517670372
ACH-000078,-0.18687238667872252
ACH-000082,-0.17665026116809174
ACH-000085,-0.16239392798906102
ACH-000086,-0.17507526621115604
ACH-000087,-0.3889718122946884
ACH-000092,-0.14241604652601247
ACH-000095,-0.23661364517290764
ACH-000097,-0.30121041590708925
ACH-000098,-0.1808182764620712
ACH-000099,-0.20589073726771748
ACH-000108,-0.1337197562472284
ACH-000113,-0.15179634250594976
ACH-000116,-0.36576259076027773
ACH-000118,-0.2528040752648367
ACH-000120,-0.09091167498924208
ACH-000123,-0.06532757479907125
ACH-000127,-0.1845900679892098
ACH-000128,-0.22115261853124
ACH-000132,-0.21513138443889346
ACH-000133,-0.3060029150511205
ACH-000137,-0.253768467085133
ACH-000138,-0.1613107594087912
ACH-000142,-0.1868396269107841
ACH-000143,-0.09470497118049068
ACH-000146,-0.14331129470108733
ACH-000148,-0.26680687603686
ACH-000150,-0.3682487292711044
ACH-000152,-0.15467716636011708
ACH-000153,-0.21796295847413125
ACH-000159,-0.10860662531861597
ACH-000160,-0.10395722157276456
ACH-000163,0.03955923122640058
ACH-000167,-0.013629933893269656
ACH-000168,-0.12710117371843074
ACH-000169,-0.33717050318158875
ACH-000178,-0.22515682637991646
ACH-000183,-0.5378850264194089
ACH-000188,-0.07815517282914856
ACH-000189,-0.20153170636553264
ACH-000190,-0.2811550135536472
ACH-000198,-0.07751690367430338
ACH-000203,-0.22701146513880244
ACH-000204,0.15086171274496535
ACH-000206,-0.22056525321976933
ACH-000207,-0.06459745946807051
ACH-000208,0.05939100197256411
ACH-000210,-0.335570490294355
ACH-000211,-0.2715432193782305
ACH-000215,-0.2686175380134376
ACH-000221,-0.2842563026526913
ACH-000222,-0.2121787408726547
ACH-000223,-0.23925958209053774
ACH-000226,-0.15829851974102127
ACH-000227,-0.18043912846086668
ACH-000228,-0.22364353675413698
ACH-000231,-0.22318036227961224
ACH-000232,-0.2949614827822505
ACH-000233,-0.0265107496027402
ACH-000234,-0.12410243078484455
ACH-000235,-0.2371804577886849
ACH-000237,-0.2246432555517065
ACH-000238,-0.31855933800858194
ACH-000242,-0.03270889114058086
ACH-000243,-0.2051382845318734
ACH-000244,-0.4467967687428728
ACH-000246,-0.18479817762107706
ACH-000248,-0.3726541518022379
ACH-000250,-0.16626489860972454
ACH-000251,-0.4951793702755972
ACH-000252,-0.2828516570936177
ACH-000253,-0.09388797544639498
ACH-000255,-0.20334951209958
ACH-000256,-0.2058358914618261
ACH-000257,-0.1779323268774089
ACH-000258,-0.1658115171465754
ACH-000259,-0.2104012610933386
ACH-000260,-0.13618929430650945
ACH-000261,-0.0876824409821714
ACH-000262,-0.2154948278977298
ACH-000263,-0.36414321593116417
ACH-000264,-0.4565410428376484
ACH-000265,-0.22555169217943674
ACH-000266,-0.1795418587721314
ACH-000272,-0.1993953088570056
ACH-000274,-0.09593465961799832
ACH-000277,-0.21598085158695704
ACH-000278,-0.29483114634663515
ACH-000279,-0.1496258978937532
ACH-000280,-0.3851416038886449
ACH-000281,-0.3075091224482397
ACH-000288,-0.2094418935707114
ACH-000291,-0.2537497631887097
ACH-000293,-0.2859234399043389
ACH-000294,0.014080389292353624
ACH-000295,-0.13366702436520358
ACH-000296,-0.42552993040562426
ACH-000302,-0.17601025764879324
ACH-000304,-0.22102748202248976
ACH-000307,-0.2942162558458753
ACH-000308,-0.1068611009043007
ACH-000310,-0.21040795524377154
ACH-000311,-0.2520584124246192
ACH-000312,-0.12788220395121536
ACH-000315,-0.28012835545971565
ACH-000316,-0.1420336027582966
ACH-000317,-0.2770746746064046
ACH-000318,-0.18963850874204374
ACH-000319,-0.3941595975516993
ACH-000320,-0.3840382739915952
ACH-000322,-0.050693358368306664
ACH-000323,-0.3991163042628084
ACH-000324,-0.18588806012907985
ACH-000329,-0.16312242154056153
ACH-000330,-0.3016673723555121
ACH-000331,-0.3775339860712159
ACH-000332,-0.18153743330322006
ACH-000334,-0.0761194929872449
ACH-000335,-0.17279336781253538
ACH-000336,0.16402149726850088
ACH-000337,-0.041455017044503516
ACH-000338,-0.1145184489170987
ACH-000339,-0.1005238502661714
ACH-000341,-0.2225453947409617
ACH-000348,-0.09187094096769373
ACH-000350,-0.3553688694120972
ACH-000352,-0.2290137652318053
ACH-000356,-0.4985188816608251
ACH-000361,-0.20283178538595525
ACH-000362,-0.12471192876311547
ACH-000363,-0.21198208177981204
ACH-000364,-0.2934979277585001
ACH-000365,-0.14525564373272293
ACH-000366,-0.15380657161715455
ACH-000368,-0.08226325605354723
ACH-000374,-0.2782648408903494
ACH-000375,-0.15346120430990004
ACH-000376,-0.17165917532155858
ACH-000381,-0.3468278511067989
ACH-000383,-0.2012471786680909
ACH-000387,-0.2955736273647619
ACH-000389,-0.18632019326294208
ACH-000390,-0.22958962530221386
ACH-000393,-0.2549166265887949
ACH-000395,-0.18309513391710866
ACH-000396,-0.516199812159241
ACH-000397,-0.21555995091697813
ACH-000401,-0.2617230078730958
ACH-000402,-0.1918715615189617
ACH-000403,-0.061298963672694176
ACH-000404,-0.3206271969852083
ACH-000406,-0.17139687126558165
ACH-000407,-0.21314193155354516
ACH-000408,-0.10017024098393297
ACH-000410,-0.3236593043832833
ACH-000411,-0.24676219028651875
ACH-000414,-0.19488930966787665
ACH-000415,-0.3638984925637105
ACH-000416,-0.3032599483772493
ACH-000420,-0.28703864793128864
ACH-000421,-0.10624246580939033
ACH-000424,-0.29534148866079546
ACH-000425,-0.0564201972051538
ACH-000426,-0.10020670121569254
ACH-000427,-0.310152672185879
ACH-000433,-0.3759947521051431
ACH-000435,-0.14793292049151638
ACH-000436,-0.2707061687595926
ACH-000444,-0.4330893528816031
ACH-000445,-0.06943519804911501
ACH-000448,-0.3653227564553718
ACH-000450,-0.2649539053428533
ACH-000452,-0.2024001298884007
ACH-000454,-0.3938748167829946
ACH-000458,-0.2727877929388121
ACH-000459,-0.15663515893725194
ACH-000460,-0.09584670597394597
ACH-000461,-0.24222507960895595
ACH-000463,-0.3171673392074813
ACH-000464,-0.2566645631204708
ACH-000466,-0.19473298984837725
ACH-000467,-0.2745670831411598
ACH-000468,-0.18092820060090206
ACH-000469,-0.3241795489982057
ACH-000470,-0.13101529132157258
ACH-000471,-0.1942510052551526
ACH-000472,-0.06877502690587657
ACH-000473,-0.011236572169764284
ACH-000475,-0.2273175305014748
ACH-000476,-0.27880375742170993
ACH-000477,-0.17131733150591846
ACH-000479,-0.0885356348604339
ACH-000480,-0.400493607928114
ACH-000481,-0.1340850204228781
ACH-000483,-0.11667860448762557
ACH-000484,-0.09941102168266916
ACH-000485,-0.3586010039404678
ACH-000486,-0.21769468320064075
ACH-000487,-0.2256729275587793
ACH-000488,-0.13105711496866074
ACH-000490,-0.2151510465379131
ACH-000491,-0.1394152277104378
ACH-000495,-0.2841437261930673
ACH-000496,-0.3232028008796731
ACH-000499,-0.07187506745508122
ACH-000500,-0.046179209308031884
ACH-000502,-0.20441518653058424
ACH-000503,-0.15461475808176695
ACH-000505,-0.3501867111339572
ACH-000507,-0.2099310973991661
ACH-000510,-0.22922239953349946
ACH-000511,-0.3260769258937343
ACH-000512,-0.1241536736494559
ACH-000516,-0.07623378619385945
ACH-000517,-0.2033934765791313
ACH-000518,-0.19032874861963175
ACH-000520,-0.20498257452032234
ACH-000521,-0.3138002407607754
ACH-000522,-0.2261358497530521
ACH-000524,-0.2670908138717235
ACH-000527,-0.2964563748705704
ACH-000528,-0.12691914036877838
ACH-000537,-0.12639879586759128
ACH-000541,0.16395613113183746
ACH-000542,-0.20560968349833694
ACH-000544,-0.2330105378785343
ACH-000545,-0.18757670161394369
ACH-000547,-0.20078426840901806
ACH-000548,-0.13944769822640238
ACH-000549,-0.07966261820259657
ACH-000550,-0.2231451566893988
ACH-000552,-0.13320541903265778
ACH-000556,-0.2862251464820706
ACH-000557,0.010968276372725514
ACH-000569,-0.4420323853538573
ACH-000570,-0.2903684050223884
ACH-000571,-0.16579035236343667
ACH-000573,-0.3003267578964014
ACH-000576,-0.2905843580907221
ACH-000579,-0.1707992237750521
ACH-000580,-0.05446775535076182
ACH-000584,-0.1271313413098709
ACH-000585,-0.3346579249445733
ACH-000588,-0.4270965119832632
ACH-000589,-0.3548927933703805
ACH-000591,-0.25553665873334297
ACH-000593,-0.2295919756033389
ACH-000600,-0.0713467034582336
ACH-000601,-0.12514741752627015
ACH-000605,-0.025575899742152037
ACH-000606,-0.27304187896799875
ACH-000608,-0.16115825086307714
ACH-000614,-0.42147251959935533
ACH-000616,-0.2231068374399803
ACH-000618,-0.17445714638284845
ACH-000619,0.10239218076629203
ACH-000620,-0.32440615992955857
ACH-000621,-0.1857033400145607
ACH-000622,-0.28237695906811283
ACH-000623,-0.2857790772976664
ACH-000624,-0.11897677309628855
ACH-000627,-0.2094386132360015
ACH-000630,-0.24845184474542475
ACH-000631,0.0662692725775022
ACH-000632,-0.16518970197198804
ACH-000633,-0.2168273462190432
ACH-000637,-0.3031606482521077
ACH-000638,-0.2441966652054571
ACH-000646,-0.28624964497795696
ACH-000647,-0.2553087170864577
ACH-000648,0.002672066286611861
ACH-000649,-0.20693698527324245
ACH-000651,-0.2055334615049418
ACH-000652,-0.37089327146027773
ACH-000653,-0.2082269040332624
ACH-000657,-0.2593385022584637
ACH-000658,-0.19303970624396205
ACH-000661,-0.2879880936784586
ACH-000662,-0.18902328933083115
ACH-000663,0.04862179698148733
ACH-000665,-0.1545199891441443
ACH-000671,-0.04206171827156484
ACH-000672,-0.4426816088609504
ACH-000673,-0.10100660567017893
ACH-000676,-0.36235635870565663
ACH-000677,-0.11633843402466365
ACH-000681,-0.15979757576729076
ACH-000683,-0.19015915650097126
ACH-000684,-0.18324069712392274
ACH-000688,-0.27929445232607353
ACH-000693,-0.2215296778863981
ACH-000694,-0.2131644161743297
ACH-000695,-0.4400481440568683
ACH-000696,-0.16004423308017246
ACH-000697,-0.1328065358863567
ACH-000699,-0.19294707305851436
ACH-000701,-0.15108721271829326
ACH-000706,-0.315617881751488
ACH-000711,-0.2346110021281753
ACH-000713,-0.3971758112041814
ACH-000714,-0.31625391481225845
ACH-000718,-0.16157587962348607
ACH-000720,-0.2193198044968173
ACH-000721,-0.15795712450528648
ACH-000724,-0.20342108330727693
ACH-000725,-0.11577335925529357
ACH-000732,-0.13068113485115349
ACH-000734,-0.10737405931790496
ACH-000735,-0.1743754165900334
ACH-000736,-0.27777526247122897
ACH-000738,-0.12743522352640654
ACH-000746,-0.2836437386507885
ACH-000747,-0.18988679440115494
ACH-000748,-0.13744704127414026
ACH-000753,-0.1255467081900041
ACH-000756,-0.1135502297741014
ACH-000757,-0.009383240225348751
ACH-000758,-0.16813473990948052
ACH-000760,-0.20608710914097308
ACH-000762,-0.09987236858964063
ACH-000763,-0.24468358201885976
ACH-000764,-0.6893782362615999
ACH-000765,-0.16244204675733767
ACH-000766,-0.15400450731467166
ACH-000767,-0.12176175062683188
ACH-000768,-0.011091356107208976
ACH-000769,-0.2438680271580589
ACH-000770,-0.09739001061806132
ACH-000771,-0.11942610292262483
ACH-000773,-0.11632377543143305
ACH-000776,-0.24298272785888725
ACH-000777,-0.3106020692815533
ACH-000778,-0.1628060393163419
ACH-000781,-0.08837524595672358
ACH-000782,-0.11161742358677718
ACH-000783,-0.0342964744293099
ACH-000784,-0.17481907763553886
ACH-000785,-0.4811158011015823
ACH-000787,-0.19838925835199944
ACH-000788,-0.14293073817261845
ACH-000791,-0.36160611909792056
ACH-000792,-0.0541163674247431
ACH-000794,-0.12355716332056155
ACH-000796,-0.14550069965309134
ACH-000798,-0.249066065445141
ACH-000799,-0.11265272456376994
ACH-000800,0.1533101452748808
ACH-000802,-0.2929800279088142
ACH-000804,-0.23656884834782865
ACH-000805,-0.17435058506263115
ACH-000809,-0.07894205661362583
ACH-000810,-0.5349970482572753
ACH-000811,-0.21697342027899352
ACH-000817,-0.29134321845081274
ACH-000819,0.009193924224162995
ACH-000820,-0.06700288121858347
ACH-000821,-0.2861599193500391
ACH-000822,-0.07433158509939163
ACH-000823,-0.2634818820345385
ACH-000824,-0.2434986011624745
ACH-000827,-0.2552804983829431
ACH-000829,-0.16055180374842126
ACH-000831,-0.10416233181781286
ACH-000832,-0.207035128522304
ACH-000833,-0.3166229897402531
ACH-000834,-0.1961387798871453
ACH-000835,-0.35372519228319504
ACH-000836,0.019531256359107886
ACH-000837,-0.2745686219526886
ACH-000838,-0.18333020011739956
ACH-000839,-0.07826671475171898
ACH-000840,-0.11940531830376447
ACH-000841,-0.14671483557716888
ACH-000843,-0.2405277657413919
ACH-000846,-0.3818926720603125
ACH-000847,-0.2097562608245673
ACH-000848,-0.1390774633534925
ACH-000849,-0.22435704911020515
ACH-000851,-0.3658748760638019
ACH-000855,-0.30033570364945794
ACH-000856,-0.044267448978869035
ACH-000858,-0.29979172041437097
ACH-000859,-0.04464481605114154
ACH-000861,-0.09881495800062877
ACH-000862,-0.13437260050357694
ACH-000865,-0.10726649105226098
ACH-000866,-0.243039781579014
ACH-000867,-0.16514607623210714
ACH-000869,-0.35252104584893096
ACH-000872,-0.11515582524631557
ACH-000873,-0.17274595140379728
ACH-000876,-0.31603609174662245
ACH-000878,-0.04842431528419512
ACH-000880,-0.23391257907318694
ACH-000881,-0.2576047110427053
ACH-000882,-0.13608903104271894
ACH-000884,-0.17231348867182747
ACH-000885,-0.22665871047542735
ACH-000887,-0.20989410782897552
ACH-000889,-0.16458670033790862
ACH-000896,-0.3240968556313024
ACH-000898,-0.02008538470865655
ACH-000900,-0.14697079051640788
ACH-000901,-0.19490556572001327
ACH-000905,-0.19889441854436246
ACH-000906,-0.11501966058511648
ACH-000907,-0.3106281417390329
ACH-000910,-0.2221108675208628
