,NCDN (23154)
ACH-000004,-0.352811482998475
ACH-000005,-0.5497602316933901
ACH-000007,0.029381322522619286
ACH-000009,-0.2201932173129751
ACH-000011,0.0008505972655128733
ACH-000012,-0.13945984566054345
ACH-000013,-0.17463588449045933
ACH-000014,-0.33772118863378275
ACH-000015,-0.25769072417942746
ACH-000017,-0.2781145438172601
ACH-000018,-0.18942759897834335
ACH-000019,-0.1357475319776088
ACH-000021,-0.11895589485309364
ACH-000022,-0.0993194399330792
ACH-000025,-0.18388331626636314
ACH-000028,-0.15379206393189102
ACH-000030,-0.05036986285465977
ACH-000035,-0.29274861497955984
ACH-000036,-0.19850119698209295
ACH-000037,-0.12501696605279478
ACH-000039,-0.08320247539243902
ACH-000040,-0.2544934308739773
ACH-000041,-0.0670179000014349
ACH-000042,-0.26952516867342485
ACH-000045,-0.007682675699870839
ACH-000047,-0.08402856731119766
ACH-000052,-0.27270551119319075
ACH-000053,-0.325591543723945
ACH-000054,-0.09669130299016518
ACH-000055,-0.3847592117194702
ACH-000060,-0.4187377541165722
ACH-000067,-0.26247723694750724
ACH-000070,-0.026149674490261128
ACH-000075,-0.16673944940386093
ACH-000078,-0.016688283819212415
ACH-000082,-0.445210531761436
ACH-000085,0.027447404588604903
ACH-000086,-0.08240085149760441
ACH-000087,0.15760404742751472
ACH-000092,-0.16423475046196126
ACH-000095,-0.09027910221399207
ACH-000097,-0.08208975553263938
ACH-000098,-0.09692740827144232
ACH-000099,0.019708779559226963
ACH-000108,-0.2554040636700478
ACH-000113,-0.08102098332518712
ACH-000116,-0.17361391296395873
ACH-000118,-0.2381189558172289
ACH-000120,0.04464364979750495
ACH-000123,-0.16018313130379572
ACH-000127,-0.011656051604607441
ACH-000128,-0.08703663484726258
ACH-000132,-0.16663610002387005
ACH-000133,-0.20180442106773244
ACH-000137,-0.07235778405944246
ACH-000138,-0.13553195202981802
ACH-000142,-0.3783862589203281
ACH-000143,-0.4496049731507825
ACH-000146,-0.09891260390305484
ACH-000148,-0.28482212453391026
ACH-000150,-0.3436637287824335
ACH-000152,-0.22159010502629695
ACH-000153,-0.10960996584795886
ACH-000159,-0.09026115711244403
ACH-000160,-0.12508161846027124
ACH-000163,-0.16989060190941324
ACH-000167,-0.4804888184453408
ACH-000168,0.016312585743588834
ACH-000169,-0.16021322855926048
ACH-000178,-0.15931396794291428
ACH-000183,-0.7019153663947201
ACH-000188,-0.33922498216088737
ACH-000189,-0.2560655496935493
ACH-000190,-0.039925545708089975
ACH-000198,-0.5889934887103138
ACH-000203,-0.3450839344736549
ACH-000204,-0.29008169840323783
ACH-000206,-0.20586966253864136
ACH-000207,-0.012703010538650023
ACH-000208,-0.1878016702276184
ACH-000210,-0.17556116784639875
ACH-000211,0.014170742601710725
ACH-000215,-0.2022424170884415
ACH-000221,0.006226641895992171
ACH-000222,-0.032675508196175165
ACH-000223,-0.14627646313340173
ACH-000226,-0.22432865301447166
ACH-000227,-0.24878147482373394
ACH-000228,-0.2705642915942268
ACH-000231,-0.1245812852158667
ACH-000232,-0.15718451294976027
ACH-000233,0.02590634102505552
ACH-000234,-0.10087058261943968
ACH-000235,-0.2130524731252104
ACH-000237,-0.13424549681424022
ACH-000238,-0.2903607635702088
ACH-000242,-0.0590964782803703
ACH-000243,-0.12938520492604053
ACH-000244,-0.041102958237774864
ACH-000246,-0.1621240231858679
ACH-000248,-0.1408152521716944
ACH-000250,-0.24655988694859995
ACH-000251,-0.3005719459757981
ACH-000252,-0.07399151244591268
ACH-000253,-0.06557939404428474
ACH-000255,-0.05766473765379693
ACH-000256,-0.13142999562100632
ACH-000257,-0.13124581915808708
ACH-000258,-0.2733190788354953
ACH-000259,-0.09932169770881567
ACH-000260,-0.6137327243007296
ACH-000261,-0.07605316526795475
ACH-000262,-0.17870654488316218
ACH-000263,-0.060742089389001185
ACH-000264,-0.08307066776117704
ACH-000265,-0.17766033890345784
ACH-000266,-0.168178980067611
ACH-000272,-0.14885092532783858
ACH-000274,-0.24545841457883
ACH-000277,-0.14962028530490834
ACH-000278,-0.2794871966151428
ACH-000279,-0.10095630659256064
ACH-000280,-0.2474506841542534
ACH-000281,-0.192195744434714
ACH-000288,-0.25047838469683736
ACH-000291,-0.17732668834126294
ACH-000293,-0.24089320533359174
ACH-000294,-0.1450668695982616
ACH-000295,-0.4157466059437928
ACH-000296,-0.21075331686380247
ACH-000302,-0.14034773236682965
ACH-000304,-0.21400626004297832
ACH-000307,-0.1946832216091596
ACH-000308,-0.05263441982732982
ACH-000310,-0.08287946608823825
ACH-000311,-0.07638726037303002
ACH-000312,-0.2066509302287951
ACH-000315,-0.1940496854162756
ACH-000316,-0.09145788309768507
ACH-000317,-0.3119242959732438
ACH-000318,-0.14407323835977542
ACH-000319,-0.21072675953968545
ACH-000320,-0.2373233944741552
ACH-000322,-0.11610650540665378
ACH-000323,-0.09188023907086663
ACH-000324,-0.191220556935378
ACH-000329,-0.3589054409900768
ACH-000330,-0.2396208408378877
ACH-000331,-0.014108293132048038
ACH-000332,-0.03213634223617229
ACH-000334,-0.23609898436461155
ACH-000335,-0.13012241157686766
ACH-000336,-0.3195396714493395
ACH-000337,-0.09476344855093076
ACH-000338,0.12179484251705128
ACH-000339,-0.06894169365710569
ACH-000341,-0.2274581996746185
ACH-000348,-0.1526756290357307
ACH-000350,-0.1511275907915562
ACH-000352,-0.11131944617623324
ACH-000356,-0.24118620905747046
ACH-000361,-0.15036062270266828
ACH-000362,-0.042556380466481976
ACH-000363,-0.175645998320682
ACH-000364,-0.30852106553400604
ACH-000365,-0.1543731032150108
ACH-000366,-0.21042409367728165
ACH-000368,-0.14514448685237896
ACH-000374,-0.16094304756382558
ACH-000375,-0.2688233387378672
ACH-000376,-0.18576757932820184
ACH-000381,-0.14194302766724473
ACH-000383,-0.33568621088494466
ACH-000387,-0.2272522946745903
ACH-000389,-0.16881979529286362
ACH-000390,-0.14174243123754995
ACH-000393,-0.11447158932648285
ACH-000395,-0.1351521177146633
ACH-000396,-0.17605112603632897
ACH-000397,-0.1038904036001427
ACH-000401,-0.015978475143457134
ACH-000402,-0.4080842460923244
ACH-000403,-0.1575283931244056
ACH-000404,0.021762352595438416
ACH-000406,-0.1019416403007317
ACH-000407,-0.3746113934091512
ACH-000408,-0.1494745891456091
ACH-000410,-0.036405954633764254
ACH-000411,-0.25491648625422275
ACH-000414,-0.1451862029015323
ACH-000415,-0.2597527171348452
ACH-000416,-0.0589030150901888
ACH-000420,-0.1861604966781898
ACH-000421,-0.13760521642348664
ACH-000424,-0.07607408464049009
ACH-000425,-0.1222136514065654
ACH-000426,-0.19561041062466325
ACH-000427,-0.21254965022608205
ACH-000433,-0.3245175593126112
ACH-000435,-0.17157050135800458
ACH-000436,-0.11834068238219048
ACH-000444,-0.056118580803037145
ACH-000445,-0.5931041084312793
ACH-000448,-0.1268078737884501
ACH-000450,0.02871572389865737
ACH-000452,-0.0840950032218298
ACH-000454,-0.12933426463504874
ACH-000458,-0.1277150643473496
ACH-000459,-0.4398395266369599
ACH-000460,-0.23124170349584205
ACH-000461,-0.18538069786597766
ACH-000463,-0.06979293145800616
ACH-000464,-0.27182143001582193
ACH-000466,-0.13025619227460133
ACH-000467,-0.16725219530159333
ACH-000468,-0.2935769570160319
ACH-000469,-0.1974819168132569
