,FLYWCH1 (84256)
ACH-000004,0.09517381300201504
ACH-000005,0.019042936400418518
ACH-000007,0.04589254529234757
ACH-000009,-0.10620184253401173
ACH-000011,-0.12580204252501687
ACH-000012,-0.08563810341586196
ACH-000013,-0.3307146003362823
ACH-000014,-0.07216558508447769
ACH-000015,-0.320918958073532
ACH-000017,-0.19628005264973966
ACH-000018,-0.03626166497755663
ACH-000019,-0.2622948838530233
ACH-000021,-0.1778532133522721
ACH-000022,-0.21133889740735814
ACH-000025,0.03671358913590845
ACH-000028,-0.10017029366551987
ACH-000030,0.012451910777181757
ACH-000035,-0.12456011379425927
ACH-000036,-0.17509145394240602
ACH-000037,-0.038779296201336216
ACH-000039,-0.15064083531753664
ACH-000040,-0.24422195271299646
ACH-000041,0.00803800526023549
ACH-000042,-0.1212137084407908
ACH-000045,0.03166675522385706
ACH-000047,-0.26755571916449616
ACH-000052,-0.20490219611790855
ACH-000053,-0.11602733588286104
ACH-000054,-0.28776602334070633
ACH-000055,-0.23850874609505401
ACH-000060,-0.2580442589586321
ACH-000067,-0.07680447659646139
ACH-000070,-0.2192517341873607
ACH-000075,0.1174703375762003
ACH-000078,-0.09262856963883166
ACH-000082,-0.2636562125903882
ACH-000085,0.042514591783960914
ACH-000086,-0.06071449940500352
ACH-000087,-0.32426238639550115
ACH-000092,-0.1960753494954112
ACH-000095,-0.06807048863319677
ACH-000097,-0.27754597920289753
ACH-000098,-0.2974557900150641
ACH-000099,0.025187827892708896
ACH-000108,-0.2447277810194104
ACH-000113,-0.14482985630881473
ACH-000116,-0.3425717813156846
ACH-000118,-0.13628531462707688
ACH-000120,-0.06484423066032721
ACH-000123,-0.04866771148130498
ACH-000127,0.0004575890767609597
ACH-000128,-0.1023606511332848
ACH-000132,-0.11070368381418044
ACH-000133,-0.14445672304270715
ACH-000137,-0.07604649362935961
ACH-000138,-0.22422785468599987
ACH-000142,-0.1998815353950172
ACH-000143,-0.3773693780842655
ACH-000146,-0.0583873738382112
ACH-000148,-0.2828564439459162
ACH-000150,-0.2026063112817782
ACH-000152,-0.05575011208831495
ACH-000153,-0.032843034093503816
ACH-000159,-0.1941162471400404
ACH-000160,-0.04489901540863865
ACH-000163,-0.11400622258926875
ACH-000167,-0.3940722743329128
ACH-000168,-0.12124659088060802
ACH-000169,-0.1782601279478328
ACH-000178,-0.05705942427054912
ACH-000183,-0.10733286821378014
ACH-000188,-0.1506918763490653
ACH-000189,-0.1969455670216684
ACH-000190,-0.2595495152626197
ACH-000198,0.00919074564431872
ACH-000203,0.2410715376500093
ACH-000204,-0.11665897780319255
ACH-000206,0.20509010826319996
ACH-000207,-0.3560354634236247
ACH-000208,-0.2642081579852717
ACH-000210,-0.07388185297708677
ACH-000211,-0.07867481805016414
ACH-000215,-0.07968643763896506
ACH-000221,-0.06075577154332056
ACH-000222,-0.03007035114128025
ACH-000223,-0.1417021080817765
ACH-000226,-0.03367626481235091
ACH-000227,-0.2584443836245686
ACH-000228,0.006177892807240829
ACH-000231,-0.015114045877270424
ACH-000232,-0.045904715207355465
ACH-000233,-0.05069558839519152
ACH-000234,-0.3233353252428047
ACH-000235,-0.16903698055575633
ACH-000237,-0.07534710417356666
ACH-000238,-0.12088998047686787
ACH-000242,0.1677061390376074
ACH-000243,-0.16552646598575654
ACH-000244,-0.14111862813559212
ACH-000246,-0.1217275060402115
ACH-000248,-0.12069593728994744
ACH-000250,-0.1317452563071059
ACH-000251,0.0936041706912707
ACH-000252,0.033090234625816506
ACH-000253,-0.2511529853087308
ACH-000255,-0.03105396367484077
ACH-000256,-0.4753849373331751
ACH-000257,-0.3538204294811234
ACH-000258,-0.08236638599811234
ACH-000259,-0.20297964132396296
ACH-000260,-0.08000405758365843
ACH-000261,-0.15201594492726295
ACH-000262,-0.1730230190699955
ACH-000263,0.02957045363345298
ACH-000264,-0.11456883682166875
ACH-000265,-0.23811106518146616
ACH-000266,-0.14789895356492996
ACH-000272,-0.03996381428620338
ACH-000274,-0.1424968298830871
ACH-000277,-0.3112426073786126
ACH-000278,-0.1462285613602032
ACH-000279,-0.07280599382516996
ACH-000280,-0.3224792035951142
ACH-000281,-0.06071179612823354
ACH-000288,-0.18902390428884533
ACH-000291,-0.025699730374186592
