,PICK1 (9463)
ACH-000701,-0.13548427001402874
ACH-000706,-0.09234069091434756
ACH-000711,-0.13435900133285064
ACH-000713,0.008349553678250802
ACH-000714,0.04065598556251315
ACH-000718,0.05277629895166985
ACH-000720,-0.06739791762498511
ACH-000721,-0.17225794516462756
ACH-000724,-0.2143318964395532
ACH-000725,-0.2280119804558136
ACH-000732,-0.12021381095832455
ACH-000734,-0.09274749101913593
ACH-000735,-0.1818326344240875
ACH-000736,-0.04566663496339402
ACH-000738,-0.04311807586111848
ACH-000746,-0.2656361637707957
ACH-000747,-0.2056708552212861
ACH-000748,-0.0461580650523323
ACH-000753,-0.12602883637747564
ACH-000756,-0.2867886592567525
ACH-000757,-0.19104461945707046
ACH-000758,-0.12133048159586388
ACH-000760,-0.18752585414162928
ACH-000762,-0.14793254156201247
ACH-000763,-0.2829292266001055
ACH-000764,0.1495744504543614
ACH-000765,-0.17675505538251646
ACH-000766,-0.173547327226943
ACH-000767,-0.15189148338749614
ACH-000768,-0.11843435867817342
ACH-000769,-0.13270470310527965
ACH-000770,-0.0864300054158264
ACH-000771,-0.06644993308958055
ACH-000773,-0.12973633055239733
ACH-000776,-0.19446271696747625
ACH-000777,-0.07936132025045825
ACH-000778,-0.19133315360036315
ACH-000781,-0.13490108620398844
ACH-000782,-0.18873404382664768
ACH-000783,-0.033786755482432984
ACH-000784,-0.16997560877129084
ACH-000785,-0.0034067013065238946
ACH-000787,-0.148063334271259
ACH-000788,-0.252478397299055
ACH-000791,-0.17885121461391318
ACH-000792,0.07753102026688542
ACH-000794,-0.10768339217858924
ACH-000796,0.0034830948120303388
ACH-000798,-0.15381212097280553
ACH-000799,-0.13651343206265945
ACH-000800,-0.2999861304494054
ACH-000802,-0.13977373388930692
ACH-000804,0.10399035521972122
ACH-000805,-0.2955024940100674
ACH-000809,-0.06811426621515412
ACH-000810,0.0432950664660883
ACH-000811,0.00622879726475773
ACH-000817,-0.19266453804464045
ACH-000819,-0.17703882982202054
ACH-000820,-0.2297291711827593
ACH-000821,-0.2181735032911156
ACH-000822,-0.024982477229125676
ACH-000823,-0.17520359489089188
ACH-000824,0.1047030465733814
ACH-000827,-0.09439968016349096
ACH-000829,-0.0752727389378861
ACH-000831,-0.29331731314810083
ACH-000832,-0.22118473818515866
ACH-000833,-0.025802801387868814
ACH-000834,-0.07793543764059463
ACH-000835,-0.08905208719672501
ACH-000836,-0.028693828471011092
ACH-000837,-0.13846240724509234
ACH-000838,-0.04618132221116729
ACH-000839,-0.11348909945621928
ACH-000840,0.09941713190982167
ACH-000841,-0.16165047849565858
ACH-000843,-0.0353969253181183
ACH-000846,-0.1242108012007943
ACH-000847,-0.0863212543649503
ACH-000848,-0.09313014473319983
ACH-000849,-0.017345977650999298
ACH-000851,0.00798535763045566
ACH-000855,-0.18287372034888846
ACH-000856,-0.0515880524754849
ACH-000858,-0.1656092869747077
ACH-000859,-0.2395978767518026
ACH-000861,0.20755060230165084
ACH-000862,-0.09638214468456577
ACH-000865,-0.1043681079896752
ACH-000866,-0.1537412984561496
ACH-000867,-0.07710069680812925
ACH-000869,0.005538470856376121
ACH-000872,-0.0665461470813709
ACH-000873,-0.2350127013569933
ACH-000876,0.07028979403362696
ACH-000878,-0.19720500447148498
ACH-000880,-0.10000920858060768
ACH-000881,-0.1445809704331477
ACH-000882,-0.06251609898791077
ACH-000884,-0.3132562173168457
ACH-000885,-0.04381823498450275
ACH-000887,-0.025375910524126626
ACH-000889,-0.0978523746145774
ACH-000896,-0.15422670636696004
ACH-000898,-0.0855417092677067
ACH-000900,-0.2425455450288032
ACH-000901,-0.029830032905045233
ACH-000905,-0.06775639288935456
ACH-000906,-0.1140844815346384
ACH-000907,-0.02592581650608877
ACH-000910,-0.1320419867963074
ACH-000911,-0.1431620319335422
ACH-000912,-0.0927211547117224
ACH-000913,-0.03606154626882443
ACH-000915,-0.012296421265333295
ACH-000916,-0.10290059499332344
ACH-000917,-0.14516537217375353
ACH-000920,-0.03352257544527105
ACH-000921,-0.14996280554956862
ACH-000924,-0.1651814990993552
ACH-000926,-0.00930687766606119
ACH-000928,-0.09091550118135418
ACH-000929,-0.04503352922462468
ACH-000932,-0.03694912131745051
ACH-000935,-0.08558036979857417
ACH-000936,-0.033874248045173305
ACH-000937,-0.25071024775378226
ACH-000938,-0.057689540049234114
ACH-000939,0.06177775224402436
ACH-000941,-0.10667494522836052
ACH-000943,-0.05822246643185211
ACH-000946,-0.01302672492370188
ACH-000947,-0.06587315718740436
ACH-000948,-0.11816641350969825
ACH-000950,-0.1199795382561644
ACH-000953,-0.20571149191835172
ACH-000954,0.0065265381826623715
ACH-000957,-0.06686093154008615
ACH-000958,-0.10020656042723386
ACH-000960,-0.05305303418201433
ACH-000963,-0.2205510525251609
ACH-000968,-0.24949961177148075
ACH-000969,0.06940144851268915
ACH-000972,-0.11546609724995552
ACH-000973,-0.049624957573711576
ACH-000974,-0.12861810199321255
ACH-000978,0.007510722888924594
ACH-000984,-0.05795273114800405
ACH-000986,-0.1732563899471172
ACH-000988,-0.1410244639359533
ACH-000993,0.05593931758206274
ACH-000994,-0.058929887933897
ACH-000996,-0.023551141678467103
ACH-001001,-0.13084612313707986
ACH-001020,0.13841088298904833
ACH-001028,0.01902795895717671
ACH-001031,-0.04777475287592774
ACH-001038,-0.10363313429181867
ACH-001048,-0.11402777692723087
ACH-001050,-0.034612807833417636
ACH-001053,-0.19714665644118715
ACH-001054,-0.046897896394685334
ACH-001061,-0.033327223519493944
ACH-001067,-0.013219567167762878
ACH-001075,-0.12340731966254682
ACH-001096,-0.17790498527672324
ACH-001111,-0.008373556340068573
ACH-001119,0.06521672705590477
ACH-001128,0.6573996489169538
ACH-001134,-0.03178161583648999
ACH-001151,-0.06473267735967236
ACH-001163,-0.23095658763442345
ACH-001164,-0.2068195168011486
ACH-001183,-0.18643876590154929
ACH-001192,-0.2549612498358418
ACH-001193,0.01977767789172615
ACH-001196,0.043763926762186836
ACH-001197,-0.10098797468482767
ACH-001205,-0.26188787020086385
ACH-001211,0.07332088673667228
ACH-001212,0.4103889835242529
ACH-001228,-0.05170419262336323
ACH-001232,-0.1265548866097348
ACH-001239,-0.21255087537274872
ACH-001270,-0.21705520016069368
ACH-001274,-0.0887137289326046
ACH-001275,-0.11545554289192328
ACH-001277,-0.1124495012075188
ACH-001278,-0.12241846730971075
ACH-001280,-0.1149265697592116
ACH-001283,-0.13733094372462346
ACH-001289,-0.06812461264309436
ACH-001300,-0.1257225245978018
ACH-001301,-0.1293175494980469
ACH-001302,-0.18499353164945925
ACH-001306,-0.10988875812102768
ACH-001318,-0.17153147963193588
ACH-001322,-0.039527301868397965
ACH-001328,-0.09106522456899024
ACH-001332,-0.2324547512967694
ACH-001336,-0.14456264133423674
ACH-001346,-0.1118137883455744
ACH-001353,-0.02899828569197901
ACH-001354,-0.22456613187630275
ACH-001367,0.07235647827729136
ACH-001368,-0.20716283397596308
ACH-001374,-0.016016097480542744
ACH-001377,-0.0167052461483158
ACH-001380,-0.009630598881805136
ACH-001391,-0.23572817666969476
ACH-001408,-0.1469164353558937
ACH-001430,-0.1269456422308149
ACH-001431,-0.14893312463370495
ACH-001450,-0.06474942989394987
ACH-001496,-0.005935079863355363
ACH-001500,-0.0657948667868727
ACH-001523,0.0207507396259104
ACH-001532,-0.0792045422632487
ACH-001550,0.0004305091667494159
ACH-001552,-0.2572477619928384
ACH-001554,-0.16319598858069986
ACH-001654,-0.08040685605686547
ACH-001735,-0.20652500745464733
ACH-001736,-0.18313133618922287
ACH-001737,-0.3082162388511583
ACH-001740,-0.050522661896432515
ACH-001745,-0.03891201146573113
ACH-001765,-0.05505374737883532
