,PICK1 (9463)
ACH-000004,-0.13191577199474586
ACH-000005,0.08265706080274504
ACH-000007,-0.13846885098119208
ACH-000009,-0.035308501153606765
ACH-000011,-0.11792058351626675
ACH-000012,-0.15571559591990344
ACH-000013,-0.21858866127144014
ACH-000014,-0.2466569526526544
ACH-000015,-0.2214274351199548
ACH-000017,-0.1037699366644737
ACH-000018,-0.03691687959800485
ACH-000019,-0.07011425986496073
ACH-000021,-0.1399400313415643
ACH-000022,-0.10363213899633844
ACH-000025,-0.2288561285981464
ACH-000028,-0.14275931559239385
ACH-000030,-0.1937089861403235
ACH-000035,-0.2698641776964294
ACH-000036,-0.18172069388602308
ACH-000037,0.014278587782059702
ACH-000039,-0.016149821394338574
ACH-000040,-0.1259549985565451
ACH-000041,-0.19583442131035986
ACH-000042,-0.2582069126613489
ACH-000045,-0.21155431119658924
ACH-000047,-0.14654797650624016
ACH-000052,-0.11671831317383545
ACH-000053,-0.10218045982193133
ACH-000054,-0.03471583205761146
ACH-000055,-0.10584891294963547
ACH-000060,-0.15493159381990712
ACH-000067,-0.14513080845705426
ACH-000070,-0.077171374067114
ACH-000075,-0.031629360324559916
ACH-000078,-0.0961731961232436
ACH-000082,-0.06447428065970143
ACH-000085,-0.1488354062839781
ACH-000086,-0.002166891629389961
ACH-000087,-0.05160355921130471
ACH-000092,-0.24297294933193594
ACH-000095,-0.06694077403751587
ACH-000097,-0.005416611639916936
ACH-000098,-0.20118906710767934
ACH-000099,-0.09325356191530487
ACH-000108,-0.12280158229910285
ACH-000113,-0.16624614681440245
ACH-000116,-0.07542354990059026
ACH-000118,-0.17822346076489187
ACH-000120,-0.1416828018958157
ACH-000123,-0.16667555384307786
ACH-000127,-0.05139005382411526
ACH-000128,-0.07546210599201608
ACH-000132,0.015711401031563158
ACH-000133,-0.15220075805690148
ACH-000137,-0.0987759262921596
ACH-000138,-0.011387152735592808
ACH-000142,0.04406225431088561
ACH-000143,-0.11252544916317077
ACH-000146,-0.08390555555532453
ACH-000148,-0.043074605641592184
ACH-000150,-0.12532773955946233
ACH-000152,-0.06020674875026636
ACH-000153,-0.09532404798414322
ACH-000159,0.08738965341672565
ACH-000160,0.06970412119088434
ACH-000163,0.006274733127070896
ACH-000167,0.3905814218826785
ACH-000168,-0.22290407721250052
ACH-000169,-0.14019028836815128
ACH-000178,-0.11043503895515082
ACH-000183,-0.11216106542228962
ACH-000188,-0.12527137882751635
ACH-000189,0.060129427370867836
ACH-000190,0.14179056014725547
ACH-000198,-0.029208041475469494
ACH-000203,-0.2773342373548864
ACH-000204,-0.15869754641144626
ACH-000206,-0.16213382383982394
ACH-000207,-0.12006055726978092
ACH-000208,-0.11130347082597614
ACH-000210,-0.20513482570461336
ACH-000211,-0.16623479642198236
ACH-000215,-0.13098160478259072
ACH-000221,-0.1529548005364643
ACH-000222,-0.1272673311407829
ACH-000223,-0.09198941730898476
ACH-000226,-0.049144948204462496
ACH-000227,0.02563742752141681
ACH-000228,-0.15458921763546973
ACH-000231,-0.2526081113012123
ACH-000232,-0.1920781361244681
ACH-000233,-0.2988928071411226
ACH-000234,-0.007827261016889549
ACH-000235,-0.0473228956039172
ACH-000237,-0.09233368779134607
ACH-000238,-0.1782180180071897
ACH-000242,0.05062171533999794
ACH-000243,-0.2336103035059329
ACH-000244,-0.22911718419739224
ACH-000246,-0.06241785363229596
ACH-000248,-0.1021311767562273
ACH-000250,-0.0844256764578595
ACH-000251,-0.08419144647850793
ACH-000252,-0.18036463542696146
ACH-000253,0.014711500127789774
ACH-000255,-0.2474331046421668
ACH-000256,-0.10699538065241217
ACH-000257,0.028507365584351144
ACH-000258,-0.3411550209708389
ACH-000259,-0.14348704037351134
ACH-000260,-0.045494577241997784
ACH-000261,-0.09990982627226427
ACH-000262,-0.014813672667367831
ACH-000263,-0.21969669918983106
ACH-000264,-0.10877031499148572
ACH-000265,-0.13124678991063773
ACH-000266,-0.05275441381444164
ACH-000272,-0.17316765539238324
ACH-000274,-0.2131377493393381
ACH-000277,-0.1426131838794413
ACH-000278,-0.08887408669106901
ACH-000279,-0.09846183603705054
ACH-000280,-0.2372641850904541
ACH-000281,-0.1674763032567198
ACH-000288,-0.004478347405673789
ACH-000291,-0.08549920994679461
ACH-000293,0.008391856946395026
ACH-000294,0.0043244421765111065
ACH-000295,-0.01478760224965529
ACH-000296,-0.15868302504146933
ACH-000302,-0.15762717505075613
ACH-000304,-0.09114228409682378
ACH-000307,-0.10060735496063834
ACH-000308,-0.10216420215077247
ACH-000310,-0.09353530762867043
ACH-000311,-0.14768152513891394
ACH-000312,-0.14991360241279958
ACH-000315,-0.06449705308710457
ACH-000316,0.04086784425072408
ACH-000317,-0.0576257344740153
ACH-000318,-0.20176120002805453
ACH-000319,-0.1208004263258638
ACH-000320,-0.06690222008658693
ACH-000322,-0.0061550236691277896
ACH-000323,-0.1970922196274388
ACH-000324,-0.08064319680109569
ACH-000329,-0.10064585173655574
ACH-000330,-0.09198125281148307
ACH-000331,0.019808048336492662
ACH-000332,-0.06697577343133855
ACH-000334,-0.21761142092007665
ACH-000335,-0.2341641367756711
ACH-000336,-0.007553814477206371
ACH-000337,-0.3082350658625197
ACH-000338,0.06641555504495758
ACH-000339,-0.0553208423982804
ACH-000341,0.055338135838607264
ACH-000348,0.04612077596200773
ACH-000350,0.02667567893228496
ACH-000352,-0.09214640643120828
ACH-000356,-0.2442164307746643
ACH-000361,-0.1620128528981687
ACH-000362,-0.108804732225189
ACH-000363,-0.113701221738636
ACH-000364,-0.13937151910524245
ACH-000365,-0.17359451806051973
ACH-000366,-0.09623265736617788
ACH-000368,-0.266782585542575
ACH-000374,-0.01807534090708932
ACH-000375,0.04596492668004288
ACH-000376,-0.11672007573349688
ACH-000381,-0.10946068897881683
ACH-000383,-0.05041727338807775
ACH-000387,-0.15178670348862508
ACH-000389,-0.2495423518633712
ACH-000390,-0.16829553782716986
ACH-000393,-0.12810833303999045
ACH-000395,0.017496896571278963
ACH-000396,-0.1625886146773197
ACH-000397,0.01656315739536495
ACH-000401,-0.2634084440733592
ACH-000402,-0.19563269396646665
ACH-000403,-0.01506746077826508
ACH-000404,-0.1423816909944909
ACH-000406,-0.11750084273620755
ACH-000407,-0.11631842238907375
ACH-000408,-0.1893807274792937
ACH-000410,-0.1540642525680343
ACH-000411,0.042017909645565066
ACH-000414,-0.13188678523149192
ACH-000415,-0.11420490473008901
ACH-000416,-0.09715683481522093
ACH-000420,-0.1076422023661797
ACH-000421,-0.03133373778463642
ACH-000424,-0.21110899712848005
ACH-000425,-0.4327615358816031
ACH-000426,0.06186014940512136
ACH-000427,-0.11140373124977526
ACH-000433,-0.07800034767924521
ACH-000435,-0.20415397021157675
ACH-000436,0.08578480962605847
ACH-000444,-0.16517145813109696
ACH-000445,-0.08028771758799219
ACH-000448,-0.09033187757158964
ACH-000450,-0.15564699461118986
ACH-000452,-0.07322737740427668
ACH-000454,-0.2152297727634968
ACH-000458,-0.13518821059059846
ACH-000459,-0.011432253498450916
ACH-000460,-0.04672847027475541
ACH-000461,-0.15263444895254108
ACH-000463,-0.06823988913512136
ACH-000464,-0.04226083842922969
ACH-000466,-0.08727673217180129
ACH-000467,-0.034453846823453274
ACH-000468,-0.1810231692446338
ACH-000469,-0.15179606396476528
ACH-000470,-0.07329357060807144
ACH-000471,-0.20751650079025846
ACH-000472,-0.2437899196313245
ACH-000473,-0.07476893313898045
ACH-000475,-0.06479710473803008
ACH-000476,-0.03352324628588451
ACH-000477,-0.13747180263560302
ACH-000479,-0.12805265533103574
ACH-000480,0.06421818983688463
ACH-000481,0.013898836718408431
ACH-000483,-0.1950100082179531
ACH-000484,-0.04083899888876343
ACH-000485,-0.13157808531291895
ACH-000486,-0.20696092331503585
ACH-000487,-0.06307021610842133
ACH-000488,-0.165400731176818
ACH-000490,-0.2156108475077141
ACH-000491,-0.09911487967055914
ACH-000495,0.02392985759069701
ACH-000496,-0.034147763727893375
ACH-000499,-0.3257060025398668
ACH-000500,0.10594299867118363
ACH-000502,-0.04461959283089883
ACH-000503,-0.12360536134489568
ACH-000505,-0.05590836737890795
ACH-000507,-0.1172063638531282
ACH-000510,-0.2270102682376757
ACH-000511,0.008787162056191856
ACH-000512,0.035934369280675185
ACH-000516,-0.36725169922742407
ACH-000517,-0.034415435472757036
ACH-000518,-0.2376903547314396
ACH-000520,0.0040869600008828395
ACH-000521,-0.0620627427568064
ACH-000522,0.11065262874506772
ACH-000524,-0.02142927374531936
ACH-000527,-0.19280012124957055
ACH-000528,-0.11922546983833734
ACH-000537,-0.033831379034932794
ACH-000541,-0.10914351214743866
ACH-000542,-0.0577458755453093
ACH-000544,-0.016445354680129403
ACH-000545,-0.11721750630537048
ACH-000547,-0.06754017450448706
ACH-000548,-0.08054490859467253
ACH-000549,0.014750024197445897
ACH-000550,-0.04231113924319757
ACH-000552,-0.183253157424845
ACH-000556,-0.2183223151708815
ACH-000557,-0.09468007711011782
ACH-000569,-0.1969823035265349
ACH-000570,-0.10269454834212492
ACH-000571,-0.09434802964697887
ACH-000573,-0.13812847022399702
ACH-000576,-0.08247975374857475
ACH-000579,-0.2141936234910491
ACH-000580,-0.12982059170940874
ACH-000584,0.017583293289888068
ACH-000585,0.037424004396756014
ACH-000588,-0.07764123284950201
ACH-000589,-0.09773980429462707
ACH-000591,-0.08702680820756943
ACH-000593,-0.09501183635439037
ACH-000600,0.034433462693596116
ACH-000601,-0.16648595302052682
ACH-000605,-0.10118965379024232
ACH-000606,-0.14104513685080372
ACH-000608,-0.1186140472134951
ACH-000614,-0.30536001242214617
ACH-000616,-0.04075220744442155
ACH-000618,-0.21790005278400576
ACH-000619,-0.08286577080457089
ACH-000620,-0.03482319115002282
ACH-000621,-0.08391980556664291
ACH-000622,-0.12221789295604298
ACH-000623,-0.27648029688910986
ACH-000624,-0.1483094750804847
ACH-000627,-0.17702449498232478
ACH-000630,-0.14377018942494746
ACH-000631,-0.29229518522350056
ACH-000632,-0.15527736889217594
ACH-000633,-0.2561458951699475
ACH-000637,-0.060456566170023575
ACH-000638,-0.08966755481549714
ACH-000646,-0.08145497033690405
ACH-000647,-0.10076759719802847
ACH-000648,0.08958873853748164
ACH-000649,-0.01813780658789954
ACH-000651,-0.1619772636718485
ACH-000652,-0.13064546665491014
ACH-000653,-0.18607049997578126
ACH-000657,-0.09367928805026096
ACH-000658,-0.07350516233478825
ACH-000661,-0.15021666922163032
ACH-000662,-0.4205229457242455
ACH-000663,-0.03608875434066737
ACH-000665,-0.20891947753387824
ACH-000671,-0.020168898878321045
ACH-000672,-0.2067861301552879
ACH-000673,-0.25666277458156483
ACH-000676,-0.07922980902775896
ACH-000677,-0.160961712961535
ACH-000681,-0.08746320201974403
ACH-000683,-4.6380823623235326e-06
ACH-000684,-0.06342375691878997
ACH-000688,0.04954504149403431
ACH-000693,-0.1929630737327909
ACH-000694,-0.168858943778975
ACH-000695,-0.03181284047201385
ACH-000696,-0.07348213319143318
ACH-000697,-0.0927181457063227
ACH-000699,-0.07335213403407256
