,BATF2 (116071)
ACH-000004,-0.22219001942589994
ACH-000005,-0.010036868317409658
ACH-000007,-0.12685536202214953
ACH-000009,-0.09473123894659308
ACH-000011,-0.2648189931355722
ACH-000012,-0.13813754163392972
ACH-000013,-0.17538898940074382
ACH-000014,-0.05771279217903664
ACH-000015,-0.21521387322121655
ACH-000017,-0.12668544074022725
ACH-000018,-0.13368714648615174
ACH-000019,-0.3017958150488116
ACH-000021,-0.3052160843968
ACH-000022,-0.1801752211825168
ACH-000025,-0.03822742123496855
ACH-000028,-0.1833261502645792
ACH-000030,-0.17374848774082716
ACH-000035,-0.12395324016694133
ACH-000036,-0.12685595815650513
ACH-000037,-0.16563130219850902
ACH-000039,0.019816407478189826
ACH-000040,-0.2217010328493497
ACH-000041,-0.17090044340182733
ACH-000042,-0.2588292099373637
ACH-000045,-0.20231338374245686
ACH-000047,-0.250905126168986
ACH-000052,-0.3416295563984274
ACH-000053,-0.22259153422671527
ACH-000054,-0.1428540386665582
ACH-000055,-0.3111237134272303
ACH-000060,-0.27086302117264943
ACH-000067,-0.2876692178381964
ACH-000070,-0.22693216766535476
ACH-000075,-0.2544555186139529
ACH-000078,-0.0689783875155678
ACH-000082,-0.18426623422699076
ACH-000085,-0.2967977402260681
ACH-000086,-0.3356691179416978
ACH-000087,-0.2591218198671491
ACH-000092,-0.14289479632285515
ACH-000095,-0.18298983740335106
ACH-000097,-0.1902954404229071
ACH-000098,-0.12628127227253733
ACH-000099,-0.1408240719168821
ACH-000108,-0.2648074310912418
ACH-000113,-0.2604026938497591
ACH-000116,-0.261919960163496
ACH-000118,-0.3817238082183058
ACH-000120,-0.2590087984223235
ACH-000123,-0.3787814107210553
ACH-000127,-0.1146966192617272
ACH-000128,-0.1027433247531606
ACH-000132,-0.2722351086576687
ACH-000133,-0.213999846759854
ACH-000137,-0.2272496784094999
ACH-000138,-0.12383230380563914
ACH-000142,-0.4018410289287029
ACH-000143,-0.08131140365494417
ACH-000146,-0.18294148003182945
ACH-000148,-0.2486831788808941
ACH-000150,-0.20095399065897665
ACH-000152,-0.15547610729234246
ACH-000153,-0.4427474550986825
ACH-000159,-0.1161009322582134
ACH-000160,-0.14983444268852325
ACH-000163,-0.18230757955431046
ACH-000167,-0.1221593791884213
ACH-000168,-0.2826559304251792
ACH-000169,-0.08981500616263331
ACH-000178,-0.08295694229516387
ACH-000183,-1.2013678483013923
ACH-000188,-0.31143610785202
ACH-000189,-0.4554348232075853
ACH-000190,-0.21221251272428165
ACH-000198,-0.21286942600931028
ACH-000203,-0.22104467729462807
ACH-000204,-0.15071479756918607
ACH-000206,-0.1032876362813746
ACH-000207,-0.2763809754240903
ACH-000208,0.02770993424553355
ACH-000210,-0.2532287038759973
ACH-000211,-0.2545770391395566
ACH-000215,-0.10293852805450232
ACH-000221,-0.14027414052928444
ACH-000222,-0.1762624392990152
ACH-000223,-0.08606348585048335
ACH-000226,-0.1674139985228548
ACH-000227,-0.374620512832279
ACH-000228,-0.4473471999155715
ACH-000231,-0.11940149764218885
ACH-000232,-0.17775702492299636
ACH-000233,-0.2574473192050497
ACH-000234,-0.13989569614878414
ACH-000235,-0.2676219763740811
ACH-000237,-0.07574835380265252
ACH-000238,-0.2344181940376827
ACH-000242,-0.059108356502313636
ACH-000243,-0.19096575233787266
ACH-000244,-0.15732504579239012
ACH-000246,-0.22337488755140786
ACH-000248,-0.23911936767970754
ACH-000250,-0.2726030326893446
ACH-000251,-0.2798458055224918
ACH-000252,-0.3627357077610824
ACH-000253,-0.03731337100297129
ACH-000255,-0.21778000091483907
ACH-000256,-0.3680559279997659
ACH-000257,-0.3492614265908889
ACH-000258,-0.09076635324913968
ACH-000259,-0.3112606362191934
ACH-000260,-0.2602707198027196
ACH-000261,0.2409740588217833
ACH-000262,-0.3557036254669817
ACH-000263,-0.4634678828139488
ACH-000264,-0.18712134245748369
ACH-000265,-0.26672078186859777
ACH-000266,-0.2673026405525623
ACH-000272,-0.2576479855730095
ACH-000274,-0.17615631853788408
ACH-000277,-0.198950056952936
ACH-000278,-0.07683656977791131
ACH-000279,-0.18725102998721846
ACH-000280,-0.19512464357174145
ACH-000281,-0.21264002052306466
ACH-000288,-0.16016175986170833
ACH-000291,-0.07529821884570499
ACH-000293,-0.2642874647941398
ACH-000294,-0.2533117553466606
ACH-000295,-0.17657569549102176
ACH-000296,-0.15646595022146342
ACH-000302,-0.177426623942584
ACH-000304,-0.019864479435352484
ACH-000307,-0.18038927117771625
ACH-000308,-0.2653181556317493
ACH-000310,-0.1254386298202621
ACH-000311,-0.1923695448541245
ACH-000312,-0.2610387081612671
ACH-000315,-0.0873239633682792
ACH-000316,-0.4839108076976234
ACH-000317,-0.42900137479035794
ACH-000318,-0.4717591730529002
ACH-000319,-0.13250409442289535
ACH-000320,-0.2682467065628429
ACH-000322,-0.10314526519730036
ACH-000323,-0.15748457013138084
ACH-000324,-0.1354450150205645
ACH-000329,-0.15321769571589774
ACH-000330,-0.3206876507377108
ACH-000331,-0.15086859402210032
ACH-000332,-0.2529988439005782
ACH-000334,-0.4476821686580248
ACH-000335,-0.09131873904519676
ACH-000336,-0.017043616916365106
ACH-000337,-0.26074135498120066
ACH-000338,-0.2899072713138087
ACH-000339,-0.16817453553073453
ACH-000341,-0.2789978944924755
ACH-000348,-0.1003368979902041
ACH-000350,-0.14481995910483428
ACH-000352,-0.32291774819706404
ACH-000356,-0.371045128856658
ACH-000361,-0.08180812486883311
ACH-000362,-0.15232571596271013
ACH-000363,-0.1505591984488915
ACH-000364,-0.3723907136621919
ACH-000365,-0.2333310984731456
ACH-000366,-0.30467143637607785
ACH-000368,-0.3349561210100242
ACH-000374,-0.37996031252382056
ACH-000375,-0.17528673897124447
ACH-000376,-0.23635951018398565
ACH-000381,-0.3971342854037913
ACH-000383,-0.2096486880804405
ACH-000387,-0.2031744335813711
ACH-000389,-0.18241397576855475
ACH-000390,-0.2286211591819725
ACH-000393,-0.18050052775269967
ACH-000395,-0.2386082240195779
ACH-000396,-0.0800085541350509
ACH-000397,-0.21036245276685006
ACH-000401,-0.06890300838648933
ACH-000402,-0.4060367343164672
ACH-000403,-0.07583119938457496
ACH-000404,-0.10202963481810312
ACH-000406,-0.21774930852657234
ACH-000407,-0.28113052427958435
ACH-000408,-0.4154747287021808
ACH-000410,-0.12125597924406148
ACH-000411,-0.17586025184478776
ACH-000414,-0.18204576250596446
ACH-000415,-0.35403635411021
ACH-000416,-0.19900790216950706
ACH-000420,-0.4042438868082295
ACH-000421,-0.3315358045834215
ACH-000424,-0.24566397678792615
ACH-000425,-0.12222459776220472
ACH-000426,-0.147723133915969
ACH-000427,-0.11449205300922115
ACH-000433,-0.30660734427416136
ACH-000435,0.11307963256146435
ACH-000436,-0.24391615397546115
ACH-000444,-0.08205955773119282
ACH-000445,-0.18820095084231286
ACH-000448,-0.13988078758020628
ACH-000450,0.027110821078454958
ACH-000452,-0.26804803341374794
ACH-000454,-0.17478735783631227
ACH-000458,-0.35670967673558984
ACH-000459,-0.0955026220099702
ACH-000460,-0.16984924524809325
ACH-000461,-0.3932820962714264
ACH-000463,-0.19165502662893788
ACH-000464,-0.3056066549343176
ACH-000466,-0.3569915834948634
ACH-000467,-0.2185517632472068
ACH-000468,-0.2175591303782792
ACH-000469,-0.3419257045480298
ACH-000470,-0.30195786134337643
ACH-000471,-0.1738986964217501
ACH-000472,-0.1737379377454391
ACH-000473,-0.3523021657160609
ACH-000475,-0.27713604206244125
ACH-000476,-0.19308373233392068
ACH-000477,-0.3432414419597947
ACH-000479,-0.22182619413701787
ACH-000480,0.01811609952853328
ACH-000481,-0.3127386650419469
ACH-000483,-0.27190442770035445
ACH-000484,-0.2699029705569203
ACH-000485,-0.234249903979242
ACH-000486,-0.1761948214153586
ACH-000487,-0.2904986124871933
ACH-000488,-0.20556152827278154
ACH-000490,-0.06757167276458009
