,NT5C2 (22978)
ACH-000004,-0.09650556212691476
ACH-000005,-0.15690063237971916
ACH-000007,-0.06669705079799433
ACH-000009,-0.012134055996120092
ACH-000011,-0.0009781350239821982
ACH-000012,0.02709680885692509
ACH-000013,-0.04285704074955976
ACH-000014,0.011698690140843066
ACH-000015,-0.0646558321483124
ACH-000017,0.07055885303887667
ACH-000018,0.10281956792416627
ACH-000019,0.01909773371714699
ACH-000021,0.00676359232192968
ACH-000022,0.004916523553631618
ACH-000025,-0.13233266275785965
ACH-000028,-0.0047195809785616225
ACH-000030,-0.02123455620889557
ACH-000035,0.07129816954724348
ACH-000036,-0.07564950306799041
ACH-000037,-0.06050009467397657
ACH-000039,-0.09869049223788456
ACH-000040,-0.07269055934026901
ACH-000041,-0.05836075809418687
ACH-000042,-0.0228312068346866
ACH-000045,0.13117032145520302
ACH-000047,0.0005577461638829419
ACH-000052,-0.0749028382129562
ACH-000053,0.03853171752213171
ACH-000054,-0.07817151915486395
ACH-000055,-0.060634038921615424
ACH-000060,-0.07681655357487646
ACH-000067,-0.16082075001821533
ACH-000070,0.1238384998174222
ACH-000075,-0.17729538660804642
ACH-000078,-0.07747618577211249
ACH-000082,0.11066304291125134
ACH-000085,-0.07564850171978993
ACH-000086,-0.0243825275333532
ACH-000087,0.14151976691601226
ACH-000092,0.05037238661536576
ACH-000095,-0.13173153991585648
ACH-000097,-0.02351066718254316
ACH-000098,-0.056781706237342015
ACH-000099,-0.19625199523274434
ACH-000108,-0.0230448015283376
ACH-000113,-0.07490963843733972
ACH-000116,-0.06424197533739281
ACH-000118,-0.1165561835702351
ACH-000120,-0.0991874441148328
ACH-000123,-0.06718332669259923
ACH-000127,-0.10159033585936604
ACH-000128,-0.00934471764169842
ACH-000132,-0.018059264796270038
ACH-000133,-0.02690946857490493
ACH-000137,0.11467847101045285
ACH-000138,0.05532220762689894
ACH-000142,0.018801475875944457
ACH-000143,-0.07057937892333935
ACH-000146,-0.027759800113039086
ACH-000148,-0.1839822692606091
ACH-000150,0.005987216417681819
ACH-000152,0.008821275864794142
ACH-000153,-0.11844734603937805
ACH-000159,-0.03409126695381997
ACH-000160,-0.05237085941669771
ACH-000163,-0.13684976593615156
ACH-000167,-0.4753537633115473
ACH-000168,-0.14170498636495196
ACH-000169,-0.08647269908406632
ACH-000178,-0.004796224114572158
ACH-000183,0.13035570306702954
ACH-000188,-0.010825308301944406
ACH-000189,0.015074465660170122
ACH-000190,-0.15908616908634882
ACH-000198,-0.02713395321174682
ACH-000203,0.5056407483440093
ACH-000204,-0.06161568475232795
ACH-000206,0.07738985921285135
ACH-000207,-0.077362890295625
ACH-000208,-0.08007728614518846
ACH-000210,-0.1868947671222033
ACH-000211,-0.10598316829528084
ACH-000215,-0.03864792868360538
ACH-000221,0.05265550153966768
ACH-000222,-0.02359200296076221
ACH-000223,-0.12104281317300357
ACH-000226,-0.04291947726341536
ACH-000227,-0.12643266108096918
ACH-000228,-0.08869936315850008
ACH-000231,-0.07235917325979417
ACH-000232,-0.027324531409682228
ACH-000233,-0.09493441899027576
ACH-000234,-0.006886241162002949
ACH-000235,-0.08540052368604853
ACH-000237,-0.033808468738474665
ACH-000238,0.05636248316078455
ACH-000242,0.07296057118030383
ACH-000243,-0.08552898301709723
ACH-000244,-0.08391235757187414
ACH-000246,-0.1045229184532552
ACH-000248,-0.07289948420120161
ACH-000250,0.02242316636898363
ACH-000251,-0.01809399694444177
ACH-000252,-0.1669852965379223
ACH-000253,-0.04644591158293138
ACH-000255,-0.10450972072107624
ACH-000256,-0.2084472520385269
ACH-000257,0.035557209931848306
ACH-000258,-0.03873532545961375
ACH-000259,-0.0948022863232387
ACH-000260,0.0013965427867775866
ACH-000261,-0.07616331419339266
ACH-000262,0.035023548459874314
ACH-000263,-0.10275287903535656
ACH-000264,-0.04171282177943547
ACH-000265,-0.02182936619186052
ACH-000266,-0.028474908517983694
ACH-000272,-0.0943834496428159
ACH-000274,-0.04444876708545576
ACH-000277,0.00686802489397412
ACH-000278,-0.10875332004152223
ACH-000279,-0.04678742876425372
ACH-000280,0.028837827654764288
ACH-000281,0.001281977508398954
ACH-000288,-0.06016968610569184
ACH-000291,-0.03057528141167616
ACH-000293,-0.13562609816733429
ACH-000294,0.014411864090042944
ACH-000295,-0.18769247370996733
ACH-000296,0.11703825679570423
ACH-000302,-0.07744679213662989
ACH-000304,-0.01739071560531693
ACH-000307,-0.09783151280704017
ACH-000308,-0.02869189906815677
ACH-000310,-0.16001883400227435
ACH-000311,0.1030436943454077
ACH-000312,-0.14941097072739273
ACH-000315,0.015499717200278663
ACH-000316,-0.17225686679148627
ACH-000317,-0.15913096229128867
ACH-000318,-0.01885751209458571
ACH-000319,-0.09823042103311784
ACH-000320,-0.020918661957966576
ACH-000322,0.07402889297620427
ACH-000323,-0.1591685183807848
ACH-000324,-0.09414270008430477
ACH-000329,-0.07843965825643226
ACH-000330,-0.05277831724155753
ACH-000331,-0.0353525069061802
ACH-000332,-0.08167290047621402
ACH-000334,-0.11389543127415347
ACH-000335,0.1063249568393506
ACH-000336,-0.39147466191582203
ACH-000337,0.03524971004663601
ACH-000338,-0.052721295302951054
ACH-000339,-0.12064292645744695
ACH-000341,-0.1992360221732962
ACH-000348,-0.06735657980081614
ACH-000350,-0.08713715627131649
ACH-000352,0.014033119385360265
ACH-000356,-0.13827216304480064
ACH-000361,-0.21073686539184933
ACH-000362,-0.06858837454630372
ACH-000363,-0.10365394728061043
ACH-000364,-0.017397616430144713
ACH-000365,-0.0683640766766572
ACH-000366,-0.18908530297489085
ACH-000368,-0.12301272564954965
ACH-000374,-0.04015125063135429
ACH-000375,-0.018365744126915842
ACH-000376,-0.11712644125880635
ACH-000381,-0.06033256995514553
ACH-000383,-0.10364544910027217
ACH-000387,-0.07936223283116815
ACH-000389,-0.011341710867937987
ACH-000390,-0.08053866889260226
ACH-000393,0.0285235507262342
ACH-000395,-0.05800139739288555
ACH-000396,-0.08920902911471652
ACH-000397,-0.006064166106686257
ACH-000401,0.08892074865182692
ACH-000402,0.04776194364939032
ACH-000403,-0.059067879159034886
ACH-000404,0.10560224537572087
ACH-000406,-0.07589142759980909
ACH-000407,-0.21164838549557494
ACH-000408,-0.1325790257332381
ACH-000410,0.0070639305853563705
ACH-000411,-0.13748566412224233
ACH-000414,0.03165979751932233
ACH-000415,-0.05555142712476413
ACH-000416,-0.03975957849313665
ACH-000420,0.038536587373092346
ACH-000421,-0.11906239532941648
ACH-000424,0.11319004794346613
ACH-000425,-0.07057713060329887
ACH-000426,-0.11830011653988867
ACH-000427,-0.07618414162762435
ACH-000433,-0.211533619548442
ACH-000435,-0.0717247847323023
ACH-000436,-0.0584624060431011
ACH-000444,-0.013883519645565454
ACH-000445,-0.06175105100875543
ACH-000448,0.0533567903824496
ACH-000450,0.1167182842965044
ACH-000452,-0.10219534236914128
ACH-000454,0.0974639785981218
ACH-000458,-0.007206300778546211
ACH-000459,0.07314957743659242
ACH-000460,0.02879140330666197
ACH-000461,0.06259686498062954
ACH-000463,-0.04380919629148961
ACH-000464,-0.25971612197832
ACH-000466,-0.012579622174025269
ACH-000467,-0.00016159141853863348
ACH-000468,-0.04766591914521803
ACH-000469,-0.06416607015880818
ACH-000470,-0.033937724532240934
ACH-000471,-0.018706649403692783
ACH-000472,-0.07653993417709617
ACH-000473,0.03883990948210462
ACH-000475,-0.051482611772147566
ACH-000476,-0.0713225551438155
ACH-000477,-0.056303865528967524
ACH-000479,-0.2177288202550728
ACH-000480,-0.09465372379809724
ACH-000481,-0.11293954543566595
ACH-000483,-0.08407718123575697
ACH-000484,-0.09593077254286636
ACH-000485,-0.06030842959651511
ACH-000486,-0.0287858863799537
ACH-000487,-0.017845668605362103
ACH-000488,-0.03827617088408678
ACH-000490,-0.01579811956265799
ACH-000491,-0.1231726462089755
ACH-000495,0.0029461023149776693
ACH-000496,-0.05163034529235353
ACH-000499,-0.23153812506469046
ACH-000500,-0.07009270773428393
ACH-000502,0.009699859756026741
ACH-000503,-0.013919911057049629
ACH-000505,-0.07649166184701267
ACH-000507,-0.052228508727195117
ACH-000510,-0.02136773790532932
ACH-000511,-0.15570624948269432
ACH-000512,0.1753796128042155
ACH-000516,-0.011701939027053708
ACH-000517,-0.04327023790943129
ACH-000518,-0.06706125153515749
ACH-000520,-0.09488557028066327
ACH-000521,0.02999637173062268
ACH-000522,0.045896042085391935
ACH-000524,-0.0891633218904349
ACH-000527,-0.026483011945057616
ACH-000528,-0.0793069029632588
ACH-000537,-0.10580274565558202
ACH-000541,-0.0771812771506435
ACH-000542,-0.07510375691202187
ACH-000544,-0.08891800455969076
ACH-000545,-0.031219741557032582
ACH-000547,0.08212697648680925
ACH-000548,-0.06383008632352963
ACH-000549,-0.0548895676529643
ACH-000550,-0.04408212548465648
ACH-000552,0.04248081370267216
ACH-000556,-0.06019216620640677
ACH-000557,-0.051444191257097725
ACH-000569,0.05429078428360179
ACH-000570,0.007698382999890988
ACH-000571,-0.03059521083723208
ACH-000573,-0.04949181362377636
ACH-000576,-0.12024869110298805
ACH-000579,0.005789326469522209
ACH-000580,-0.0017759640934192004
ACH-000584,0.003122712525211367
ACH-000585,-0.08002319681903405
ACH-000588,0.0819228919056042
ACH-000589,-0.04426953951986956
ACH-000591,-0.10073817051026801
ACH-000593,0.008854233053471992
ACH-000600,-0.06267664629707766
ACH-000601,-0.03803611466840693
ACH-000605,-0.06724462300536649
ACH-000606,-0.07315734153343678
ACH-000608,-0.07970314432238132
ACH-000614,-0.14742579641535267
ACH-000616,-0.11350184924414235
ACH-000618,-0.041019800486211
ACH-000619,-0.034594709107422336
ACH-000620,-0.00996401947083097
ACH-000621,-0.0972360722766842
ACH-000622,-0.050504147381155114
ACH-000623,-0.2127384904992132
ACH-000624,-0.022730448372627013
ACH-000627,0.07460991316082856
ACH-000630,-0.010137327988704306
ACH-000631,-0.15523632704682258
ACH-000632,-0.04302864170364901
ACH-000633,-0.04558281638173378
ACH-000637,-0.07802020883461082
ACH-000638,-0.020159968894493244
ACH-000646,0.001467817814778115
ACH-000647,-0.11228948293178656
ACH-000648,-0.0653135073172852
ACH-000649,-0.05308522076382398
ACH-000651,-0.11498174619473688
ACH-000652,0.06095571066225169
ACH-000653,-0.017541780839905485
ACH-000657,-0.028580532763957438
ACH-000658,0.03838197164431865
ACH-000661,-0.018387294503783992
ACH-000662,0.21920648755934646
ACH-000663,0.016826946854163388
ACH-000665,-0.07433594711277725
ACH-000671,0.04627389206354096
ACH-000672,0.01654546253455948
ACH-000673,-0.13024972640786794
ACH-000676,-0.09617905873215328
ACH-000677,-0.06626310107255591
ACH-000681,0.030717005617224662
ACH-000683,-0.1063636743956016
ACH-000684,0.05288332194360218
ACH-000688,-0.0905572145916274
ACH-000693,-0.041573562174474187
ACH-000694,-0.03609721055146018
ACH-000695,0.10304532965731886
ACH-000696,-0.07097923773116338
ACH-000697,-0.12213523413323307
ACH-000699,-0.0411763474290551
ACH-000701,-0.024336397586142425
ACH-000706,-0.10031560707758708
ACH-000711,-0.09300273795810816
ACH-000713,0.16361041742687954
ACH-000714,-0.12700781395183508
ACH-000718,-0.1345746641646875
ACH-000720,-0.06103935450980135
ACH-000721,-0.05260697047035029
ACH-000724,0.01521648339094039
ACH-000725,0.019665804914474568
ACH-000732,0.06765044030707293
ACH-000734,0.03081471130710105
ACH-000735,-0.02160369249822259
ACH-000736,-0.05314296732502158
ACH-000738,-0.1929084003082248
ACH-000746,-0.017335335283055562
ACH-000747,-0.14670944105931627
ACH-000748,-0.08971588790757856
ACH-000753,-0.019247689698718474
ACH-000756,-0.13514340042472062
ACH-000757,0.02195153694811205
ACH-000758,-0.07560498519674802
ACH-000760,-0.1262592879991641
ACH-000762,-0.014296482531577196
ACH-000763,-0.04932611837407845
ACH-000764,-0.06405109315874269
ACH-000765,0.027894498879775426
ACH-000766,-0.07885712636670501
ACH-000767,-0.10621341188229028
ACH-000768,0.034876039995237605
ACH-000769,-0.10361466965885632
ACH-000770,-0.05659562229794035
ACH-000771,0.11493228478118847
ACH-000773,-0.0980313563590361
ACH-000776,-0.14508914670236894
ACH-000777,-0.07291537107037305
ACH-000778,-0.1061692126380845
ACH-000781,-0.03152630625447341
ACH-000782,0.01915169635898701
ACH-000783,-0.07013230751128392
ACH-000784,-0.018158733510701512
ACH-000785,-0.06019182224151914
ACH-000787,-0.031207441950003568
ACH-000788,-0.08658949483303366
ACH-000791,-0.035824106142643995
ACH-000792,-0.1108390090063468
ACH-000794,-0.024488483452786786
ACH-000796,-0.0992414444930453
ACH-000798,-0.10953794375380037
ACH-000799,-0.134731296362135
ACH-000800,-0.06935489093621347
ACH-000802,0.05678846587401733
ACH-000804,-0.00858868706881661
ACH-000805,-0.10883096764463554
ACH-000809,-0.025069438942494027
ACH-000810,0.14013311819482804
ACH-000811,-0.08574934353235639
ACH-000817,-0.032909182589483665
ACH-000819,-0.04669231720166291
ACH-000820,0.19781000082708144
ACH-000821,-0.013601604874489134
ACH-000822,-0.0748624539147382
ACH-000823,0.038538029098747734
ACH-000824,-0.1004499783326208
ACH-000827,-0.05844922888943409
ACH-000829,0.0042701401177897905
ACH-000831,-0.02685585862784581
ACH-000832,0.031758489310899606
ACH-000833,-0.17296235604846516
ACH-000834,-0.03236524846261528
ACH-000835,-0.019355479141493374
