,SDCBP2 (27111)
ACH-000004,-0.0965723512266721
ACH-000005,0.10869778000017973
ACH-000007,-0.03799883989500438
ACH-000009,-0.08955294749115049
ACH-000011,-0.04295638096297078
ACH-000012,0.07039033727653989
ACH-000013,-0.08282542616589801
ACH-000014,0.08200819488909583
ACH-000015,0.14981035309211754
ACH-000017,0.014087363516957043
ACH-000018,-0.08567908399858172
ACH-000019,-0.01883428749306757
ACH-000021,-0.022959551700286133
ACH-000022,0.0016839682779211016
ACH-000025,0.04204831718976708
ACH-000028,-0.033533546243285174
ACH-000030,-0.0290045540707376
ACH-000035,0.08082303777314956
ACH-000036,-0.0522942628409549
ACH-000037,0.13948155156265368
ACH-000039,-0.006807815342112514
ACH-000040,-0.004132695565339574
ACH-000041,-0.004221496466842134
ACH-000042,-0.15494256108427715
ACH-000045,-0.005224413113375172
ACH-000047,0.02110041078073784
ACH-000052,-0.2602514522462926
ACH-000053,-0.0694269326597
ACH-000054,-0.2013331888312034
ACH-000055,0.04509735645490057
ACH-000060,-0.08534664966740327
ACH-000067,0.0524720192637088
ACH-000070,-0.08248641598706545
ACH-000075,-0.2607240486401789
ACH-000078,0.00680302971818154
ACH-000082,0.05080740219857843
ACH-000085,-0.07013435402083203
ACH-000086,-0.040280491897370777
ACH-000087,0.12940600991157206
ACH-000092,0.007812972873347628
ACH-000095,-0.047569470496380016
ACH-000097,-0.019226947005396827
ACH-000098,0.06513035938349254
ACH-000099,-0.001433494508498493
ACH-000108,-0.04048818838520322
ACH-000113,0.007984487448733037
ACH-000116,0.09728826975710364
ACH-000118,-0.01140622915879165
ACH-000120,-0.02852496398541433
ACH-000123,-0.005593056921501146
ACH-000127,0.02034036426949903
ACH-000128,-0.029400586723820368
ACH-000132,0.02322150952489561
ACH-000133,0.03917584062618195
ACH-000137,0.17243533360454222
ACH-000138,0.06072454461595106
ACH-000142,-0.04221321794966964
ACH-000143,-0.07577959416797231
ACH-000146,0.05715297519124792
ACH-000148,0.0006837360496179086
ACH-000150,-0.10858204959386236
ACH-000152,0.029910942635618325
ACH-000153,-0.03160757137704346
ACH-000159,0.07321388692556371
ACH-000160,-0.058946257797131536
ACH-000163,-0.08150402526245289
ACH-000167,0.1066184607722276
ACH-000168,-0.12142269909216405
ACH-000169,-0.05899367336906128
ACH-000178,-0.17567334135284854
ACH-000183,-0.00198379199265579
ACH-000188,0.1300530368611429
ACH-000189,-0.2399131573065404
ACH-000190,0.08974219423085815
ACH-000198,0.03547937492884808
ACH-000203,-0.3323942897843136
ACH-000204,0.04266255135799541
ACH-000206,-0.009207871594951378
ACH-000207,0.15606125272607882
ACH-000208,-0.013728784049773693
ACH-000210,-0.3019884976494533
ACH-000211,0.04139168869862857
ACH-000215,0.10260500380932992
ACH-000221,-0.07880064816224587
ACH-000222,0.016290905455715224
ACH-000223,-0.040351541265922594
ACH-000226,0.1426494909318196
ACH-000227,0.0025203044465493497
ACH-000228,0.02991106312284628
ACH-000231,-0.08286551507007497
ACH-000232,0.09428291465526664
ACH-000233,-0.043636979270627145
ACH-000234,-0.040463507458435036
ACH-000235,0.03721700663393433
ACH-000237,0.023687847404611797
ACH-000238,-0.046150266482319985
ACH-000242,-0.011626254495829396
ACH-000243,-0.07089912207142889
ACH-000244,-0.03135743778349467
ACH-000246,0.06728186245638541
ACH-000248,0.1335644177916734
ACH-000250,0.01395932928982058
ACH-000251,-0.04996423906167529
ACH-000252,-0.033149796627640435
ACH-000253,-0.01481945355352174
ACH-000255,0.10870900141333058
ACH-000256,-0.06995724688923262
ACH-000257,0.04297765023160552
ACH-000258,-0.03265643680672485
ACH-000259,-0.15631415888019345
ACH-000260,0.0417018773158582
ACH-000261,0.01454884551103204
ACH-000262,0.04275687224796178
ACH-000263,0.1901998960353969
ACH-000264,-0.100921939595171
ACH-000265,-0.058128349365578875
ACH-000266,-0.06415409969595197
ACH-000272,0.0731804616120628
ACH-000274,-0.051804292057831366
ACH-000277,0.010069667613812608
ACH-000278,-0.043391604766552384
ACH-000279,0.033910190270994026
ACH-000280,-0.0054565401212090395
ACH-000281,-0.19722804171525696
ACH-000288,0.06350423858935039
ACH-000291,0.0052495310755106845
ACH-000293,-0.06992411539193133
ACH-000294,-0.024146412611788345
ACH-000295,0.17551572263379542
ACH-000296,0.2828771565336288
ACH-000302,-0.0575885761206137
ACH-000304,-0.1939366860710092
ACH-000307,-0.08424229681332279
ACH-000308,-0.017582365992257726
ACH-000310,-0.07105046551536824
ACH-000311,-0.1371767267024834
ACH-000312,0.04680346335152423
ACH-000315,-0.062194906596489005
ACH-000316,0.04815330997138758
ACH-000317,-0.0032199645089401392
ACH-000318,0.08596633796967364
ACH-000319,0.014435687940796863
ACH-000320,-0.18395774424744596
ACH-000322,-0.021818326762119256
ACH-000323,0.03734989141670533
ACH-000324,-0.08560259403903625
ACH-000329,-0.04514142742199255
ACH-000330,0.045677423292486564
ACH-000331,0.05358398829590055
ACH-000332,-0.1244982538376104
ACH-000334,0.10827824447786497
ACH-000335,0.12229234624063262
ACH-000336,0.007544549579721766
ACH-000337,0.07006339988126566
ACH-000338,0.08657045526008668
ACH-000339,-0.031172871695779387
ACH-000341,0.13615477143774654
ACH-000348,0.0167149668904876
ACH-000350,-0.10720341979087596
ACH-000352,-0.08876573771411263
ACH-000356,0.0977861890424308
ACH-000361,-0.06632674949884249
ACH-000362,0.02653687067228993
ACH-000363,-0.05145391088697175
ACH-000364,0.1155250394010179
ACH-000365,-0.015304134112125391
ACH-000366,0.013224485376033823
ACH-000368,-0.06516534185299974
ACH-000374,0.01132825158313668
ACH-000375,0.19599822802864075
ACH-000376,-0.0010205699347186684
ACH-000381,-0.0027204999692718567
ACH-000383,0.027245999747541282
ACH-000387,0.01846971334563953
ACH-000389,0.13051231336935104
ACH-000390,0.07269663003102747
ACH-000393,-0.042319469779820915
