,CMIP (80790)
ACH-000004,-0.9476745483246776
ACH-000005,-0.6733159059684088
ACH-000007,-0.2569932610105617
ACH-000009,-0.13232269262227767
ACH-000011,-0.21792084004304052
ACH-000012,-0.3045451595883177
ACH-000013,-0.08568627019025918
ACH-000014,-0.08293357013803282
ACH-000015,-0.02163497790028934
ACH-000017,-0.25785539915102274
ACH-000018,-0.6322289971495006
ACH-000019,-0.3898042234648681
ACH-000021,-0.4283908760247565
ACH-000022,-0.25348988549899754
ACH-000025,-0.5248126939130634
ACH-000028,-0.500475590072157
ACH-000030,-0.2133193972215843
ACH-000035,-0.5154627150851928
ACH-000036,-0.4063321057541359
ACH-000037,-0.15871588539590398
ACH-000039,-0.24667973808239665
ACH-000040,-0.16381305488106548
ACH-000041,-0.09287859970738707
ACH-000042,-0.3562461294349099
ACH-000045,-0.6844106189841787
ACH-000047,-0.19920555292432846
ACH-000052,-0.2944663128420585
ACH-000053,-0.3760479727223449
ACH-000054,-0.4426815933554269
ACH-000055,-0.32105013847999425
ACH-000060,-0.6611577824114918
ACH-000067,-0.3745452945502975
ACH-000070,-0.4691237588167271
ACH-000075,-0.3543266510503816
ACH-000078,-0.06853383724411086
ACH-000082,-0.34093881854333663
ACH-000085,-0.6237146361635235
ACH-000086,-0.13313523140971825
ACH-000087,-0.05575659529090655
ACH-000092,-0.18185257092332005
ACH-000095,-0.11880095437122505
ACH-000097,-0.19699454534326505
ACH-000098,-0.4741317981078442
ACH-000099,-0.13867742394412352
ACH-000108,-0.03622079392717397
ACH-000113,-0.4166021330789105
ACH-000116,-0.14787054175151382
ACH-000118,-0.3849636812831443
ACH-000120,-0.14776909023293502
ACH-000123,-0.24786936479023075
ACH-000127,-0.324252834557159
ACH-000128,-0.4999522049412604
ACH-000132,-0.4544351487518446
ACH-000133,-0.4364315476769505
ACH-000137,-0.6078854288399097
ACH-000138,-0.3473782022623903
ACH-000142,-0.3196044123525784
ACH-000143,-0.3385110616194134
ACH-000146,-0.26697007071600154
ACH-000148,0.032484870325165685
ACH-000150,-0.2804706948766689
ACH-000152,-0.19947287201934774
ACH-000153,-0.4095313557333784
ACH-000159,-0.24973270012215484
ACH-000160,-0.3695879325745482
ACH-000163,-0.5526656590390712
ACH-000167,0.0522830375751728
ACH-000168,-0.5781878772830128
ACH-000169,-0.06300603270721679
ACH-000178,-0.5100097565836569
ACH-000183,-0.30267703986327915
ACH-000188,-0.4691537340285863
ACH-000189,-0.4036978183586027
ACH-000190,-0.24741847250365345
ACH-000198,-1.0703071217570648
ACH-000203,-0.04328139216675121
ACH-000204,-0.7236739185652507
ACH-000206,-0.5147887029999793
ACH-000207,-0.2842782329785854
ACH-000208,-0.7036107189981143
ACH-000210,-0.3818718763399909
ACH-000211,-0.5425196963754676
ACH-000215,-0.13641913287642965
ACH-000221,-0.09289719546859264
