,AREL1 (9870)
ACH-000004,-0.2285013407279931
ACH-000005,-0.30582488522628604
ACH-000007,-0.3965658369693956
ACH-000009,-0.3724503732637634
ACH-000011,-0.11892865396188405
ACH-000012,-0.09243613923548337
ACH-000013,-0.10890724836722934
ACH-000014,-0.22273303188420804
ACH-000015,-0.24998823100975334
ACH-000017,-0.2461288327277432
ACH-000018,-0.1932264142950365
ACH-000019,-0.1126232195605283
ACH-000021,-0.19285572701168255
ACH-000022,-0.2406635967553889
ACH-000025,-0.2356289905021168
ACH-000028,-0.3286324134495408
ACH-000030,-0.08822243323315243
ACH-000035,-0.13543806870616648
ACH-000036,-0.1527352908331097
ACH-000037,-0.2325670451993973
ACH-000039,-0.06491142306294206
ACH-000040,-0.13502354103800362
ACH-000041,-0.3097112526468925
ACH-000042,-0.3093359391179089
ACH-000045,-0.17456194537172134
ACH-000047,-0.218954382714727
ACH-000052,-0.3253481836468417
ACH-000053,-0.2747326285610356
ACH-000054,-0.2702400873437317
ACH-000055,-0.3500559012960148
ACH-000060,-0.28261073043577445
ACH-000067,-0.20781731968777506
ACH-000070,-0.15056133510733813
ACH-000075,-0.4403410964190074
ACH-000078,-0.22595277827505844
ACH-000082,-0.3351353920557861
ACH-000085,-0.4719473045964855
ACH-000086,-0.1786760325862793
ACH-000087,-0.14601295087988864
ACH-000092,-0.2191508196661108
ACH-000095,-0.294600733626362
ACH-000097,-0.2292637182808625
ACH-000098,-0.18914481212477172
ACH-000099,-0.2179596797956229
ACH-000108,-0.13820671838634702
ACH-000113,-0.1788481461519647
ACH-000116,-0.25746511896790863
ACH-000118,-0.27416307946103
ACH-000120,-0.2598493350073243
ACH-000123,-0.26980284946014993
ACH-000127,-0.2596964589054848
ACH-000128,-0.3726491350009187
ACH-000132,-0.10791371651723944
ACH-000133,-0.13822747204730915
ACH-000137,-0.232557521912072
ACH-000138,-0.3201697829206794
ACH-000142,-0.32652193246355565
ACH-000143,-0.2996171774284148
ACH-000146,-0.10114215788938397
ACH-000148,-0.24953436024869485
ACH-000150,-0.16886100149932495
ACH-000152,-0.13288622107091785
ACH-000153,-0.214216225116532
ACH-000159,-0.1217976044253192
ACH-000160,-0.36692062806850895
ACH-000163,-0.33027678699786894
ACH-000167,0.010635562207450029
ACH-000168,-0.09302316212942388
ACH-000169,-0.1644710336501446
ACH-000178,-0.23690251592816994
ACH-000183,-0.2085651181087928
ACH-000188,-0.1660516489121353
ACH-000189,-0.3882619961959856
ACH-000190,-0.11952935920083613
ACH-000198,-0.10730560479267776
ACH-000203,-0.36520486197684665
ACH-000204,-0.2964779917718042
ACH-000206,-0.32746168715843343
ACH-000207,-0.21703399915894447
ACH-000208,-0.13631420377491854
ACH-000210,-0.14125016450203706
ACH-000211,-0.3027958186648096
ACH-000215,-0.19664938087343847
ACH-000221,-0.05820200633779494
ACH-000222,-0.2477894619692372
ACH-000223,-0.258713504916994
ACH-000226,-0.16329893119483976
ACH-000227,-0.4270005072441636
ACH-000228,-0.25483333298751343
ACH-000231,-0.16356892089279998
ACH-000232,-0.3189273575329016
ACH-000233,-0.1603508609779145
ACH-000234,-0.16046276653417624
ACH-000235,-0.2176207729874474
ACH-000237,-0.06949789829163555
ACH-000238,-0.24228867047515534
ACH-000242,-0.18593187319081544
ACH-000243,-0.1687022439865515
ACH-000244,-0.009405280219584049
ACH-000246,-0.14017328668593074
ACH-000248,-0.2906958364159393
ACH-000250,-0.1741146457926826
ACH-000251,-0.15177624089424746
ACH-000252,-0.19203698828400076
ACH-000253,-0.3324812755790093
ACH-000255,-0.19979527982705916
ACH-000256,-0.2390920873895123
ACH-000257,-0.2905971312189741
ACH-000258,-0.18905062682935425
ACH-000259,-0.14114307198712386
ACH-000260,-0.25852026933785044
ACH-000261,-0.17512563725617242
ACH-000262,-0.2973859082179943
ACH-000263,-0.4328175207184535
ACH-000264,-0.21302358407684246
ACH-000265,-0.2285491148158839
ACH-000266,-0.1380990218771306
ACH-000272,-0.1712535128468855
ACH-000274,-0.2412172860658953
ACH-000277,-0.1402154321910453
ACH-000278,-0.3206009503573807
ACH-000279,-0.26514865357717315
ACH-000280,-0.3894044839922639
ACH-000281,-0.17274948150577127
ACH-000288,-0.2680772643841679
ACH-000291,-0.3147848109369428
ACH-000293,-0.12799048095510046
ACH-000294,-0.3515362803710801
ACH-000295,-0.08503613778424947
ACH-000296,-0.2447210228936497
ACH-000302,-0.06465748450597415
ACH-000304,-0.4274474111560877
ACH-000307,-0.2457063009752409
ACH-000308,-0.20907820284738585
ACH-000310,-0.1451979758205096
ACH-000311,-0.2630229117338628
ACH-000312,-0.07044987455716535
ACH-000315,-0.24530444626303136
ACH-000316,-0.1764383284179547
ACH-000317,-0.26235654854596
ACH-000318,-0.11459192293916642
ACH-000319,-0.2348545335457334
ACH-000320,-0.2650684966876688
ACH-000322,-0.32902571152548604
ACH-000323,-0.24557287061274902
ACH-000324,-0.26128878670291034
ACH-000329,-0.3159020408430883
ACH-000330,-0.22284991391602546
ACH-000331,-0.062158109208145726
ACH-000332,-0.2261468800169117
ACH-000334,-0.32492916836223684
ACH-000335,-0.2892124558608152
ACH-000336,-0.1102450108665334
ACH-000337,-0.29281081557299904
ACH-000338,0.19399714160859494
ACH-000339,-0.2645234948942349
ACH-000341,-0.2973604287501332
ACH-000348,-0.14953819083997147
ACH-000350,-0.2619747162320165
ACH-000352,-0.08395655404429278
ACH-000356,-0.35057711804539693
ACH-000361,-0.4338529538461812
ACH-000362,-0.2187609136373136
ACH-000363,-0.2274749771199865
ACH-000364,-0.0584739691916953
ACH-000365,-0.2047870039116336
ACH-000366,-0.3071975582911141
ACH-000368,-0.22141973372581766
ACH-000374,-0.06612588011907553
ACH-000375,-0.3674427761718903
ACH-000376,-0.2566388781340983
ACH-000381,-0.3916344072645216
ACH-000383,-0.25391488541994
ACH-000387,-0.06853985192557441
ACH-000389,-0.3868632742864782
ACH-000390,-0.19403281227887306
ACH-000393,-0.21126029530904186
ACH-000395,-0.3897975224636504
ACH-000396,-0.01346831215702994
ACH-000397,-0.34901439397522915
ACH-000401,-0.28446682230143233
ACH-000402,-0.2382021241582484
ACH-000403,-0.2693156433659016
