,DDIAS (220042)
ACH-000004,0.2837482048020871
ACH-000005,0.039585378048571054
ACH-000007,0.3331888779051825
ACH-000009,0.2155788394864456
ACH-000011,0.10169098331432848
ACH-000012,0.16429162349887216
ACH-000013,0.05997702016842026
ACH-000014,0.17567771858777714
ACH-000015,0.2250709839144907
ACH-000017,0.2636883371740245
ACH-000018,0.19846871850523154
ACH-000019,0.1466446989941785
ACH-000021,0.2521000689630651
ACH-000022,0.07931413877892324
ACH-000025,0.2597822819986493
ACH-000028,0.29059126457333423
ACH-000030,0.2246408903400516
ACH-000035,0.18924176615553606
ACH-000036,0.119163540514293
ACH-000037,0.1391054719296924
ACH-000039,0.004026323243071554
ACH-000040,0.13086139578222544
ACH-000041,0.020637583900835987
ACH-000042,0.09962329807728253
ACH-000045,0.027109142115390405
ACH-000047,0.1349254793995819
ACH-000052,0.13501229876512566
ACH-000053,0.055077474607883696
ACH-000054,0.19177526492960514
ACH-000055,0.15276821848598526
ACH-000060,0.1934066753731621
ACH-000067,0.08943300842439783
ACH-000070,0.197380123539847
ACH-000075,-0.01849497592323314
ACH-000078,0.1273457486501855
ACH-000082,0.10508760563615843
ACH-000085,0.27410532844722835
ACH-000086,0.10748728142006976
ACH-000087,0.11079147148307288
ACH-000092,0.17328678794012115
ACH-000095,0.17464444311821864
ACH-000097,0.15216301562231646
ACH-000098,0.15212994095598958
ACH-000099,0.07182597837348678
ACH-000108,0.16386278033947227
ACH-000113,0.1154571629677799
ACH-000116,0.10091103918703397
ACH-000118,0.06753800294582826
ACH-000120,0.07640921487318669
ACH-000123,0.036661717447058886
ACH-000127,0.2693536132305872
ACH-000128,0.1274571131947332
ACH-000132,0.2708773365377207
ACH-000133,0.1395814091711508
ACH-000137,0.15905696517710985
ACH-000138,0.197861308722666
ACH-000142,0.06986884190726991
ACH-000143,0.13586581247747812
ACH-000146,0.1300255681078455
ACH-000148,0.14890273820037114
ACH-000150,0.0709843988575577
ACH-000152,0.14446354810912665
ACH-000153,-0.013664670990691465
ACH-000159,0.26410142518076485
ACH-000160,0.032611604717832886
ACH-000163,0.1760347803933205
ACH-000167,0.2280053081157483
ACH-000168,0.07057902721614086
ACH-000169,0.21542579782886934
ACH-000178,0.1954588708786775
ACH-000183,0.10285326667933213
ACH-000188,0.018695190359241592
ACH-000189,0.1663353860706921
ACH-000190,0.004331957800046212
ACH-000198,0.18117436757338096
ACH-000203,0.5601369608954329
ACH-000204,0.0019782561012948187
ACH-000206,0.13308616491088088
ACH-000207,0.3314165321511185
ACH-000208,0.26522073378383665
ACH-000210,0.16810354474184375
ACH-000211,0.20592792686111705
ACH-000215,0.22110317517056866
ACH-000221,0.0910733562767484
ACH-000222,0.17494382226145316
ACH-000223,0.07661502577960615
ACH-000226,0.09407996090370714
ACH-000227,0.07371617121330386
ACH-000228,0.20411557252494325
ACH-000231,0.16744092928846974
ACH-000232,0.15973503581665607
ACH-000233,0.19428813908311854
ACH-000234,0.15466018961295847
ACH-000235,0.17023594205298706
ACH-000237,0.13862658365308358
ACH-000238,0.13984136965328806
ACH-000242,0.3814403536408813
ACH-000243,0.17301306657769802
ACH-000244,-0.07817996939193081
ACH-000246,0.11816996537906713
ACH-000248,0.1945340467289238
ACH-000250,0.16859297940914092
ACH-000251,0.10307054072061247
ACH-000252,0.20052442832009168
ACH-000253,0.12591968958376382
ACH-000255,0.26083426602696763
ACH-000256,0.026747082215020392
ACH-000257,0.11441961280288435
ACH-000258,0.2635962699798868
ACH-000259,0.05006006331623588
ACH-000260,0.04696473254184934
ACH-000261,0.06591678016131587
ACH-000262,0.27598586124287394
ACH-000263,0.06026033622576029
ACH-000264,0.07265441713257574
ACH-000265,0.1653354420356421
ACH-000266,0.14451257871938986
ACH-000272,0.18945636847523115
ACH-000274,0.12634542064010013
ACH-000277,0.1680005738907585
ACH-000278,0.046578894945308806
ACH-000279,0.14063396989525595
ACH-000280,0.006703436277967612
ACH-000281,0.02477730501626934
ACH-000288,0.14900340481026306
