,KAT8 (84148)
ACH-000004,-0.7998648751120477
ACH-000005,-0.8108660853944557
ACH-000007,-0.8574034118202669
ACH-000009,-0.6868502752285609
ACH-000011,-0.7299419034909789
ACH-000012,-0.7679914237987604
ACH-000013,-0.9655739571898868
ACH-000014,-0.9156555887247532
ACH-000015,-0.9040430162111179
ACH-000017,-0.8507619381358728
ACH-000018,-0.8573376684734433
ACH-000019,-0.9831677082105884
ACH-000021,-0.8684587121573237
ACH-000022,-0.6646195293266108
ACH-000025,-0.7984931991564842
ACH-000028,-0.8024493199426656
ACH-000030,-0.6857936700572275
ACH-000035,-0.8859373376449657
ACH-000036,-0.7519373116183984
ACH-000037,-0.7182654616594977
ACH-000039,-0.6908316629835325
ACH-000040,-0.7186627975251361
ACH-000041,-0.6211266937934828
ACH-000042,-0.6446307673560361
ACH-000045,-0.9527569826686784
ACH-000047,-0.8035300407341629
ACH-000052,-0.8843312545205986
ACH-000053,-0.8464300803202754
ACH-000054,-0.7558633372387088
ACH-000055,-0.9263247954649428
ACH-000060,-1.0183349247250235
ACH-000067,-0.949990818134262
ACH-000070,-0.8801848765933601
ACH-000075,-0.7384345453397229
ACH-000078,-0.7683816607988493
ACH-000082,-0.9751203181631236
ACH-000085,-0.6556301008839152
ACH-000086,-0.8499349732856923
ACH-000087,-0.8741186016134551
ACH-000092,-0.8314560275355072
ACH-000095,-0.8222987129820246
ACH-000097,-0.8853748038985954
ACH-000098,-0.9608746683201842
ACH-000099,-0.6287444905665891
ACH-000108,-0.5992165627899183
ACH-000113,-0.8080511254803048
ACH-000116,-0.7926824249688613
ACH-000118,-0.7829514007218381
ACH-000120,-0.6630291500747741
ACH-000123,-0.8284209569643879
ACH-000127,-0.6504284649958919
ACH-000128,-0.7805987986203894
ACH-000132,-0.7128045113594395
ACH-000133,-0.7192935257689128
ACH-000137,-0.7290873167275234
ACH-000138,-0.8249425247262615
ACH-000142,-0.8524650254290221
ACH-000143,-0.9206345348707656
ACH-000146,-0.7646753508681235
ACH-000148,-0.7659012854668013
ACH-000150,-0.7125073648891885
ACH-000152,-0.5533961173245464
ACH-000153,-0.8157112561007454
ACH-000159,-0.6764212043433421
ACH-000160,-0.4770011090115104
ACH-000163,-0.6103083854407662
ACH-000167,-0.13513472573736415
ACH-000168,-0.7924964414123563
ACH-000169,-0.874458922351798
ACH-000178,-0.6895819027806395
ACH-000183,-0.8910726478405646
ACH-000188,-0.7373450089475556
ACH-000189,-0.7627132025311452
ACH-000190,-0.5257352356718075
ACH-000198,-0.8491782505417718
ACH-000203,-0.3190453902496632
ACH-000204,-0.7488808214094024
ACH-000206,-1.0524398235123436
ACH-000207,-0.8618085255423208
ACH-000208,-0.9024344112712149
ACH-000210,-0.6817493758000827
ACH-000211,-0.7066297250975947
ACH-000215,-0.8595135023105713
ACH-000221,-1.0553971853269648
ACH-000222,-0.6865437691333341
ACH-000223,-0.5985575900409816
ACH-000226,-0.9371772099292964
ACH-000227,-0.6971783499632821
ACH-000228,-0.8150117137574762
ACH-000231,-0.8836943712007082
ACH-000232,-0.8879068674869979
ACH-000233,-0.7044316001003805
ACH-000234,-0.6550050984153101
ACH-000235,-0.6524939798863169
ACH-000237,-0.7934439583025857
ACH-000238,-0.6389166400884283
ACH-000242,-1.0180068617265037
ACH-000243,-0.7491848740392467
ACH-000244,-0.6777863880682693
ACH-000246,-0.6479343842725941
ACH-000248,-0.7641257123551319
ACH-000250,-0.8512451122540743
ACH-000251,-0.5724480598249176
ACH-000252,-0.9170454505855816
ACH-000253,-0.7257397193329178
ACH-000255,-0.795030173206336
ACH-000256,-0.6204017718668078
ACH-000257,-0.7111133264254276
ACH-000258,-0.8677865133613722
ACH-000259,-0.8682247335392447
ACH-000260,-0.7266641749383247
ACH-000261,-0.8490272752046011
ACH-000262,-0.9196866067524248
ACH-000263,-0.7763891584878588
ACH-000264,-0.8819404129838758
ACH-000265,-0.84287939576494
ACH-000266,-0.9291477230771809
ACH-000272,-0.8545731470682367
ACH-000274,-0.8227824155773726
ACH-000277,-0.5473487028618262
ACH-000278,-0.9431783953854392
ACH-000279,-0.7038504985840869
ACH-000280,-0.7844202149370497
ACH-000281,-0.954326006231172
ACH-000288,-0.7740583484054862
ACH-000291,-0.8356683587847838
ACH-000293,-1.0510778954193611
ACH-000294,-0.6904275196164542
ACH-000295,-0.7540501387422879
ACH-000296,-0.8562342279471123
ACH-000302,-0.7726210380105659
ACH-000304,-0.6694468539780463
ACH-000307,-0.9456399784848496
ACH-000308,-0.8062786068850755
ACH-000310,-0.6851788769748799
ACH-000311,-0.7977275918247647
ACH-000312,-0.8070989654991959
ACH-000315,-0.7646379148394489
ACH-000316,-0.9336994006273376
ACH-000317,-1.0587027949975445
ACH-000318,-0.7786910517302468
ACH-000319,-0.8921083058629854
ACH-000320,-0.6060071594643153
ACH-000322,-0.7728659447643259
ACH-000323,-0.8574043713313466
ACH-000324,-0.8268512134053544
ACH-000329,-0.6301021304375972
ACH-000330,-0.9419431129413104
ACH-000331,-0.8559252415771401
ACH-000332,-0.8488736538582761
ACH-000334,-0.5325056080326029
ACH-000335,-0.8159227250262265
ACH-000336,-0.4750890389051234
ACH-000337,-1.3695575824753397
ACH-000338,-1.2723178323098852
ACH-000339,-0.7913379192184816
ACH-000341,-0.8288436897856313
ACH-000348,-0.7245747324750673
ACH-000350,-0.6105665558195207
ACH-000352,-0.7315545657468859
ACH-000356,-0.7157510464430419
ACH-000361,-0.8148874879754181
ACH-000362,-0.8024500556057989
ACH-000363,-0.6751637439565282
ACH-000364,-0.9425641459352991
ACH-000365,-0.7146490144545954
ACH-000366,-0.6838777607050405
ACH-000368,-0.8993490437460572
ACH-000374,-0.8608284801739179
ACH-000375,-0.8070602408452189
ACH-000376,-0.6198113076413884
ACH-000381,-0.8279375916166978
ACH-000383,-0.6095473679729816
ACH-000387,-0.8795693117295093
ACH-000389,-0.7616058994974608
ACH-000390,-0.9930193822466421
ACH-000393,-0.8452055141591822
ACH-000395,-0.6220740250635618
ACH-000396,-0.9698525455489552
ACH-000397,-0.7098740620498735
ACH-000401,-1.0490878275605602
ACH-000402,-0.6036462694717366
ACH-000403,-1.0285641924728506
ACH-000404,-0.7305443740104368
ACH-000406,-0.6596047497601806
ACH-000407,-0.7647813816568529
ACH-000408,-0.6106795221674145
ACH-000410,-0.7921522145643559
ACH-000411,-0.7279662502816839
ACH-000414,-0.8205025305428864
ACH-000415,-0.7119983219159839
ACH-000416,-0.9214763486440821
ACH-000420,-1.0593954519075977
ACH-000421,-0.8152474833012229
ACH-000424,-0.8154505403360279
ACH-000425,-0.6441108944811038
ACH-000426,-0.5823007617458471
ACH-000427,-0.8477693063416036
ACH-000433,-0.7974625925130192
ACH-000435,-0.9521458959479984
ACH-000436,-0.8364870872420453
ACH-000444,-0.8193509131452427
ACH-000445,-0.8834040341291701
ACH-000448,-0.6947007512250624
ACH-000450,-0.9186551406019069
ACH-000452,-0.7879325159456407
ACH-000454,-0.96143355225798
ACH-000458,-0.7723592627316959
ACH-000459,-0.9644485378454384
ACH-000460,-0.878576217254852
ACH-000461,-0.9245352246600236
ACH-000463,-0.7057610971071926
ACH-000464,-0.7542140639400411
ACH-000466,-0.9152185963858632
ACH-000467,-0.5528670790701647
ACH-000468,-0.9787833999273926
ACH-000469,-0.8724030025405256
ACH-000470,-0.7341337909808187
ACH-000471,-0.8389299457703809
ACH-000472,-0.659249454621987
ACH-000473,-0.6454940774078773
ACH-000475,-0.8431295090524836
ACH-000476,-1.0395638205346398
ACH-000477,-0.7231769759646377
ACH-000479,-0.8436549300202055
ACH-000480,-0.6364828878373233
ACH-000481,-0.8819935048608731
ACH-000483,-0.5451288574936938
ACH-000484,-0.7040230536689163
ACH-000485,-0.8592921274508458
ACH-000486,-0.951765692698837
ACH-000487,-0.8183857397678298
ACH-000488,-0.7282698227658237
ACH-000490,-0.9511630804372448
ACH-000491,-0.6811476449900978
ACH-000495,-0.94787880230456
ACH-000496,-0.7575162672427149
ACH-000499,-0.5994587780537652
ACH-000500,-0.4518487005489581
ACH-000502,-0.7582183345957998
ACH-000503,-0.6615947985868833
ACH-000505,-0.7922201930596307
ACH-000507,-0.9375396510225764
ACH-000510,-0.7372503809636899
ACH-000511,-0.6081748574998989
ACH-000512,-0.9794569494413936
ACH-000516,-0.7217907797804445
ACH-000517,-0.8901183928842947
ACH-000518,-0.7909266978354186
ACH-000520,-0.7925538170683901
ACH-000521,-0.8968445743997457
ACH-000522,-0.7816866255494653
ACH-000524,-0.8571676680329384
ACH-000527,-0.7083059419200981
ACH-000528,-0.8366940753376159
ACH-000537,-0.9354765084058992
ACH-000541,-0.9093846508843552
ACH-000542,-0.7408643244412749
ACH-000544,-0.6018749065134816
ACH-000545,-0.7309935231915609
ACH-000547,-0.8402154958963395
ACH-000548,-0.915306413299774
ACH-000549,-0.7433951718882376
ACH-000550,-0.8081346126126624
ACH-000552,-0.9357086885284024
ACH-000556,-0.8914004895096108
ACH-000557,-0.7412586368597718
ACH-000569,-0.9096412573399856
ACH-000570,-0.8564797799859165
ACH-000571,-0.8069928398743316
ACH-000573,-0.8210560233188118
ACH-000576,-0.7897609881527348
ACH-000579,-0.8801474641189255
ACH-000580,-0.8500633095221308
ACH-000584,-0.9190066730023524
ACH-000585,-0.7190114834756771
ACH-000588,-0.5226392781518558
ACH-000589,-0.7754931934730058
ACH-000591,-0.7494091303810756
ACH-000593,-0.6619623692160305
ACH-000600,-0.6801748840552556
ACH-000601,-0.8396458561687362
ACH-000605,-1.0402095747225626
ACH-000606,-0.8079573629821905
ACH-000608,-0.6413666869144713
ACH-000614,-0.8681011450925408
ACH-000616,-0.7280521993926266
ACH-000618,-0.7074025331199925
ACH-000619,-0.8866387682082983
ACH-000620,-0.8220527573412789
ACH-000621,-0.7725300721264962
ACH-000622,-0.8850355016751101
ACH-000623,-0.6266219208034586
ACH-000624,-0.8532377860603348
ACH-000627,-0.5120036372073073
ACH-000630,-0.7446666786789794
ACH-000631,-0.6172292734071846
ACH-000632,-0.9286903026252086
ACH-000633,-0.5499589470923151
ACH-000637,-0.4998139409716609
ACH-000638,-0.8142321387371533
ACH-000646,-0.927263784755684
ACH-000647,-0.7224749649886295
ACH-000648,-0.8305547706237988
ACH-000649,-0.7389393924668711
ACH-000651,-0.8463298661245099
ACH-000652,-0.7867793251067638
ACH-000653,-0.9056327911743026
ACH-000657,-0.8852686723708817
ACH-000658,-0.7564568041184887
