,TRADD (8717)
ACH-000004,-0.005964207571564272
ACH-000005,-0.048913363897240734
ACH-000007,0.08829276302510031
ACH-000009,0.11152355522904843
ACH-000011,-0.01297086168425449
ACH-000012,-0.06756013105321458
ACH-000013,-0.1120159074797262
ACH-000014,0.08716325315126366
ACH-000015,0.1210109945241519
ACH-000017,-0.08786726944636379
ACH-000018,0.029000936728102163
ACH-000019,-0.12176938190878073
ACH-000021,-0.04227227479292011
ACH-000022,0.054236602821882786
ACH-000025,0.02568958679413359
ACH-000028,0.04489583858848231
ACH-000030,-0.13363001619363316
ACH-000035,0.030860604865666327
ACH-000036,0.010037251131772696
ACH-000037,-0.1168151208613888
ACH-000039,0.10608613183185968
ACH-000040,0.0523406257936159
ACH-000041,0.04433363668810663
ACH-000042,-0.016472370042086824
ACH-000045,0.2511509989786361
ACH-000047,0.09437643304960566
ACH-000052,-0.1472649050651232
ACH-000053,0.0862553533372162
ACH-000054,-0.01706114715471868
ACH-000055,-0.010728501213460155
ACH-000060,-0.07089807148875515
ACH-000067,0.2269113463059075
ACH-000070,0.15476439695740116
ACH-000075,0.10736537333412514
ACH-000078,0.1130341137598284
ACH-000082,-0.13061359613023898
ACH-000085,0.15128246116590496
ACH-000086,0.023731030326581647
ACH-000087,0.19453977988785529
ACH-000092,-0.06990769632869646
ACH-000095,0.05601176139985867
ACH-000097,0.0816557248057556
ACH-000098,-0.06717607102223573
ACH-000099,0.0004020122015918013
ACH-000108,-0.0334643346599704
ACH-000113,0.12977306270754768
ACH-000116,0.006303352905940483
ACH-000118,-0.001258202081948226
ACH-000120,-0.03618381497268909
ACH-000123,0.01528978266030315
ACH-000127,0.027225529962477273
ACH-000128,0.12588608743797505
ACH-000132,-0.06381387721213208
ACH-000133,-0.10739592909290928
ACH-000137,-0.09926739450465846
ACH-000138,0.06523427559564718
ACH-000142,-0.01912993198248271
ACH-000143,0.08100708395437929
ACH-000146,0.05428319682567927
ACH-000148,-0.030329281239745043
ACH-000150,-0.12271084241071555
ACH-000152,0.03053035150591357
ACH-000153,0.25830553742408313
ACH-000159,-0.0140050280351841
ACH-000160,-0.1249703179707591
ACH-000163,0.018830700743881948
ACH-000167,0.1542943644719399
ACH-000168,0.10404391134983118
ACH-000169,0.10941149889239883
ACH-000178,0.04091468111691142
ACH-000183,0.1634370441655571
ACH-000188,0.07670383925695523
ACH-000189,-0.0615393195618633
ACH-000190,0.043080125433634535
ACH-000198,0.08053485231746924
ACH-000203,0.2650113078291509
ACH-000204,-0.11410045578253165
ACH-000206,-0.06577754892456099
ACH-000207,0.013048312454265366
ACH-000208,-0.005604578851966839
ACH-000210,-0.2176354045398248
ACH-000211,-0.012266206229558645
ACH-000215,0.10136800546341172
ACH-000221,0.05565460920611548
ACH-000222,-0.046447626358421236
ACH-000223,0.027182352326324988
ACH-000226,0.07473601729831918
ACH-000227,-0.144751844811996
ACH-000228,0.020725887304178715
ACH-000231,-0.0110288656005469
ACH-000232,0.048592537475168125
ACH-000233,-0.09838767822588182
ACH-000234,-0.06261539040791614
ACH-000235,-0.06279405373939008
ACH-000237,-0.20683812265950102
ACH-000238,0.1220170219343254
ACH-000242,0.18183097756469865
ACH-000243,-0.003687877885565604
ACH-000244,0.014442753011539924
ACH-000246,0.02056200084467509
ACH-000248,0.011846278747719229
ACH-000250,-0.02468867138948694
ACH-000251,0.06731634442422063
ACH-000252,0.03702124564958754
ACH-000253,0.06257279861928887
ACH-000255,0.0609659359985955
ACH-000256,-0.11245558865081767
ACH-000257,0.0064108651607375465
ACH-000258,-0.14013490014255914
ACH-000259,0.060672083646718736
ACH-000260,-0.0025329353519411226
ACH-000261,-0.04824681373849481
ACH-000262,0.20696659682448865
ACH-000263,0.29485921061666875
ACH-000264,-0.029374688274335495
ACH-000265,0.13954273180661295
ACH-000266,-0.0003128016717100707
ACH-000272,-0.02094880619376964
ACH-000274,0.07722945028349378
ACH-000277,0.10349238612991173
ACH-000278,-0.036229517683892605
ACH-000279,0.06653113333362125
ACH-000280,0.17620382524255254
ACH-000281,0.06688498034192057
ACH-000288,-0.05992025499348747
ACH-000291,0.05869328507696776
ACH-000293,-0.03818907162258458
ACH-000294,0.13523918458367667
ACH-000295,-0.046954020472827866
ACH-000296,-0.029478005126425105
ACH-000302,0.06365096762770163
ACH-000304,0.0480854198028582
ACH-000307,0.06404960747988711
ACH-000308,-0.020170621166190048
ACH-000310,0.07095658373142756
ACH-000311,0.05825008843700748
ACH-000312,0.043455365328774004
ACH-000315,0.148515637210445
ACH-000316,-0.019156977298675583
ACH-000317,0.11277576856462294
ACH-000318,0.037611039185068716
ACH-000319,-0.1314709230502023
ACH-000320,-0.06905507713645483
ACH-000322,-0.09633382385705497
ACH-000323,0.051823192525277714
ACH-000324,-0.0004293926856786149
ACH-000329,0.04306197051461756
ACH-000330,0.08931049888732172
ACH-000331,0.07835353008852237
ACH-000332,0.06546599610911435
ACH-000334,-0.0180217526621408
ACH-000335,-0.10594236247451623
ACH-000336,0.09829451681366
ACH-000337,-0.10872610702739348
ACH-000338,-0.31652477876873325
ACH-000339,-0.058732849705171876
ACH-000341,0.1244375737559206
ACH-000348,-0.052025008702186584
ACH-000350,0.036297889502604666
ACH-000352,-0.024013209808072547
ACH-000356,-0.24370648508060103
ACH-000361,-0.027713990561359488
ACH-000362,0.1485173382595408
ACH-000363,0.14261994865479913
ACH-000364,0.03313555914559715
ACH-000365,0.06396215746099086
ACH-000366,0.0848292222674959
ACH-000368,-0.15572411734535133
ACH-000374,0.0779916258039588
ACH-000375,0.08091960593449032
ACH-000376,-0.025306160961831973
ACH-000381,0.06031359649664714
ACH-000383,0.045319102259397684
ACH-000387,0.05808602102269118
ACH-000389,0.24840968403636715
ACH-000390,0.05881476765310824
ACH-000393,0.004031141523687767
ACH-000395,-0.009866591016958404
ACH-000396,-0.16822389491788306
ACH-000397,0.20844907979031124
ACH-000401,-0.04964885577139581
ACH-000402,0.01740114602742438
ACH-000403,0.07111197815628285
ACH-000404,0.1764542389273666
ACH-000406,0.07431562555529657
ACH-000407,0.047347377819173336
ACH-000408,-0.03286407753799462
ACH-000410,0.05374477450554279
ACH-000411,0.07220531907706497
