,PEBP4 (157310)
ACH-000004,-0.022575988375089503
ACH-000005,0.05849320925585015
ACH-000007,0.040691688093968975
ACH-000009,-0.035351277048278604
ACH-000011,-0.08046900413182302
ACH-000012,-0.057406672920422785
ACH-000013,-0.08227175994006172
ACH-000014,-0.19657175132391866
ACH-000015,-0.17782687380505938
ACH-000017,-0.05839314681760074
ACH-000018,-0.0569916882720628
ACH-000019,-0.05351444533365706
ACH-000021,-0.11029917945266833
ACH-000022,-0.08012959378629292
ACH-000025,-0.19726918206162855
ACH-000028,-0.14451695272392426
ACH-000030,-0.040187044874376125
ACH-000035,-0.0984128726471171
ACH-000036,-0.21753070120729545
ACH-000037,-0.07909487084256661
ACH-000039,-0.13667830120490335
ACH-000040,-0.004881693338564995
ACH-000041,-0.17236400310007907
ACH-000042,-0.08789195616848341
ACH-000045,-0.08693880666900368
ACH-000047,-0.24419494025970576
ACH-000052,-0.02273178399474353
ACH-000053,-0.0946413203573587
ACH-000054,-0.117117753414931
ACH-000055,0.0469801840884871
ACH-000060,-0.1677144340735901
ACH-000067,-0.08004079194231345
ACH-000070,-0.007204962077756168
ACH-000075,-0.01866301104928372
ACH-000078,-0.15163715344071374
ACH-000082,-0.14044426456499615
ACH-000085,-0.1474841059641464
ACH-000086,-0.20042389326156249
ACH-000087,-0.07932286510280702
ACH-000092,-0.13651976827995996
ACH-000095,-0.03791638999621118
ACH-000097,-0.09087232694156344
ACH-000098,0.041961787617795385
ACH-000099,-0.1993724722515316
ACH-000108,-0.08473801449337688
ACH-000113,-0.07401234909153348
ACH-000116,-0.14634747328740647
ACH-000118,-0.1180675283359083
ACH-000120,-0.2532697926398132
ACH-000123,-0.02989812301721285
ACH-000127,-0.06108506603073693
ACH-000128,-0.07707408740949499
ACH-000132,-0.018663708516741543
ACH-000133,-0.2028559083975392
ACH-000137,-0.06328576848427032
ACH-000138,-0.04836059678374156
ACH-000142,-0.05009180114146925
ACH-000143,-0.2617246254508284
ACH-000146,-0.1565595858260848
ACH-000148,-0.11382262765659655
ACH-000150,-0.1247122834691802
ACH-000152,-0.07901046001115443
ACH-000153,0.006595124818141302
ACH-000159,-0.1591084664400235
ACH-000160,-0.07828046624667498
ACH-000163,-0.16988408580245615
ACH-000167,-0.286456049525498
ACH-000168,-0.29470604718578386
ACH-000169,-0.05747668016824906
ACH-000178,-0.17347347022731952
ACH-000183,-0.07318167801872849
ACH-000188,-0.2115550816294608
ACH-000189,-0.15039909312342453
ACH-000190,0.043959354399949295
ACH-000198,-0.1079011506513734
ACH-000203,-0.17230776941258247
ACH-000204,-0.13263100435066466
ACH-000206,-0.1317572395607002
ACH-000207,-0.15675513563251187
ACH-000208,0.030254783807730588
ACH-000210,-0.07861027805951863
ACH-000211,-0.16570311759831471
ACH-000215,-0.09727939041221037
ACH-000221,-0.05914383494415395
ACH-000222,-0.1789364143434691
ACH-000223,-0.13852179064539386
ACH-000226,0.0828172954983238
ACH-000227,-0.16644949742433676
ACH-000228,-0.2411303079815209
ACH-000231,-0.05266675510689679
ACH-000232,-0.0735440358664118
ACH-000233,-0.14081115213636122
ACH-000234,-0.10715626463758908
ACH-000235,-0.16417304478330896
ACH-000237,-0.0925353386325069
ACH-000238,-0.19732525314382152
ACH-000242,-0.34345063879036025
ACH-000243,-0.1085378701827746
ACH-000244,-0.2372355547771175
ACH-000246,-0.0641897787761279
ACH-000248,0.038281850584357985
ACH-000250,-0.13058483896606488
ACH-000251,-0.2401987570385185
ACH-000252,-0.1324223961794469
ACH-000253,-0.1077352300973144
ACH-000255,0.06609355882227612
ACH-000256,-0.10802470626127134
ACH-000257,-0.03546583641056828
ACH-000258,-0.1585122430078673
ACH-000259,-0.03727871407161119
ACH-000260,-0.04589158894127307
ACH-000261,-0.13883258484697916
ACH-000262,0.08030507004796028
ACH-000263,-0.09455556754109568
ACH-000264,-0.10956270858450072
ACH-000265,-0.12384789234048445
ACH-000266,-0.06431860947747363
ACH-000272,-0.05703675931663992
ACH-000274,-0.17373693314170433
ACH-000277,-0.05204410713308685
ACH-000278,-0.11825566934361666
ACH-000279,-0.02063306422969938
ACH-000280,-0.02772268637121757
ACH-000281,-0.030280404284641533
ACH-000288,0.0033887096732493475
ACH-000291,-0.11414409926673033
ACH-000293,-0.09978315057407568
ACH-000294,-0.1189230072563244
ACH-000295,-0.03581303460059868
ACH-000296,0.054275239417787495
ACH-000302,-0.14729237973076426
ACH-000304,0.13357942120655825
ACH-000307,-0.08354605586989604
ACH-000308,-0.1727777100210626
ACH-000310,-0.17758275610612176
ACH-000311,-0.09875965381997928
ACH-000312,-0.16639121245303207
ACH-000315,-0.1933875965511792
ACH-000316,0.026418408019968198
ACH-000317,-0.1706934374677153
ACH-000318,-0.11796908310652852
ACH-000319,0.0573197448498611
ACH-000320,-0.04444295200636776
ACH-000322,-0.16755510741489593
ACH-000323,-0.09686700996066858
ACH-000324,-0.09827270701658236
ACH-000329,-0.13246922325513188
ACH-000330,-0.1865822498003265
ACH-000331,-0.028768971873088325
ACH-000332,-0.09890150503799174
ACH-000334,-0.05510121872049087
ACH-000335,-0.08047804646529168
ACH-000336,-0.17749173618561567
ACH-000337,-0.13178626438583144
ACH-000338,-0.24761271136292276
ACH-000339,-0.0521920873571414
ACH-000341,-0.05846673636453385
ACH-000348,-0.1122887981115704
ACH-000350,-0.1854094409446784
ACH-000352,-0.3537235093820752
ACH-000356,-0.060670143662986176
ACH-000361,-0.2953396901815273
ACH-000362,-0.05352097661224853
ACH-000363,-0.14655676941184664
ACH-000364,-0.06406604183032838
ACH-000365,-0.11253202434911463
ACH-000366,-0.07120493003610769
ACH-000368,-0.21015085936560865
ACH-000374,-0.19306817275894306
ACH-000375,0.03382755567743949
ACH-000376,-0.13301690256799145
ACH-000381,0.008755956185711249
ACH-000383,-0.10733862380984356
ACH-000387,-0.05857565881474985
ACH-000389,0.0304702009066768
ACH-000390,-0.19370752232328486
ACH-000393,-0.09265690593580747
ACH-000395,-0.2908087835254951
ACH-000396,-0.1239026678946244
ACH-000397,-0.14300473694792826
ACH-000401,-0.18753237504275594
ACH-000402,0.08656802470584632
ACH-000403,-0.1011899895163324
ACH-000404,0.08907676917491167
ACH-000406,-0.1752538556358939
ACH-000407,-0.10809378185725416
ACH-000408,-0.08238648392801308
ACH-000410,-0.20784841071522545
ACH-000411,-0.1994466774203538
ACH-000414,-0.18296053975362395
ACH-000415,-0.10596835139318236
ACH-000416,-0.04699704932261288
ACH-000420,-0.06778963876226297
ACH-000421,-0.05376462695023803
ACH-000424,-0.0858806398492766
ACH-000425,-0.03427980485479323
ACH-000426,-0.0938960624148246
ACH-000427,-0.007298477702959966
ACH-000433,0.048618863538517784
ACH-000435,-0.24658880227456226
ACH-000436,-0.12379964355722373
ACH-000444,-0.08878122985070674
ACH-000445,-0.024015532579253592
ACH-000448,-0.16150956718773185
ACH-000450,-0.16861882515734647
ACH-000452,-0.08737660592635596
ACH-000454,-0.02630358906046321
ACH-000458,-0.12542211353785984
ACH-000459,-0.060438785050341164
ACH-000460,-0.039034379281142915
ACH-000461,-0.15187377100509564
ACH-000463,-0.04943861266033492
ACH-000464,-0.13192619905214473
ACH-000466,-0.1360174187913354
ACH-000467,-0.11685206357854322
ACH-000468,-0.008716165572284629
ACH-000469,-0.06846581602728206
ACH-000470,-0.16527718815797826
ACH-000471,-0.16303008064547894
ACH-000472,-0.15788105631179108
ACH-000473,-0.023887395680429063
ACH-000475,-0.16986540753158705
ACH-000476,-0.1437092848908105
ACH-000477,0.018800629169806838
ACH-000479,-0.2760854124416372
ACH-000480,0.017414914791007208
ACH-000481,-0.05646443110549568
ACH-000483,-0.12698869404426613
ACH-000484,-0.2468687348205912
ACH-000485,-0.13597370930247685
ACH-000486,-0.1053786407782764
ACH-000487,-0.16215620684713936
ACH-000488,-0.17178029285848467
ACH-000490,-0.052190042120421484
ACH-000491,-0.10550180414246488
ACH-000495,-0.15469850368668467
ACH-000496,-0.15084896811419024
ACH-000499,0.03970577420757413
ACH-000500,0.06846010807009477
ACH-000502,-0.08531007003054496
ACH-000503,-0.3582330528163544
ACH-000505,-0.0948119135815132
ACH-000507,-0.2538491190240356
ACH-000510,-0.13826355275344332
ACH-000511,-0.125084451023297
ACH-000512,0.1268181580380747
ACH-000516,-0.23830793354080146
ACH-000517,-0.07008426926558714
ACH-000518,0.017173872601775275
ACH-000520,-0.1396268814442052
ACH-000521,0.04424819670219368
ACH-000522,-0.10735430122614288
ACH-000524,-0.12374931769563395
ACH-000527,-0.08210458174487945
ACH-000528,-0.05739175995452156
ACH-000537,-0.1343923947890493
ACH-000541,0.2863292631295937
ACH-000542,0.025159662120155232
ACH-000544,-0.17472077051620294
ACH-000545,-0.06952108477042396
ACH-000547,-0.3676634415978223
ACH-000548,-0.22280967941615776
ACH-000549,0.07381778061692364
ACH-000550,0.0498544869638172
ACH-000552,-0.09143077417596936
ACH-000556,-0.19051205689682754
ACH-000557,-0.34873002870955994
ACH-000569,0.025046405856791902
ACH-000570,-0.11307717064542673
ACH-000571,-0.16899880859120706
ACH-000573,-0.10427195684248268
ACH-000576,-0.16216909698680973
ACH-000579,-0.04790461126721113
ACH-000580,-0.08834297073441713
ACH-000584,-0.08358345703313969
ACH-000585,-0.16268974124606256
ACH-000588,-0.12406430820459467
ACH-000589,-0.1192626251496808
ACH-000591,-0.042192201936314296
ACH-000593,-0.06625683283630067
ACH-000600,-0.13358130280997005
ACH-000601,-0.17664652110563278
ACH-000605,0.031148179594099438
ACH-000606,-0.257368709067726
ACH-000608,-0.13061905454399636
ACH-000614,-0.16652769936972514
ACH-000616,-0.17962637284738547
ACH-000618,-0.16008209771655602
ACH-000619,-0.11617627107786264
ACH-000620,-0.1282719494343376
ACH-000621,-0.061322999533412866
ACH-000622,0.037185998232830274
ACH-000623,-0.005252297097329804
ACH-000624,-0.10479741359154833
ACH-000627,-0.13547113128016555
ACH-000630,-0.0846296342455876
ACH-000631,-0.364952969976546
ACH-000632,-0.006870599460877608
ACH-000633,-0.06526842605638672
ACH-000637,-0.16009904682994874
ACH-000638,0.044642317812028966
