,FHOD1 (29109)
ACH-000004,0.05834612081721509
ACH-000005,0.3277919525562644
ACH-000007,0.23012200283209056
ACH-000009,0.10314029339987796
ACH-000011,0.01624704193775471
ACH-000012,0.045105580729840215
ACH-000013,-0.08763623359589917
ACH-000014,0.016450576461233962
ACH-000015,0.05190349473419528
ACH-000017,0.006796051349552194
ACH-000018,-0.07379232944938298
ACH-000019,0.05520447025951683
ACH-000021,-0.05937970263010716
ACH-000022,0.01188356199053764
ACH-000025,-0.05401302897703096
ACH-000028,0.0843227452094932
ACH-000030,0.09797147603523992
ACH-000035,-0.023202630412842085
ACH-000036,-0.15037731343043825
ACH-000037,-0.2092792662377624
ACH-000039,0.12380010459934175
ACH-000040,-0.002508368598347102
ACH-000041,0.03196295746530931
ACH-000042,-0.09575085428137747
ACH-000045,-0.00402194090864339
ACH-000047,-0.04991258933400732
ACH-000052,-0.10837987454885273
ACH-000053,-0.007128139100173929
ACH-000054,0.07942885517536283
ACH-000055,-0.04867738052587321
ACH-000060,0.10546214314634736
ACH-000067,-0.08789602940941824
ACH-000070,0.30697895124092645
ACH-000075,0.27146212695164923
ACH-000078,0.053470851143284134
ACH-000082,0.007363185536741915
ACH-000085,-0.10635865319314357
ACH-000086,-0.008051241103385303
ACH-000087,0.003690408585492996
ACH-000092,-0.058314369020975275
ACH-000095,-0.008778348016373056
ACH-000097,0.0012184827593143374
ACH-000098,-0.07632906902147893
ACH-000099,0.0009888614326313072
ACH-000108,-0.02391246095602616
ACH-000113,0.17675265299095488
ACH-000116,-0.015347064037635876
ACH-000118,-0.05355834162123877
ACH-000120,-0.12599731505704126
ACH-000123,-0.043118852609919
ACH-000127,0.04683663261293694
ACH-000128,-0.1352040201645975
ACH-000132,-0.30488492745984913
ACH-000133,-0.025818286658902737
ACH-000137,-0.13742680285813766
ACH-000138,-0.05401642941656663
ACH-000142,0.06468586639315882
ACH-000143,0.01880704759128849
ACH-000146,0.02261309732406438
ACH-000148,-0.025589367406007448
ACH-000150,0.01001359180552379
ACH-000152,-0.1721014456340439
ACH-000153,0.1427294046263762
ACH-000159,-0.003066871861143603
ACH-000160,0.0982400121939714
ACH-000163,-0.13665894485385022
ACH-000167,-0.2176979799459131
ACH-000168,0.08397657337691666
ACH-000169,-0.09141304810985612
ACH-000178,-0.1038414148898536
ACH-000183,-0.11260306805244975
ACH-000188,-0.0037037691722557843
ACH-000189,0.05707006299657045
ACH-000190,-0.2683339657281473
ACH-000198,0.09669102683912932
ACH-000203,0.4231257867699579
