,CNRIP1 (25927)
ACH-000004,-0.0315697693125277
ACH-000005,-0.03986384542002397
ACH-000007,0.11556568268292294
ACH-000009,0.14381589938321335
ACH-000011,-0.17239153828135584
ACH-000012,0.07444456159655265
ACH-000013,0.1178666655415048
ACH-000014,0.08322540608620166
ACH-000015,0.19837827191327884
ACH-000017,0.03347763081789345
ACH-000018,-0.025078310503927816
ACH-000019,0.006186775772113011
ACH-000021,0.07992180724434543
ACH-000022,0.09631252296368854
ACH-000025,0.03512258388099977
ACH-000028,0.038860685601836434
ACH-000030,0.12652300668496205
ACH-000035,0.0501215108303844
ACH-000036,0.017222529642177617
ACH-000037,0.022370626142313912
ACH-000039,0.041192692459191306
ACH-000040,0.05298544588348893
ACH-000041,0.0289989068951516
ACH-000042,0.09672160816025556
ACH-000045,-0.060730562779298634
ACH-000047,0.12404956497088405
ACH-000052,0.14407746564133408
ACH-000053,0.10447849144727997
ACH-000054,-0.03144785606455427
ACH-000055,0.14136977073741244
ACH-000060,0.13450183915001246
ACH-000067,0.09558120861093974
ACH-000070,0.0780739089351568
ACH-000075,0.2117929519547059
ACH-000078,-0.014850236508032997
ACH-000082,0.07150775285979104
ACH-000085,-0.188424994803794
ACH-000086,0.11259226875319367
ACH-000087,0.2506606526894349
ACH-000092,0.02790901760922089
ACH-000095,0.12334846838589958
ACH-000097,0.12219678783009458
ACH-000098,0.2176381340309757
ACH-000099,0.06793750863977721
ACH-000108,0.03666699191059378
ACH-000113,0.07766647618684668
ACH-000116,0.08730734027027746
ACH-000118,0.03638294219462628
ACH-000120,0.0835836959981529
ACH-000123,0.08500498575563739
ACH-000127,0.08909170226501549
ACH-000128,0.047333838452635814
ACH-000132,0.018963735570847733
ACH-000133,0.09330609084608983
ACH-000137,0.10377088281124999
ACH-000138,0.0870646361580099
ACH-000142,0.09270758086042563
ACH-000143,0.051354748007405915
ACH-000146,-0.09827861415865452
ACH-000148,0.2081035269926838
ACH-000150,0.20415069685959086
ACH-000152,0.09278667407143006
ACH-000153,0.3172757054574969
ACH-000159,0.10407883894413966
ACH-000160,0.0038758170890358314
ACH-000163,0.11496964229649022
ACH-000167,-0.284025001433301
ACH-000168,0.17181975858111606
ACH-000169,0.13604407466162868
ACH-000178,0.114180773041692
ACH-000183,0.1799628133885614
ACH-000188,0.08570037920754423
ACH-000189,0.2214761259403208
ACH-000190,0.08769319924545745
ACH-000198,0.1817570581859908
ACH-000203,0.13375815272610114
ACH-000204,-0.2319394880409484
ACH-000206,0.11576730772178445
ACH-000207,0.11275966908081655
ACH-000208,0.19484774408392672
ACH-000210,0.030968961200228726
ACH-000211,0.09567700731181963
ACH-000215,0.11561805932198685
ACH-000221,0.060810446832582576
ACH-000222,0.0916830610817605
ACH-000223,0.05932451284754981
ACH-000226,-0.08879947948409607
ACH-000227,0.1062735846998923
ACH-000228,0.03214872388888977
ACH-000231,0.032626514136823714
ACH-000232,0.1614716481799034
ACH-000233,0.07000186100838378
ACH-000234,0.008284104700302929
ACH-000235,0.08232160201158555
ACH-000237,0.012220174536897577
ACH-000238,-0.07638603701644328
ACH-000242,0.3250876128574559
ACH-000243,0.12080142108304552
ACH-000244,0.12609476532425418
ACH-000246,0.0604930546415309
ACH-000248,0.1380665552228637
ACH-000250,0.11093842908594574
ACH-000251,0.2521447910413506
ACH-000252,0.278407857387031
ACH-000253,0.1512649317657831
ACH-000255,0.18498063376782534
ACH-000256,0.15150603058207635
ACH-000257,0.2678486227522585
ACH-000258,0.3033245754066054
ACH-000259,0.09202568918258064
ACH-000260,0.06027202773967249
ACH-000261,0.10199341203457256
ACH-000262,0.07557304407754499
ACH-000263,0.022501903171143797
ACH-000264,0.09625785260044092
ACH-000265,-0.015534202302161956
ACH-000266,0.08961126117420687
ACH-000272,0.07244387577788168
ACH-000274,0.16561244450342522
ACH-000277,0.1845499305527817
ACH-000278,0.0581870231757205
ACH-000279,0.08664397945019872
ACH-000280,0.035005848667560284
ACH-000281,0.058394726473042134
ACH-000288,0.059186464685092276
ACH-000291,0.09524166129936583
ACH-000293,-0.06652667912675997
ACH-000294,-0.06258727647905263
ACH-000295,0.1390692584550565
ACH-000296,-0.07711132734903625
ACH-000302,0.09803878392889356
ACH-000304,-0.15739259277939585
ACH-000307,0.09758679030573192
ACH-000308,0.0812062823565636
ACH-000310,0.05090861106794441
ACH-000311,0.11370816934651087
ACH-000312,0.1935582325225068
