,PRR15L (79170)
ACH-000004,-0.13871101204889946
ACH-000005,-0.24418140643229175
ACH-000007,-0.17796751729188118
ACH-000009,-0.395811375412046
ACH-000011,-0.18765703933007888
ACH-000012,-0.3043709663332237
ACH-000013,-0.12311357645744415
ACH-000014,-0.25498175876800394
ACH-000015,-0.26418482075774075
ACH-000017,-0.0763486183986746
ACH-000018,-0.08252565830091088
ACH-000019,-0.12761142411860402
ACH-000021,-0.3268265687210243
ACH-000022,-0.27258446502109096
ACH-000025,-0.17691089905462362
ACH-000028,-0.2838699077757271
ACH-000030,-0.17297090868760853
ACH-000035,-0.2592117855942036
ACH-000036,-0.0334974923344102
ACH-000037,-0.2373240357989057
ACH-000039,-0.16003661737865746
ACH-000040,-0.25938662594697154
ACH-000041,-0.2473403032590868
ACH-000042,-0.2351214184294345
ACH-000045,-0.2344480670023772
ACH-000047,-0.19563919629347729
ACH-000052,-0.4864667568539767
ACH-000053,-0.16061625364564855
ACH-000054,-0.20495722358878996
ACH-000055,-0.3639801665514777
ACH-000060,-0.3658563452652717
ACH-000067,-0.2299067418849428
ACH-000070,-0.2254277917757655
ACH-000075,-0.20842976643185213
ACH-000078,-0.3377244560371244
ACH-000082,-0.2957104094539217
ACH-000085,-0.30627037882003344
ACH-000086,-0.22545289205862054
ACH-000087,-0.390875196319033
ACH-000092,-0.4387839009440568
ACH-000095,-0.3228948171296587
ACH-000097,-0.2434030574899791
ACH-000098,-0.3167071440792147
ACH-000099,-0.1772918860456902
ACH-000108,-0.2405938578842696
ACH-000113,-0.23663005062639156
ACH-000116,-0.0974902668247093
ACH-000118,-0.11138282271373798
ACH-000120,-0.1187565784063185
ACH-000123,-0.2527317425268008
ACH-000127,-0.253556177361491
ACH-000128,-0.17526900735988124
ACH-000132,-0.16662695974083291
ACH-000133,-0.16232017766900295
ACH-000137,-0.10999704679471403
ACH-000138,-0.28383262514936997
ACH-000142,-0.2936084980971147
ACH-000143,-0.251528665675328
ACH-000146,-0.09019782899704927
ACH-000148,-0.26242488607656395
ACH-000150,-0.3252219756248784
ACH-000152,-0.2629741764927966
ACH-000153,-0.560930412984245
ACH-000159,-0.2328835642139915
ACH-000160,-0.3045536204292143
ACH-000163,-0.28268314223462826
ACH-000167,-0.14250511061013618
ACH-000168,-0.31788361887175315
ACH-000169,-0.2620242891479697
ACH-000178,-0.2241171838805604
ACH-000183,-0.2067878929010357
ACH-000188,-0.30682703588790505
ACH-000189,-0.5162459293394217
ACH-000190,-0.0774875444242558
ACH-000198,-0.26571739178078324
ACH-000203,-0.2327479182903684
ACH-000204,-0.3656037050763917
ACH-000206,-0.18019825804328785
ACH-000207,-0.31459004487806635
ACH-000208,-0.10146000655443227
ACH-000210,-0.041428358902620366
ACH-000211,-0.2983692035200745
ACH-000215,-0.2608273192469823
ACH-000221,-0.2048311947235381
ACH-000222,-0.2712990014176698
ACH-000223,-0.15433017795477091
ACH-000226,-0.2311599904052886
ACH-000227,-0.10992258977618798
ACH-000228,-0.31701782300285725
ACH-000231,-0.2534725133433075
ACH-000232,-0.11139825854761234
ACH-000233,-0.20559712284244835
ACH-000234,-0.19729900697903066
ACH-000235,-0.2703703160225162
ACH-000237,-0.26596510455414296
ACH-000238,-0.39497726924002624
ACH-000242,-0.5374419283035166
ACH-000243,-0.33630392497001976
ACH-000244,-0.2799527871280836
ACH-000246,-0.18987543037639
ACH-000248,-0.3115011616744747
ACH-000250,-0.2506862695590638
ACH-000251,-0.17254259611108547
ACH-000252,-0.1993325966940995
ACH-000253,-0.18134726401172324
ACH-000255,-0.3957340062153736
ACH-000256,-0.15368226023489726
ACH-000257,-0.1912643819827388
ACH-000258,-0.15057640054934962
ACH-000259,-0.19958139837367864
ACH-000260,-0.20701648989126895
ACH-000261,-0.18415431104492702
ACH-000262,-0.27507121563900083
ACH-000263,-0.3571620807726965
ACH-000264,-0.27188444877900275
ACH-000265,-0.21622158907264896
ACH-000266,-0.15823121016903466
ACH-000272,-0.2680166606492502
ACH-000274,-0.315299918320399
ACH-000277,-0.36045460643593497
ACH-000278,-0.13342398887040766
ACH-000279,-0.3266062929109681
ACH-000280,-0.16327643675927786
ACH-000281,-0.24946323057437866
ACH-000288,-0.28476657828982843
ACH-000291,-0.4441537561389
ACH-000293,-0.1732622201838068
ACH-000294,-0.3118190071944144
ACH-000295,-0.16789097383195706
ACH-000296,-0.23078985573275
ACH-000302,-0.15129783821659906
ACH-000304,-0.16450045353950982
ACH-000307,-0.22709383732975635
ACH-000308,-0.24392630464635626
ACH-000310,-0.26857146764739925
ACH-000311,-0.09470049766757266
ACH-000312,-0.2563595898618305
ACH-000315,-0.062232855385339576
ACH-000316,-0.2846324053665964
ACH-000317,-0.14888203799128333
ACH-000318,-0.2127931471881854
ACH-000319,-0.24192444042879865
ACH-000320,-0.2583673177192456
ACH-000322,-0.13143176101296547
ACH-000323,-0.152704437598227
ACH-000324,-0.23558038957820665
ACH-000329,-0.1802888732593524
ACH-000330,-0.19774874747673488
ACH-000331,-0.13177520046148922
ACH-000332,-0.2902181802421193
ACH-000334,-0.2628540235527447
ACH-000335,-0.3278525149737308
ACH-000336,-0.4109303268238656
ACH-000337,-0.3024545183473153
ACH-000338,-0.12389790260514695
ACH-000339,-0.22252658732133684
ACH-000341,-0.2748471910638714
ACH-000348,-0.28856905708672786
ACH-000350,-0.277399949177496
ACH-000352,-0.2274296470287163
ACH-000356,-0.11331519908579302
