,SHROOM3 (57619)
ACH-000004,-0.028318536876471675
ACH-000005,-0.1764264245890909
ACH-000007,0.16329793716763233
ACH-000009,0.13811595847452965
ACH-000011,-0.0048041347788539595
ACH-000012,-0.08979387047233046
ACH-000013,-0.02459126329000816
ACH-000014,-0.06478776921506406
ACH-000015,-0.1475564553657535
ACH-000017,-0.11234533325370072
ACH-000018,-0.06614544329819097
ACH-000019,-0.07438187473371415
ACH-000021,-0.08879097411650533
ACH-000022,-0.07214207900929473
ACH-000025,0.051454988517993135
ACH-000028,-0.05155030292571772
ACH-000030,-0.06299464755341011
ACH-000035,0.008063973884898318
ACH-000036,-0.04406888479372593
ACH-000037,-0.19697667667332955
ACH-000039,-0.015870165338488708
ACH-000040,-0.12771363333892874
ACH-000041,-0.027778386101300782
ACH-000042,-0.0576957860362175
ACH-000045,-0.1806155431600742
ACH-000047,0.024461027940921854
ACH-000052,0.11186323587049456
ACH-000053,0.027740977362034385
ACH-000054,0.1485092489239635
ACH-000055,-0.058011461739633924
ACH-000060,-0.07129328885386764
ACH-000067,0.09905474557227674
ACH-000070,-0.03739138019589045
ACH-000075,-0.05766703074271608
ACH-000078,-0.024690294850763825
ACH-000082,-0.05694719498838105
ACH-000085,0.14245467976843726
ACH-000086,0.024979362472037903
ACH-000087,-0.0739122501172759
ACH-000092,-0.042832414589466926
ACH-000095,-0.07280652225311178
ACH-000097,-0.0012415834326828892
ACH-000098,-0.008045344764113336
ACH-000099,-5.1444886110260936e-05
ACH-000108,0.0019247030448017394
ACH-000113,-0.016606290857282918
ACH-000116,-0.0958070309563116
ACH-000118,0.010240891166972277
ACH-000120,-0.07866805202625693
ACH-000123,-0.051411543139733486
ACH-000127,-0.01844855059117148
ACH-000128,-0.1957846557664988
ACH-000132,-0.07243609890478203
ACH-000133,0.0008181432487403312
ACH-000137,-0.14466549658157338
ACH-000138,-0.06682715561363761
ACH-000142,-0.044232715532269234
ACH-000143,0.025066733005117848
ACH-000146,-0.03963608684118375
ACH-000148,0.0038043817564294273
ACH-000150,-0.06625573133813582
ACH-000152,0.041892913699252896
ACH-000153,-0.22281319754472886
ACH-000159,-0.01276740825801249
ACH-000160,-0.12672002507761565
ACH-000163,0.09349177646337004
ACH-000167,-0.21551591710212725
ACH-000168,0.09144130005354516
ACH-000169,-0.06561740418899292
ACH-000178,0.07034386417869035
ACH-000183,-0.027507664022895176
ACH-000188,-0.006077967850616571
ACH-000189,0.017950712071601056
ACH-000190,-0.16607232810750175
ACH-000198,0.05017854269907654
ACH-000203,0.08648136776146495
ACH-000204,-0.09517571529474504
