,PES1 (23481)
ACH-000189,-0.9024229961827251
ACH-000190,-0.8711923048581589
ACH-000198,-0.5687108554380884
ACH-000203,-0.7671945492846651
ACH-000204,-0.8589574909914497
ACH-000206,-0.7336665319447669
ACH-000207,-0.5819486440729639
ACH-000208,-1.0049314327941197
ACH-000210,-0.653292237486306
ACH-000211,-0.7484445231022009
ACH-000215,-0.8481090561509582
ACH-000221,-1.2869428314101272
ACH-000222,-0.5969623648281767
ACH-000223,-0.8224147934408351
ACH-000226,-0.8027213377150082
ACH-000227,-0.5470327031832082
ACH-000228,-0.8112967623555565
ACH-000231,-1.1188227177259205
ACH-000232,-0.9461763332392932
ACH-000233,-0.610285039983417
ACH-000234,-0.7639607141189217
ACH-000235,-0.878575491749246
ACH-000237,-0.7834884441816022
ACH-000238,-0.6103338454831335
ACH-000242,-0.9932820208756352
ACH-000243,-0.7489026146055302
ACH-000244,-0.9224625900951192
ACH-000246,-0.7294592119290818
ACH-000248,-0.7053439434406656
ACH-000250,-0.9511482842370028
ACH-000251,-0.8706293474554753
ACH-000252,-1.1307963585297809
ACH-000253,-0.7299497963803063
ACH-000255,-0.9268638757409732
ACH-000256,-0.8259306008983781
ACH-000257,-0.5056045350292595
ACH-000258,-1.0218668531629256
ACH-000259,-0.6801778342219145
ACH-000260,-0.7501741570474808
ACH-000261,-0.7433290208626218
ACH-000262,-0.7084739627153367
ACH-000263,-0.6696059075600754
ACH-000264,-0.8019813540524738
ACH-000265,-0.8391801283189582
ACH-000266,-0.8880231275770919
ACH-000272,-0.973577515103187
ACH-000274,-0.8670417775908935
ACH-000277,-0.7696324115075962
ACH-000278,-0.8772748534748736
ACH-000279,-0.6836790454389053
ACH-000280,-0.9984350002541904
ACH-000281,-0.888811523155649
ACH-000288,-0.7865274655750689
ACH-000291,-0.7285682589469549
ACH-000293,-0.8324419308455394
ACH-000294,-0.6120042320094531
ACH-000295,-0.6442670474066268
ACH-000296,-0.8984517520475489
ACH-000302,-0.9182064096345232
ACH-000304,-0.330703500591392
ACH-000307,-0.669555658526253
ACH-000308,-0.7955264940852619
ACH-000310,-0.8204450343284723
ACH-000311,-0.6156901927401545
ACH-000312,-0.7260194990982314
ACH-000315,-0.6729268745662802
ACH-000316,-0.9344591523768978
ACH-000317,-0.6486177426201177
ACH-000318,-0.7069069088139178
ACH-000319,-0.7803754527844037
ACH-000320,-0.7296436435168588
ACH-000322,-0.7983591835176586
ACH-000323,-0.8794037923222702
ACH-000324,-0.6844649459310552
ACH-000329,-0.6744869644725999
ACH-000330,-0.9868675374315556
ACH-000331,-0.9206227340982058
ACH-000332,-0.9023714173896632
ACH-000334,-0.5605091289682215
ACH-000335,-0.8630890020322368
ACH-000336,-0.6010523884035635
ACH-000337,-0.8027524953813592
ACH-000338,-0.4197917434132861
ACH-000339,-0.8601722438644225
ACH-000341,-0.7693468467693708
ACH-000348,-0.8091018072539381
ACH-000350,-0.9621043393409214
ACH-000352,-0.9254806677390957
ACH-000356,-0.9035822663846272
ACH-000361,-0.7134491542692005
ACH-000362,-0.7816154925483133
ACH-000363,-0.7769336254753195
ACH-000364,-0.9568639041910778
ACH-000365,-0.6433312138590658
ACH-000366,-0.6627813444712337
ACH-000368,-0.8376779127844014
ACH-000374,-0.39812415896256653
ACH-000375,-0.800260607076419
ACH-000376,-0.7171947850034885
ACH-000381,-0.8029253738743783
ACH-000383,-0.7629101388893831
ACH-000387,-0.8662787726521926
ACH-000389,-0.847529140053837
ACH-000390,-1.055979654674921
ACH-000393,-0.4418837533919665
ACH-000395,-0.976324276651823
ACH-000396,-0.775081400871864
ACH-000397,-0.7575255112478244
ACH-000401,-0.7475551019277143
ACH-000402,-0.6440162249626746
ACH-000403,-0.9176183224052158
ACH-000404,-0.7486817366170864
ACH-000406,-0.7484627997558205
ACH-000407,-0.9781137589600294
ACH-000408,-1.085401138935851
ACH-000410,-0.7706808411261916
ACH-000411,-0.8322976869807203
ACH-000414,-0.6112701680884096
ACH-000415,-0.6156777250580511
ACH-000416,-0.9760035616420034
ACH-000420,-0.9606290591814591
ACH-000421,-0.8837774654701729
ACH-000424,-0.7117354483206452
ACH-000425,-0.8324285492708512
ACH-000426,-0.5385958151960593
ACH-000427,-0.8909036710708433
ACH-000433,-0.8560569498456527
ACH-000435,-1.122535499047845
ACH-000436,-0.808277784440332
ACH-000444,-0.8680140365269957
ACH-000445,-0.968062524540526
ACH-000448,-0.7299858966118828
ACH-000450,-0.6351143804614731
ACH-000452,-0.7688387601068776
ACH-000454,-1.0220595124221337
ACH-000458,-0.7697736046509421
ACH-000459,-0.5003164787007588
ACH-000460,-0.7971657132538841
ACH-000461,-0.8769913308234468
ACH-000463,-0.9223639855205176
ACH-000464,-0.8538423652753264
ACH-000466,-0.7465183913327651
ACH-000467,-0.8057279001123722
ACH-000468,-0.8613378369489885
ACH-000469,-0.8723271092696713
ACH-000470,-0.9376989392986051
ACH-000471,-0.9382469153817076
ACH-000472,-0.7203496165231373
ACH-000473,-0.6087974347971032
ACH-000475,-0.8933279961742142
ACH-000476,-0.5731209621916165
ACH-000477,-0.6829075569671089
ACH-000479,-1.2494828254437542
ACH-000480,-0.8787355941065677
ACH-000481,-0.7409308519122837
ACH-000483,-0.8719207333169949
ACH-000484,-0.8843107358429521
ACH-000485,-0.8065482320395022
ACH-000486,-0.6941684935408914
ACH-000487,-0.6636283744487609
ACH-000488,-0.6516151210580611
ACH-000490,-0.9027857860097088
ACH-000491,-0.7633302327853347
ACH-000495,-0.6295772549274762
ACH-000496,-0.7977839483714629
ACH-000499,-0.7651219868874499
ACH-000500,-1.1447497396763369
ACH-000502,-0.7178017195890996
ACH-000503,-0.417176191474881
ACH-000505,-0.9230230223339356
ACH-000507,-0.6104737346817755
ACH-000510,-0.8897569696279085
ACH-000511,-0.7485411817679257
ACH-000512,-0.7588004926920427
ACH-000516,-0.6861541884056641
ACH-000517,-0.9224524737762559
ACH-000518,-0.7870278723297247
ACH-000520,-0.9001248520839913
ACH-000521,-0.6600988704725451
ACH-000522,-0.8144582299345469
ACH-000524,-0.7608427110646822
ACH-000527,-0.7527023913076835
ACH-000528,-0.7178621637130078
ACH-000537,-0.9150466350330972
ACH-000541,-1.230313186416896
ACH-000542,-0.939584082781205
ACH-000544,-0.6983445831749013
ACH-000545,-0.6948807986664995
ACH-000547,-0.9238125919968022
ACH-000548,-0.8360713703362659
ACH-000549,-0.7222607444823371
ACH-000550,-0.8030514699868004
ACH-000552,-0.7901177549822593
ACH-000556,-0.7498470010354753
ACH-000557,-0.6269246090922178
ACH-000569,-0.7835904296678519
ACH-000570,-0.6942900159464529
ACH-000571,-0.7199903013963147
ACH-000573,-0.7574744765551616
ACH-000576,-0.4903568252454073
ACH-000579,-0.7792978892709423
ACH-000580,-0.4661684871007261
ACH-000584,-0.9417023259743108
ACH-000585,-0.5616480475746982
ACH-000588,-0.6165097231229582
ACH-000589,-0.716694668726618
ACH-000591,-0.6388738269310014
ACH-000593,-0.7053541236693303
ACH-000600,-0.8228594074377242
ACH-000601,-0.9146322781193512
ACH-000605,-1.0194052031043979
ACH-000606,-0.776469230056771
ACH-000608,-0.8253726595213959
ACH-000614,-0.6184474708781795
ACH-000616,-0.8886086440563226
ACH-000618,-0.7404065134044314
ACH-000619,-0.9102685112056876
ACH-000620,-0.5759960776220693
ACH-000621,-0.7224507729303227
ACH-000622,-0.7492404624134855
ACH-000623,-0.7532002728698883
ACH-000624,-0.8929261984995253
ACH-000627,-0.7704377430397269
ACH-000630,-0.7938127019716931
ACH-000631,-0.5241232382219645
ACH-000632,-0.9270480520094728
ACH-000633,-0.7124203760379471
ACH-000637,-0.788398106374675
ACH-000638,-0.6837739311233872
ACH-000646,-0.7170856628001037
ACH-000647,-0.782972056344751
ACH-000648,-0.6457970018339173
ACH-000649,-0.7766297690849402
ACH-000651,-0.6440022909185079
ACH-000652,-0.7370360224321569
ACH-000653,-0.7490936623727512
ACH-000657,-0.8618462764494801
ACH-000658,-0.6939902904012746
ACH-000661,-0.4924268258799276
ACH-000662,-0.6176453540916025
ACH-000663,-0.6403441272830834
ACH-000665,-0.7872364138294601
ACH-000671,-0.7518753747508746
ACH-000672,-1.014975752891262
ACH-000673,-0.7015707600170142
ACH-000676,-0.6943729997905563
ACH-000677,-0.8684638796917642
ACH-000681,-0.7805989747494633
ACH-000683,-0.6794444878549069
ACH-000684,-0.7958370379344268
ACH-000688,-0.739492600411129
ACH-000693,-0.9623942105884322
ACH-000694,-0.9522267268750618
ACH-000695,-0.6737006324352243
ACH-000696,-1.0881818250074882
ACH-000697,-0.8325520507923957
ACH-000699,-0.5577477143461428
ACH-000701,-0.8344883898592415
ACH-000706,-0.7215272350618109
ACH-000711,-0.8506740162082901
ACH-000713,-0.8553665765412629
ACH-000714,-0.8054859313204393
ACH-000718,-0.8119105084983744
ACH-000720,-0.8339043893566094
ACH-000721,-1.2275047390975016
ACH-000724,-0.5084117813225724
ACH-000725,-0.7344446196589982
ACH-000732,-0.8374309874724618
ACH-000734,-0.7618156698487221
ACH-000735,-0.9218948995076908
ACH-000736,-0.645229986502048
ACH-000738,-0.7622731728546223
ACH-000746,-0.6563911445429602
ACH-000747,-0.8689220136089367
ACH-000748,-0.9514975660222724
ACH-000753,-0.7350884289071141
ACH-000756,-1.0663257467959204
ACH-000757,-1.0218219037226337
ACH-000758,-0.988088874040308
ACH-000760,-0.9195695046657728
ACH-000762,-0.8242337382536842
ACH-000763,-0.7646051421040441
ACH-000764,-0.8438239996714191
ACH-000765,-0.7813844268655181
ACH-000766,-0.8276392478891561
ACH-000767,-0.7899056031491611
ACH-000768,-0.8100952226056123
ACH-000769,-0.8374188960285228
ACH-000770,-0.8880607601955048
ACH-000771,-0.7586829069920265
ACH-000773,-0.9287056674816736
ACH-000776,-0.7987700279256348
ACH-000777,-0.7289887666765799
ACH-000778,-0.701340788156937
ACH-000781,-1.0116833401747902
ACH-000782,-0.7083901295640079
ACH-000783,-0.6961095131335695
ACH-000784,-0.8098554664085881
ACH-000785,-0.6105436744805401
ACH-000787,-0.8568844878252007
ACH-000788,-0.9057983376578236
ACH-000791,-0.8274853956779086
ACH-000792,-0.8484043092153707
ACH-000794,-0.6454452808325214
ACH-000796,-0.8257770812222359
ACH-000798,-0.8331881005710479
ACH-000799,-0.9453772853021764
ACH-000800,-0.9361300665395996
ACH-000802,-0.769114017455923
ACH-000804,-0.8369407688473598
ACH-000805,-0.864353555202792
ACH-000809,-0.7334194171458096
ACH-000810,-0.4689480297202344
ACH-000811,-0.7084710260448688
ACH-000817,-0.6622594943910537
ACH-000819,-0.9235128692439106
ACH-000820,-0.915284082934919
ACH-000821,-0.6886651654853975
ACH-000822,-0.6267047084112302
ACH-000823,-0.8023829122060289
ACH-000824,-0.7268578818903921
ACH-000827,-0.9087980746887044
ACH-000829,-0.7090496436572427
ACH-000831,-0.7714707686165996
ACH-000832,-0.9781671962676528
ACH-000833,-0.6220348655021387
ACH-000834,-0.6117343964859641
ACH-000835,-1.0023007833581763
ACH-000836,-0.748485104389555
ACH-000837,-0.8495279937501676
ACH-000838,-0.5349085571059905
ACH-000839,-0.9641852175770382
ACH-000840,-0.7448697161491478
ACH-000841,-0.8361013832196187
ACH-000843,-0.8433598540192146
ACH-000846,-1.097201034409751
ACH-000847,-0.8005652413796984
ACH-000848,-0.9761492468042668
ACH-000849,-0.7211406290566669
ACH-000851,-0.6383057885942973
ACH-000855,-0.8570745361875102
ACH-000856,-0.8071992527472972
ACH-000858,-0.7099827308342465
ACH-000859,-1.1442477911089866
ACH-000861,-0.7859544042759976
ACH-000862,-0.7876168184466064
ACH-000865,-0.965154955553127
ACH-000866,-0.8315003510279809
ACH-000867,-0.9514103353562668
ACH-000869,-0.7970098092156648
ACH-000872,-0.9322912097286856
ACH-000873,-0.8857070943121768
ACH-000876,-0.6055750447458244
ACH-000878,-1.214616421901998
ACH-000880,-0.5817524597992066
ACH-000881,-0.6302589113124378
ACH-000882,-0.7108600621447213
ACH-000884,-0.9537696917211229
ACH-000885,-0.7754691428613766
ACH-000887,-0.8885747220218431
ACH-000889,-0.5108670861271736
ACH-000896,-0.8737335114936363
ACH-000898,-0.6315358097344264
ACH-000900,-0.8771759359158373
ACH-000901,-0.8818080065475882
ACH-000905,-0.7973169525603062
ACH-000906,-0.9051772967079744
ACH-000907,-0.8308512442905476
ACH-000910,-0.5736462572876663
ACH-000911,-0.7973978391134815
ACH-000912,-0.8969622955068729
ACH-000913,-0.7230050333139705
ACH-000915,-0.9064121326461014
ACH-000916,-0.9979591453855752
ACH-000917,-0.8706554357564642
ACH-000920,-0.719803401522955
ACH-000921,-0.6652015373081733
ACH-000924,-0.9425312278568009
ACH-000926,-0.9368454254147452
ACH-000928,-0.8039480591802669
ACH-000929,-0.8168936142635852
ACH-000932,-0.6088433489890593
ACH-000935,-0.9534608129830762
ACH-000936,-0.6322019143072478
ACH-000937,-0.6274478020160708
ACH-000938,-0.8151269381086848
ACH-000939,-0.7706105071652903
ACH-000941,-0.7075176238003051
ACH-000943,-0.8394423441935173
ACH-000946,-0.6399815747299368
ACH-000947,-0.7464299471021456
ACH-000948,-0.7108006408595483
ACH-000950,-0.7898572448269093
ACH-000953,-0.6634187983769816
ACH-000954,-0.9084801189122697
ACH-000957,-0.8948811856354697
ACH-000958,-0.7116268460102448
ACH-000960,-0.8045666214994173
ACH-000963,-1.0391531034422474
ACH-000968,-0.6617580962510407
ACH-000969,-0.8886684292492174
ACH-000972,-0.8975562589525854
ACH-000973,-0.8770035212940616
ACH-000974,-0.8969549226930932
ACH-000978,-0.8079569809889621
ACH-000984,-0.7292230210232067
ACH-000986,-0.7279287083364411
ACH-000988,-0.8236185796521391
ACH-000993,-0.8074212933361649
ACH-000994,-0.8490935304617035
ACH-000996,-0.7397099070686207
ACH-001001,-0.920214038934314
ACH-001020,-0.7840569801756442
ACH-001028,-0.9877771805716528
ACH-001031,-0.6864215257036965
ACH-001038,-0.8040301951496044
ACH-001048,-0.8725109056868161
ACH-001050,-0.7681304136102338
ACH-001053,-0.9197787206037584
ACH-001054,-0.7760722772990944
ACH-001061,-0.7830397096084383
ACH-001067,-0.8017972795779309
ACH-001075,-1.0703899169333877
ACH-001096,-0.8604693165095464
ACH-001111,-0.7605843310066219
ACH-001119,-0.6675014637001041
ACH-001128,-0.8299223658559594
ACH-001134,-0.7490005623407892
ACH-001151,-0.5108447605630557
ACH-001163,-1.0567419547424175
ACH-001164,-0.7417137916375027
ACH-001183,-0.7368191906413126
ACH-001192,-0.7179942969345086
ACH-001193,-0.8758436299329323
ACH-001196,-0.7681116301296128
ACH-001197,-0.6663748531434767
ACH-001205,-0.7278532073368937
ACH-001211,-0.874662143558663
ACH-001212,-0.9156847124024304
ACH-001228,-0.836489887621296
ACH-001232,-0.9084846571005364
ACH-001239,-0.6590105660559242
ACH-001270,-0.8743850484535677
ACH-001274,-1.071234024443081
ACH-001275,-0.9784202627968399
ACH-001277,-0.9875378483082732
ACH-001278,-0.7922085463823437
ACH-001280,-0.693498926514059
ACH-001283,-0.8274753814531409
ACH-001289,-0.7698517381701164
ACH-001300,-0.8421986083580729
ACH-001301,-0.8477402372307996
ACH-001302,-0.7418720129890941
ACH-001306,-0.8934773745942065
ACH-001318,-0.908109678726084
ACH-001322,-0.8742235203791823
ACH-001328,-0.8172240003520491
ACH-001332,-1.024267092164833
ACH-001336,-0.9599004688871048
ACH-001346,-0.8693909866086615
ACH-001353,-0.8430437739534871
ACH-001354,-1.0287758389304602
ACH-001367,-0.8101222050208898
ACH-001368,-0.8898373773078505
ACH-001374,-0.8042487209113129
ACH-001377,-0.6599864984426257
ACH-001380,-0.8130664889373371
ACH-001391,-0.8194043151907857
ACH-001408,-0.918520018463787
ACH-001430,-0.8628738859713434
ACH-001431,-0.5991769741927451
ACH-001450,-0.7948074181341739
ACH-001496,-0.9145656622815812
ACH-001500,-0.8045235039026959
ACH-001523,-0.6541593138321367
ACH-001532,-0.6453673154605372
ACH-001550,-1.0061117347463011
ACH-001552,-0.8439451440723399
ACH-001554,-0.8693534957370963
ACH-001654,-0.7239536009392199
ACH-001735,-0.7442143592240753
ACH-001736,-0.7887399988910386
ACH-001737,-0.7343716929373365
ACH-001740,-0.6713005905423071
ACH-001745,-0.7012538686806766
ACH-001765,-0.848561850528255
