,CUX2 (23316)
ACH-000004,-0.19782813347258515
ACH-000005,0.2464467675401281
ACH-000007,0.1175859686222071
ACH-000009,-0.13858469173705018
ACH-000011,-0.07493144802332942
ACH-000012,-0.08302272498658325
ACH-000013,-0.14282306240403458
ACH-000014,-0.014176529983459588
ACH-000015,-0.07703556711395325
ACH-000017,-0.2778228060444445
ACH-000018,-0.11381214326257395
ACH-000019,-0.4463761128315446
ACH-000021,-0.2604322995244342
ACH-000022,-0.1661701964337144
ACH-000025,-0.06208352965962542
ACH-000028,-0.16138002072036325
ACH-000030,-0.037912249725997216
ACH-000035,-0.10522685306031823
ACH-000036,-0.08130245470617818
ACH-000037,-0.14910276730184635
ACH-000039,-0.04567269126816687
ACH-000040,-0.20827912037546945
ACH-000041,-0.0317876954642171
ACH-000042,-0.23241010652530905
ACH-000045,-0.10630584060090337
ACH-000047,-0.08984954265293718
ACH-000052,-0.12202346106760475
ACH-000053,-0.05799563378474262
ACH-000054,-0.03242167340313988
ACH-000055,-0.14437662402614407
ACH-000060,-0.13850774754322068
ACH-000067,-0.26290185295690266
ACH-000070,-0.1052701983365484
ACH-000075,-0.2964467215555132
ACH-000078,-0.2037621787370999
ACH-000082,-0.18723010971834794
ACH-000085,-0.253289770814481
ACH-000086,-0.1351544517046796
ACH-000087,-0.240052077782242
ACH-000092,-0.13828523053574432
ACH-000095,-0.06635228455351662
ACH-000097,-0.10585442780224816
ACH-000098,-0.1947150842858329
ACH-000099,-0.2037241689275016
ACH-000108,-0.157415486978246
ACH-000113,-0.2375718019979508
ACH-000116,-0.1859562987268868
ACH-000118,-0.07554442243290363
ACH-000120,-0.14839336631769562
ACH-000123,-0.06878050930749598
ACH-000127,-0.09848423510700276
ACH-000128,0.05887165341976072
ACH-000132,-0.10856498487080417
ACH-000133,-0.2547974051507589
ACH-000137,-0.2641921587480764
ACH-000138,-0.09193523574430028
ACH-000142,-0.13353564864876075
ACH-000143,-0.13756549233459853
ACH-000146,-0.1362074358196142
ACH-000148,-0.18142860245134185
ACH-000150,-0.213627345721342
ACH-000152,-0.2889697493321303
ACH-000153,-0.12317518346088445
ACH-000159,-0.167696715850949
ACH-000160,-0.24826740661278196
ACH-000163,-0.1350350768630442
ACH-000167,-0.15840012280421858
ACH-000168,-0.27026933253369995
ACH-000169,-0.04173576996834616
ACH-000178,-0.16766434649694156
ACH-000183,-0.12085661511936376
ACH-000188,-0.08588680802300097
ACH-000189,-0.14635509784328182
ACH-000190,-0.19594658759649125
ACH-000198,-0.1511660886871758
ACH-000203,-0.15166105365961874
ACH-000204,0.13500302957610882
