,ATG3 (64422)
ACH-000004,-0.05951791722234238
ACH-000005,-0.1011872122565585
ACH-000007,-0.14266506842727736
ACH-000009,-0.17162159550188538
ACH-000011,0.0013059004304871444
ACH-000012,-0.12827604446208907
ACH-000013,-0.13632385632291474
ACH-000014,-0.19850456474018846
ACH-000015,0.012134759804379195
ACH-000017,0.11885657442009513
ACH-000018,-0.18732629735543727
ACH-000019,-0.01795827912397573
ACH-000021,-0.07629638351712721
ACH-000022,-0.22107348334221244
ACH-000025,-0.2268549118697038
ACH-000028,-0.08382447654723635
ACH-000030,-0.11221530252501324
ACH-000035,-0.2866225690358153
ACH-000036,-0.07504289294692765
ACH-000037,0.014658599350122519
ACH-000039,-0.204592735918726
ACH-000040,-0.2558674716903881
ACH-000041,-0.034289441707402835
ACH-000042,0.007206360334640741
ACH-000045,0.006710950496565028
ACH-000047,-0.15847929789738632
ACH-000052,-0.1006302930411582
ACH-000053,-0.003337415847849582
ACH-000054,-0.14553321152695006
ACH-000055,-0.007142266404682215
ACH-000060,0.07807272354404167
ACH-000067,-0.21712483810633815
ACH-000070,-0.03665271609459515
ACH-000075,-0.23271021435559486
ACH-000078,-0.06628484801217162
ACH-000082,-0.11338321395441213
ACH-000085,-0.1729726986313547
ACH-000086,-0.2366080584423365
ACH-000087,0.08700943905523208
ACH-000092,0.027125339059605742
ACH-000095,-0.04443971591404298
ACH-000097,-0.07656395866228262
ACH-000098,-0.3871898579577393
ACH-000099,0.02367867285444912
ACH-000108,-0.008195431311473883
ACH-000113,-0.02835546045145731
ACH-000116,0.02070385907587304
ACH-000118,-0.13462740051750627
ACH-000120,-0.15388053688993486
ACH-000123,-0.08675208518756658
ACH-000127,-0.18749402858865188
ACH-000128,-0.19843255779819832
ACH-000132,-0.2153643740194022
ACH-000133,-0.2897990817208648
ACH-000137,-0.32188381561788004
ACH-000138,0.042988862637520935
ACH-000142,-0.1707819476927489
ACH-000143,-0.19062604936187189
ACH-000146,-0.15487756087900445
ACH-000148,-0.07178652803741156
ACH-000150,-0.134251229911166
ACH-000152,-0.24968569527433124
ACH-000153,-0.1143003931985431
ACH-000159,-0.11759215027505344
ACH-000160,-0.14798103141223712
ACH-000163,-0.29097836141517164
ACH-000167,-0.2495384797620977
ACH-000168,0.13752038763858554
ACH-000169,-0.61940943520227
ACH-000178,-0.12120500289038595
ACH-000183,-0.11573471903411303
ACH-000188,-0.2068755961465104
ACH-000189,-0.13348328054055095
ACH-000190,-0.032183147624036415
ACH-000198,-0.1519082865942832
ACH-000203,-0.4226215147616046
ACH-000204,-0.026399822484971514
ACH-000206,0.09871602247755604
ACH-000207,-0.15082463529100007
ACH-000208,0.0071564519408584566
ACH-000210,-0.09106791153624376
ACH-000211,-0.19463489196745745
ACH-000215,-0.22235259798648965
ACH-000221,-0.13054825689564548
ACH-000222,0.058061137522085166
ACH-000223,-0.2407215328833438
ACH-000226,9.127058534702795e-05
ACH-000227,-0.12966711703071032
ACH-000228,-0.02504711959049829
ACH-000231,-0.20333734788144087
ACH-000232,0.14824703464004513
ACH-000233,-0.11325554222213105
ACH-000234,-0.021532181911401188
ACH-000235,0.0025020674747573235
ACH-000237,-0.21026150861261111
ACH-000238,-0.28228032749592585
ACH-000242,-0.02577910745303144
ACH-000243,-0.043737841872643256
ACH-000244,-0.16330465126089985
ACH-000246,-0.00042169608921443797
ACH-000248,0.06873933916063467
ACH-000250,-0.26963485736600257
ACH-000251,-0.16052685825135982
ACH-000252,-0.14221288902008636
ACH-000253,-0.037299776207423606
ACH-000255,0.048100203037019576
ACH-000256,0.005546210306169646
ACH-000257,0.03243446437415764
ACH-000258,0.08829490559325777
ACH-000259,0.0077384032222783715
ACH-000260,-0.04527764937323082
ACH-000261,-0.13434470092163622
ACH-000262,0.001964324015688702
ACH-000263,0.10823720937657054
ACH-000264,-0.13073851059288874
ACH-000265,-0.12237428168526418
ACH-000266,-0.05977511829179907
ACH-000272,0.030803517524249306
ACH-000274,-0.16374538224223456
ACH-000277,-0.29881596693786977
ACH-000278,-0.131634636139074
ACH-000279,-0.0021143214907118945
ACH-000280,-0.08599252940159713
ACH-000281,0.024496349506268097
ACH-000288,-0.09476022090279523
ACH-000291,-0.1282972447875999
ACH-000293,-0.1060862243620373
ACH-000294,-0.08583620492647899
ACH-000295,-0.0770051970592389
ACH-000296,-0.2933033509127648
ACH-000302,-0.1888710154038975
ACH-000304,0.10628018484601943
ACH-000307,-0.13858040854669898
ACH-000308,-0.3404695176170697
ACH-000310,-0.07115939156943484
ACH-000311,-0.21711167036821888
ACH-000312,0.027943832039448425
ACH-000315,0.03259146354537027
ACH-000316,-0.06733388366755716
ACH-000317,-0.2434485919401992
ACH-000318,-0.09241258507193044
ACH-000319,-0.08920374868823791
ACH-000320,-0.09073544967137732
ACH-000322,-0.17697888327542705
ACH-000323,-0.33164763884495263
ACH-000324,-0.11305770522225993
ACH-000329,-0.032186048323241075
ACH-000330,-0.1537337318623363
ACH-000331,-0.06717326263316926
ACH-000332,0.10754930956854122
ACH-000334,-0.013340322598295994
ACH-000335,-0.31922356502651017
ACH-000336,-0.29846397340371
ACH-000337,0.030026743492136267
ACH-000338,-0.3319152553932993
ACH-000339,-0.23173990448417456
ACH-000341,-0.07391243824606697
ACH-000348,-0.13928215145205106
ACH-000350,0.10835206334985896
ACH-000352,-0.1715247523933876
ACH-000356,-0.2772840037219509
ACH-000361,-0.3696239067771309
ACH-000362,-0.3065759305653784
ACH-000363,-0.0666100365634288
ACH-000364,-0.12510945429968742
ACH-000365,-0.1431013459597402
ACH-000366,-0.05792556658911392
ACH-000368,-0.20941716747172168
ACH-000374,-0.1830640111543455
ACH-000375,-0.1571359101687132
ACH-000376,-0.027784317461810086
ACH-000381,-0.2488668140824045
ACH-000383,-0.06490349176033282
ACH-000387,-0.03263598003055206
ACH-000389,0.03662402689302965
ACH-000390,-0.12006754285801242
ACH-000393,0.044807267800238255
ACH-000395,-0.061085435144464476
ACH-000396,-0.2001022359614133
ACH-000397,-0.11547143793479454
ACH-000401,0.017288083835935983
ACH-000402,-0.24152669337393104
ACH-000403,-0.0845012067573212
ACH-000404,-0.12030466282174695
ACH-000406,-0.15984826311437636
ACH-000407,-0.03573000388990025
ACH-000408,-0.14510207995803354
ACH-000410,-0.11202983477441457
ACH-000411,-0.11654404252170684
ACH-000414,-0.14201917650543294
ACH-000415,-0.30694434063511195
ACH-000416,-0.010606360586411795
ACH-000420,0.17772021892778309
ACH-000421,-0.030346354852145912
ACH-000424,-0.08862503106617975
ACH-000425,-0.1150160180844468
ACH-000426,-0.044544372812751316
ACH-000427,-0.016275668079615082
ACH-000433,-0.25651325225387217
ACH-000435,0.0074398706264269705
ACH-000436,-0.12805400050455806
ACH-000444,-0.15643765956397535
ACH-000445,-0.09295474113248492
ACH-000448,-0.1348283260630144
ACH-000450,-0.0926842982336958
ACH-000452,-0.22001137650233046
ACH-000454,-0.18681370097667874
ACH-000458,-0.19063092788933989
ACH-000459,-0.01607247569640579
ACH-000460,-0.0014095790702367582
ACH-000461,-0.006143283962575994
ACH-000463,0.036788303544341296
ACH-000464,-0.021479147535002185
ACH-000466,-0.06745151382004111
ACH-000467,-0.1921167758102372
ACH-000468,-0.3667292178409211
ACH-000469,-0.09284998931944624
ACH-000470,0.07231988497682122
ACH-000471,0.11333725463434145
ACH-000472,-0.10753937155843994
ACH-000473,0.09330090229083636
ACH-000475,0.00766724310545186
ACH-000476,-0.06096956722981815
ACH-000477,-0.14541440217728188
ACH-000479,-0.1331784814286282
ACH-000480,-0.061728052592100735
ACH-000481,-0.1540974271506138
ACH-000483,0.04705019766512696
ACH-000484,-0.2938793127755118
ACH-000485,0.060665336848172574
ACH-000486,-0.07286038011694525
ACH-000487,0.09093184268476566
ACH-000488,-0.11102637361116983
ACH-000490,-0.11609833990362455
ACH-000491,-0.13660989673695326
ACH-000495,-0.1517068856028788
ACH-000496,0.06750840450996731
ACH-000499,-0.07127259444289738
ACH-000500,-0.0030411629714748954
ACH-000502,-0.12544572437240514
ACH-000503,-0.0720259277838466
ACH-000505,-0.07068911052602282
ACH-000507,0.04346588585750884
ACH-000510,-0.07397049155738206
ACH-000511,-0.12752180205005892
ACH-000512,-0.28920549741461016
ACH-000516,-0.17198200372701924
ACH-000517,-0.0642946899739953
ACH-000518,0.08435237193597844
ACH-000520,-0.0773254310367325
ACH-000521,-0.11310677774424525
ACH-000522,-0.06999522177947523
ACH-000524,-0.09327550799795084
ACH-000527,-0.07074450217709631
ACH-000528,0.011334026979438815
ACH-000537,0.08914661871754591
ACH-000541,-0.16651712653329642
ACH-000542,-0.1638095963262225
ACH-000544,-0.21790067970307214
ACH-000545,-0.05864785912466355
ACH-000547,-0.2727069654868242
ACH-000548,-0.26329157486443977
ACH-000549,-0.12022370755084318
ACH-000550,0.0691148671618573
ACH-000552,-0.3020411629170331
ACH-000556,-0.24071960720352106
ACH-000557,-0.003211686913957202
ACH-000569,0.038844441271188856
ACH-000570,-0.053782235336331814
ACH-000571,-0.2733399507105767
ACH-000573,-0.23316208623526136
ACH-000576,-0.27520968869162804
ACH-000579,-0.02795659828141097
ACH-000580,-0.14032688817187386
ACH-000584,0.01966152839302253
ACH-000585,-0.300386733242258
