,PLRG1 (5356)
ACH-000004,-0.8167398526044516
ACH-000005,-0.6045887702491947
ACH-000007,-0.8019936559959128
ACH-000009,-0.9048546953006724
ACH-000011,-0.8793660229649016
ACH-000012,-0.8368911138240789
ACH-000013,-0.6555718481499463
ACH-000014,-0.7514427393799781
ACH-000015,-0.6825973979756628
ACH-000017,-0.7365956079629966
ACH-000018,-0.6631498676684924
ACH-000019,-0.7465557327826924
ACH-000021,-0.81539401465963
ACH-000022,-0.7114114990078925
ACH-000025,-0.6966233329806285
ACH-000028,-0.84530992590399
ACH-000030,-0.8552024999137654
ACH-000035,-0.7456701513508377
ACH-000036,-0.9030408833817452
ACH-000037,-0.8921582317548965
ACH-000039,-0.7583204273310205
ACH-000040,-0.9338540444398788
ACH-000041,-0.7176080440451434
ACH-000042,-0.5435177999661623
ACH-000045,-0.6042462957852782
ACH-000047,-0.8930898310808417
ACH-000052,-0.8476635527671054
ACH-000053,-0.8231198429486247
ACH-000054,-0.640886090468426
ACH-000055,-0.7015390233616566
ACH-000060,-1.0157074767339904
ACH-000067,-0.6572829663327655
ACH-000070,-0.9058397333013728
ACH-000075,-0.7741924836960296
ACH-000078,-0.8821177831799124
ACH-000082,-0.8557412908291963
ACH-000085,-0.6857879490997515
ACH-000086,-0.7296404462632431
ACH-000087,-0.688193546718369
ACH-000092,-0.8662896627604121
ACH-000095,-0.7607903819957601
ACH-000097,-0.7003983623134756
ACH-000098,-0.8035574966379612
ACH-000099,-0.7550325042480363
ACH-000108,-0.7194446992887877
ACH-000113,-0.7846723811095381
ACH-000116,-0.7970369199139411
ACH-000118,-0.6290810353883677
ACH-000120,-0.8535658620333549
ACH-000123,-0.667623141044985
ACH-000127,-0.7811916457482291
ACH-000128,-0.7956275847907303
ACH-000132,-0.8183975196202049
ACH-000133,-0.7079347774554922
ACH-000137,-0.7590399034186569
ACH-000138,-0.581115632295063
ACH-000142,-0.7127781386865893
ACH-000143,-0.6867429207920962
ACH-000146,-0.7472279922754047
ACH-000148,-0.6828587434776623
ACH-000150,-0.8453751708344517
ACH-000152,-0.7577231752535504
ACH-000153,-0.8348530802270426
ACH-000159,-0.8213354758453679
ACH-000160,-0.5879504230393409
ACH-000163,-0.6781915719847582
ACH-000167,-0.6726982076758544
ACH-000168,-0.797207090630522
ACH-000169,-0.8951545891396104
ACH-000178,-0.6712067657994016
ACH-000183,-0.8209311553629844
ACH-000188,-0.6615385319473309
ACH-000189,-0.7035055893199229
ACH-000190,-0.559442041556026
ACH-000198,-0.7177124784237173
ACH-000203,-0.3976592638114598
ACH-000204,-0.6379102440545694
ACH-000206,-0.6249529140425082
ACH-000207,-0.8263749595305337
ACH-000208,-0.5812499377669736
ACH-000210,-0.7324598634326094
ACH-000211,-0.7922795027380677
ACH-000215,-0.6643987728279881
ACH-000221,-0.7168025127659424
ACH-000222,-0.7222930558680614
ACH-000223,-0.6232224511676141
ACH-000226,-0.6917840219820286
ACH-000227,-0.8319927708430225
ACH-000228,-0.7760703110412259
ACH-000231,-0.8923815766818676
ACH-000232,-0.7670794981879625
ACH-000233,-0.7658190810199448
ACH-000234,-0.7285628943986501
ACH-000235,-0.5306194360658937
ACH-000237,-0.7459724054187773
ACH-000238,-0.8278172420433804
ACH-000242,-0.8582799506708599
ACH-000243,-0.7747232806246929
ACH-000244,-0.7935868696917399
ACH-000246,-0.8731987538167931
ACH-000248,-0.6362919862688715
ACH-000250,-0.6944946758920237
ACH-000251,-0.6862609891203831
ACH-000252,-0.9435694025138379
ACH-000253,-0.8052149932471099
ACH-000255,-0.6670982588224335
ACH-000256,-0.7583683343412809
ACH-000257,-0.5920906154950539
ACH-000258,-0.6056325542997668
ACH-000259,-0.6239021655619342
ACH-000260,-0.6979092131250983
ACH-000261,-0.8528019540337731
ACH-000262,-0.7267688102059334
ACH-000263,-0.635983898542485
ACH-000264,-0.735612616719326
ACH-000265,-0.6982767186567848
ACH-000266,-0.6948674500557345
ACH-000272,-0.8325355648894326
ACH-000274,-0.6088755539120477
ACH-000277,-0.7068703126720941
ACH-000278,-0.7734215458132627
ACH-000279,-1.002388838785867
ACH-000280,-0.6557705765915101
ACH-000281,-0.7586272955280962
ACH-000288,-0.696417873943415
ACH-000291,-0.8393835811305895
ACH-000293,-0.6814305316282817
ACH-000294,-0.7527411958793343
ACH-000295,-0.7706688305063556
ACH-000296,-0.7218536051045538
ACH-000302,-0.7554772436783452
ACH-000304,-0.9811834026856568
ACH-000307,-0.5698094742269881
ACH-000308,-0.9169194587211053
ACH-000310,-0.8804952852303104
ACH-000311,-0.6817459607471938
ACH-000312,-0.8126689565277759
ACH-000315,-0.6866665285573594
ACH-000316,-0.5223859652746368
ACH-000317,-0.9029239591006694
ACH-000318,-0.5798881235943582
ACH-000319,-0.8109980248378812
ACH-000320,-0.6920747284998383
ACH-000322,-0.6404006252917289
ACH-000323,-0.8257969151635127
ACH-000324,-0.8165880230521947
ACH-000329,-0.7699306821130376
ACH-000330,-0.8249161685082419
ACH-000331,-0.8560442973178861
ACH-000332,-0.6892322737683645
ACH-000334,-0.9337522840185084
ACH-000335,-0.4958408801219056
ACH-000336,-0.7247254160092775
ACH-000337,-0.9311829372997152
ACH-000338,-0.9680465767520384
ACH-000339,-0.6461504527972309
ACH-000341,-0.6035715381210285
ACH-000348,-0.7109062747978484
ACH-000350,-0.6436291148758818
ACH-000352,-0.8533289817203921
ACH-000356,-0.6837788560503503
ACH-000361,-0.9214024378302172
ACH-000362,-0.7206368565354853
ACH-000363,-0.7167857303875939
ACH-000364,-0.7777673176226215
ACH-000365,-0.6887721664100677
ACH-000366,-0.8698009340491801
ACH-000368,-0.7005171875576929
ACH-000374,-0.9368638295638728
ACH-000375,-0.6768177466507342
ACH-000376,-0.7356529271672814
ACH-000381,-0.6871603873487636
ACH-000383,-0.7226683238439071
ACH-000387,-0.9570682395945432
ACH-000389,-0.7908439448807486
ACH-000390,-0.8603743427455318
ACH-000393,-0.6552591415265677
ACH-000395,-0.8546700397344502
ACH-000396,-0.8457717300770544
ACH-000397,-0.8668590547692504
ACH-000401,-0.7242082576838482
ACH-000402,-0.5946148610326241
ACH-000403,-1.012958244304573
ACH-000404,-0.663016378578657
ACH-000406,-0.7902529033881412
ACH-000407,-0.8347122503747811
ACH-000408,-0.8004012978202797
ACH-000410,-0.8079063077378219
ACH-000411,-0.7599500665377066
ACH-000414,-0.5288930556955315
ACH-000415,-0.6728061049970487
ACH-000416,-0.8953500996309001
ACH-000420,-0.8476457038524258
ACH-000421,-0.8962111128137688
ACH-000424,-0.749324633390913
ACH-000425,-0.7952111710299937
ACH-000426,-0.9388806811260804
ACH-000427,-0.9017333463878492
ACH-000433,-0.8430468762055113
ACH-000435,-0.9167622626261444
ACH-000436,-0.8217792761489899
ACH-000444,-0.8204188874934119
ACH-000445,-0.8510165879276806
ACH-000448,-0.7991943847411089
ACH-000450,-0.5056821773439221
ACH-000452,-0.5520792599048724
ACH-000454,-0.8419478411982145
ACH-000458,-0.6482548049610195
ACH-000459,-0.3315228851026445
ACH-000460,-0.7495531538464535
ACH-000461,-0.6109651815861842
ACH-000463,-0.9302046942899987
ACH-000464,-0.6615927673558045
ACH-000466,-0.5845331577698196
ACH-000467,-0.9315474892113114
ACH-000468,-0.6772976176789214
ACH-000469,-0.6534668395763829
ACH-000470,-0.9910276603285348
ACH-000471,-0.7222108630139623
ACH-000472,-0.618015874119478
ACH-000473,-0.9731053412106498
ACH-000475,-0.6941365546351411
ACH-000476,-0.7457195848640444
ACH-000477,-0.5470625527878532
ACH-000479,-0.6859759679371185
ACH-000480,-0.5891229824878914
ACH-000481,-0.8885256607590346
ACH-000483,-0.6583293418034415
ACH-000484,-0.7938801888389251
ACH-000485,-0.7722550057477763
ACH-000486,-0.8339497284998999
ACH-000487,-0.811447955453095
ACH-000488,-0.8101669593038066
ACH-000490,-0.694432717193491
ACH-000491,-0.5765096231539761
ACH-000495,-0.7795388338305641
ACH-000496,-0.6240435381043894
ACH-000499,-0.8039636400241935
ACH-000500,-0.8274972946369716
ACH-000502,-0.8217993959546761
ACH-000503,-0.6947498181659048
ACH-000505,-0.6492159974689219
ACH-000507,-0.8583677175790836
ACH-000510,-0.8936987665900499
ACH-000511,-0.9862288202315048
ACH-000512,-0.9533670035986188
ACH-000516,-0.664204042848811
