,TVP23C (201158)
ACH-000396,-0.4657553475998762
ACH-000397,-0.4485653398870322
ACH-000401,-0.4782381718511288
ACH-000402,-0.511034277610068
ACH-000403,-0.3800180195418544
ACH-000404,-0.4523123847603268
ACH-000406,-0.36579981170174136
ACH-000407,-0.5624412659419777
ACH-000408,-0.30576146375894275
ACH-000410,-0.4234818106004471
ACH-000411,-0.4667006047440291
ACH-000414,-0.3477608486435381
ACH-000415,-0.4698728369825023
ACH-000416,-0.4347273064854067
ACH-000420,-0.4173391365668628
ACH-000421,-0.39098883684205504
ACH-000424,-0.3803425820283126
ACH-000425,-0.30118982721984583
ACH-000426,-0.3926781556660237
ACH-000427,-0.4243209682983231
ACH-000433,-0.4890684516372694
ACH-000435,-0.35147281708179595
ACH-000436,-0.4300810128960141
ACH-000444,-0.4284079934303333
ACH-000445,-0.5120705069792197
ACH-000448,-0.35787256408476364
ACH-000450,-0.4764052484553042
ACH-000452,-0.3997822102385137
ACH-000454,-0.5371293144285055
ACH-000458,-0.444538012149464
ACH-000459,-0.3238631516440392
ACH-000460,-0.4182911839509183
ACH-000461,-0.3172833285603987
ACH-000463,-0.4923771950385348
ACH-000464,-0.4667413896581865
ACH-000466,-0.2592630844099913
ACH-000467,-0.4452616373855002
ACH-000468,-0.3897583223111003
ACH-000469,-0.5476732287271606
ACH-000470,-0.520877546311789
ACH-000471,-0.4834638034986427
ACH-000472,-0.2925337589121446
ACH-000473,-0.3850620371964331
ACH-000475,-0.3806415491004239
ACH-000476,-0.3220724950510871
ACH-000477,-0.2365764751956564
ACH-000479,-0.415155958935828
ACH-000480,-0.43717752075974825
ACH-000481,-0.406348819096742
ACH-000483,-0.4397908433230125
ACH-000484,-0.3847857823289916
ACH-000485,-0.4417626752605421
ACH-000486,-0.2821140746550715
ACH-000487,-0.438589299508854
ACH-000488,-0.4223338083973279
ACH-000490,-0.2959417168902482
ACH-000491,-0.38776169596727794
ACH-000495,-0.1988253043921168
ACH-000496,-0.5308510462717708
ACH-000499,-0.3839753137797453
ACH-000500,-0.3249759020990589
ACH-000502,-0.4072799537946702
ACH-000503,-0.437714307749042
ACH-000505,-0.3874248782654657
ACH-000507,-0.4983932325886457
ACH-000510,-0.4353200907187123
ACH-000511,-0.6061724948825942
ACH-000512,-0.4045372510041279
ACH-000516,-0.3950970044923274
ACH-000517,-0.3995518430591966
ACH-000518,-0.2825858293456945
ACH-000520,-0.5172723630889049
ACH-000521,-0.3912483420983156
ACH-000522,-0.3062714086548782
ACH-000524,-0.36440505946301865
ACH-000527,-0.3177379132269225
ACH-000528,-0.3097014762484995
ACH-000537,-0.36865541692008974
ACH-000541,-0.5957993379717774
ACH-000542,-0.442665212711012
ACH-000544,-0.4747160820319015
ACH-000545,-0.43283212857931536
ACH-000547,-0.5594879331864395
ACH-000548,-0.6687710638758868
ACH-000549,-0.4097533496437079
ACH-000550,-0.5465914642016065
ACH-000552,-0.3900616899910379
ACH-000556,-0.389642176479204
ACH-000557,-0.29941440977834216
ACH-000569,-0.4181253281094828
ACH-000570,-0.4415869294343728
ACH-000571,-0.3699635851216957
ACH-000573,-0.4960086689696047
ACH-000576,-0.3254731464038561
ACH-000579,-0.4061475002183857
ACH-000580,-0.28262803196463204
ACH-000584,-0.3737259925581866
ACH-000585,-0.483032667322974
ACH-000588,-0.5409509032002365
ACH-000589,-0.4712151771854816
ACH-000591,-0.5583669180066221
ACH-000593,-0.43574742848077785
ACH-000600,-0.25437306342518323
ACH-000601,-0.4081251611054635
ACH-000605,-0.3618956016991476
ACH-000606,-0.4497496457044504
ACH-000608,-0.33410238121829683
ACH-000614,-0.33726301493654803
ACH-000616,-0.3463158664443385
ACH-000618,-0.3664649499767583
ACH-000619,-0.4291469859109499
ACH-000620,-0.3764819239946081
ACH-000621,-0.5407398917432409
ACH-000622,-0.434056172155937
ACH-000623,-0.4285992282547083
ACH-000624,-0.4572656817444347
ACH-000627,-0.3984707938500193
ACH-000630,-0.4220465420376592
ACH-000631,-0.3245952924584345
ACH-000632,-0.4245582637356147
ACH-000633,-0.42825457110470827
ACH-000637,-0.57342998320824
ACH-000638,-0.4325426136429248
ACH-000646,-0.31923035575735514
ACH-000647,-0.3664615553819916
ACH-000648,-0.3329646202112441
ACH-000649,-0.3577321225930934
ACH-000651,-0.28650721610090496
ACH-000652,-0.4407275959465511
ACH-000653,-0.5098805128912091
ACH-000657,-0.3152892855199351
ACH-000658,-0.280035638506681
ACH-000661,-0.3069589706000908
ACH-000662,-0.7191654369133643
ACH-000663,-0.2656037200338069
ACH-000665,-0.4429789663077763
ACH-000671,-0.3912401840315525
ACH-000672,-0.5651622095559035
ACH-000673,-0.5405368081107913
ACH-000676,-0.3843613640109612
ACH-000677,-0.2489186225522718
ACH-000681,-0.368290805258248
ACH-000683,-0.3256360811968251
ACH-000684,-0.4031208084011811
ACH-000688,-0.5258623002063385
ACH-000693,-0.3545980856568217
ACH-000694,-0.3262616920560261
ACH-000695,-0.29690543958106824
ACH-000696,-0.4308098747749348
ACH-000697,-0.4997658051300972
ACH-000699,-0.4360645236853143
ACH-000701,-0.3836919982948097
ACH-000706,-0.3759800292964505
ACH-000711,-0.3987445573770247
ACH-000713,-0.5662727906503384
ACH-000714,-0.3209424453621901
ACH-000718,-0.4783927676844766
ACH-000720,-0.3327021784137367
ACH-000721,-0.43486261501882106
ACH-000724,-0.3919316787092113
ACH-000725,-0.3888837125978207
ACH-000732,-0.6001322363524465
ACH-000734,-0.27400454644326605
ACH-000735,-0.4618037863454051
ACH-000736,-0.3532000464165052
ACH-000738,-0.3261119988192918
ACH-000746,-0.5060104861936725
ACH-000747,-0.2523023674080333
ACH-000748,-0.2676278298159954
ACH-000753,-0.3637368210962328
ACH-000756,-0.4077847998582767
ACH-000757,-0.2054687730928266
ACH-000758,-0.4736727132453743
ACH-000760,-0.35694540831439553
ACH-000762,-0.5288222656530369
ACH-000763,-0.2987641325289936
ACH-000764,-0.4723905595171224
ACH-000765,-0.24081616446441434
ACH-000766,-0.5750150664991815
ACH-000767,-0.43292118404279695
ACH-000768,-0.4656667251992163
ACH-000769,-0.4353574578756575
ACH-000770,-0.35853016109514485
ACH-000771,-0.2731039166082589
ACH-000773,-0.4916395242929933
ACH-000776,-0.36293965097416
ACH-000777,-0.3363539456033373
ACH-000778,-0.451275069640854
ACH-000781,-0.4221196045097281
ACH-000782,-0.4508296732393499
ACH-000783,-0.36478954004083103
ACH-000784,-0.3050844266293959
ACH-000785,-0.4220950922604533
ACH-000787,-0.5026820924463694
ACH-000788,-0.4319667710484071
ACH-000791,-0.4213296988547476
ACH-000792,-0.4664775791919396
ACH-000794,-0.3481241229914624
ACH-000796,-0.4676759291737602
ACH-000798,-0.31075343356889845
ACH-000799,-0.4671688742028236
ACH-000800,-0.3945357553193408
ACH-000802,-0.4995768153191522
ACH-000804,-0.3174588617206734
ACH-000805,-0.3962007529629129
ACH-000809,-0.4002314339223431
ACH-000810,-0.4615010390477976
ACH-000811,-0.4983012057134893
ACH-000817,-0.5377739895345559
ACH-000819,-0.3916217101929049
ACH-000820,-0.5157833575885453
ACH-000821,-0.4699474531171856
ACH-000822,-0.389652938963362
ACH-000823,-0.22035129953727575
ACH-000824,-0.28816018015262923
ACH-000827,-0.367237756507288
ACH-000829,-0.4243032063656231
ACH-000831,-0.3376903440655964
ACH-000832,-0.4529894848025252
ACH-000833,-0.5395588682274901
ACH-000834,-0.5719449513972846
ACH-000835,-0.4040561192606679
ACH-000836,-0.5695097188222827
ACH-000837,-0.3898201490028646
ACH-000838,-0.2929404606484074
ACH-000839,-0.5315530385887728
ACH-000840,-0.3879674769152078
ACH-000841,-0.2787582415685112
ACH-000843,-0.4012234095772761
ACH-000846,-0.2889942113054421
ACH-000847,-0.4129404576520886
ACH-000848,-0.4343301002161393
ACH-000849,-0.4430050153785428
ACH-000851,-0.41407567719517546
ACH-000855,-0.36691377078752657
ACH-000856,-0.3968298229017057
ACH-000858,-0.4182983888746946
ACH-000859,-0.4074703609647311
ACH-000861,-0.5049971515872731
ACH-000862,-0.4382785346680015
ACH-000865,-0.27225895233685155
ACH-000866,-0.3173663298908338
ACH-000867,-0.4856674119005836
ACH-000869,-0.4776920818738653
ACH-000872,-0.4226097898765507
ACH-000873,-0.3373129773188983
ACH-000876,-0.3552973200080566
ACH-000878,-0.34327589450221363
ACH-000880,-0.3924901688266379
ACH-000881,-0.3377406419121364
ACH-000882,-0.35818533122190616
ACH-000884,-0.389001526226846
ACH-000885,-0.3839216105565917
ACH-000887,-0.3421337383199288
ACH-000889,-0.5112111147081126
ACH-000896,-0.3843881309852825
ACH-000898,-0.4766657239827939
ACH-000900,-0.3249608360455987
ACH-000901,-0.30491951324161304
ACH-000905,-0.4974721186263676
ACH-000906,-0.38578690393319537
ACH-000907,-0.4864605552259386
ACH-000910,-0.2620356292242116
ACH-000911,-0.5005283557446393
ACH-000912,-0.4264508257313927
ACH-000913,-0.4488848206749289
ACH-000915,-0.4852399828068426
ACH-000916,-0.6828739832409642
ACH-000917,-0.6137713168745684
ACH-000920,-0.34414965507708417
ACH-000921,-0.4446468193484451
ACH-000924,-0.3724899930577588
ACH-000926,-0.4375739515113068
ACH-000928,-0.2656047045478965
ACH-000929,-0.2947206934440463
ACH-000932,-0.33227027841092466
ACH-000935,-0.4321172171944255
ACH-000936,-0.3124775702543787
ACH-000937,-0.30417485295710833
ACH-000938,-0.2902082869879806
ACH-000939,-0.3433332846579347
ACH-000941,-0.3586130850968981
ACH-000943,-0.4246461880326184
ACH-000946,-0.391105314404493
ACH-000947,-0.3244069275960371
ACH-000948,-0.4310430518198725
ACH-000950,-0.4116435963788428
ACH-000953,-0.3225166445924193
ACH-000954,-0.5100525766575947
ACH-000957,-0.5988265235516544
ACH-000958,-0.4865985179379298
ACH-000960,-0.2892679098713826
ACH-000963,-0.5674894682283791
ACH-000968,-0.3998698252066302
ACH-000969,-0.4958121123867386
ACH-000972,-0.2838824398963057
ACH-000973,-0.3465249648346886
ACH-000974,-0.3135740953628745
ACH-000978,-0.437904670238176
ACH-000984,-0.44151634323712735
ACH-000986,-0.41098061614865
ACH-000988,-0.40575609285042
ACH-000993,-0.32235729110839423
ACH-000994,-0.3843041723321437
ACH-000996,-0.4722339662693683
ACH-001001,-0.3362819693968907
ACH-001020,-0.4765488315520365
ACH-001028,-0.3551659571149089
ACH-001031,-0.452378706216089
ACH-001038,-0.408931645667492
ACH-001048,-0.4320223141352247
ACH-001050,-0.4197056673983677
ACH-001053,-0.5043738587519967
ACH-001054,-0.5132814319952895
ACH-001061,-0.36444968407738393
ACH-001067,-0.39151652917205215
ACH-001075,-0.5069211221719209
ACH-001096,-0.258782737022722
ACH-001111,-0.5371850922248929
ACH-001119,-0.4465690432029029
ACH-001128,-0.5114528847824029
ACH-001134,-0.3893621516156413
ACH-001151,-0.5155780724922154
ACH-001163,-0.38947630805177613
ACH-001164,-0.4799748132141915
ACH-001183,-0.4695350518569004
ACH-001192,-0.4184746926638024
ACH-001193,-0.4760643368618267
ACH-001196,-0.5733070713503905
ACH-001197,-0.6550559422419792
ACH-001205,-0.4433554058261318
ACH-001211,-0.4660126349612683
ACH-001212,-0.6213656638791318
ACH-001228,-0.2902943630645813
ACH-001232,-0.5068121113662626
ACH-001239,-0.2989871295153178
ACH-001270,-0.21725910773231008
ACH-001274,-0.4377966937345984
ACH-001275,-0.3678117837465405
ACH-001277,-0.5580606327563299
ACH-001278,-0.38890410337556397
ACH-001280,-0.4318799716086319
ACH-001283,-0.35793015019915136
ACH-001289,-0.4344211987524189
ACH-001300,-0.5364967132356512
ACH-001301,-0.36303446440374204
ACH-001302,-0.3934695859447864
ACH-001306,-0.5119997117869838
ACH-001318,-0.3668753725662297
ACH-001322,-0.4010998770732493
ACH-001328,-0.4631868571530381
ACH-001332,-0.4834169880510909
ACH-001336,-0.4412405367840533
ACH-001346,-0.3890307761014509
ACH-001353,-0.3605425235341673
ACH-001354,-0.4634434643050038
ACH-001367,-0.4601775918081901
ACH-001368,-0.302859554965811
ACH-001374,-0.3829056147863397
ACH-001377,-0.4688861048975614
ACH-001380,-0.2359082896687234
ACH-001391,-0.574651602270131
ACH-001408,-0.32899893051988865
ACH-001430,-0.20973539475935396
ACH-001431,-0.262695395052975
ACH-001450,-0.4313902072760552
ACH-001496,-0.4830930073978959
ACH-001500,-0.3536153371548089
ACH-001523,-0.4204629021531521
ACH-001532,-0.4378134339873553
ACH-001550,-0.3274580702433537
ACH-001552,-0.2895710096270636
ACH-001554,-0.4264871233329151
ACH-001654,-0.2946642332402585
ACH-001735,-0.32404743628308896
ACH-001736,-0.2857141938260937
ACH-001737,-0.2469025844402405
ACH-001740,-0.3514258330696664
ACH-001745,-0.4156435058143094
ACH-001765,-0.4212160466946335
