,CUZD1 (50624)
ACH-000004,0.12829586360425105
ACH-000005,-0.12557302419289373
ACH-000007,0.14368043510762932
ACH-000009,0.025648233155683774
ACH-000011,0.1260763058786546
ACH-000012,0.0414880805984674
ACH-000013,0.06790336942997831
ACH-000014,0.05554629837384165
ACH-000015,0.057489778944875114
ACH-000017,0.04691767986069794
ACH-000018,0.2530471998965002
ACH-000019,0.026658657677232776
ACH-000021,0.14435327283580146
ACH-000022,-0.023283993088961896
ACH-000025,-0.017849745937721092
ACH-000028,0.07272185400184354
ACH-000030,0.07725895854509708
ACH-000035,0.10758380423258228
ACH-000036,0.06208037357277321
ACH-000037,0.09393129767096804
ACH-000039,0.21034192870967325
ACH-000040,-0.028196734378636238
ACH-000041,0.0516897836761001
ACH-000042,-0.06941785309939626
ACH-000045,0.020207271619527702
ACH-000047,0.09534035043260514
ACH-000052,0.048868284378498716
ACH-000053,0.06055856354968162
ACH-000054,-0.008823094623438948
ACH-000055,-0.13069388572150425
ACH-000060,0.1063115968494481
ACH-000067,-0.07470191572534683
ACH-000070,0.03773977337810907
ACH-000075,0.1665874633835403
ACH-000078,0.10457661033943713
ACH-000082,0.06833565375282978
ACH-000085,-0.045449769201012055
ACH-000086,0.005506847846413339
ACH-000087,-0.010401831065556668
ACH-000092,0.13127336543345589
ACH-000095,0.08161652067628758
ACH-000097,0.021730803581574632
ACH-000098,0.052214635949572034
ACH-000099,-0.0037988449007715563
ACH-000108,-0.0005646951866188971
ACH-000113,-0.035238597853377074
ACH-000116,0.004052545992924411
ACH-000118,0.11006325936089552
ACH-000120,0.14359230492742145
ACH-000123,0.0343210655009433
ACH-000127,0.09264697070719903
ACH-000128,0.03836559052304474
ACH-000132,0.031493734432887645
ACH-000133,-0.0005427009172195012
ACH-000137,0.009527299762787541
ACH-000138,0.03881834609756947
ACH-000142,0.10230028424874488
ACH-000143,0.03940553801811373
ACH-000146,0.11714928007244738
ACH-000148,-0.08057551705368791
ACH-000150,0.09240046255847613
ACH-000152,0.07614245196214915
ACH-000153,0.18349856332860606
ACH-000159,0.034699246752781965
ACH-000160,0.0592491156246161
ACH-000163,0.06940302681523468
ACH-000167,-0.13019238742052075
ACH-000168,0.1541162860665557
ACH-000169,-0.2306595687594436
ACH-000178,0.035234453395637536
ACH-000183,0.13576361687056132
ACH-000188,0.011617326200874896
ACH-000189,-0.011346287975282079
ACH-000190,-0.018249966045969304
ACH-000198,-0.05187664535114789
ACH-000203,0.102887271337575
ACH-000204,0.12183328219743905
ACH-000206,0.03297504291178651
ACH-000207,0.03219301904593196
ACH-000208,0.07540330449175535
ACH-000210,0.15859596466770529
ACH-000211,0.048143298414810416
ACH-000215,0.11752650034109025
ACH-000221,0.043864493437399295
ACH-000222,0.044307293519423814
ACH-000223,-0.12310142796770962
ACH-000226,0.09137766665757864
ACH-000227,-0.00964484101465774
ACH-000228,-0.02399335938238022
ACH-000231,0.06340350384817346
ACH-000232,-0.010507063705346728
ACH-000233,0.013947605503072185
ACH-000234,0.04497881397446419
ACH-000235,0.0512327330070237
ACH-000237,0.05683419536363745
ACH-000238,0.18432197475498968
ACH-000242,0.16643018040881638
ACH-000243,0.09544417796351908
ACH-000244,-0.011258136722050576
ACH-000246,-0.011919550074107532
ACH-000248,0.004872060753344738
ACH-000250,-0.022854388470991617
ACH-000251,0.010905704695979821
ACH-000252,-0.031809939812780116
ACH-000253,0.08521272674834413
ACH-000255,0.06191993254933985
ACH-000256,0.15448887607685108
ACH-000257,0.02125256330922349
ACH-000258,0.15434494851332142
ACH-000259,0.11198539738642213
ACH-000260,0.07672767976576446
ACH-000261,0.06470386787797744
ACH-000262,-0.0960452795959632
ACH-000263,0.3241932581760472
ACH-000264,0.01242431779309544
ACH-000265,0.11965145147376235
ACH-000266,0.017502013599229062
ACH-000272,0.13552298172994007
ACH-000274,0.016704982656745478
ACH-000277,0.008067460120728372
ACH-000278,0.15481987489034565
ACH-000279,-0.0576322948399433
ACH-000280,-0.06756056187590706
ACH-000281,-0.032894553161468484
ACH-000288,-0.004472806551503751
ACH-000291,0.08463811919414223
ACH-000293,0.10525862557448294
ACH-000294,-0.06192650993028693
ACH-000295,0.02275470830903253
ACH-000296,-0.011343578671131884
ACH-000302,-0.003913897237839134
ACH-000304,0.09207344711982804
ACH-000307,0.09710353956992304
