,ITGAX (3687)
ACH-000004,0.17782694013706118
ACH-000005,0.2981384713935773
ACH-000007,0.011096809913089496
ACH-000009,0.13413065817981654
ACH-000011,0.056060517420692166
ACH-000012,0.07721459008126945
ACH-000013,-0.0073384886326362374
ACH-000014,0.12115007692722415
ACH-000015,0.04132999808425005
ACH-000017,0.17550109893804022
ACH-000018,0.14057221823449095
ACH-000019,-0.011174935577311505
ACH-000021,0.00696920055047596
ACH-000022,0.06244042461513954
ACH-000025,0.1167950139477344
ACH-000028,-0.006670788042423026
ACH-000030,0.2689237734463733
ACH-000035,0.1128066433508458
ACH-000036,0.17872618712725402
ACH-000037,0.036561373635710714
ACH-000039,0.15554217882169866
ACH-000040,0.25957553685377044
ACH-000041,0.09761623852908446
ACH-000042,0.12240792968873165
ACH-000045,-0.02938584814555865
ACH-000047,0.11351117417930387
ACH-000052,0.14264861949317836
ACH-000053,0.16763583095284856
ACH-000054,0.003003478944948735
ACH-000055,0.05866300109869145
ACH-000060,0.2493367985754275
ACH-000067,0.17047790181548111
ACH-000070,0.04249411890524725
ACH-000075,0.016932705182245444
ACH-000078,0.3521673376328804
ACH-000082,0.10920242708276802
ACH-000085,0.25481641657356474
ACH-000086,0.20394629211960416
ACH-000087,0.09390902205120996
ACH-000092,0.13181010920478467
ACH-000095,0.12575905045781402
ACH-000097,0.10876527199723607
ACH-000098,0.13431479413046374
ACH-000099,0.10692585492419364
ACH-000108,0.09339756897253436
ACH-000113,0.04069171880704558
ACH-000116,0.1175605382971192
ACH-000118,0.043250881152388766
ACH-000120,0.23273340654634256
ACH-000123,0.16489960066654585
ACH-000127,0.08627827721166921
ACH-000128,0.17984326596603206
ACH-000132,0.006311076330771086
ACH-000133,0.17861984632400732
ACH-000137,-0.02207551489240316
ACH-000138,0.13721441080042426
ACH-000142,-0.0031981034041445163
ACH-000143,0.1657202008414145
ACH-000146,0.06270762003169843
ACH-000148,0.0867274966634273
ACH-000150,-0.03627810527129837
ACH-000152,0.1851449934497257
ACH-000153,0.014577569668361516
ACH-000159,0.08885018643097134
ACH-000160,0.2168385661556489
ACH-000163,0.19666890982405225
ACH-000167,0.08931404473326326
ACH-000168,0.21597139788158293
ACH-000169,0.134857118770679
ACH-000178,0.15457072373867886
ACH-000183,0.10042557740544636
ACH-000188,0.2271236540312893
ACH-000189,0.11576382295996845
ACH-000190,0.07020768004230779
ACH-000198,0.15867599964292264
ACH-000203,0.3224176201496916
ACH-000204,0.09082192204269668
ACH-000206,-0.012349101845175537
ACH-000207,0.23795237076945305
ACH-000208,0.16103485117709976
ACH-000210,0.24272195688994555
ACH-000211,0.19539558636360105
ACH-000215,0.08180890481454482
ACH-000221,-0.03674376489441048
ACH-000222,0.10988722088270456
ACH-000223,0.08344348746323439
ACH-000226,0.1604056932616016
ACH-000227,0.04642108846279872
ACH-000228,0.03303836697103348
ACH-000231,0.05163416704895255
ACH-000232,0.15351711643147467
ACH-000233,0.12174899183441623
ACH-000234,0.08860863951770989
ACH-000235,0.05904919132617058
ACH-000237,0.12950145329643628
ACH-000238,0.2530833193465823
ACH-000242,0.027531412623191472
ACH-000243,0.024763148641350863
ACH-000244,0.058117673200738434
ACH-000246,0.053351505022221406
ACH-000248,0.1161172087036866
ACH-000250,0.10380685783623923
ACH-000251,0.0776503417487185
ACH-000252,0.14017909553582344
ACH-000253,0.189168635865894
ACH-000255,-0.07473571099406065
ACH-000256,0.022550152660389643
ACH-000257,0.05627055697483995
ACH-000258,0.1165983962283397
ACH-000259,0.11050180060617897
ACH-000260,0.1045839870574458
ACH-000261,0.08147249923508004
ACH-000262,0.012462060183843328
ACH-000263,0.1344316338949075
ACH-000264,0.16136275805400693
ACH-000265,0.01951833879238169
ACH-000266,0.07924350563743705
ACH-000272,0.1136069045218991
ACH-000274,0.13484590298401156
ACH-000277,0.15018044741855352
ACH-000278,0.1364021594860564
ACH-000279,0.18470853471825355
ACH-000280,0.13312859875989655
ACH-000281,0.1197889533700104
ACH-000288,0.0067374123379084615
ACH-000291,0.1801019811421545
ACH-000293,0.24919730480604385
ACH-000294,0.008921260642081184
ACH-000295,0.011741916918414108
ACH-000296,0.12635751497433587
ACH-000302,0.1350367333424029
ACH-000304,0.015101762234283271
ACH-000307,0.117865321141296
ACH-000308,0.06043785230344877
ACH-000310,0.03598082130612063
ACH-000311,0.17509731981019486
ACH-000312,0.1895575180063716
ACH-000315,0.12039616754100307
ACH-000316,0.021687498681757945
ACH-000317,0.1245071214338362
ACH-000318,0.082132735434662
ACH-000319,0.09861928747305193
ACH-000320,0.09371890151845227
ACH-000322,0.1259775215102782
ACH-000323,0.030164569859604938
ACH-000324,0.07907289363859604
ACH-000329,0.12729522697974974
ACH-000330,0.2673193227373766
ACH-000331,0.07797477527419881
ACH-000332,0.08120344854420221
ACH-000334,0.1369385238211962
ACH-000335,0.2721786343031679
ACH-000336,0.07267287045174034
ACH-000337,-0.09258233656061857
ACH-000338,0.4085218855636357
ACH-000339,0.04599452719078265
ACH-000341,0.13880770652191815
ACH-000348,0.058754097989185974
ACH-000350,0.007352957544972809
ACH-000352,0.10581173619478916
ACH-000356,-0.014667428509696953
ACH-000361,0.12074976108398824
ACH-000362,0.012858371709063605
ACH-000363,0.07514755695063416
ACH-000364,0.23974150469637245
ACH-000365,-0.014186784456767909
ACH-000366,0.13192027283966332
ACH-000368,-0.01910637462848575
ACH-000374,0.03126727495433655
ACH-000375,0.0027455237883222392
ACH-000376,0.14099455389821827
ACH-000381,0.162055872297545
ACH-000383,0.1915151056952984
ACH-000387,0.10430011860770123
ACH-000389,0.18234828165238212
ACH-000390,0.08363519938699171
ACH-000393,0.19238145813966864
ACH-000395,0.11771412945030675
ACH-000396,0.22021646199125264
ACH-000397,0.0903845924508633
ACH-000401,0.14257693145273884
ACH-000402,-0.0895742502857808
ACH-000403,0.18343657852037712
ACH-000404,0.1826664283137219
ACH-000406,0.10500269741979693
ACH-000407,0.007466479147190683
ACH-000408,-0.017544638333317583
ACH-000410,0.07164182916327333
ACH-000411,0.2427443169156245
ACH-000414,0.15980198801850068
ACH-000415,0.08470358922868201
ACH-000416,0.07830618487245758
ACH-000420,0.1912981954166876
ACH-000421,0.09090638150055104
ACH-000424,0.3344594222917331
ACH-000425,0.04214876300195573
ACH-000426,0.14288590940865512
ACH-000427,0.1924868702015234
ACH-000433,0.03536333284774401
