,CFTR (1080)
ACH-000004,0.013205002704258638
ACH-000005,-0.3168170701618493
ACH-000007,0.03897569017815887
ACH-000009,-0.021723955945694748
ACH-000011,-0.07640785406957155
ACH-000012,-0.003203546076005089
ACH-000013,0.08980257678638395
ACH-000014,-0.0994790305029406
ACH-000015,-0.01479473566033174
ACH-000017,0.06760207015450194
ACH-000018,0.11896248090419652
ACH-000019,0.08227126332195651
ACH-000021,-0.0773494260452277
ACH-000022,0.04929748148965273
ACH-000025,0.08365633816129421
ACH-000028,-0.04954802992879788
ACH-000030,0.0043585168043250785
ACH-000035,-0.03254368422455875
ACH-000036,0.09814815037574448
ACH-000037,0.14340121688150914
ACH-000039,-0.08457094410138652
ACH-000040,-0.04492925947840195
ACH-000041,0.11895226946111645
ACH-000042,-0.03494830945932114
ACH-000045,0.1691055074023878
ACH-000047,0.010785424248391969
ACH-000052,0.038512242747908834
ACH-000053,-0.0027426217685132485
ACH-000054,0.13265388454071772
ACH-000055,0.1225751597930825
ACH-000060,0.06078670211628525
ACH-000067,-0.0786541409736095
ACH-000070,0.04116096554217105
ACH-000075,0.04024283352539175
ACH-000078,0.055232806409269884
ACH-000082,0.007830909419369052
ACH-000085,0.10197584030408044
ACH-000086,0.0943348722626798
ACH-000087,0.05630861579837326
ACH-000092,0.08870902139908292
ACH-000095,0.0798821820764037
ACH-000097,0.10514680220414427
ACH-000098,0.14708992595151565
ACH-000099,0.05473627194329907
ACH-000108,0.17321263342751805
ACH-000113,0.02396358324277246
ACH-000116,-0.03838464744763247
ACH-000118,0.10188984381707043
ACH-000120,0.1749410875743308
ACH-000123,-0.024997798970251225
ACH-000127,-0.030621376291824095
ACH-000128,0.0820048802450496
ACH-000132,-0.09149983388411533
ACH-000133,0.09051043285324653
ACH-000137,0.15547863316422073
ACH-000138,0.056606597972200225
ACH-000142,0.14407375148278234
ACH-000143,0.07863143823689274
ACH-000146,0.07238973793334845
ACH-000148,-0.03875506008416394
ACH-000150,0.12757244729568393
ACH-000152,0.010904929538110435
ACH-000153,-0.21087794288641895
ACH-000159,0.07819716586406057
ACH-000160,0.158403448166253
ACH-000163,0.015029845943527919
ACH-000167,-0.12222445474631305
ACH-000168,0.16805052121071407
ACH-000169,0.05301257476743629
ACH-000178,0.08580755641829321
ACH-000183,-0.023517920899724872
ACH-000188,0.10796022367108392
ACH-000189,-0.18105970084263898
ACH-000190,-0.06651922694538621
ACH-000198,0.027012178436999403
ACH-000203,0.5040791509876671
ACH-000204,0.027755996165949745
ACH-000206,0.20844454353163328
ACH-000207,0.1526598384533802
ACH-000208,0.02703811586014122
ACH-000210,0.2266022100889123
ACH-000211,0.022672093417108196
ACH-000215,0.08652290992389715
ACH-000221,0.09746553967562943
ACH-000222,0.17818887186954088
ACH-000223,0.12792885696674947
ACH-000226,-0.030634478552228037
ACH-000227,0.10076939996533156
ACH-000228,-0.050261829333573434
ACH-000231,0.08002701189903748
ACH-000232,0.030572278070889764
ACH-000233,-0.03425581938420102
ACH-000234,0.007247832470339401
ACH-000235,0.02435140826701341
ACH-000237,0.11745089680058952
ACH-000238,-0.01218013829523287
ACH-000242,-0.039552469301965286
ACH-000243,0.012662003152814292
ACH-000244,0.03801031637330418
ACH-000246,0.04254290316343056
ACH-000248,0.16338766727912232
ACH-000250,0.010032584215422462
ACH-000251,0.08143445227066477
ACH-000252,-0.053457654439215116
ACH-000253,0.027350464376596443
ACH-000255,0.04917241690954802
ACH-000256,0.20471277712502586
ACH-000257,0.022827128960424325
ACH-000258,-0.07163751419860273
ACH-000259,0.04257536490685968
ACH-000260,0.010877301613497328
ACH-000261,0.0983940613689463
ACH-000262,0.06445866964441954
ACH-000263,0.0338393561932883
ACH-000264,0.0620036255729787
ACH-000265,0.13444713616741302
ACH-000266,0.08771315591605149
ACH-000272,0.004308639195290972
ACH-000274,0.00701088101705299
ACH-000277,-0.005665564482097986
ACH-000278,-0.05712708238716323
ACH-000279,-0.005549442449495567
ACH-000280,0.04817727676587055
ACH-000281,0.03748741460665155
ACH-000288,-0.04692994256693128
ACH-000291,0.11161123026316967
ACH-000293,0.06668024305059808
ACH-000294,0.10929836096294968
ACH-000295,0.13541182911413202
ACH-000296,0.007042764749165376
ACH-000302,-0.045764734774778784
ACH-000304,0.07973915009473387
ACH-000307,0.06351725166998735
ACH-000308,0.06253072501788831
ACH-000310,0.010123703861980618
ACH-000311,0.05878763063248235
ACH-000312,0.17417345419902522
ACH-000315,0.16675968127965932
ACH-000316,0.122951454272028
ACH-000317,0.09061590658418088
ACH-000318,0.19686495450306649
ACH-000319,0.01659567395074492
ACH-000320,0.33228746772576706
ACH-000322,0.07868551453521032
ACH-000323,-0.033824228245939385
ACH-000324,0.008855180800912623
ACH-000329,0.022042045419315218
ACH-000330,0.03370998006370888
ACH-000331,-0.03464303674886412
ACH-000332,0.050725702269687374
ACH-000334,0.03888871283266281
ACH-000335,0.09482066254423588
ACH-000336,0.13345737094046373
