,HNRNPL (3191)
ACH-000004,-0.863207977328503
ACH-000005,-0.6501444102513855
ACH-000007,-0.6977054365858592
ACH-000009,-0.6407947553209311
ACH-000011,-0.5317012714789279
ACH-000012,-0.7064783123632363
ACH-000013,-0.5976558403971672
ACH-000014,-0.4229806175698157
ACH-000015,-0.7673501876752542
ACH-000017,-0.4830558322327794
ACH-000018,-0.8333835598473399
ACH-000019,-0.9004692787348575
ACH-000021,-0.7568593457727675
ACH-000022,-0.5998730483089599
ACH-000025,-0.6416026423661648
ACH-000028,-0.6486274567330255
ACH-000030,-0.7461542500839526
ACH-000035,-0.8114796108199259
ACH-000036,-0.7173700533859592
ACH-000037,-0.5855764502101934
ACH-000039,-0.6546235020030374
ACH-000040,-0.7916890854673821
ACH-000041,-0.6360739801934086
ACH-000042,-0.8007589019017326
ACH-000045,-0.6631966824197147
ACH-000047,-0.6020869937162877
ACH-000052,-0.8297673889345323
ACH-000053,-0.7060535730491063
ACH-000054,-0.6413621659304664
ACH-000055,-0.7328654431832375
ACH-000060,-0.7993738921231013
ACH-000067,-0.8698368940254771
ACH-000070,-0.6964955889204606
ACH-000075,-0.7093378684746169
ACH-000078,-0.6113651528368206
ACH-000082,-0.6927058196129593
ACH-000085,-0.2734844991710971
ACH-000086,-0.8016348446817935
ACH-000087,-0.4650069685639648
ACH-000092,-0.7957767831510035
ACH-000095,-0.6654164371513211
ACH-000097,-0.7833530800949134
ACH-000098,-0.9335744293613302
ACH-000099,-0.6756624160413656
ACH-000108,-0.7972087048313079
ACH-000113,-0.7693214198283433
ACH-000116,-0.8665570365873384
ACH-000118,-0.8898107250871221
ACH-000120,-0.6012843305254858
ACH-000123,-0.5935170749862994
ACH-000127,-0.8654249681229628
ACH-000128,-0.6384405148107074
ACH-000132,-0.5846273853865871
ACH-000133,-0.7544900513266433
ACH-000137,-0.7158526268510885
ACH-000138,-0.7617870470459616
ACH-000142,-0.6102252333981314
ACH-000143,-0.5738074213874983
ACH-000146,-0.5463162112707509
ACH-000148,-0.7903066701923698
ACH-000150,-0.5131469826343598
ACH-000152,-0.9167830833252356
ACH-000153,-0.9197842263149372
ACH-000159,-0.7129897680824636
ACH-000160,-0.8104677051590063
ACH-000163,-0.8213016533015033
ACH-000167,-0.9453718121416748
ACH-000168,-0.8747900500873512
ACH-000169,-0.6137909382597627
ACH-000178,-0.7731112661355063
ACH-000183,-0.7299649286360481
ACH-000188,-0.6823028290678869
ACH-000189,-0.7409916454951414
ACH-000190,-0.6982503947419386
ACH-000198,-0.5391046175147672
ACH-000203,-0.9072027868540228
ACH-000204,-0.7839630953870105
ACH-000206,-0.8973509428232547
ACH-000207,-0.7001719832600322
ACH-000208,-0.7657460126870258
ACH-000210,-0.8182272203583947
ACH-000211,-0.7562840368489557
ACH-000215,-0.7404695992590826
ACH-000221,-0.8241423418269189
ACH-000222,-0.546761730874518
ACH-000223,-0.7559401306084712
ACH-000226,-0.5646181473927062
ACH-000227,-0.5919799081697489
ACH-000228,-0.6555874447729785
ACH-000231,-0.5848560193173807
ACH-000232,-0.4540475987572367
ACH-000233,-0.6418910533144376
ACH-000234,-0.7775482773744733
ACH-000235,-0.7342858062937988
ACH-000237,-0.7746820114538241
ACH-000238,-0.740655189548231
ACH-000242,-0.6248052382616006
ACH-000243,-0.7703537887177194
ACH-000244,-0.5717558641960617
ACH-000246,-0.8559440658807471
ACH-000248,-0.7284949127497679
ACH-000250,-0.6443699075905727
ACH-000251,-0.3927197762102975
ACH-000252,-0.8556025516380056
ACH-000253,-0.7124692124205669
ACH-000255,-0.719166510587002
ACH-000256,-0.8480132469329277
ACH-000257,-0.4080264940205781
ACH-000258,-0.7157633689687736
ACH-000259,-0.6534738359760297
ACH-000260,-0.5368632466372105
ACH-000261,-0.8361299775386641
ACH-000262,-0.4611551130258456
ACH-000263,-0.8394309122867831
ACH-000264,-0.4875980082482034
ACH-000265,-0.6088424022090231
ACH-000266,-0.8826318717867639
ACH-000272,-0.7274453444533672
ACH-000274,-0.686548955920957
ACH-000277,-0.3247635955589948
ACH-000278,-0.6686550934724133
ACH-000279,-0.7910792788243339
ACH-000280,-0.68337932729538
ACH-000281,-0.7542617377822541
ACH-000288,-0.7702820297179566
ACH-000291,-0.4830932708777376
ACH-000293,-0.13185283778413556
ACH-000294,-0.7784145631099509
ACH-000295,-1.2588896051249654
ACH-000296,-0.6353313315977808
ACH-000302,-0.5793147153467109
ACH-000304,-0.5922384206699814
ACH-000307,-0.5148731094761071
ACH-000308,-0.3563105355796328
ACH-000310,-0.5248634381657912
ACH-000311,-0.6177331417891544
ACH-000312,-0.6484556575061052
ACH-000315,-0.7895370539318532
ACH-000316,-0.7302391099234393
ACH-000317,-0.8424810054921873
ACH-000318,-0.7980223019955907
ACH-000319,-0.8330953472874877
ACH-000320,-0.6483796736558354
ACH-000322,-0.441272389478469
ACH-000323,-0.9525223680027206
ACH-000324,-0.7683010530181253
ACH-000329,-0.4666708267453623
ACH-000330,-0.7070933270002736
ACH-000331,-0.7335563382912802
ACH-000332,-0.6637671503350511
ACH-000334,-0.8029121188554544
ACH-000335,-0.4987062420038626
