,TNP2 (7142)
ACH-000004,0.041250213874837696
ACH-000005,0.01656683403976731
ACH-000007,0.004028056944982611
ACH-000009,0.0270505358720244
ACH-000011,-0.012545244856274505
ACH-000012,-0.02839708448859112
ACH-000013,-0.03829687066102036
ACH-000014,0.05912172733895204
ACH-000015,-0.10280142341306864
ACH-000017,-0.002890220088531779
ACH-000018,0.02579527553293866
ACH-000019,-0.06793797972959675
ACH-000021,-0.1555865025361447
ACH-000022,-0.024756067880101342
ACH-000025,-0.006504713339081375
ACH-000028,0.004033479654540839
ACH-000030,0.10823012366258022
ACH-000035,-0.07470444470005226
ACH-000036,-0.0690523982193219
ACH-000037,-0.09168550004681587
ACH-000039,0.015659501716383074
ACH-000040,-0.015507210284606459
ACH-000041,0.0334944136420251
ACH-000042,-0.012254074354115116
ACH-000045,-0.12027796686371595
ACH-000047,0.005859383901489296
ACH-000052,-0.1439421961409273
ACH-000053,0.051504624666186966
ACH-000054,-0.02248659163500012
ACH-000055,0.1412192050358175
ACH-000060,0.16373119894460567
ACH-000067,-0.13751221491383053
ACH-000070,0.022954454690990257
ACH-000075,-0.0686556493411736
ACH-000078,0.014736874375060225
ACH-000082,-0.0515710762529256
ACH-000085,-0.15818014646022102
ACH-000086,0.09513220705620183
ACH-000087,0.11635473317331282
ACH-000092,0.028336396448316006
ACH-000095,-0.005455404434029162
ACH-000097,0.01953066145572904
ACH-000098,-0.0632265765734357
ACH-000099,-0.007604933394445139
ACH-000108,-0.0014943873572559694
ACH-000113,-0.14021413658588872
ACH-000116,-0.028608312394777177
ACH-000118,-0.04666783488160183
ACH-000120,-0.13225557332902318
ACH-000123,-0.04928829352775441
ACH-000127,-0.041843567129067435
ACH-000128,-0.027199975307826252
ACH-000132,-0.026235248641980503
ACH-000133,0.03819320795822274
ACH-000137,-0.16097464728179958
ACH-000138,0.08499329365402962
ACH-000142,-0.08729356626509137
ACH-000143,0.03959810830158845
ACH-000146,-0.045882121331830734
ACH-000148,0.02298670825706134
ACH-000150,-0.09750343744669147
ACH-000152,0.07020500750180211
ACH-000153,0.015820360456686552
ACH-000159,0.018619127871960614
ACH-000160,0.009710786887461765
ACH-000163,-0.0066667030105387794
ACH-000167,-0.21328461440475807
ACH-000168,-0.09096911614391248
ACH-000169,0.04213718960930641
ACH-000178,-0.09097496801043847
ACH-000183,-0.0690713644295721
ACH-000188,-0.002125696166188104
ACH-000189,0.0637815162247663
ACH-000190,0.10542181485667164
ACH-000198,-0.06284149329493546
ACH-000203,-0.19076900477797007
ACH-000204,0.05700620987255554
ACH-000206,0.020630162043044995
ACH-000207,0.0333492778787006
ACH-000208,-0.14111103704707564
ACH-000210,0.14497618115312294
ACH-000211,0.07429722705838902
ACH-000215,-0.04061032965191083
ACH-000221,0.059763398933534724
ACH-000222,-0.07056416367016974
ACH-000223,0.01754624509513895
ACH-000226,0.03293887116364706
ACH-000227,-0.1144833291997227
ACH-000228,0.1093758594931539
ACH-000231,-0.07350274954466021
ACH-000232,0.025464031772623016
ACH-000233,-0.0728266788381741
ACH-000234,-0.04611265234018498
ACH-000235,0.008691977110492482
ACH-000237,-0.0533846683666508
ACH-000238,-0.0004338802307508169
ACH-000242,0.0048698067420722075
ACH-000243,-0.12752172619958926
ACH-000244,-0.04368507822018892
ACH-000246,-0.016792215588001633
ACH-000248,0.08779035520430546
ACH-000250,-0.019521825671019743
ACH-000251,-0.05844355527294745
ACH-000252,0.1317263232418035
ACH-000253,-0.03434388541808052
ACH-000255,0.12821434633101295
ACH-000256,0.012072058448186358
ACH-000257,0.06968221572624454
ACH-000258,0.02220463233566041
ACH-000259,-0.015230014425706625
ACH-000260,0.015127416792587368
ACH-000261,0.017560468340152898
ACH-000262,0.1477177355465635
ACH-000263,0.19692364688327302
ACH-000264,-0.025491318547711892
ACH-000265,-0.05138603148952999
ACH-000266,-0.007673292701223986
ACH-000272,-0.015217840488781997
ACH-000274,-0.08821416365203008
ACH-000277,-0.022494651045131268
ACH-000278,-0.0017761965677995184
ACH-000279,-0.09343784152018693
ACH-000280,0.08279334661192557
ACH-000281,-0.056470903154689465
ACH-000288,0.006899010144412649
ACH-000291,0.0072088242711386705
ACH-000293,-0.07471231367423185
ACH-000294,-0.015660441649497082
ACH-000295,0.05531694593924847
ACH-000296,-0.042338475783050514
ACH-000302,0.0046379856735886855
ACH-000304,0.03290569842448742
ACH-000307,0.019170411444623132
ACH-000308,-0.10598021151675452
ACH-000310,-0.03383916418354928
ACH-000311,-0.08465068805308422
ACH-000312,-0.17436428109632512
ACH-000315,-0.31465256890028903
ACH-000316,0.022071709253896114
ACH-000317,0.014212251846240153
ACH-000318,-0.10243621546414476
ACH-000319,-0.0026912523986468238
ACH-000320,-0.10944609813784928
ACH-000322,-0.029336976176496558
ACH-000323,0.026791345277631447
ACH-000324,0.037880263955567525
ACH-000329,-0.08639016495349965
ACH-000330,-0.19456696023793912
ACH-000331,-0.05877790464377111
ACH-000332,-0.07412089194884129
ACH-000334,-0.119067247550771
ACH-000335,-0.011047453163692223
ACH-000336,0.017232042643495104
ACH-000337,0.007033822859189583
ACH-000338,-0.08370418186079519
ACH-000339,-0.026943941635506532
ACH-000341,0.054570500903954086
ACH-000348,-0.09100713144865784
ACH-000350,0.008897582535459216
ACH-000352,0.09825441105500797
ACH-000356,0.022375671812369047
ACH-000361,0.06591152333495286
ACH-000362,0.004182618147389018
ACH-000363,-0.05083844103421442
ACH-000364,-0.015375312317439868
ACH-000365,-0.06989696534208345
ACH-000366,0.027073769668637903
ACH-000368,-0.06612326190462131
ACH-000374,0.015057162508092609
ACH-000375,-0.08890446404689949
ACH-000376,-0.04609696707185505
ACH-000381,-0.009392056391939204
ACH-000383,0.04113930616488168
ACH-000387,-0.08391471459020891
ACH-000389,0.06990464607188769
ACH-000390,-0.06994914263047443
ACH-000393,-0.0600801047050541
ACH-000395,-0.057179989735405876
ACH-000396,-0.14870530529134696
ACH-000397,-0.056939699605412335
ACH-000401,-0.02782417951659193
ACH-000402,-0.12389495393854635
ACH-000403,-0.03044052406868898
ACH-000404,0.05160983166745713
ACH-000406,-0.039924172800119374
ACH-000407,-0.016093155449652827
ACH-000408,-0.01900606090785621
ACH-000410,0.022953339515506647
ACH-000411,-0.03163593889041077
ACH-000414,-0.022249183573794348
ACH-000415,-0.07112358296266208
ACH-000416,-0.050375214541921016
ACH-000420,-0.08312604555697914
ACH-000421,-0.02907280913995243
ACH-000424,0.06249025208844997
ACH-000425,-0.07727117573633907
ACH-000426,0.04332576552482832
ACH-000427,-0.024430936576293676
ACH-000433,0.035870643243206234
ACH-000435,0.1020960397439742
ACH-000436,-0.09950678828944894
ACH-000444,5.15649861747846e-05
ACH-000445,-0.10538640915627437
ACH-000448,-0.0877387126714646
ACH-000450,-0.0870621202631342
ACH-000452,-0.06916235011344357
ACH-000454,0.06198556475703874
ACH-000458,0.11670201625456288
ACH-000459,-0.12625535811535446
ACH-000460,-0.014162692946479387
ACH-000461,-0.08052106263908708
ACH-000463,-0.04950782067076813
ACH-000464,-0.07833753508005069
ACH-000466,0.03085922953540252
ACH-000467,-0.03803254370221555
ACH-000468,0.04669522950885634
ACH-000469,0.038063861488473884
ACH-000470,0.01777938464958354
ACH-000471,-0.06429446017710869
ACH-000472,-0.013246257063993329
ACH-000473,-0.03797369272736545
ACH-000475,0.012746293583548264
ACH-000476,0.07784189051378908
ACH-000477,0.08077109970624945
ACH-000479,0.2465966462985588
ACH-000480,-0.047679320138850255
ACH-000481,0.0813692281463841
ACH-000483,-0.166734741560246
ACH-000484,0.014023393582078913
ACH-000485,0.02734473011142172
ACH-000486,0.022570764003652686
ACH-000487,-0.04804358948785562
ACH-000488,-0.06972659765906587
ACH-000490,-0.05071205549818877
ACH-000491,6.312250048555351e-05
ACH-000495,-0.1093942228589076
ACH-000496,-0.02829490549166065
ACH-000499,-0.1226199945452155
ACH-000500,-0.07358538361523323
ACH-000502,-0.06295457985807204
ACH-000503,-0.035115438801270334
ACH-000505,-0.08620811701700158
ACH-000507,-0.05567519945509071
ACH-000510,-0.06283239699728467
ACH-000511,0.04400531271850724
ACH-000512,-0.021583578425661158
ACH-000516,-0.0020624145679733713
ACH-000517,-0.002635627458670182
ACH-000518,-0.16437506015318645
ACH-000520,0.04056610845357557
ACH-000521,-0.002317286929970609
ACH-000522,-0.002319814917720321
ACH-000524,-0.050434823953297764
ACH-000527,-0.060294948060296324
ACH-000528,0.045497941960526915
ACH-000537,-0.010416191204877856
ACH-000541,-0.07711192570849074
ACH-000542,-0.04970109853703511
ACH-000544,-0.10525230071330967
ACH-000545,-0.0032346287966428192
ACH-000547,-0.06494018453596348
ACH-000548,-0.004031009911687577
ACH-000549,0.09200606721975156
ACH-000550,-0.14809178118456875
ACH-000552,-0.01706599926270413
ACH-000556,-0.12674591757374445
ACH-000557,-0.0659428044273187
ACH-000569,-0.03818547317574419
ACH-000570,0.0924566939082999
ACH-000571,-0.00676759931875621
ACH-000573,-0.02404309469184301
ACH-000576,-0.05261168470531618
ACH-000579,-0.12274200854482642
ACH-000580,-0.051868150291477885
ACH-000584,-0.09091002642180268
ACH-000585,-0.1159605518626044
ACH-000588,-0.033466691280614115
ACH-000589,-0.06912473130718381
ACH-000591,-0.06607264635297908
ACH-000593,0.015612866775552887
ACH-000600,0.01736067634714981
ACH-000601,-0.07456788375974872
ACH-000605,-0.07929950489735854
ACH-000606,-0.022237863579070646
ACH-000608,-0.031179589624780093
ACH-000614,0.01880729733759587
ACH-000616,-0.1039387091861164
ACH-000618,-0.05552251514633946
ACH-000619,-0.1150834076248412
ACH-000620,-0.012115568805246012
ACH-000621,-0.1097656154925092
ACH-000622,0.01114020899145625
ACH-000623,0.0057053585051132
