,PFKP (5214)
ACH-000004,0.23082730709292
ACH-000005,0.2964388828171327
ACH-000007,-0.1801168560775624
ACH-000009,-0.015780975961417497
ACH-000011,0.14624248395037995
ACH-000012,0.1589360144715518
ACH-000013,0.07975078458096345
ACH-000014,-0.007912381382564284
ACH-000015,0.07801621501146692
ACH-000017,0.04799388631865685
ACH-000018,0.11132561057362547
ACH-000019,-0.0667071738537112
ACH-000021,-0.06979039087782345
ACH-000022,-0.004894933334368258
ACH-000025,0.03012281589440233
ACH-000028,0.16335059816409608
ACH-000030,0.03055497035266615
ACH-000035,0.09650876775546967
ACH-000036,0.026809668625939583
ACH-000037,-0.07768034356473777
ACH-000039,0.25694767596081564
ACH-000040,0.19333509201013152
ACH-000041,0.1046203797443751
ACH-000042,0.011210089115763015
ACH-000045,1.1863078722447096
ACH-000047,0.004732306438141514
ACH-000052,0.18446737649318468
ACH-000053,0.08044394686340557
ACH-000054,0.07448012318288275
ACH-000055,0.22467402018821594
ACH-000060,-0.04462212873615731
ACH-000067,0.015447499336079312
ACH-000070,-0.09198348164648336
ACH-000075,-0.07875685874405879
ACH-000078,0.21963292114118896
ACH-000082,0.21420895732039846
ACH-000085,0.022775236632860952
ACH-000086,-0.17642218275339758
ACH-000087,0.1747572527487473
ACH-000092,0.08787855069244857
ACH-000095,0.06052458730499781
ACH-000097,0.05860299537696936
ACH-000098,-0.0202057029028612
ACH-000099,0.011182387697708213
ACH-000108,0.040529234312024966
ACH-000113,0.030597618772432663
ACH-000116,0.06314335361791115
ACH-000118,-0.0047446736246391725
ACH-000120,0.034118417693456284
ACH-000123,0.0077895145483872184
ACH-000127,0.09367617662997814
ACH-000128,0.002677523648960658
ACH-000132,0.09362510284128377
ACH-000133,0.02374514499337949
ACH-000137,-0.041696073281712986
ACH-000138,0.05605735462576002
ACH-000142,-0.0009860537865419934
ACH-000143,0.0439363260535942
ACH-000146,0.250649035431575
ACH-000148,0.008505634838257519
ACH-000150,-0.3095494303751156
ACH-000152,0.0917192244862328
ACH-000153,0.15060361618535634
ACH-000159,0.0882043458735942
ACH-000160,0.034300519733937475
ACH-000163,-0.03164123867053152
ACH-000167,0.22611797870593586
ACH-000168,-0.024176093539981056
ACH-000169,0.14733420313595047
ACH-000178,-0.0328336700421935
ACH-000183,-0.006155714950290095
ACH-000188,0.05453837389968865
ACH-000189,0.21013506128087125
ACH-000190,0.07392953550295236
ACH-000198,-0.09530159837617776
ACH-000203,-0.12730565395940455
ACH-000204,0.32448547882383005
