,NOX5 (79400)
ACH-000004,0.0464795629009014
ACH-000005,0.1577972578026154
ACH-000007,0.09404593872469626
ACH-000009,-0.023563002316563855
ACH-000011,0.09540853422212993
ACH-000012,0.0787346672367727
ACH-000013,0.08218108367692151
ACH-000014,-0.0464854612129862
ACH-000015,0.09070126285938432
ACH-000017,-0.013684579794238285
ACH-000018,0.10820500350330384
ACH-000019,0.001839676804620241
ACH-000021,0.15167105585314367
ACH-000022,-0.06914346532006224
ACH-000025,0.12041870353674533
ACH-000028,0.15812877126185226
ACH-000030,0.08820900041128578
ACH-000035,0.005263277795608042
ACH-000036,0.09168365817017704
ACH-000037,0.03328848808652316
ACH-000039,-0.010205495039671416
ACH-000040,0.16076648102245572
ACH-000041,0.11810607466510332
ACH-000042,0.11195239059437097
ACH-000045,0.1362477887427895
ACH-000047,0.1435029869442197
ACH-000052,-0.008708893214965988
ACH-000053,0.09224892448453202
ACH-000054,0.00635798545701655
ACH-000055,0.1067066758914441
ACH-000060,0.07942871186474844
ACH-000067,0.05273156233630756
ACH-000070,-0.053250495800042486
ACH-000075,0.15254027208899795
ACH-000078,0.04987590784423978
ACH-000082,0.036269147933017186
ACH-000085,0.14129192371405427
ACH-000086,0.10005823702814344
ACH-000087,-0.0015687343998144455
ACH-000092,0.12313683305728194
ACH-000095,0.13059978224686922
ACH-000097,0.06988653178463458
ACH-000098,0.1500240111339618
ACH-000099,0.16141399055651368
ACH-000108,0.09777443191349107
ACH-000113,0.08504363373725644
ACH-000116,-0.01022403970407777
ACH-000118,0.1246728470640618
ACH-000120,0.08625522037378734
ACH-000123,0.023181130119349583
ACH-000127,0.10985035859580496
ACH-000128,0.1080768277668872
ACH-000132,-0.026664349257997245
ACH-000133,0.24101274733014585
ACH-000137,-0.14895149608183236
ACH-000138,0.1226755535632056
ACH-000142,0.08497092650625508
ACH-000143,0.19138065601882068
ACH-000146,0.07486242079192175
ACH-000148,0.11786316732881462
ACH-000150,0.12841941705997886
ACH-000152,0.17309648632930955
ACH-000153,0.26853886124608123
ACH-000159,0.052899047662647775
ACH-000160,0.0808421548278762
ACH-000163,0.23145420586722001
ACH-000167,-0.14403705837224062
ACH-000168,0.09254376202123007
ACH-000169,0.029177559591491774
ACH-000178,0.06582397831509673
ACH-000183,-0.014121328863980825
