,TOPORS (10210)
ACH-000004,-0.4460551278609402
ACH-000005,-0.8292448637485254
ACH-000007,-0.0898948410397988
ACH-000009,-0.14757009265691454
ACH-000011,0.0463958918524578
ACH-000012,0.13149245909168178
ACH-000013,-0.043109035497146855
ACH-000014,-0.1997082314151056
ACH-000015,-0.19130482261911927
ACH-000017,0.0633950473368598
ACH-000018,-0.013001877365170682
ACH-000019,0.06642401887598491
ACH-000021,-0.02898179637379697
ACH-000022,0.023238422402033127
ACH-000025,-0.06287029400782458
ACH-000028,0.016534574033515964
ACH-000030,-0.17691881304308454
ACH-000035,-0.08486396276175748
ACH-000036,-0.0002704547327892484
ACH-000037,-0.2581995688869866
ACH-000039,0.09880395334331912
ACH-000040,-0.04315000987555442
ACH-000041,-0.047392605394405166
ACH-000042,0.01433886281519666
ACH-000045,0.08668614751318768
ACH-000047,0.006406943618569249
ACH-000052,-0.061136450227133876
ACH-000053,0.05193347774506293
ACH-000054,-0.004584487113913871
ACH-000055,-0.15749117900891352
ACH-000060,0.1374960013449742
ACH-000067,-0.12548046141121616
ACH-000070,-0.06750833649065621
ACH-000075,-0.15704055801598665
ACH-000078,0.0987828851625234
ACH-000082,0.14361528241128094
ACH-000085,-0.10377074897425904
ACH-000086,-0.22643646833354494
ACH-000087,-0.04576156730384367
ACH-000092,-0.01236190171781595
ACH-000095,0.08911701720194451
ACH-000097,-0.05360871534179502
ACH-000098,-0.12165945280491182
ACH-000099,-0.10993963785660883
ACH-000108,0.038484432223143725
ACH-000113,0.0480347406167909
ACH-000116,-0.07324455560623085
ACH-000118,-0.1404697702002808
ACH-000120,-0.02986151355363094
ACH-000123,-0.0542272691703747
ACH-000127,-0.058884335510142084
ACH-000128,0.04325771702241362
ACH-000132,0.010283371672246794
ACH-000133,-0.015495882051473932
ACH-000137,0.07086721374721082
ACH-000138,0.042106081550145134
ACH-000142,0.1885322597356313
ACH-000143,-0.10135450116688127
ACH-000146,0.011518335413550351
ACH-000148,-0.08462983723823621
ACH-000150,-0.14441190691531527
ACH-000152,0.07550349422549921
ACH-000153,-0.023556177329160814
ACH-000159,-0.038995099170759794
ACH-000160,-0.1106879882986277
ACH-000163,-0.06657140886162184
ACH-000167,0.07257977497406037
ACH-000168,-0.2628753150830298
ACH-000169,-0.029583543722152862
ACH-000178,0.017429912292367476
ACH-000183,-0.003676389981557128
ACH-000188,-0.1347370071845828
ACH-000189,0.11884948275703468
ACH-000190,-0.13392527241525734
ACH-000198,0.06675487804160904
ACH-000203,0.016583546999851533
ACH-000204,0.26720344024250986
ACH-000206,-0.14126658589229715
ACH-000207,-0.010806742579543841
ACH-000208,-0.14982934947245508
ACH-000210,-0.119370733266493
ACH-000211,-0.023969253567547828
ACH-000215,-0.11871355739106007
ACH-000221,-0.04145970169914908
ACH-000222,-0.21713123975113147
ACH-000223,0.0461017079000345
ACH-000226,-0.07355832610957078
ACH-000227,-0.09321901045524994
ACH-000228,-0.15720783708848038
ACH-000231,0.017331656988751012
ACH-000232,-0.0816528070231662
ACH-000233,-0.10043180039904248
ACH-000234,0.1616225459980766
ACH-000235,0.011457135261299505
ACH-000237,-0.07655371772852798
ACH-000238,0.04852433597784146
ACH-000242,0.012506127787600187
ACH-000243,0.0565143176825046
ACH-000244,-0.0503617294589942
ACH-000246,0.12160680686333568
ACH-000248,0.0754658556426501
ACH-000250,0.040063378209840836
ACH-000251,-0.021389982081020012
ACH-000252,-0.008748530513509687
ACH-000253,0.03196992078722157
ACH-000255,0.08424537235387301
ACH-000256,-0.03376323930121295
ACH-000257,-0.122188233753636
ACH-000258,0.00419693695288945
ACH-000259,0.010541570826803176
ACH-000260,0.0020823345792576006
ACH-000261,0.02692226082647746
ACH-000262,-0.0974390091205853
ACH-000263,-0.2004894534114061
ACH-000264,-0.07432902431216667
ACH-000265,-0.03184270719812707
ACH-000266,-0.03539328692977981
ACH-000272,-0.012557277876971236
ACH-000274,-0.09432777361751553
ACH-000277,-0.0695959066682037
ACH-000278,0.07224681834016349
ACH-000279,-0.025332715502824562
ACH-000280,-0.13374326535127656
ACH-000281,-0.2368972583893145
ACH-000288,0.06997500252322032
ACH-000291,-0.07480205285352932
ACH-000293,-0.05321213063266012
ACH-000294,-0.1350378503529398
ACH-000295,0.0003971085554187937
ACH-000296,0.007863063327900191
ACH-000302,0.0025540979180058523
ACH-000304,0.16610173321828609
ACH-000307,-0.00571282069874909
ACH-000308,-0.09093561712049764
ACH-000310,0.04363910663881817
ACH-000311,-0.07888072534988681
ACH-000312,-0.049988438221410435
ACH-000315,0.03128798638351396
ACH-000316,-0.1868905126960864
ACH-000317,-0.0004368509783305804
ACH-000318,-0.05354413077543841
ACH-000319,-0.01871325223862197
ACH-000320,-0.025528902201581063
ACH-000322,-0.16065952442408998
ACH-000323,0.13376932245104198
ACH-000324,0.02304953537485062
ACH-000329,0.07646498110332922
ACH-000330,-0.06441122455335968
ACH-000331,-0.09503021499973764
ACH-000332,-0.014291314342904747
ACH-000334,-0.041593334659220035
ACH-000335,0.08860544038153091
ACH-000336,0.12539720230225487
ACH-000337,-0.2863583346791623
ACH-000338,0.2856581898355597
ACH-000339,0.008055645519167742
ACH-000341,0.0432535139868523
ACH-000348,-0.06400255698129535
ACH-000350,-0.02232356506087475
ACH-000352,-0.06153349903152019
ACH-000356,-0.1942243051574238
ACH-000361,-0.2051989239976107
ACH-000362,-0.05598447827382473
ACH-000363,-0.13618648085701845
ACH-000364,-0.2261365525773236
ACH-000365,-0.14694267660208152
ACH-000366,-0.026513847388481712
ACH-000368,-0.07356494756277555
ACH-000374,-0.06945543819419803
ACH-000375,0.17472288552581633
ACH-000376,0.016557781088213753
ACH-000381,-0.08710384796272451
ACH-000383,0.06851939409599364
ACH-000387,0.0005725499084051857
ACH-000389,-0.026013137961926787
ACH-000390,-0.08183092107492883
ACH-000393,-0.1392025103661008
ACH-000395,0.021308552040877882
ACH-000396,-0.17808402466690956
ACH-000397,-0.1446261347945316
ACH-000401,-0.0042385928597314815
ACH-000402,-0.02129278124110571
ACH-000403,0.02071407927383082
ACH-000404,0.25619527292334204
ACH-000406,-0.03698293541615467
ACH-000407,0.05000478074829839
ACH-000408,-0.0995410629664318
ACH-000410,0.04584048358010212
ACH-000411,-0.0832933826521267
ACH-000414,0.07163318017859703
ACH-000415,-0.05417563241695516
ACH-000416,0.005724242458659715
ACH-000420,0.035783377776884555
ACH-000421,-0.028464621423592983
ACH-000424,0.07579034193357778
ACH-000425,0.08946276537033762
ACH-000426,0.2385596668136143
ACH-000427,0.02398164103857093
ACH-000433,-0.041473040729524485
ACH-000435,0.01268849569486342
ACH-000436,0.06569246077745393
ACH-000444,-0.03009997821694405
ACH-000445,-0.012150720254205823
ACH-000448,0.034455843649098365
ACH-000450,0.014883388393766891
ACH-000452,-0.0902898237316531
ACH-000454,-0.09544334579349102
ACH-000458,-0.003545621458605085
ACH-000459,0.04641413356420132
ACH-000460,0.02752361195526624
ACH-000461,0.09471526650767732
ACH-000463,-0.21145333020442775
ACH-000464,0.0997259916627872
ACH-000466,-0.16235487695187187
ACH-000467,-0.07776785356602194
ACH-000468,-0.0040727836404551455
ACH-000469,-0.06407446126594749
ACH-000470,-0.06522262476266197
ACH-000471,-0.05124047421044235
ACH-000472,-0.010197829436545515
ACH-000473,0.10946659525841394
ACH-000475,-0.014396976629754556
ACH-000476,0.01828782140042148
ACH-000477,0.011920870264431059
ACH-000479,0.27008501217352104
ACH-000480,-0.1056651600853858
ACH-000481,-0.14552869551242836
ACH-000483,-0.0016468185286842116
ACH-000484,-0.18756127790161795
ACH-000485,-0.06536130729608385
ACH-000486,-0.04066092744726485
ACH-000487,-0.19429957178742716
ACH-000488,-0.04306410394983315
ACH-000490,0.028365646061882594
ACH-000491,-0.11439553673408485
ACH-000495,0.10326523361434188
ACH-000496,-0.11669358751656808
ACH-000499,-0.1016029865886462
ACH-000500,-0.2746076383166214
ACH-000502,-0.013273808908964985
ACH-000503,-0.07843883638550936
ACH-000505,-0.17866906686962264
ACH-000507,-0.016630203393959264
ACH-000510,-0.05155034592236417
ACH-000511,-0.0014601855602827869
ACH-000512,-0.12173628810068092
ACH-000516,-0.03965008535915482
ACH-000517,0.05338790742166212
ACH-000518,-0.048441370653660686
ACH-000520,-0.1121780208770815
ACH-000521,-0.10095970464838837
ACH-000522,-0.0010021293194516529
ACH-000524,0.06211471720227914
ACH-000527,-0.05566275475644592
ACH-000528,0.0010146202024600755
ACH-000537,0.06795359223789177
ACH-000541,-0.14937417472238818
ACH-000542,0.009698982579791016
ACH-000544,0.0978741323655986
ACH-000545,-0.014013664347930176
ACH-000547,0.15669465332296165
ACH-000548,0.08586361916843999
ACH-000549,0.09969597714285312
ACH-000550,-0.0855355004868028
ACH-000552,-0.048383618024593136
ACH-000556,-0.0596929378019467
ACH-000557,-0.03602313070563052
ACH-000569,0.002653242361027025
ACH-000570,0.09334999277071987
ACH-000571,-0.0404220311515657
ACH-000573,-0.023722981377225342
ACH-000576,-0.07260376957633873
ACH-000579,0.07537610636591953
ACH-000580,-0.12588493439586454
ACH-000584,-0.11063514923074748
ACH-000585,0.02483251998220679
ACH-000588,0.09906208422228276
ACH-000589,-0.06759257351726042
ACH-000591,-0.01564139082477574
ACH-000593,0.0522603403360206
ACH-000600,0.04005337558437967
ACH-000601,-0.12010949815243245
ACH-000605,0.05038483757182998
ACH-000606,-0.00901118197131793
ACH-000608,-0.031023047810044287
ACH-000614,0.16668736163136275
ACH-000616,0.0008164522817746394
ACH-000618,-0.19515288013098125
ACH-000619,-0.14124077893160844
ACH-000620,0.08156360949436782
ACH-000621,0.010250369590362416
ACH-000622,-0.007838582062103562
ACH-000623,-0.012478299555235705
ACH-000624,-0.02336527947744967
ACH-000627,-0.1415391844385565
ACH-000630,-0.01972725296510336
ACH-000631,-0.2128939796329164
ACH-000632,0.0918403040497279
ACH-000633,-0.04762814411101517
ACH-000637,-0.010899705493470331
ACH-000638,-0.06905151789858721
ACH-000646,-0.109278991383519
ACH-000647,-0.0281072168316802
ACH-000648,0.03702976808689451
ACH-000649,0.0189015603508023
ACH-000651,0.007356343152302323
ACH-000652,-0.07240010915082402
ACH-000653,-0.1514109087403021
ACH-000657,-0.10426229234815687
ACH-000658,-0.13537205602010915
ACH-000661,-0.03060708424965236
ACH-000662,-0.2001051293685142
ACH-000663,0.10035761859392407
ACH-000665,0.004309066214364125
ACH-000671,-0.011842355964063469
ACH-000672,-0.09239633078468072
ACH-000673,-0.02608068097987428
ACH-000676,-0.03897354694162263
ACH-000677,0.059277109387373635
ACH-000681,-0.05182068876525075
ACH-000683,-0.00931947606896402
ACH-000684,0.051066097686115336
ACH-000688,0.014452959957949275
ACH-000693,-0.08118639905640469
ACH-000694,-0.09583868754733936
ACH-000695,0.19053705217736108
ACH-000696,-0.008115524514491804
ACH-000697,-0.03009741362616424
ACH-000699,-0.0995359138668289
ACH-000701,-0.18720969526150405
ACH-000706,-0.02795091789282093
ACH-000711,-0.03228910642370588
ACH-000713,0.052512972070408274
ACH-000714,-0.044827723455858635
ACH-000718,-0.16417564633239642
ACH-000720,0.08100808943925554
ACH-000721,-0.02132602067414921
ACH-000724,-0.07152091412375504
ACH-000725,0.035931559045689766
