,RIOK2 (55781)
ACH-000004,-0.7988083235761503
ACH-000005,-1.2030081192418731
ACH-000007,-0.7382804955273753
ACH-000009,-0.5999958894206837
ACH-000011,-0.912360350009034
ACH-000012,-0.9118898652359296
ACH-000013,-0.841878858328244
ACH-000014,-0.9602631043921764
ACH-000015,-0.9742203241943249
ACH-000017,-0.6662327286670143
ACH-000018,-0.7859071688847276
ACH-000019,-0.8860149741506947
ACH-000021,-0.6940989942698093
ACH-000022,-0.8199873278831906
ACH-000025,-0.9573803263540596
ACH-000028,-0.7834761072190856
ACH-000030,-0.9657472081756217
ACH-000035,-0.7014565581498603
ACH-000036,-0.7798405706287791
ACH-000037,-0.49888804881245
ACH-000039,-0.541843037239722
ACH-000040,-0.7911893721020824
ACH-000041,-0.8053910951867632
ACH-000042,-0.6712043172347799
ACH-000045,-0.6620441521879894
ACH-000047,-0.9393883790288764
ACH-000052,-0.9528770465325279
ACH-000053,-0.8967273079711207
ACH-000054,-0.77788713595016
ACH-000055,-0.3883585224247186
ACH-000060,-0.6623298768444817
ACH-000067,-0.9341421705309104
ACH-000070,-0.8463137749669818
ACH-000075,-1.0289386941546312
ACH-000078,-0.7320835448018033
ACH-000082,-0.7544601025019452
ACH-000085,-0.8246006246335144
ACH-000086,-0.9593914414061488
ACH-000087,-0.8609935727813769
ACH-000092,-0.8243482158327331
ACH-000095,-0.9216508032783116
ACH-000097,-0.789229623576021
ACH-000098,-0.6067102919096342
ACH-000099,-0.7982167313989383
ACH-000108,-0.8632567625561841
ACH-000113,-0.7890480210030917
ACH-000116,-0.9806040793967652
ACH-000118,-0.8981212188092236
ACH-000120,-0.7894628728568851
ACH-000123,-0.7507863245190556
ACH-000127,-0.9402487618214691
ACH-000128,-0.7665780083650928
ACH-000132,-0.8866958322969689
ACH-000133,-0.6855216502258332
ACH-000137,-0.7673292912424851
ACH-000138,-0.6696264825803389
ACH-000142,-0.7090090506743707
ACH-000143,-0.8025104253319232
ACH-000146,-0.8981820252646832
ACH-000148,-0.8020889232231638
ACH-000150,-1.0560537620415424
ACH-000152,-0.7194668415485161
ACH-000153,-0.7575437898318517
ACH-000159,-0.9297736311024511
ACH-000160,-1.1017744351595358
ACH-000163,-1.1632351723466967
ACH-000167,-1.3957021502026978
ACH-000168,-1.0468708207135002
ACH-000169,-0.7430558467887091
ACH-000178,-0.9192948637351744
ACH-000183,-0.6587078210084307
ACH-000188,-0.5616812257177393
ACH-000189,-0.9339264998172624
ACH-000190,-0.9866614187907742
ACH-000198,-0.9980023871237308
ACH-000203,-0.5551259845635107
ACH-000204,-0.4355720717707876
ACH-000206,-0.7295895257196285
