,TPBGL (100507050)
ACH-000169,-0.3474205146608494
ACH-000178,-0.24241763544311926
ACH-000183,-0.3393053462462726
ACH-000188,-0.3998663440647241
ACH-000189,-0.28560754748158823
ACH-000190,-0.0803353203527574
ACH-000198,-0.28598714043696
ACH-000203,-0.4078476437056466
ACH-000204,-0.2551761023551227
ACH-000206,0.06376985012156276
ACH-000207,-0.5847727954961004
ACH-000208,-0.2775707714135338
ACH-000210,-0.2771890884990966
ACH-000211,-0.3008399954970976
ACH-000215,-0.2301985523077001
ACH-000221,-0.27367631645928864
ACH-000222,-0.26309450559408937
ACH-000223,-0.19277482330306026
ACH-000226,-0.28267453283492433
ACH-000227,-0.2733205917691168
ACH-000228,-0.5550603397483784
ACH-000231,-0.31358287615270425
ACH-000232,-0.28288093461478764
ACH-000233,-0.15183238492015386
ACH-000234,-0.16311142744142731
ACH-000235,-0.2423537363773601
ACH-000237,-0.41030481954385056
ACH-000238,-0.38179667378459214
ACH-000242,-0.0042444190981458215
ACH-000243,-0.2622046174934089
ACH-000244,-0.3354493910256334
ACH-000246,-0.24622506955209564
ACH-000248,-0.15485656789351265
ACH-000250,-0.2627346793480778
ACH-000251,-0.2440646809815231
ACH-000252,-0.2264350209748307
ACH-000253,-0.20189294075065464
ACH-000255,-0.3147966644130316
ACH-000256,-0.524248511091899
ACH-000257,-0.2361289496319225
ACH-000258,-0.17291223721303184
ACH-000259,-0.32930556863918753
ACH-000260,-0.2394414238748838
ACH-000261,-0.2924615434688436
ACH-000262,-0.14587282120244244
ACH-000263,-0.4524714759823346
ACH-000264,-0.3860421432912704
ACH-000265,-0.2073029611156693
ACH-000266,-0.4443461795581133
ACH-000272,-0.15055489153573784
ACH-000274,-0.1573507754625494
ACH-000277,-0.17503267376133586
ACH-000278,-0.4437541759227754
ACH-000279,-0.258430916045109
ACH-000280,-0.08244512703937146
ACH-000281,-0.2692287569840799
ACH-000288,-0.2892870558172301
ACH-000291,-0.2513662913770969
ACH-000293,-0.2923066611850337
ACH-000294,-0.12296103785646705
ACH-000295,-0.19560853526172972
ACH-000296,-0.2103857391615387
ACH-000302,-0.17995752912064966
ACH-000304,-0.32391071030372665
ACH-000307,-0.10495341337872473
ACH-000308,-0.3472317604742178
ACH-000310,-0.19399937542908208
ACH-000311,-0.2978075820547633
ACH-000312,-0.4408288850204277
ACH-000315,-0.26985622224806005
ACH-000316,-0.22044561649364844
ACH-000317,-0.3738207119941975
ACH-000318,-0.3081115223610917
ACH-000319,-0.3101537839074742
ACH-000320,-0.3418017778238765
ACH-000322,-0.2812741439096571
ACH-000323,-0.18158642637534025
ACH-000324,-0.27351304793602066
ACH-000329,-0.17261001676803847
ACH-000330,-0.1299869723196657
ACH-000331,-0.4652134515863983
ACH-000332,-0.3528939106310374
ACH-000334,-0.005148351381830762
ACH-000335,-0.3879255026187777
ACH-000336,-0.17545918116560716
ACH-000337,-0.313763598578242
ACH-000338,-0.12729347201148314
ACH-000339,-0.11011461778562573
ACH-000341,-0.2796345299773876
ACH-000348,-0.10693378857501384
ACH-000350,-0.23092737864854745
ACH-000352,-0.29478656482861465
ACH-000356,-0.4621268604332546
ACH-000361,-0.18494326994216104
ACH-000362,-0.08634451163670896
ACH-000363,-0.22872856458097626
ACH-000364,-0.2691458720578931
ACH-000365,-0.16708778218025305
ACH-000366,-0.4215533266221221
ACH-000368,-0.13569789474571786
ACH-000374,-0.5821579907641229
ACH-000375,-0.23419397901769254
ACH-000376,-0.3607903807967485
ACH-000381,-0.07060055767979863
ACH-000383,-0.21726658435232146
ACH-000387,-0.2864369674934838
ACH-000389,-0.1862329292858448
ACH-000390,-0.2427806626967675
ACH-000393,-0.25496893918301977
ACH-000395,-0.04874358931709948
ACH-000396,-0.029053052313942982
ACH-000397,-0.4595889641041721
ACH-000401,-0.2008183621324177
ACH-000402,-0.19178154856289584
ACH-000403,-0.3062016688335901
ACH-000404,-0.31933556646701666
ACH-000406,-0.16925773468915992
ACH-000407,-0.2651324123022568
ACH-000408,-0.056308813206488985
ACH-000410,-0.3985743216202803
ACH-000411,-0.5040453081877886
ACH-000414,-0.202070836822376
ACH-000415,-0.23078650848493346
ACH-000416,-0.08602683873658211
ACH-000420,-0.2783778325655711
ACH-000421,-0.1504767056785597
ACH-000424,-0.3389237681979278
ACH-000425,-0.3642147005880227
ACH-000426,0.1837198451959828
ACH-000427,-0.06336129198775016
ACH-000433,-0.3289241141125477
ACH-000435,-0.4744553916906081
ACH-000436,-0.014390639156462576
ACH-000444,-0.3836130207836968
ACH-000445,-0.04989840278613523
ACH-000448,-0.2733748266261331
ACH-000450,-0.2590325997645477
ACH-000452,-0.16450243177071025
ACH-000454,-0.012842025541419812
ACH-000458,-0.2629769920186474
ACH-000459,-0.0043759722604059526
ACH-000460,-0.3278960682676814
ACH-000461,-0.3542749384867508
ACH-000463,-0.3204569215922455
ACH-000464,-0.2441275730805283
ACH-000466,-0.16185115428977567
ACH-000467,-0.28947209718282085
ACH-000468,-0.262750667302668
ACH-000469,-0.44022723426426735
ACH-000470,-0.3672668722720216
ACH-000471,-0.2779143141723502
ACH-000472,-0.19633977489173265
ACH-000473,-0.14839563539038006
ACH-000475,-0.1991504678105779
ACH-000476,-0.26258261702044283
ACH-000477,-0.28177734581151226
ACH-000479,0.07167192791622379
ACH-000480,-0.2577041776903485
ACH-000481,-0.2552293285098058
ACH-000483,-0.11549251746145965
ACH-000484,-0.3264107652439907
ACH-000485,-0.3907936192499902
ACH-000486,-0.2911201741563826
ACH-000487,-0.35523882146030683
ACH-000488,-0.1351948451214717
ACH-000490,-0.15150253925989246
ACH-000491,-0.31294033603883475
ACH-000495,-0.2157129940255157
ACH-000496,-0.3370349908648729
ACH-000499,-0.20572569147174494
ACH-000500,-0.6326628450956784
ACH-000502,-0.21319165300285528
ACH-000503,-0.4174939584578941
ACH-000505,-0.20322180458256447
ACH-000507,-0.16533015580699295
ACH-000510,-0.14334000168149716
ACH-000511,-0.17543992379879908
ACH-000512,-0.4735689482249177
ACH-000516,-0.18480263665890026
ACH-000517,-0.23714642439216066
ACH-000518,-0.03739752183886919
ACH-000520,-0.1728414283157994
ACH-000521,0.008063540537572605
ACH-000522,-0.21076549393262675
ACH-000524,-0.2080666065101211
ACH-000527,-0.2633611103734335
ACH-000528,-0.2593531803040585
ACH-000537,-0.4533975025796924
ACH-000541,-0.26003701189523243
ACH-000542,-0.19974100468037104
ACH-000544,-0.1375385322722762
ACH-000545,-0.03934835062492471
ACH-000547,-0.2827662650078496
ACH-000548,-0.4027178676667897
ACH-000549,-0.2994729184326001
ACH-000550,-0.2131730332226996
ACH-000552,-0.2676574902972991
ACH-000556,-0.25179738657095546
ACH-000557,-0.1616603777812434
ACH-000569,-0.1503827138881669
ACH-000570,-0.24536974410944684
ACH-000571,-0.22980612649613066
ACH-000573,-0.33676747312975525
ACH-000576,-0.040503360479941804
ACH-000579,-0.6025604451640723
ACH-000580,-0.171395851242978
ACH-000584,-0.3374702896362345
ACH-000585,-0.4156888495028237
ACH-000588,-0.043359829261190384
ACH-000589,-0.21966396994994875
ACH-000591,-0.3102090467185277
ACH-000593,-0.175462405039324
ACH-000600,-0.26411090739649684
ACH-000601,-0.3097148131046081
ACH-000605,-0.23191786425026925
ACH-000606,-0.2282463827658109
ACH-000608,-0.2383343817198239
ACH-000614,-0.3917076310307856
ACH-000616,-0.1445218352779885
ACH-000618,-0.40243218251683455
ACH-000619,-0.2696503920880733
ACH-000620,-0.21546579344674394
ACH-000621,-0.17968158256435465
ACH-000622,-0.040754785270621714
ACH-000623,-0.20921406381051608
ACH-000624,-0.2662448794562403
ACH-000627,0.020397566005271737
ACH-000630,-0.3895721410516737
ACH-000631,-0.2441205896335911
ACH-000632,-0.1547338144702283
ACH-000633,-0.2612562659482921
ACH-000637,-0.4559845993136745
ACH-000638,-0.4156029561479474
ACH-000646,-0.5073579760986664
ACH-000647,-0.4258539678480749
ACH-000648,-0.07825077218045481
ACH-000649,-0.13517261417973586
ACH-000651,-0.2754141806551917
ACH-000652,-0.2538236044635374
ACH-000653,-0.3835555235421704
ACH-000657,-0.3192989237265319
ACH-000658,-0.09099331711114836
ACH-000661,-0.3409720242565624
ACH-000662,-0.045781524738551536
ACH-000663,-0.3650629946651642
ACH-000665,-0.4308097612547149
ACH-000671,-0.3001808524644532
ACH-000672,-0.3385790814779208
ACH-000673,-0.1899971695050832
ACH-000676,-0.053394744036402216
ACH-000677,-0.21510793920950225
ACH-000681,-0.4383764719225791
ACH-000683,-0.2781890323017617
ACH-000684,-0.13875759057502413
ACH-000688,-0.23452168421510916
ACH-000693,-0.2680363664385533
ACH-000694,-0.3149253758093054
ACH-000695,-0.05709937978887328
ACH-000696,-0.3502727111993492
ACH-000697,-0.2285002614764591
ACH-000699,-0.31128907433891795
ACH-000701,-0.3784592162725281
ACH-000706,-0.19697356127988205
ACH-000711,-0.3293172387736191
ACH-000713,-0.13089579223219774
ACH-000714,-0.145111164358615
ACH-000718,-0.2687235722597655
ACH-000720,-0.1959520848806532
ACH-000721,-0.19349249716278724
ACH-000724,-0.30326147762658445
ACH-000725,-0.27446434306872025
ACH-000732,-0.20080311869086973
ACH-000734,-0.35908553899000006
ACH-000735,-0.32500612878083424
ACH-000736,-0.40197089623970655
ACH-000738,-0.4871938451483802
ACH-000746,-0.02079944825882871
ACH-000747,-0.21736491526661794
ACH-000748,-0.2154013651154972
ACH-000753,-0.1845288136562067
ACH-000756,-0.3878766026822766
ACH-000757,-0.15799684696489594
ACH-000758,-0.32403495376476626
ACH-000760,-0.07429812390587652
ACH-000762,-0.444380761880149
ACH-000763,-0.23260786900426264
ACH-000764,-0.29514030056220514
ACH-000765,-0.2924906688379192
ACH-000766,-0.2419292198653427
ACH-000767,-0.2740543464009261
ACH-000768,-0.189057927499635
ACH-000769,0.07184612145459504
ACH-000770,-0.14978293899307815
ACH-000771,-0.2161068277676395
ACH-000773,-0.16353558092856954
ACH-000776,-0.10371414984807498
ACH-000777,-0.15616475070399846
ACH-000778,-0.16860356350248154
ACH-000781,-0.2519113248973927
ACH-000782,-0.2279046202933203
ACH-000783,-0.2953034360295827
ACH-000784,-0.18230387187688116
ACH-000785,-0.2642549469049973
ACH-000787,-0.13635995078752272
ACH-000788,-0.302018238196405
ACH-000791,-0.3001932056462412
ACH-000792,-0.2726930168385908
ACH-000794,-0.2117960567542634
ACH-000796,-0.3020037940978829
ACH-000798,-0.3399120792165775
ACH-000799,-0.4017830129679915
ACH-000800,0.10259300402969464
ACH-000802,-0.23792423202994994
ACH-000804,-0.3080792492023734
ACH-000805,-0.23723135711866056
ACH-000809,-0.07314952861022461
ACH-000810,-0.4742675758395034
ACH-000811,-0.21406967474403166
ACH-000817,-0.20903120534857692
ACH-000819,-0.2737120770224897
ACH-000820,-0.0198100696979551
ACH-000821,-0.12331693091999472
ACH-000822,-0.3428944146822792
ACH-000823,-0.2189941387586556
ACH-000824,-0.2338635438178775
ACH-000827,-0.18311622413196327
ACH-000829,-0.2879666242835788
ACH-000831,-0.3110878536909609
ACH-000832,-0.3728193298512791
ACH-000833,-0.21260443497593906
ACH-000834,-0.4926833972369893
ACH-000835,-0.1637921891201976
ACH-000836,-0.3105766743250198
ACH-000837,-0.3635078991068376
ACH-000838,-0.387122370116949
ACH-000839,-0.4264016110871147
ACH-000840,-0.1349316309751535
ACH-000841,-0.1303285255003707
ACH-000843,-0.14987140116134348
ACH-000846,-0.19560733282651407
ACH-000847,-0.2644055869996445
ACH-000848,-0.25977986840250805
ACH-000849,-0.32753182877420683
ACH-000851,0.014565010758014332
ACH-000855,-0.16167955446655985
ACH-000856,-0.3010925719499613
ACH-000858,-0.28381845999406324
ACH-000859,-0.2373466739428365
ACH-000861,-0.3046822269744062
ACH-000862,-0.3124201378508118
ACH-000865,-0.3117193613865114
ACH-000866,-0.1742868230012567
ACH-000867,-0.2558293942532932
ACH-000869,-0.362453071845168
ACH-000872,-0.2113087403268815
ACH-000873,-0.3586001811252801
ACH-000876,-0.3878416990113675
ACH-000878,-0.2379187746480425
ACH-000880,-0.14952496216420452
ACH-000881,-0.18520786831925204
ACH-000882,-0.3748532520829809
ACH-000884,-0.12133661399390018
ACH-000885,-0.15182103536329047
ACH-000887,-0.33132776322221724
ACH-000889,-0.15731448172553034
ACH-000896,-0.22879155302620705
ACH-000898,-0.17342070822412534
ACH-000900,-0.2668469506147625
ACH-000901,-0.2750164410460341
ACH-000905,-0.2775118046039413
ACH-000906,-0.2240792087351536
ACH-000907,-0.22008521298393585
ACH-000910,-0.205948038827185
ACH-000911,-0.27551516301002765
ACH-000912,-0.31479677111162896
ACH-000913,-0.06503974391702938
ACH-000915,-0.2045547435618979
ACH-000916,-1.0206933035520611
ACH-000917,-0.38622423925978006
ACH-000920,-0.5059132067236117
ACH-000921,-0.32876916442528104
ACH-000924,-0.26025768058688065
ACH-000926,-0.16731321366462518
ACH-000928,-0.1648916494746471
ACH-000929,-0.4749218058387458
ACH-000932,-0.20660222142486145
ACH-000935,-0.31996490443812897
ACH-000936,-0.2532149328353906
ACH-000937,-0.2836283764123582
ACH-000938,-0.25776879928312474
ACH-000939,-0.3703847589789218
ACH-000941,-0.26134108629276553
ACH-000943,-0.2258840806776392
ACH-000946,-0.3207640632710012
ACH-000947,-0.1604881116055203
ACH-000948,-0.2489339182353541
ACH-000950,-0.3511674399757515
ACH-000953,-0.2852235245911183
ACH-000954,-0.11797351574696277
ACH-000957,-0.3701692543862315
ACH-000958,-0.18088994873072484
ACH-000960,-0.33595000656224583
ACH-000963,-0.6500339604979257
ACH-000968,-0.4953781901662539
ACH-000969,-0.1386184168054146
ACH-000972,-0.4317198634710232
ACH-000973,-0.20514344951544355
ACH-000974,-0.3441733460203224
ACH-000978,-0.6175851690951727
ACH-000984,-0.2807777063281337
ACH-000986,-0.09972041723854433
ACH-000988,-0.21459064265410516
ACH-000993,-0.2841986830957127
ACH-000994,-0.2588489151191705
ACH-000996,-0.5336441400739212
ACH-001001,-0.2280304709971813
ACH-001020,-0.08275586607380295
ACH-001028,-0.275884951079879
ACH-001031,-0.2369635447437279
ACH-001038,-0.3054057750940005
ACH-001048,-0.31124237326852233
ACH-001050,-0.3621720514903368
ACH-001053,-0.20326063592065646
ACH-001054,-0.2412766644484109
ACH-001061,-0.3720436173939731
ACH-001067,-0.3154226859734647
ACH-001075,-0.1472446030478429
ACH-001096,-0.12937873852669088
ACH-001111,-0.07188082317420336
ACH-001119,-0.2921875302881456
ACH-001128,-0.3357939756237641
ACH-001134,-0.2633071984227333
ACH-001151,-0.2211842937453772
ACH-001163,-0.21367703109660446
ACH-001164,-0.39732525619641546
ACH-001183,-0.2753177147829147
ACH-001192,-0.1427055530383137
ACH-001193,-0.30507106562179376
ACH-001196,-0.3505922731206083
ACH-001197,-0.4061507576530998
ACH-001205,-0.4448471295665527
ACH-001211,-0.21759071217645565
ACH-001212,-0.014551745507477615
ACH-001228,-0.2052716957049275
ACH-001232,-0.35145280787299576
ACH-001239,-0.22813717548988474
ACH-001270,-0.15075841181782282
ACH-001274,-0.3182927165263611
ACH-001275,-0.1782409721583374
ACH-001277,-0.3785485361971621
ACH-001278,-0.1732186774911368
ACH-001280,-0.40507788425339625
ACH-001283,-0.26648230243367943
ACH-001289,-0.28819520805435594
ACH-001300,-0.35698792514349004
ACH-001301,-0.07857780285520699
ACH-001302,-0.5429270865911159
ACH-001306,-0.3080586930276062
ACH-001318,-0.1483201873280419
ACH-001322,-0.14507620308270847
ACH-001328,-0.13523569756805992
ACH-001332,-0.3605945974711803
ACH-001336,-0.1423239915221177
ACH-001346,-0.3070962203278301
ACH-001353,-0.2482084336027159
ACH-001354,-0.6035633045881674
ACH-001367,-0.11909160821483608
ACH-001368,-0.20310460084412135
ACH-001374,0.05576289554773956
ACH-001377,-0.1808112631925254
ACH-001380,-0.3857544949686108
ACH-001391,-0.09118317919848594
ACH-001408,-0.37969155640575775
ACH-001430,-0.0655213445632078
ACH-001431,-0.2976029163556469
ACH-001450,-0.4566088323952299
ACH-001496,-0.3184425751549836
ACH-001500,-0.08358191008585847
ACH-001523,-0.13520681570920384
ACH-001532,-0.3825055998241776
ACH-001550,-0.21942379874700504
ACH-001552,-0.17568329282806458
ACH-001554,-0.3231287243730657
ACH-001654,-0.2583720824904369
ACH-001735,-0.18500192910333127
ACH-001736,-0.2219331057125261
ACH-001737,-0.3869940344612941
ACH-001740,-0.2277406725528037
ACH-001745,-0.2117488241295092
ACH-001765,-0.3174427611264946
