,PGC (5225)
ACH-000004,0.20492943703426625
ACH-000005,0.31469605968645964
ACH-000007,0.1548874135126221
ACH-000009,0.01471913144915524
ACH-000011,0.04446807146605283
ACH-000012,0.10387412542238267
ACH-000013,0.020213529978851917
ACH-000014,-0.1055367572611469
ACH-000015,0.008776313901587028
ACH-000017,0.07290296901320002
ACH-000018,-0.016278215025055866
ACH-000019,0.16612750629194756
ACH-000021,-0.0016969524956877045
ACH-000022,0.13390267412126095
ACH-000025,0.000813037147751978
ACH-000028,0.14653564523178828
ACH-000030,0.07722933710242072
ACH-000035,-0.052424808078615166
ACH-000036,0.06283533545638817
ACH-000037,0.1386438664172465
ACH-000039,0.08574452830587045
ACH-000040,0.07310024887771298
ACH-000041,0.01883885324255701
ACH-000042,0.04777997346072236
ACH-000045,-0.06062166674750408
ACH-000047,0.1372708878786653
ACH-000052,0.05376578807836768
ACH-000053,0.0028686150016112586
ACH-000054,0.08136438147707603
ACH-000055,-0.04665350484386021
ACH-000060,0.04371185243991752
ACH-000067,0.1337208045345121
ACH-000070,0.07600809824270753
ACH-000075,0.03525683316762589
ACH-000078,0.017194052560200408
ACH-000082,0.00901339831267551
ACH-000085,-0.012037881192894048
ACH-000086,0.08382632497493629
ACH-000087,-0.0034606778082362463
ACH-000092,0.04111677075211879
ACH-000095,0.051483517039502116
ACH-000097,0.062446480169524525
ACH-000098,0.05837952239437396
ACH-000099,0.13986707949498187
ACH-000108,-0.0795234587238344
ACH-000113,-0.003370951894478162
ACH-000116,0.07016052450957083
ACH-000118,0.006825424414231268
ACH-000120,-0.031861171001738436
ACH-000123,0.06347453608398254
ACH-000127,0.010547136960691329
ACH-000128,-0.05269697987263093
ACH-000132,0.04056447426940104
ACH-000133,0.062358901127036175
ACH-000137,0.004259151157165215
ACH-000138,0.013457213902750469
ACH-000142,-0.011043665421004344
ACH-000143,0.021902095111807757
ACH-000146,0.04736576752621762
ACH-000148,0.26555875556525604
ACH-000150,0.2288872653268448
ACH-000152,0.08142576279025704
ACH-000153,0.112631756350541
ACH-000159,0.021121737202368228
ACH-000160,0.10038004985121116
ACH-000163,0.14127062986657646
ACH-000167,0.11300410710368353
ACH-000168,-0.08165723234618465
ACH-000169,0.030749868055253662
ACH-000178,0.13556426407584096
ACH-000183,0.08493428103280205
ACH-000188,0.226757208526434
ACH-000189,0.15813387522363398
ACH-000190,0.09272743637427466
ACH-000198,0.06677973555687565
ACH-000203,-0.0024790079731797482
ACH-000204,0.1517977952768258
ACH-000206,0.32909618684223296
ACH-000207,-0.06754231832650544
ACH-000208,0.26963199287142703
ACH-000210,-0.11449080859439775
ACH-000211,0.17230988864366806
ACH-000215,0.0031993129893374012
ACH-000221,0.061871211494204124
ACH-000222,0.03664258274941688
ACH-000223,0.008280107172682728
ACH-000226,0.07847699136835874
ACH-000227,0.1150434218066671
ACH-000228,-0.019310787145425324
ACH-000231,-0.0007060524754519402
ACH-000232,0.14086584573184752
ACH-000233,0.12340130429895405
ACH-000234,0.07269304091225112
ACH-000235,0.07817421464102825
ACH-000237,0.1037879391062163
ACH-000238,-0.09742885134517447
ACH-000242,-0.06093841246551645
ACH-000243,0.06992660799364883
ACH-000244,-0.010509456384319271
ACH-000246,0.1041333721049047
ACH-000248,-0.012730272703073522
ACH-000250,0.09399068331692664
ACH-000251,0.009262026173328731
ACH-000252,0.22012477056589091
ACH-000253,-0.0515912074671004
ACH-000255,0.1028726241299922
ACH-000256,0.05536759571040701
ACH-000257,0.18155319893150235
ACH-000258,0.3081769829564311
ACH-000259,0.14096009671785167
ACH-000260,0.022486202851583755
ACH-000261,0.08148220834818504
ACH-000262,0.04152553549002591
ACH-000263,0.16656561996537902
ACH-000264,-0.03314132203240322
ACH-000265,0.02552005150459716
ACH-000266,0.07345345321639432
ACH-000272,0.0623282482425121
ACH-000274,0.14214649824802242
ACH-000277,0.08205519098365073
ACH-000278,0.24845125206341864
ACH-000279,0.052481834512208086
ACH-000280,0.03891764497349462
ACH-000281,0.04038613715208647
ACH-000288,0.03686452726040875
ACH-000291,0.09207259354873724
ACH-000293,0.09106792437263816
ACH-000294,0.016778433992746002
ACH-000295,0.05198078422656752
ACH-000296,0.13199712266908012
ACH-000302,-0.02603412235390308
ACH-000304,0.0041571805103873755
ACH-000307,0.08938243272153595
ACH-000308,0.05295783160133463
ACH-000310,0.10817536017006248
ACH-000311,0.06158418935555584
ACH-000312,0.01637398580334011
ACH-000315,-0.11649303753270306
ACH-000316,0.004736221344289333
ACH-000317,0.10975046346769957
ACH-000318,0.06178150276771964
ACH-000319,0.13566598930731014
ACH-000320,0.17053363893698886
ACH-000322,0.14109269136633013
ACH-000323,0.16339712115610824
ACH-000324,0.1151229265151427
ACH-000329,0.017144558436434996
ACH-000330,0.07225289883819737
ACH-000331,0.08469519149229594
ACH-000332,0.030709029392940186
ACH-000334,0.06258487088505031
ACH-000335,0.2235760913953199
ACH-000336,-0.059452738412046874
