,SHPRH (257218)
ACH-000004,0.16641157163013978
ACH-000005,0.22112856005556766
ACH-000007,-0.06455115430560197
ACH-000009,-0.04647273232307051
ACH-000011,-0.15549147985213288
ACH-000012,0.14053638107648522
ACH-000013,-0.06410222770777381
ACH-000014,0.04115610070337165
ACH-000015,0.09309734822600622
ACH-000017,0.0502822125603381
ACH-000018,-0.038301997577776366
ACH-000019,-0.08107249876425296
ACH-000021,-0.2019942047912649
ACH-000022,-0.08154251579976002
ACH-000025,-0.0679276121868894
ACH-000028,0.15199421263350033
ACH-000030,0.03520525108484944
ACH-000035,-0.07725753240988098
ACH-000036,-0.022357498774006345
ACH-000037,-0.04261551817338287
ACH-000039,0.11465014804782947
ACH-000040,-0.14657840147502785
ACH-000041,-0.03615081664002711
ACH-000042,-0.04604589626256789
ACH-000045,-0.07863374675819437
ACH-000047,-0.10917009574415186
ACH-000052,0.0690261847867579
ACH-000053,0.014642885326898041
ACH-000054,-0.0811804581965325
ACH-000055,-0.0006414012171213415
ACH-000060,-0.0996786491862361
ACH-000067,-0.021491155397411168
ACH-000070,-0.11577710443945707
ACH-000075,-0.1790606333803843
ACH-000078,-0.014498986996211575
ACH-000082,0.018309623698165457
ACH-000085,-0.05737748022363168
ACH-000086,0.10744100410270632
ACH-000087,0.095033845552603
ACH-000092,0.10553733599822072
ACH-000095,-0.05666995431135113
ACH-000097,-0.08956792784003241
ACH-000098,0.1069963216410933
ACH-000099,0.01616308677800482
ACH-000108,0.060077675470311474
ACH-000113,0.0892644473743154
ACH-000116,-0.04369813128939065
ACH-000118,-0.11584345129904965
ACH-000120,-0.12595665351588542
ACH-000123,0.06746948907797802
ACH-000127,-0.006278188443982376
ACH-000128,-0.04657890455919439
ACH-000132,0.08273582189138905
ACH-000133,0.12201651915245472
ACH-000137,-0.1705458843607126
ACH-000138,0.012285562625764813
ACH-000142,-0.024105303616094767
ACH-000143,-0.13332694724344227
ACH-000146,0.04406060034104908
ACH-000148,0.0384504565567552
ACH-000150,0.016420610419254085
ACH-000152,-0.015151742074608562
ACH-000153,0.04554351316946876
ACH-000159,0.08176271791620007
ACH-000160,0.3126640201638799
ACH-000163,0.1718048445337924
ACH-000167,0.4766436216833283
ACH-000168,-0.015207438860957115
ACH-000169,-0.016915015648446503
ACH-000178,0.04257172221631629
ACH-000183,0.08492091180814099
ACH-000188,0.007265671491664959
ACH-000189,-0.03806412829028003
ACH-000190,0.30812430324553197
ACH-000198,0.0387364666627659
ACH-000203,0.20719193054570792
ACH-000204,-0.05003320705282422
ACH-000206,-0.1613942185484023
ACH-000207,-0.1956509236575927
ACH-000208,-0.007603527354484105
ACH-000210,-0.2351103597548257
ACH-000211,-0.07559362707276228
ACH-000215,0.05340105739357635
ACH-000221,0.048648066817617235
ACH-000222,0.01556905226164936
ACH-000223,-0.0379062242629285
ACH-000226,0.15102518431870549
ACH-000227,-0.12649990586574553
ACH-000228,-0.09608884986238114
ACH-000231,-0.019086513714262458
ACH-000232,-0.0397073860914133
ACH-000233,-0.090137798558225
ACH-000234,-0.08651569580570406
ACH-000235,-0.014035456736635095
ACH-000237,-0.025800693736774943
ACH-000238,-0.15639232275397202
ACH-000242,0.17631301473425426
ACH-000243,-0.09513279740870366
ACH-000244,0.059427512118592075
ACH-000246,-0.03908241383711268
ACH-000248,-0.09572559239215653
ACH-000250,-0.08444171428112998
ACH-000251,-0.007308749951845747
ACH-000252,0.17135563483475
ACH-000253,0.0003688031768845709
ACH-000255,-0.037444312407211904
ACH-000256,-0.1049162086050107
ACH-000257,0.08872783680413661
ACH-000258,0.02198477892753756
ACH-000259,0.0008796063859682888
ACH-000260,0.02240163753859947
ACH-000261,0.031744657583518465
ACH-000262,-0.3206949803682618
ACH-000263,0.1653135810411452
ACH-000264,0.06191686156623254
ACH-000265,-0.02000922937898293
ACH-000266,-0.032613291261018834
ACH-000272,0.07943201279023518
ACH-000274,-0.08516363633816902
ACH-000277,-0.07691775633851257
ACH-000278,-0.006466415629269215
ACH-000279,-0.04516975279552438
ACH-000280,-0.05369520170502115
ACH-000281,-0.2612870600943898
ACH-000288,-0.05293986593969924
ACH-000291,0.06570787308475277
ACH-000293,-0.0030880817150836645
ACH-000294,-0.055597121201397634
ACH-000295,0.14010075087055532
ACH-000296,0.038516881723688966
ACH-000302,0.008813093262269943
ACH-000304,-0.20537560983754397
ACH-000307,0.004966571374910187
ACH-000308,0.060041640128819615
ACH-000310,0.04505333385628512
ACH-000311,0.00013381224256189372
ACH-000312,-0.04082646358790221
ACH-000315,0.05646751155625403
ACH-000316,0.08634229096541543
ACH-000317,0.06133485601520044
ACH-000318,0.035979904428634225
ACH-000319,0.02233720330578776
ACH-000320,0.08187959627996991
ACH-000322,0.08645743812449427
ACH-000323,-0.11454543185975725
ACH-000324,-0.15593254790353495
ACH-000329,-0.03207032579390085
ACH-000330,0.04025363196033552
ACH-000331,-0.06386532105386053
ACH-000332,0.007552244603007645
ACH-000334,0.03431516591791039
ACH-000335,-0.14886817777286074
ACH-000336,-0.1533068982733332
ACH-000337,0.02634950391466033
ACH-000338,0.2604144881253395
ACH-000339,0.02406853304054284
ACH-000341,0.2913920988915424
ACH-000348,0.011245668991404341
ACH-000350,-0.08069858611725961
ACH-000352,-0.09955834744963356
ACH-000356,0.01555418860571349
ACH-000361,-0.18096101405408044
ACH-000362,-0.035767169991007715
ACH-000363,-0.04070701607248242
ACH-000364,0.09905698896887914
ACH-000365,-0.030439458436138937
ACH-000366,-0.12263831487549512
ACH-000368,0.0744570532842242
ACH-000374,0.04806075804013942
ACH-000375,-0.1032862023517919
ACH-000376,0.01347918256419931
ACH-000381,-0.02763359586955172
ACH-000383,-0.009929940722751322
ACH-000387,0.0214428203818992
ACH-000389,-0.13253454811077864
ACH-000390,-0.06182416608526325
ACH-000393,-0.25433889609279703
ACH-000395,0.005929890301309554
ACH-000396,0.2445694387315924
ACH-000397,-0.032853566928410516
ACH-000401,-0.056201977592773296
ACH-000402,0.26844759014685776
ACH-000403,-0.0757044331065332
ACH-000404,0.042645323531086514
ACH-000406,0.06749544062072574
ACH-000407,0.007799608740602403
ACH-000408,0.19940972679660832
ACH-000410,-0.1118084540571295
ACH-000411,-0.0677242572028141
ACH-000414,-0.026170163934206844
ACH-000415,-0.12953248772417314
ACH-000416,0.06981824052430023
ACH-000420,-0.17260529546878314
ACH-000421,0.05745626960563401
ACH-000424,0.017469066979720373
ACH-000425,-0.1068716849448938
ACH-000426,0.08304313457938964
ACH-000427,0.07667974993326497
ACH-000433,0.0720552095506075
ACH-000435,0.08952024976062427
