,MARCO (8685)
ACH-000004,-0.07160923964755597
ACH-000005,-0.039765615412906456
ACH-000007,-0.02377552001652581
ACH-000009,-0.0535162786991375
ACH-000011,0.03243253551659496
ACH-000012,-0.002795749439624435
ACH-000013,-0.04669583377960937
ACH-000014,-0.12934492502802256
ACH-000015,-0.046864410667341296
ACH-000017,0.0032159163199657658
ACH-000018,-0.019611804136382208
ACH-000019,-0.05295696248344615
ACH-000021,0.07016527426663828
ACH-000022,-0.0067349601209805545
ACH-000025,0.025267229027408626
ACH-000028,-0.11872762435546212
ACH-000030,-0.1574046366521129
ACH-000035,-0.11340007553935265
ACH-000036,0.03323874314752954
ACH-000037,-0.14403973925718394
ACH-000039,-0.026543579717330398
ACH-000040,0.08020451317832646
ACH-000041,-0.08608520767797714
ACH-000042,0.015651078412516024
ACH-000045,-0.17642828276680322
ACH-000047,-0.028793124582814668
ACH-000052,-0.08549319577094255
ACH-000053,-0.037024251541416635
ACH-000054,-0.08724905970802845
ACH-000055,0.02064021025924855
ACH-000060,0.051922669494759065
ACH-000067,0.05983084464246668
ACH-000070,-0.0935157964692848
ACH-000075,-0.020710902460478502
ACH-000078,-0.009589827819069164
ACH-000082,0.020575737697361283
ACH-000085,-0.04552160508896694
ACH-000086,-0.016006993268605788
ACH-000087,-0.07669744663968467
ACH-000092,-0.030846555136324193
ACH-000095,-0.08277106142541654
ACH-000097,-0.09489451820142618
ACH-000098,-0.10922782544257144
ACH-000099,-0.021320364300775226
ACH-000108,-0.052685704787704034
ACH-000113,-0.007085266284960225
ACH-000116,-0.07181813892208469
ACH-000118,-0.10726979753509484
ACH-000120,0.014940280713653662
ACH-000123,-0.06513543731236421
ACH-000127,-0.09867277533323117
ACH-000128,-0.12104202188194915
ACH-000132,-0.006962931826038651
ACH-000133,-0.06922461115027118
ACH-000137,-0.09421352481384196
ACH-000138,0.03811332514880126
ACH-000142,-0.06562508832595375
ACH-000143,0.003307162868874982
ACH-000146,-0.03196139288182512
ACH-000148,-0.03148503275146957
ACH-000150,-0.08039742332903407
ACH-000152,-0.12522824206432706
ACH-000153,-0.0178386462519117
ACH-000159,0.1027624887718869
ACH-000160,-0.08234138533897854
ACH-000163,-0.1026097513701528
ACH-000167,0.12271987623793787
ACH-000168,0.07984483185059757
ACH-000169,-0.09399390610077674
ACH-000178,-0.07233281444353244
ACH-000183,-0.07521312517366774
ACH-000188,0.004936252246995363
ACH-000189,-0.21762527526371372
ACH-000190,-0.093734783442628
ACH-000198,0.04015584120480238
ACH-000203,-0.20096526927914107
ACH-000204,-0.02949823389614798
ACH-000206,0.00860094477626827
ACH-000207,0.0649623950714258
ACH-000208,-0.079852507355492
ACH-000210,0.010167568446075284
ACH-000211,-0.0181853222493312
ACH-000215,-0.006402494314603525
ACH-000221,-0.1332327371028892
ACH-000222,-0.017112105938552946
ACH-000223,-0.09474693029169827
