,CLPS (1208)
ACH-000448,-0.22523589693384574
ACH-000450,-0.6993824667792505
ACH-000452,-0.3413599194424388
ACH-000454,-0.40269412235949215
ACH-000458,-0.4450331484163476
ACH-000459,-0.23202922282267144
ACH-000460,-0.50844938806543
ACH-000461,-0.18200158802705052
ACH-000463,-0.09953262129003354
ACH-000464,-0.28428081055289234
ACH-000466,-0.21746074040216729
ACH-000467,-0.4674485600896274
ACH-000468,-0.29847444450444666
ACH-000469,-0.32243436224760097
ACH-000470,-0.07896447484400017
ACH-000471,-0.35244805040858923
ACH-000472,-0.2881699649216396
ACH-000473,-0.5406431815457042
ACH-000475,-0.30496603837476555
ACH-000476,-0.3901180692182695
ACH-000477,-0.379522112672276
ACH-000479,-0.5559508537563208
ACH-000480,-0.21278889138723994
ACH-000481,-0.34573343440244
ACH-000483,-0.4028675000074626
ACH-000484,-0.09766069003196172
ACH-000485,-0.25319401206197484
ACH-000486,-0.2613092133761605
ACH-000487,-0.2966028507057737
ACH-000488,-0.3222862884249766
ACH-000490,-0.1868793298415349
ACH-000491,-0.1700355383890835
ACH-000495,-0.22532599717522894
ACH-000496,-0.4905404611680078
ACH-000499,-0.214195217697166
ACH-000500,0.3362839477923671
ACH-000502,-0.4144786737893528
ACH-000503,-0.2985047508526452
ACH-000505,-0.2965641588406928
ACH-000507,-0.31938131842378514
ACH-000510,-0.3795583435204807
ACH-000511,-0.11506257855848435
ACH-000512,-0.2649964679811373
ACH-000516,-0.2918013296677495
ACH-000517,-0.3018084892568977
ACH-000518,-0.1421995096664947
ACH-000520,-0.2946905804357599
ACH-000521,-0.271998766806315
ACH-000522,-0.3025075328308101
ACH-000524,-0.5560767625021312
ACH-000527,-0.3216606378064901
ACH-000528,-0.4160411961867471
ACH-000537,-0.3096051900255903
ACH-000541,-0.14066173674299567
ACH-000542,-0.2780840952223738
ACH-000544,-0.2901767839836701
ACH-000545,-0.5009328791048467
ACH-000547,-0.3001937178745924
ACH-000548,-0.3243141430506423
ACH-000549,-0.30713479071571576
ACH-000550,-0.4452717880710244
ACH-000552,-0.2732438869619235
ACH-000556,-0.3757040316468214
ACH-000557,-0.2973204607760577
ACH-000569,-0.2718211474614581
ACH-000570,-0.3860162740914381
ACH-000571,-0.3542516442116003
ACH-000573,-0.2906120968256039
ACH-000576,-0.15181981311661547
ACH-000579,-0.5387133919587787
ACH-000580,-0.1952969167691509
ACH-000584,-0.4548385987675316
ACH-000585,-0.3486217090011529
ACH-000588,-0.2103998587321691
ACH-000589,-0.2482820973350998
ACH-000591,-0.20503938370571584
ACH-000593,-0.4008547975233146
ACH-000600,-0.4888310538876472
ACH-000601,-0.3649554719106952
ACH-000605,-0.3930755890469636
ACH-000606,-0.4240184540776579
ACH-000608,-0.2905704763477316
ACH-000614,-0.3304699264673852
ACH-000616,-0.4639455636618066
ACH-000618,-0.3862612869511067
ACH-000619,-0.35828904800436856
ACH-000620,-0.12541725697046802
ACH-000621,-0.4032857767441056
ACH-000622,-0.2447929055072824
ACH-000623,-0.35097240145666786
ACH-000624,-0.42425985675641614
ACH-000627,-0.36326627944204265
ACH-000630,-0.30144910995925345
ACH-000631,-0.2463808419261137
ACH-000632,-0.285420204063747
ACH-000633,-0.16461383577117528
ACH-000637,-0.355575680926746
ACH-000638,-0.3077859347994356
ACH-000646,-0.2748967202353417
ACH-000647,-0.3627937935193439
ACH-000648,-0.3587083044677587
ACH-000649,-0.3018140010563778
ACH-000651,-0.22046355417083205
ACH-000652,-0.1605292074567907
ACH-000653,-0.4114648150781811
ACH-000657,-0.4135048301646608
ACH-000658,-0.5090959449538724
ACH-000661,-0.3878093217649816
ACH-000662,-0.20218802064571284
ACH-000663,-0.2461586394948041
ACH-000665,-0.42826320435509935
ACH-000671,-0.3511457174683931
ACH-000672,-0.5168955467594194
ACH-000673,-0.29976671000386224
ACH-000676,-0.3757860582870159
ACH-000677,-0.335736194291202
ACH-000681,-0.2899444147809567
ACH-000683,-0.4330407838042529
ACH-000684,-0.4231236595557835
ACH-000688,-0.2938529451061521
ACH-000693,-0.2814768734769427
ACH-000694,-0.31702795299681763
ACH-000695,-0.04762308075500694
ACH-000696,-0.3360641400509589
ACH-000697,-0.3274887761696798
ACH-000699,-0.2944653213264049
ACH-000701,-0.2281565095033693
ACH-000706,-0.2863565292550861
ACH-000711,-0.2580577214004301
ACH-000713,-0.23226035567307904
ACH-000714,-0.2398455493025604
ACH-000718,-0.3852167016521296
ACH-000720,-0.4505966434737783
ACH-000721,-0.3352797962386277
ACH-000724,-0.3460255861619663
ACH-000725,-0.4813080373911587
ACH-000732,-0.09430251355284118
ACH-000734,-0.4265180252289623
ACH-000735,-0.2965949515017129
ACH-000736,-0.10171307485491073
ACH-000738,-0.1828716237287969
ACH-000746,-0.07747865845574596
ACH-000747,-0.175880212506364
ACH-000748,-0.37415533257252587
ACH-000753,-0.3024993070191489
ACH-000756,-0.465569617656416
ACH-000757,-0.4088192098748095
ACH-000758,-0.2532354694658188
ACH-000760,-0.3755621050683717
ACH-000762,-0.44490074798418616
ACH-000763,-0.19976085933886328
ACH-000764,-0.5738092435735699
ACH-000765,-0.20042172513940015
ACH-000766,-0.24637489029786405
ACH-000767,-0.4027391874345567
ACH-000768,-0.3837748534782917
ACH-000769,-0.4027380735186928
ACH-000770,-0.2901520275984504
ACH-000771,-0.3431035668470271
ACH-000773,-0.2561172261433001
ACH-000776,-0.17170430398188807
ACH-000777,-0.4084503965361007
ACH-000778,-0.2248434001541129
ACH-000781,-0.38575749084877
ACH-000782,-0.1853691942791761
ACH-000783,-0.6496643588245227
ACH-000784,-0.29603111218828804
ACH-000785,-0.23181944212245456
ACH-000787,-0.2284654542830426
ACH-000788,-0.2865725416206412
ACH-000791,-0.3249989785425599
ACH-000792,-0.1697980244390614
ACH-000794,-0.5409849003747771
ACH-000796,-0.2217927297401456
ACH-000798,-0.2000408757366102
ACH-000799,-0.35545800182502696
ACH-000800,-0.3064454100039098
ACH-000802,-0.4817343614152942
ACH-000804,-0.24762172380804875
ACH-000805,-0.5849010226271356
ACH-000809,-0.3937205945206941
ACH-000810,-0.6441624730808314
ACH-000811,-0.32143293977135984
ACH-000817,-0.3398934748298161
ACH-000819,-0.20584599026299893
ACH-000820,-0.2170999924847657
ACH-000821,-0.4823813128253004
ACH-000822,-0.4053510977166572
ACH-000823,-0.30677439523611
ACH-000824,-0.3892786854509233
ACH-000827,-0.3382775783172217
ACH-000829,-0.4941379169892325
ACH-000831,-0.1860507822471657
ACH-000832,-0.2881409762639361
ACH-000833,-0.5472034761503285
ACH-000834,-0.3241930016879664
ACH-000835,-0.3150701559354971
ACH-000836,-0.3836752410309625
ACH-000837,-0.3899066767584751
ACH-000838,-0.3621079146478909
ACH-000839,-0.29891924373716444
ACH-000840,-0.2991010422479059
ACH-000841,-0.3385451776933905
ACH-000843,-0.22559121510250574
ACH-000846,-0.6366667851895034
ACH-000847,-0.22099666783826788
ACH-000848,-0.29245224446796203
ACH-000849,-0.3917400857627116
ACH-000851,-0.33036579671012223
ACH-000855,-0.35065437608152816
ACH-000856,-0.462758464774905
ACH-000858,-0.1832862347799462
ACH-000859,-0.2258787524811209
ACH-000861,-0.296572027712675
ACH-000862,-0.2748180205680306
ACH-000865,-0.39277849799865816
ACH-000866,-0.28669858385604235
ACH-000867,-0.4668152477181489
ACH-000869,-0.34104245038116704
ACH-000872,-0.2853600370159081
ACH-000873,-0.3162245057605565
ACH-000876,-0.37065192415454346
ACH-000878,-0.7003759960889425
ACH-000880,-0.4542599515539525
ACH-000881,-0.4540234134196121
ACH-000882,-0.380309877240764
ACH-000884,-0.2230524408069065
ACH-000885,-0.18122266824870312
ACH-000887,-0.3202755935711646
ACH-000889,-0.4799323119849475
ACH-000896,-0.2463037839898325
ACH-000898,-0.379098109038684
ACH-000900,-0.36745795920031504
ACH-000901,-0.2848525219000663
ACH-000905,-0.3536276918450979
ACH-000906,-0.3177532131015777
ACH-000907,-0.34829533518895833
ACH-000910,-0.26795716670468955
ACH-000911,-0.2988751180654605
ACH-000912,-0.0948895819887935
ACH-000913,-0.31995709470951744
ACH-000915,-0.4453107619593377
ACH-000916,-0.04649801569165378
ACH-000917,-0.2506824779771769
ACH-000920,-0.2678947456918609
ACH-000921,-0.26514478996144963
ACH-000924,-0.2533420436565125
ACH-000926,-0.4968349459021829
ACH-000928,-0.21207770886238
ACH-000929,-0.22869237690722746
ACH-000932,-0.5489443384958718
ACH-000935,-0.2717978906377751
ACH-000936,-0.4541108277603072
ACH-000937,-0.16663218002545074
ACH-000938,-0.2312546693980679
ACH-000939,-0.4575651939844509
ACH-000941,-0.5049730761544738
ACH-000943,-0.3942909037322343
ACH-000946,-0.33809356123843426
ACH-000947,-0.5645273429630463
ACH-000948,-0.2662679173647498
ACH-000950,-0.2874777613502737
ACH-000953,-0.32929704263273096
ACH-000954,-0.02043904011443269
ACH-000957,-0.2473157694557056
ACH-000958,-0.1229457681852962
ACH-000960,-0.2301947243608411
ACH-000963,-0.29597371781621845
ACH-000968,-0.3395598922456058
ACH-000969,-0.2854040114714166
ACH-000972,-0.5075445077501664
ACH-000973,-0.33153504171043124
ACH-000974,-0.1754829601750378
ACH-000978,-0.5329940928700985
ACH-000984,-0.30428479713912165
ACH-000986,-0.3336978702341191
ACH-000988,-0.3702197223328205
ACH-000993,-0.2644342448240243
ACH-000994,-0.4099760017548543
ACH-000996,-0.29389795206790553
ACH-001001,-0.34796060186865824
ACH-001020,-0.4409020693935278
ACH-001028,-0.30140585746394283
ACH-001031,-0.32324446143575164
ACH-001038,-0.33165208112808825
ACH-001048,-0.4086683989001066
ACH-001050,-0.35662036517144946
ACH-001053,-0.5260607935819436
ACH-001054,-0.4621315333442905
ACH-001061,-0.34764327145945484
ACH-001067,-0.4682129081182044
ACH-001075,-0.4426224125362432
ACH-001096,-0.35087568836853783
ACH-001111,-0.18064806160027272
ACH-001119,-0.3573717690097277
ACH-001128,-0.3008276788573364
ACH-001134,-0.5560046035158978
ACH-001151,-0.4636056897936021
ACH-001163,-0.2994242308443226
ACH-001164,-0.445892952523878
ACH-001183,-0.4799531092550282
ACH-001192,-0.35509189226186866
ACH-001193,-0.4144230819166434
ACH-001196,-0.3280924085575524
ACH-001197,-0.35172446183279843
ACH-001205,-0.026586665332042955
ACH-001211,-0.4712384872136263
ACH-001212,-0.22493031467152835
ACH-001228,-0.3370315594311807
ACH-001232,-0.2428429222613433
ACH-001239,-0.3764704628089001
ACH-001270,-0.11038531499161157
ACH-001274,-0.4225159692395597
ACH-001275,-0.4099301993551223
ACH-001277,-0.33211763834469005
ACH-001278,-0.5237074327969409
ACH-001280,-0.1340959032794148
ACH-001283,-0.4120312856168994
ACH-001289,-0.4926351441215882
ACH-001300,-0.2435448327845764
ACH-001301,-0.1522367881134568
ACH-001302,-0.2550696067736604
ACH-001306,-0.34356264866071473
ACH-001318,-0.2966872575582699
ACH-001322,-0.4316796778081052
ACH-001328,-0.2909910247559793
ACH-001332,-0.18900504392880735
ACH-001336,-0.3479612608786765
ACH-001346,-0.21693769355443931
ACH-001353,-0.2710747028365553
ACH-001354,-0.4054733380791863
ACH-001367,-0.20172764941954374
ACH-001368,-0.3372634373561472
ACH-001374,-0.4577037689242797
ACH-001377,-0.18535471421760166
ACH-001380,-0.4281901373874515
ACH-001391,-0.2535469678846481
ACH-001408,-0.3098969736902883
ACH-001430,-0.31791365801021904
ACH-001431,-0.4491325916060904
ACH-001450,-0.13152059360667126
ACH-001496,-0.3484691517904549
ACH-001500,-0.2706338273128658
ACH-001523,-0.3368385269470068
ACH-001532,-0.4320732872765067
ACH-001550,-0.28403842645948124
ACH-001552,-0.5483707623099561
ACH-001554,-0.3261301424816717
ACH-001654,-0.319839803986694
ACH-001735,-0.4635563451450429
ACH-001736,-0.2792225520117845
ACH-001737,-0.5544751565465151
ACH-001740,-0.3919811173048928
ACH-001745,-0.4652383686792228
ACH-001765,-0.5082543586310988
