,ESCO2 (157570)
ACH-000004,-0.17116553353815947
ACH-000005,-0.6059708655175394
ACH-000007,0.12151700639976065
ACH-000009,-0.13897868551146658
ACH-000011,-0.3149116371450379
ACH-000012,-0.3450810720467796
ACH-000013,-0.2880489016179061
ACH-000014,-0.09269205630528787
ACH-000015,-0.3143888354385739
ACH-000017,-0.2807373901346849
ACH-000018,-0.1986777912408538
ACH-000019,-0.2720980024821014
ACH-000021,-0.20036737943392013
ACH-000022,0.0618209681682776
ACH-000025,-0.2725438138811539
ACH-000028,-0.17521832228562628
ACH-000030,-0.0918674058188406
ACH-000035,-0.27773326692996925
ACH-000036,-0.3126317916127128
ACH-000037,-0.12677152917846365
ACH-000039,-0.388965773373571
ACH-000040,-0.12192195523439935
ACH-000041,-0.1992851926094064
ACH-000042,-0.20041335749424294
ACH-000045,-0.026396142072847174
ACH-000047,-0.05324271571016599
ACH-000052,-0.18469603467307505
ACH-000053,-0.06617097619043381
ACH-000054,-0.4598326350189152
ACH-000055,-0.2594594116718084
ACH-000060,-0.3058541372346187
ACH-000067,-0.5257116568662179
ACH-000070,-0.20840347548438226
ACH-000075,-0.2349943162717381
ACH-000078,-0.1340592820546612
ACH-000082,-0.4576819043993034
ACH-000085,-0.1490643418230158
ACH-000086,-0.16405355329260402
ACH-000087,-0.5976331210153906
ACH-000092,-0.3650113720899456
ACH-000095,-0.120404362472471
ACH-000097,-0.3720387461993844
ACH-000098,-0.3744577503444833
ACH-000099,-0.03875940641965876
ACH-000108,-0.16024660044695652
ACH-000113,-0.1994600489586231
ACH-000116,-0.03419257386914043
ACH-000118,-0.09901590899802648
ACH-000120,-0.25041890983047954
ACH-000123,-0.2941464957984478
ACH-000127,-0.17329639726661142
ACH-000128,-0.19766574400376244
ACH-000132,-0.25677357398399725
ACH-000133,-0.26143658669055714
ACH-000137,-0.1373265919772098
ACH-000138,-0.07474025823535305
ACH-000142,-0.1270576085849384
ACH-000143,-0.34976432132188
ACH-000146,-0.2855104935406422
ACH-000148,-0.2678641909093485
ACH-000150,-0.5779426763381186
ACH-000152,-0.5108167137368108
ACH-000153,-0.23940922820785446
ACH-000159,-0.20034917206647185
ACH-000160,-0.07974252642648465
ACH-000163,-0.2314380423314131
ACH-000167,-0.4071792592059991
ACH-000168,-0.3915754469020364
ACH-000169,-0.30881492713281
ACH-000178,-0.2969881687712162
ACH-000183,-0.3044540682225073
ACH-000188,-0.20619425810560468
ACH-000189,-0.24785739696516146
ACH-000190,-0.368147756020258
ACH-000198,-0.07878370326653514
ACH-000203,-0.8503309968645383
ACH-000204,-0.28360741891282
ACH-000206,-0.479356436185555
ACH-000207,-0.1999982884045252
ACH-000208,-0.5637918060232578
ACH-000210,0.1176710185049362
ACH-000211,-0.4119713021711318
ACH-000215,-0.14850658066791228
ACH-000221,-0.27080496438426593
ACH-000222,-0.10282109033292344
ACH-000223,-0.2202175159923976
ACH-000226,-0.3580307234240921
ACH-000227,-0.3871672695209342
ACH-000228,-0.6012712251313833
ACH-000231,-0.3835207780199573
ACH-000232,-0.5137623451602229
ACH-000233,-0.2750295237798042
ACH-000234,-0.20857345504136224
ACH-000235,-0.2608542347979713
ACH-000237,-0.6181349561853211
ACH-000238,-0.1410300575622197
ACH-000242,0.008750236512882228
ACH-000243,-0.1761025145339897
ACH-000244,-0.4134581935176619
ACH-000246,-0.2445802450716919
ACH-000248,-0.15380107955359126
ACH-000250,-0.42394365408587104
ACH-000251,-0.3392067437794946
ACH-000252,-0.20276508356204725
ACH-000253,-0.007866183206447278
ACH-000255,-0.6579086609567594
ACH-000256,-0.30893936157795565
ACH-000257,0.11412654265603055
ACH-000258,-0.12854029022559535
ACH-000259,-0.14387743744931514
ACH-000260,-0.088250349817253
ACH-000261,-0.2640380770483731
ACH-000262,-0.3774406259901931
ACH-000263,-0.11083099182976536
ACH-000264,-0.3795314372907928
ACH-000265,-0.2030485694701157
ACH-000266,-0.3816086023331745
ACH-000272,-0.010447582506774578
ACH-000274,-0.21594524080180755
ACH-000277,-0.09950419625159516
ACH-000278,-0.6374738386625796
ACH-000279,-0.03312014521608079
ACH-000280,-0.35978929407165505
ACH-000281,-0.004595077119766249
ACH-000288,-0.11118726491435454
ACH-000291,-0.3608493651540554
ACH-000293,-0.22549372153601546
ACH-000294,-0.13488318839501956
ACH-000295,0.06599003747878583
ACH-000296,-0.17661679030212052
ACH-000302,-0.16359361054273025
ACH-000304,-0.25115318491768324
ACH-000307,-0.35135302749096875
ACH-000308,-0.057230612519057825
ACH-000310,-0.3615398734795977
ACH-000311,-0.16935252566789588
ACH-000312,-0.3517573283962531
ACH-000315,-0.17111245931795638
ACH-000316,-0.256779803412346
ACH-000317,-0.19446244996122256
ACH-000318,-0.3128772707962885
ACH-000319,-0.049468268314693635
ACH-000320,-0.2948816494600826
ACH-000322,-0.5493063505242148
ACH-000323,-0.11224255694306212
ACH-000324,-0.15335604251480886
ACH-000329,-0.4428209677414545
ACH-000330,-0.5038292371269514
ACH-000331,-0.3782505060512654
ACH-000332,-0.19989570693833172
ACH-000334,-0.1457833177771068
ACH-000335,-0.0976708812172695
ACH-000336,-0.7042728069045829
ACH-000337,0.1597274149526121
ACH-000338,-0.2107220037208055
ACH-000339,-0.3134994257386991
ACH-000341,-0.0001440077172915241
ACH-000348,-0.22842537090624185
ACH-000350,0.007048231713548387
ACH-000352,-0.16716285364297906
ACH-000356,-0.13883927967194276
ACH-000361,-0.4500710569487784
ACH-000362,-0.056609873031716974
ACH-000363,-0.12475924636820294
ACH-000364,-0.3219851097869601
ACH-000365,-0.0956254297455162
ACH-000366,-0.03165726610567
ACH-000368,-0.43537590140949695
ACH-000374,-0.3569652429522793
ACH-000375,-0.16372076187762172
ACH-000376,-0.24294300966513885
ACH-000381,-0.3228780064165315
ACH-000383,-0.3086517283385586
ACH-000387,-0.2815412780146746
ACH-000389,-0.2959547123710128
ACH-000390,-0.1540360050960864
ACH-000393,-0.5799791531698929
ACH-000395,0.005599990456007504
ACH-000396,-0.25941564585065346
ACH-000397,-0.2815598537797929
ACH-000401,-0.7222155090124824
ACH-000402,0.0005973722257957906
ACH-000403,-0.2430843733368924
ACH-000404,-0.06395761611940133
ACH-000406,-0.0988281835787446
ACH-000407,-0.14442676138513572
ACH-000408,-0.37130214164379105
ACH-000410,-0.4874859796964035
ACH-000411,-0.3189959613853305
ACH-000414,-0.1996606427564931
ACH-000415,-0.3634624619714481
ACH-000416,-0.13998408218069727
ACH-000420,-0.3776429057469696
ACH-000421,-0.4429182150293307
ACH-000424,-0.262659127931684
ACH-000425,-0.16515110179240394
ACH-000426,-0.3618106071953764
ACH-000427,-0.32728024258010124
ACH-000433,-0.3549450602808595
ACH-000435,-0.3043427998298953
ACH-000436,-0.13833759368997708
ACH-000444,-0.39018897534190944
ACH-000445,-0.4688235308674105
ACH-000448,-0.19848373117747556
ACH-000450,-0.18340765250514385
ACH-000452,-0.4202534047723117
ACH-000454,-0.19576859857237228
ACH-000458,-0.2578347556819046
ACH-000459,-0.42710537022853856
ACH-000460,-0.08580706220582902
ACH-000461,-0.15434556432512395
ACH-000463,-0.5169472020363974
ACH-000464,-0.14845559669642852
ACH-000466,-0.8303273537017954
ACH-000467,-0.1218073020276645
ACH-000468,-0.030243221403140407
ACH-000469,-0.17716003925307594
ACH-000470,-0.19427206631751492
ACH-000471,-0.4045823499806804
ACH-000472,-0.06339917725469822
ACH-000473,-0.2568303064022093
ACH-000475,-0.13427434042714995
ACH-000476,-0.3146814843057528
ACH-000477,-0.11462843209874175
ACH-000479,-0.15369746083155844
ACH-000480,-0.023571921148809703
ACH-000481,-0.3164233354568184
ACH-000483,-0.31349320120273544
ACH-000484,-0.4844729801664942
ACH-000485,0.03593052667820301
ACH-000486,-0.3362721160179296
ACH-000487,-0.09318054769474043
ACH-000488,-0.15635852773686745
ACH-000490,-0.1755985323651049
ACH-000491,-0.10521683599380846
ACH-000495,-0.2201993845490432
ACH-000496,-0.30109235034985576
ACH-000499,-0.31569486521861817
ACH-000500,0.0035056325833973416
ACH-000502,-0.404211699111016
ACH-000503,-0.21727872693658049
ACH-000505,-0.16401028804995685
ACH-000507,-0.171849176293869
ACH-000510,-0.2599243340260272
ACH-000511,-0.21216286908343068
ACH-000512,-0.16322246784388147
ACH-000516,-0.5212059367060841
ACH-000517,-0.4090356754106697
ACH-000518,-0.3519511185466148
ACH-000520,-0.303685535725445
ACH-000521,-0.4924730435495702
ACH-000522,-0.2828194519426372
ACH-000524,-0.3028180153467082
ACH-000527,-0.24713453166776786
ACH-000528,-0.4274317167811934
ACH-000537,-0.2910640441197179
ACH-000541,-0.3381640189011484
ACH-000542,-0.3876594005458028
ACH-000544,-0.41965471449741604
ACH-000545,-0.22989077112020925
ACH-000547,-0.18709785688328173
ACH-000548,-0.21039296871007795
ACH-000549,-0.4761048644869548
ACH-000550,-0.35717882141373203
ACH-000552,-0.2496747432939853
ACH-000556,-0.15033443062595955
ACH-000557,0.01004914961417247
ACH-000569,-0.18178144765688334
ACH-000570,-0.38578140884413903
ACH-000571,-0.20254763480600196
ACH-000573,-0.2353288615008436
ACH-000576,0.02357254667839223
ACH-000579,-0.09031798235349488
ACH-000580,-0.21386509423619132
ACH-000584,-0.12955368182156207
ACH-000585,-0.22051794950628328
ACH-000588,-0.2942790025622172
ACH-000589,0.034032543308321686
ACH-000591,-0.21888975183386844
ACH-000593,-0.2732422682619321
ACH-000600,-0.21742519162812776
ACH-000601,-0.13806522758419648
ACH-000605,-0.07817021411716778
ACH-000606,-0.16056047853059607
ACH-000608,-0.14185912150206093
