,ARFRP1 (10139)
ACH-000004,-0.4074410043445713
ACH-000005,-0.4473943375255924
ACH-000007,-0.4169655377308273
ACH-000009,-0.4191364011314738
ACH-000011,-0.7626297508487212
ACH-000012,-0.3227454994641864
ACH-000013,-0.3621231867137753
ACH-000014,-0.4565945323853664
ACH-000015,-0.5983005964068563
ACH-000017,-0.26582910803634524
ACH-000018,-0.5270511261736709
ACH-000019,-0.4881432741953125
ACH-000021,-1.0005704864735634
ACH-000022,-0.3515591726771464
ACH-000025,-0.5382154954101362
ACH-000028,-0.4255996321288005
ACH-000030,-0.5605824341967095
ACH-000035,-0.05668439385603395
ACH-000036,-0.4552538845598557
ACH-000037,-0.21190764851337707
ACH-000039,-0.6872200928613685
ACH-000040,-0.7421173653759088
ACH-000041,-0.3763076559042495
ACH-000042,-0.4618136679244111
ACH-000045,-0.6745708317189247
ACH-000047,-0.6933963766057291
ACH-000052,-0.6719211455419918
ACH-000053,-0.9784613338145436
ACH-000054,-0.7352310432955438
ACH-000055,-0.5395916925298232
ACH-000060,-0.869539161666477
ACH-000067,-0.5239452657618244
ACH-000070,-0.6633334858916301
ACH-000075,-0.7456245358703352
ACH-000078,-0.547887956121173
ACH-000082,-0.8234742421548975
ACH-000085,-0.5699883713339322
ACH-000086,-0.6601664993470574
ACH-000087,-0.7674023934435129
ACH-000092,-0.8498830661889858
ACH-000095,-0.5964640917598794
ACH-000097,-0.26185966231509195
ACH-000098,-0.5683088903414929
ACH-000099,-0.6978877183355375
ACH-000108,-0.5624024483944186
ACH-000113,-0.5196677955679005
ACH-000116,-0.2654028886914356
ACH-000118,-0.7199435768724319
ACH-000120,-0.6760767801907979
ACH-000123,-0.6050191041795228
ACH-000127,-0.5416458787134224
ACH-000128,-0.7197296149288375
ACH-000132,-0.4027269448146192
ACH-000133,-0.7878877563269554
ACH-000137,-0.5720754124615399
ACH-000138,-0.4724272113682193
ACH-000142,-0.4585737160789273
ACH-000143,-0.6082583090034657
ACH-000146,-0.32745446218509794
ACH-000148,-0.6822522468708524
ACH-000150,-0.7647557151581755
ACH-000152,-0.6735644343714143
ACH-000153,-0.39946319812709896
ACH-000159,-0.4990519542807959
ACH-000160,-0.6835834000945219
ACH-000163,-0.529631437628331
ACH-000167,-0.7910918888881956
ACH-000168,-0.6297542125848651
ACH-000169,-0.5125903201135311
ACH-000178,-0.5609204069243421
ACH-000183,-0.8211566788893137
ACH-000188,-0.4680895965892803
ACH-000189,-0.35758949676461194
ACH-000190,-0.9240958974058274
ACH-000198,-0.556931119580686
ACH-000203,-0.3210086922376553
ACH-000204,-0.7173773832347881
ACH-000206,-0.6737436555224178
ACH-000207,-0.7528668992014363
ACH-000208,-0.8358658364594346
ACH-000210,-0.5094863276826778
ACH-000211,-0.7805962643088942
ACH-000215,-0.6350888870806366
ACH-000221,-0.7266510793945342
ACH-000222,-0.33826104415522873
ACH-000223,-0.5813320168487035
ACH-000226,-0.5611197064502643
ACH-000227,-0.7402722784166863
ACH-000228,-0.3946240921919003
ACH-000231,-0.9068621930171556
ACH-000232,-0.6631496533656528
ACH-000233,-0.5425787781926547
ACH-000234,-0.4992247260696078
ACH-000235,-0.4009850090645081
ACH-000237,-0.677859593766183
ACH-000238,-0.3427409429944814
