,PAIP2 (51247)
ACH-000004,0.07650128586329151
ACH-000005,0.017914815850987774
ACH-000007,0.05381132819563258
ACH-000009,0.025088886859885497
ACH-000011,-0.039790285053663284
ACH-000012,0.056491991998655774
ACH-000013,-0.06110538456259849
ACH-000014,0.012718324152893716
ACH-000015,-0.10301700028621616
ACH-000017,0.11239979030299864
ACH-000018,0.027544210185013712
ACH-000019,0.0044271382798535906
ACH-000021,-0.0916582477364092
ACH-000022,0.004985697392816881
ACH-000025,0.11080712105728596
ACH-000028,0.00048301537625110313
ACH-000030,-0.027888152576380783
ACH-000035,0.020155655507637583
ACH-000036,-0.002627386494427287
ACH-000037,-0.029666077076250973
ACH-000039,-0.07507130774505033
ACH-000040,-0.11631320052078528
ACH-000041,-0.005198778028720275
ACH-000042,-0.020962113597791217
ACH-000045,0.005290135318162284
ACH-000047,0.056118338291681384
ACH-000052,-0.09515493219519904
ACH-000053,-0.10406665039156918
ACH-000054,-0.0944947674692008
ACH-000055,-0.15432719163032552
ACH-000060,-0.07520091625023878
ACH-000067,-0.10633628803393197
ACH-000070,0.15494548574025746
ACH-000075,0.08372920699619255
ACH-000078,-0.062000775702625285
ACH-000082,-0.00021518023386422896
ACH-000085,-0.24724198016835156
ACH-000086,0.0378410119632952
ACH-000087,-0.07450313302704359
ACH-000092,0.03194856506876733
ACH-000095,0.029437440215962937
ACH-000097,0.03968925951923615
ACH-000098,-0.05569005715334787
ACH-000099,-0.0884492200163127
ACH-000108,-0.059546736423236615
ACH-000113,-0.05747132552154866
ACH-000116,-0.11022233423033252
ACH-000118,-0.13225820608052474
ACH-000120,0.029597453209560937
ACH-000123,0.05425690178422977
ACH-000127,0.024623015320841272
ACH-000128,-0.006237214976337453
ACH-000132,-0.0930621665657933
ACH-000133,-0.033379113529895935
ACH-000137,-0.06188046421132335
ACH-000138,0.03428029159880816
ACH-000142,-0.004238001497095966
ACH-000143,0.0004943833429425634
ACH-000146,0.07363406745349874
ACH-000148,-0.039384832704755526
ACH-000150,-0.24819218509545446
ACH-000152,-0.048478508317012926
ACH-000153,0.049909197763358566
ACH-000159,0.027444312424491142
ACH-000160,-0.06808867723361671
ACH-000163,-0.15227639153148764
ACH-000167,-0.13515999420620312
ACH-000168,0.06903323235726994
ACH-000169,-0.03934530197732938
ACH-000178,-0.111500172349129
ACH-000183,-0.026756536998785482
ACH-000188,-0.010860734502595686
ACH-000189,-0.13931340739486112
ACH-000190,0.05788338853116017
ACH-000198,0.1498043178287008
ACH-000203,0.10907349966207444
ACH-000204,-0.2456331241836581
ACH-000206,0.007831407533823144
ACH-000207,0.07314141614838797
ACH-000208,-0.049307148570755216
ACH-000210,0.21643220709388544
ACH-000211,-0.04228412919599927
ACH-000215,0.02388881870326507
ACH-000221,0.033436046527192544
ACH-000222,-0.12207299918963675
ACH-000223,0.05482409455668453
ACH-000226,0.07604919909479918
ACH-000227,-0.08333704225172897
ACH-000228,-0.03566847743844024
ACH-000231,-0.034738606011510666
ACH-000232,-0.08534072632272335
ACH-000233,-0.09852018319435388
ACH-000234,-0.04247168550990856
ACH-000235,0.013005353648633491
ACH-000237,-0.030016860303122183
ACH-000238,-0.07713106622488074
ACH-000242,-0.3374620110605588
ACH-000243,-0.09344177372772247
ACH-000244,0.04398730652570116
ACH-000246,-0.04455219340313965
ACH-000248,0.07744379621389706
ACH-000250,-0.03598739720832715
ACH-000251,-0.09596402680396954
ACH-000252,0.0028952861870613304
ACH-000253,-0.11398282608776758
ACH-000255,-0.09164507174987713
ACH-000256,-0.18352297844226576
ACH-000257,-0.036894726221068035
ACH-000258,-0.049812166331107695
ACH-000259,-0.13438479416351598
ACH-000260,0.06948506397472658
ACH-000261,-0.13159046062351965
ACH-000262,0.1308645349100254
ACH-000263,-0.14509255351620096
ACH-000264,-0.19696344710339106
ACH-000265,-0.06191074389727956
ACH-000266,-0.09809421855390256
ACH-000272,-0.02917204595723482
ACH-000274,-0.12164177060411595
ACH-000277,-0.11813820578251748
ACH-000278,0.15073473633064055
ACH-000279,-0.02734428748724791
ACH-000280,-0.011811188778326995
ACH-000281,-0.04918870449278647
