,SUMO2 (6613)
ACH-000004,-0.514429338972059
ACH-000005,-0.2963171817973708
ACH-000007,-0.3409114643397977
ACH-000009,-0.5315233941391614
ACH-000011,-0.6126367894337867
ACH-000012,-0.3969716136479999
ACH-000013,-0.266963067065962
ACH-000014,-0.6196037842903106
ACH-000015,-0.49624359822387004
ACH-000017,-0.622661610739494
ACH-000018,-0.8302083805159511
ACH-000019,-0.768144985002512
ACH-000021,-0.3728823167489832
ACH-000022,-0.5885177400987708
ACH-000025,-0.5999176098201272
ACH-000028,-0.6046546267466629
ACH-000030,-0.5297514873451385
ACH-000035,-0.5521635631511861
ACH-000036,-0.7686866313367454
ACH-000037,-0.626931113514228
ACH-000039,-0.7358823831807438
ACH-000040,-0.6425799869646707
ACH-000041,-0.5807599663984991
ACH-000042,-0.4595112994253899
ACH-000045,-0.4342060575016182
ACH-000047,-0.5212098314472293
ACH-000052,-0.6189389675809992
ACH-000053,-0.4986513478463844
ACH-000054,-0.6454076795292779
ACH-000055,-0.7795396320950233
ACH-000060,-0.6548652668180652
ACH-000067,-0.6923288498374194
ACH-000070,-0.4910034478937645
ACH-000075,-0.7623040361936371
ACH-000078,-0.4963180819496624
ACH-000082,-0.7283465217477147
ACH-000085,-0.4351645509340976
ACH-000086,-0.5789095629967829
ACH-000087,-0.6528787566600841
ACH-000092,-0.6998948959093542
ACH-000095,-0.4181046248309351
ACH-000097,-0.7443695138919577
ACH-000098,-0.5941830262476996
ACH-000099,-0.5609085045057699
ACH-000108,-0.4865216802397454
ACH-000113,-0.4680600149457375
ACH-000116,-0.5503075866903092
ACH-000118,-0.5601668971210376
ACH-000120,-0.5578621675938326
ACH-000123,-0.5454345500749156
ACH-000127,-0.4742171320668289
ACH-000128,-0.6883400268863666
ACH-000132,-0.5303668670988684
ACH-000133,-0.6082883880605187
ACH-000137,-0.5302261193769701
ACH-000138,-0.7288518752613018
ACH-000142,-0.7011834114040494
ACH-000143,-0.618346591273095
ACH-000146,-0.34030865820322603
ACH-000148,-0.5216989632304642
ACH-000150,-0.4819216284913138
ACH-000152,-0.7244560741558387
ACH-000153,-0.6895526386964864
ACH-000159,-0.7205075225437221
ACH-000160,-0.4318694986059654
ACH-000163,-0.8045062433629114
ACH-000167,-0.7033172174264748
ACH-000168,-0.5484851487221087
ACH-000169,-0.7096382172682519
ACH-000178,-0.697736145443232
ACH-000183,-0.5755499428546684
ACH-000188,-0.5753595644706202
ACH-000189,-0.8378943730939181
ACH-000190,-0.6860796857504547
ACH-000198,-0.636829578541434
ACH-000203,-0.7929361905489731
ACH-000204,-0.8703708052568044
ACH-000206,-0.4937304590067826
ACH-000207,-0.3671880054624884
ACH-000208,-0.5283997981234694
ACH-000210,-0.6345716864983527
ACH-000211,-0.7304791123711917
ACH-000215,-0.4760070429330299
ACH-000221,-0.37487267308008493
ACH-000222,-0.5933782725258833
ACH-000223,-0.6804720761882174
ACH-000226,-0.6706171726064375
ACH-000227,-0.4238130539099931
ACH-000228,-0.4168223982049015
ACH-000231,-0.7068012084667323
ACH-000232,-0.6592828815872621
ACH-000233,-0.4936055238492497
ACH-000234,-0.6366647356362996
ACH-000235,-0.7625451493856241
ACH-000237,-0.5885688667364796
ACH-000238,-0.4701052254566737
ACH-000242,-0.5008774356708647
ACH-000243,-0.5821092913737876
ACH-000244,-0.7972418973886444
ACH-000246,-0.4846212744537022
ACH-000248,-0.6514095985122103
ACH-000250,-0.7602175076096486
ACH-000251,-0.6948452005947845
ACH-000252,-0.63750565490796
ACH-000253,-0.6225244810675711
ACH-000255,-0.5901150579930415
ACH-000256,-0.6341940723251921
ACH-000257,-0.5898182275255146
ACH-000258,-0.7354659604690787
ACH-000259,-0.5287489047909683
ACH-000260,-0.6124850816150624
ACH-000261,-0.6384658438328282
ACH-000262,-0.4494363020161433
ACH-000263,-0.3385883802995365
ACH-000264,-0.765606175898687
ACH-000265,-0.4200376984717463
ACH-000266,-0.5704378576502332
ACH-000272,-0.5362104841473833
ACH-000274,-0.65803746046197
ACH-000277,-0.4632679097449306
ACH-000278,-0.476753855757138
ACH-000279,-0.6532694968517779
ACH-000280,-0.4864964840113614
ACH-000281,-0.7282642761785385
ACH-000288,-0.5271125982399569
ACH-000291,-0.6493148494982397
ACH-000293,-0.3909047025926904
ACH-000294,-0.4193552810485031
ACH-000295,-0.4199328168506701
ACH-000296,-0.7101942886589542
ACH-000302,-0.17797995742087647
ACH-000304,-0.5405690405015906
ACH-000307,-0.4075387105878621
ACH-000308,-0.6384664594791847
ACH-000310,-0.4591988131297876
ACH-000311,-0.5425414829535835
ACH-000312,-0.5988488835046346
ACH-000315,-0.4143066355927976
ACH-000316,-0.5135768711724156
ACH-000317,-0.5005936844847997
ACH-000318,-0.5159248714781187
ACH-000319,-0.6577774290377436
ACH-000320,-0.7302666100732471
ACH-000322,-1.0308818362524406
ACH-000323,-0.7774211611321846
ACH-000324,-0.4356439312944549
ACH-000329,-0.6263815088291049
ACH-000330,-0.8458353569041025
ACH-000331,-0.5799641554657984
ACH-000332,-0.478769931737815
ACH-000334,-0.6777968935247037
ACH-000335,-0.4780538393658614
ACH-000336,-0.5518823361913865
ACH-000337,-0.4619967285672869
ACH-000338,-0.8661493009934041
ACH-000339,-0.6166183357401759
ACH-000341,-0.4962076093791086
ACH-000348,-0.658372120096578
ACH-000350,-0.3067443550962776
ACH-000352,-0.8593018514514945
ACH-000356,-0.4708025021282902
ACH-000361,-0.43425679363844377
ACH-000362,-0.3475524084813496
ACH-000363,-0.5802370158577312
ACH-000364,-0.7045225892867992
ACH-000365,-0.3572324968630245
ACH-000366,-0.6526593520132355
ACH-000368,-0.5317551890374399
ACH-000374,-0.6427530137242708
ACH-000375,-0.7370370789300706
ACH-000376,-0.5213426186833516
ACH-000381,-0.6259741389865621
ACH-000383,-0.6498498348172237
ACH-000387,-0.506849595304437
ACH-000389,-0.7775690859884077
ACH-000390,-0.4590695334927971
ACH-000393,-0.7583573323696443
ACH-000395,-0.8912033780620938
ACH-000396,-0.4874809997336025
ACH-000397,-0.4086369033291743
ACH-000401,-0.8747275185927572
ACH-000402,-0.8175419442040038
ACH-000403,-0.662350383411756
ACH-000404,-0.5608814362455232
ACH-000406,-0.2932923152679907
ACH-000407,-0.6480594574951903
ACH-000408,-0.641519588846034
ACH-000410,-0.4847536777884428
ACH-000411,-0.5733383721534523
ACH-000414,-0.5419526355629539
ACH-000415,-0.5005834203157978
ACH-000416,-0.7361342629854497
ACH-000420,-0.5843921885847807
ACH-000421,-0.4047783111458607
ACH-000424,-0.554559868523487
ACH-000425,-0.9654164651955424
ACH-000426,-0.613853403763677
ACH-000427,-0.4962820923511632
ACH-000433,-0.7800054707759193
ACH-000435,-0.8787792411492454
ACH-000436,-0.6260818281863946
ACH-000444,-0.8670550457035909
ACH-000445,-0.716832769323452
ACH-000448,-0.3983355809477525
ACH-000450,-0.7696763477496121
ACH-000452,-0.5399314356347379
ACH-000454,-0.6323142827508684
ACH-000458,-0.6360756915776324
ACH-000459,-0.4281619575296772
ACH-000460,-0.4867373570389148
ACH-000461,-0.6333992264528596
ACH-000463,-0.7041620671394784
ACH-000464,-0.7141542474836533
ACH-000466,-0.6752189262697736
ACH-000467,-0.739708307143484
ACH-000468,-0.5920109316853271
ACH-000469,-0.5698132406412694
ACH-000470,-0.6553596332576394
ACH-000471,-0.5141047577913097
ACH-000472,-0.43225762986876975
ACH-000473,-0.33451224614231895
ACH-000475,-0.6116853879264269
ACH-000476,-0.6345641739057694
ACH-000477,-0.6545926811053625
ACH-000479,-0.4403659322821606
ACH-000480,-0.5533071099357615
ACH-000481,-0.6108738111878931
ACH-000483,-0.1761311882098803
ACH-000484,-0.7406842569770703
ACH-000485,-0.615093986612449
ACH-000486,-0.6393076465259194
ACH-000487,-0.4944716750031537
ACH-000488,-0.3743203170993347
ACH-000490,-0.6663449008074177
ACH-000491,-0.6282323132405615
ACH-000495,-0.5457107203339243
ACH-000496,-0.5093950715621893
ACH-000499,-0.5699946507913168
ACH-000500,-0.4787319900271402
ACH-000502,-0.5942737099908215
ACH-000503,-0.7263427518930341
ACH-000505,-0.497318616820819
ACH-000507,-0.6576681890878917
ACH-000510,-0.4146033811626525
ACH-000511,-0.6766474000267443
ACH-000512,-0.6735904663813801
ACH-000516,-0.4947669789375192
ACH-000517,-0.6231224020821353
ACH-000518,-0.15322605538107886
ACH-000520,-0.6383873092635259
ACH-000521,-0.7141756892647421
ACH-000522,-0.7660172236281225
ACH-000524,-0.6686172385523929
ACH-000527,-0.5038432633727586
ACH-000528,-0.7945271869241011
ACH-000537,-0.7265026420176697
ACH-000541,-0.4481455252147895
ACH-000542,-0.5460689583933819
ACH-000544,-0.7924978461147123
ACH-000545,-0.6625258800172041
ACH-000547,-0.48639478855567797
ACH-000548,-0.6805034896057265
ACH-000549,-0.7628103160626302
ACH-000550,-0.7763426145003282
ACH-000552,-0.7826773679977834
ACH-000556,-0.6125565028460156
ACH-000557,-0.14523309897093808
ACH-000569,-0.5033585599327138
ACH-000570,-0.7528843193125575
ACH-000571,-0.4968893251262829
ACH-000573,-0.744849164578466
ACH-000576,-0.6377594741179831
ACH-000579,-0.6815734411405049
ACH-000580,-0.5579897718091313
ACH-000584,-0.5750387025420702
ACH-000585,-0.3681775230452852
ACH-000588,-0.6780917222909623
ACH-000589,-0.6368875267590479
ACH-000591,-0.35459207941632365
ACH-000593,-0.4883592055470788
ACH-000600,-0.6453730730940169
ACH-000601,-0.5239041203346948
ACH-000605,-0.3997376044673594
ACH-000606,-0.7439491052746786
ACH-000608,-0.3961971796953637
ACH-000614,-0.2901285501571499
ACH-000616,-0.5537179170502156
ACH-000618,-0.4600540311077192
ACH-000619,-0.5345623654754279
ACH-000620,-0.5618691974265114
ACH-000621,-0.5372946025074478
ACH-000622,-0.5943813994874068
ACH-000623,-0.4032248297889915
ACH-000624,-0.6844094291210473
ACH-000627,-0.6869099968946937
ACH-000630,-0.6314417727722417
ACH-000631,-0.7047276282089746
ACH-000632,-0.4152524997847497
ACH-000633,-0.3947493599613428
ACH-000637,-0.477071947127144
ACH-000638,-0.4693074105718229
ACH-000646,-0.6344424953755784
ACH-000647,-0.6952643219791238
ACH-000648,-0.4828895074480519
ACH-000649,-0.5871397744216448
ACH-000651,-0.35346979816578744
ACH-000652,-0.6636103374014549
ACH-000653,-0.6019360234286361
ACH-000657,-0.5055741455579363
ACH-000658,-0.5269118543626233
ACH-000661,-0.7765854653449096
ACH-000662,-0.7420380174395855
ACH-000663,-0.6279504875228047
ACH-000665,-0.5364373010217472
ACH-000671,-0.35329838474335146
