,ELSPBP1 (64100)
ACH-000004,-0.00454106522984702
ACH-000005,-0.13000748218098304
ACH-000007,-0.07276895808152642
ACH-000009,-0.002237236795505267
ACH-000011,0.0807127672790463
ACH-000012,-0.06134376677852585
ACH-000013,-0.1868237228341713
ACH-000014,0.048205516493232514
ACH-000015,-0.12669276583321867
ACH-000017,0.1169044923400828
ACH-000018,0.004643819408446284
ACH-000019,-0.07943348319162037
ACH-000021,0.002714401180460397
ACH-000022,0.019914689638997916
ACH-000025,0.1799425911134968
ACH-000028,-0.06929961407386276
ACH-000030,-0.039646616246804434
ACH-000035,-0.07744206707776452
ACH-000036,-0.0028738024774037463
ACH-000037,0.1758204936272423
ACH-000039,0.026651445680828924
ACH-000040,0.13340105089649348
ACH-000041,-0.07172790194221415
ACH-000042,0.08702305338056253
ACH-000045,0.08646718990865085
ACH-000047,0.011932975395339109
ACH-000052,0.06339998836240175
ACH-000053,-0.238781334227152
ACH-000054,-0.07415200549153303
ACH-000055,0.035583911458136115
ACH-000060,0.10735413292821153
ACH-000067,-0.10883135257725138
ACH-000070,0.029342213858827664
ACH-000075,0.07846300146252966
ACH-000078,0.14806092914269844
ACH-000082,0.08229079128188377
ACH-000085,-0.16503481668124947
ACH-000086,0.02793759866928522
ACH-000087,-0.055704143493288165
ACH-000092,0.03457223495965032
ACH-000095,0.016183393080295462
ACH-000097,-0.06640562048715212
ACH-000098,-0.15009693511814318
ACH-000099,-0.034891687801972056
ACH-000108,-0.0008603677190300782
ACH-000113,-0.00574232343972114
ACH-000116,0.013484454625237013
ACH-000118,0.04823902297325088
ACH-000120,0.07980833094710689
ACH-000123,-0.026773766135446443
ACH-000127,-0.03821065865974664
ACH-000128,-0.0544457534542698
ACH-000132,0.046907585765056256
ACH-000133,0.04514554968673515
ACH-000137,-0.11951113049728646
ACH-000138,-0.05963508610358158
ACH-000142,-0.05554719802301579
ACH-000143,-0.043235018657062085
ACH-000146,-0.014594103873941344
ACH-000148,0.022103401876540932
ACH-000150,-0.06898816067544908
ACH-000152,0.034386226132985365
ACH-000153,0.007948221942127081
ACH-000159,-0.011827021500590434
ACH-000160,-0.11612508978855927
ACH-000163,0.03597057384641757
ACH-000167,-0.05015735065956296
ACH-000168,-0.17674984790388007
ACH-000169,0.04166203092496792
ACH-000178,0.07564198025748507
ACH-000183,-0.13746670334883646
ACH-000188,-0.053931921154123263
ACH-000189,-0.09207408448073304
ACH-000190,0.030828285228724175
ACH-000198,-0.0571664240561752
ACH-000203,-0.07529494739085635
ACH-000204,-0.1305640859535214
ACH-000206,-0.011863372726064322
ACH-000207,-0.027694782080506613
ACH-000208,0.2184479707903278
ACH-000210,-0.15105858673743053
ACH-000211,0.010502708785335556
ACH-000215,0.038611732552872965
ACH-000221,-0.09087856412227976
ACH-000222,0.18422174607461286
ACH-000223,0.12290769886715727
ACH-000226,-0.02712471957454764
ACH-000227,-0.031955483752568466
ACH-000228,-0.07845294684494493
ACH-000231,0.0786701692687613
ACH-000232,-0.03498727501116807
ACH-000233,-0.022206579449757912
ACH-000234,0.0893231237459071
ACH-000235,0.005182334824268439
ACH-000237,-0.05398714565654127
ACH-000238,0.04798174358562533
ACH-000242,-0.02208992516359776
ACH-000243,0.008487774797677823
