,ATP5L2 (267020)
ACH-000004,-0.06339760811328563
ACH-000005,-0.0035641819890545852
ACH-000007,-0.14949789180462764
ACH-000009,-0.20147039809707465
ACH-000011,-0.2797440321886245
ACH-000012,-0.2509795428359297
ACH-000013,-0.4082476745355461
ACH-000014,-0.34695016449364424
ACH-000015,-0.16890165880029978
ACH-000017,-0.2389743861673753
ACH-000018,-0.33923067119007944
ACH-000019,-0.27417989008544386
ACH-000021,-0.18832233847574095
ACH-000022,-0.17728163179690604
ACH-000025,-0.2962535368948924
ACH-000028,0.006141990868802186
ACH-000030,-0.2728961473038796
ACH-000035,-0.011567603517459876
ACH-000036,-0.13264556858334947
ACH-000037,-0.22065626894865564
ACH-000039,-0.4611114799122629
ACH-000040,-0.12931785083375208
ACH-000041,-0.3983774352742725
ACH-000042,-0.17030209078244954
ACH-000045,-0.16656994736626118
ACH-000047,-0.3089222519586493
ACH-000052,-0.3382203875144611
ACH-000053,-0.20783398412280926
ACH-000054,-0.1936724711464342
ACH-000055,-0.25925061884753353
ACH-000060,-0.5236601369759813
ACH-000067,-0.0845978724297123
ACH-000070,-0.2949009028643917
ACH-000075,-0.1221195245225874
ACH-000078,-0.3562333512133155
ACH-000082,-0.2696522499201872
ACH-000085,-0.3050494078280681
ACH-000086,-0.1493900980595339
ACH-000087,-0.19564040205987135
ACH-000092,-0.16602566630033233
ACH-000095,-0.2689552242890406
ACH-000097,-0.0818704930144339
ACH-000098,-0.22972196426246885
ACH-000099,-0.373029736793828
ACH-000108,-0.2970032572736075
ACH-000113,-0.2518207472584788
ACH-000116,-0.1612631358375366
ACH-000118,-0.2056405219085412
ACH-000120,-0.3751275845336296
ACH-000123,-0.1514275990617163
ACH-000127,-0.13511029713467004
ACH-000128,0.039224135939284414
ACH-000132,-0.10655026985267804
ACH-000133,-0.14523840501523388
ACH-000137,-0.24592627413770055
ACH-000138,0.01866727614529371
ACH-000142,-0.20244284850878197
ACH-000143,-0.307832329609047
ACH-000146,-0.2810354587522948
ACH-000148,-0.11581788353885393
ACH-000150,-0.07178002536521902
ACH-000152,-0.18782643667822765
ACH-000153,0.10232635507324574
ACH-000159,-0.19110259388014805
ACH-000160,-0.2675477122791783
ACH-000163,-0.1338660642188474
ACH-000167,0.19343545725392905
ACH-000168,-0.17405537874675006
ACH-000169,-0.2433054316209305
ACH-000178,-0.10974580060818677
ACH-000183,-0.13839201199974716
ACH-000188,-0.056691723048526224
ACH-000189,-0.14262283270791248
ACH-000190,-0.10505444890531096
ACH-000198,-0.184909769025402
ACH-000203,-0.24088721657165546
ACH-000204,0.06678149626358157
ACH-000206,-0.20122115713148736
ACH-000207,-0.07846877837183637
ACH-000208,0.23043122204947106
ACH-000210,0.07442054666795082
ACH-000211,-0.2409521171818211
ACH-000215,-0.19608232466629225
ACH-000221,-0.32308747874322913
ACH-000222,-0.2444028801798277
ACH-000223,-0.2399140001064624
ACH-000226,-0.3834177814011941
ACH-000227,-0.4836446330744196
ACH-000228,-0.2664598098964691
ACH-000231,-0.3135790523065651
ACH-000232,-0.3117287947358153
ACH-000233,-0.20295106210162536
ACH-000234,-0.3053581620504889
ACH-000235,-0.1318560987849768
ACH-000237,-0.263094670727844
ACH-000238,-0.1839883286833157
ACH-000242,-0.17898537672922255
ACH-000243,-0.18888249440155888
ACH-000244,-0.11475380056247733
ACH-000246,-0.1070527204560206
ACH-000248,-0.025422010657211176
ACH-000250,-0.21433106007364736
ACH-000251,0.1060484493912362
ACH-000252,-0.3779092109308204
ACH-000253,-0.10534399921001486
ACH-000255,-0.2301929533075941
ACH-000256,-0.25033448940393466
ACH-000257,-0.14681020601818565
ACH-000258,-0.07186290846578257
ACH-000259,-0.3278215688236201
ACH-000260,-0.23307579045298926
ACH-000261,-0.24636302280323724
ACH-000262,-0.23579989817827196
ACH-000263,-0.2913775557409083
ACH-000264,-0.2434170231812154
ACH-000265,-0.1404576451009161
ACH-000266,-0.2345863109995492
ACH-000272,-0.15301787055729266
ACH-000274,-0.3350001845159252
ACH-000277,-0.023658084673617248
ACH-000278,-0.3305294232907641
ACH-000279,-0.25914188342829303
ACH-000280,-0.11162202586303108
ACH-000281,-0.20734790724778085
ACH-000288,-0.1673702656370234
ACH-000291,-0.17354364997580787
ACH-000293,-0.3100221731941468
ACH-000294,-0.10095426898720432
ACH-000295,-0.1205650368850984
ACH-000296,-0.27308404426027005
ACH-000302,-0.18347284517178855
ACH-000304,-0.16868977931540016
ACH-000307,-0.05712190107179785
ACH-000308,-0.19045389840162852
ACH-000310,-0.5729439291427844
ACH-000311,-0.36734896616926094
ACH-000312,-0.3268175314552313
ACH-000315,-0.4189536429460728
ACH-000316,-0.19126294553550655
ACH-000317,-0.2617120781989973
ACH-000318,-0.2972871080916781
ACH-000319,-0.21041809518052992
ACH-000320,-0.0840225052907398
ACH-000322,-0.30188532936839085
ACH-000323,-0.14732943106836
ACH-000324,-0.2316490835313657
ACH-000329,-0.2412565770948667
ACH-000330,-0.18627803800036047
ACH-000331,-0.1903581128158089
ACH-000332,-0.24828721049808666
ACH-000334,0.13866994741369118
ACH-000335,-0.3558489304452309
ACH-000336,-0.01833514195152136
ACH-000337,-0.1917402969737645
ACH-000338,-0.10641704106001393
ACH-000339,-0.06914507640368997
ACH-000341,-0.34389482464595283
ACH-000348,-0.04132630623443952
ACH-000350,-0.24894608773389104
ACH-000352,0.04813446207093642
ACH-000356,-0.1783490167305537
ACH-000361,-0.2189733492088808
ACH-000362,-0.35371595949830337
ACH-000363,-0.2513671996066181
ACH-000364,-0.3277344140214665
ACH-000365,-0.2899406018667021
ACH-000366,-0.09656025761019536
ACH-000368,-0.3944413101904808
ACH-000374,-0.2665053571443367
ACH-000375,-0.06976454317830164
ACH-000376,-0.20226424437583565
ACH-000381,-0.24099823476278134
ACH-000383,-0.13759667673040973
ACH-000387,-0.10703311854675436
ACH-000389,-0.29446490433143513
ACH-000390,-0.14060628465762526
ACH-000393,-0.25850962670257943
ACH-000395,-0.10606727388407287
ACH-000396,-0.37864362816567293
ACH-000397,-0.1531358880523627
ACH-000401,-0.1614438697868157
ACH-000402,-0.3158802431057483
ACH-000403,-0.2030029306193695
ACH-000404,-0.17017827157681095
ACH-000406,-0.17605451610973732
ACH-000407,-0.20080040799813775
ACH-000408,-0.32320873225547714
ACH-000410,-0.12536407670079053
ACH-000411,-0.12180084945724122
ACH-000414,-0.229747754310366
ACH-000415,-0.2199698115984214
ACH-000416,-0.2539099605700768
ACH-000420,-0.1776027408249183
ACH-000421,-0.18667550261819107
ACH-000424,-0.33229024253842426
ACH-000425,-0.19661984846180924
ACH-000426,-0.22407601381834144
ACH-000427,-0.3752764543958793
ACH-000433,0.015670935521592322
ACH-000435,-0.3137809178597055
ACH-000436,-0.2548511424984732
ACH-000444,-0.20567876283368824
ACH-000445,-0.030255362509581288
ACH-000448,-0.2130971116483821
ACH-000450,0.07728125078501834
ACH-000452,-0.2822289815912087
ACH-000454,-0.22423571636389694
ACH-000458,-0.20013452317578756
ACH-000459,-0.22214545171356465
ACH-000460,-0.2166338991739393
ACH-000461,-0.20542764479426265
ACH-000463,-0.20692127897882134
