,NBL1 (4681)
ACH-000004,-0.1337103479612509
ACH-000005,-0.31057940416435165
ACH-000007,-0.2462813099447321
ACH-000009,-0.10999640454250756
ACH-000011,-0.09314927922828456
ACH-000012,-0.2431268254040657
ACH-000013,-0.13309446185636226
ACH-000014,-0.15577380866176066
ACH-000015,-0.08066905894455109
ACH-000017,-0.2492583504348625
ACH-000018,-0.09673463677595104
ACH-000019,-0.02769943522689155
ACH-000021,-0.05414398908087635
ACH-000022,0.029432410384102624
ACH-000025,-0.12993277473789935
ACH-000028,-0.07973204092107455
ACH-000030,-0.129642092869624
ACH-000035,-0.35762896662232124
ACH-000036,-0.10343299180195503
ACH-000037,-0.13191574159151834
ACH-000039,-0.3523271027637712
ACH-000040,-0.12863066338845502
ACH-000041,-0.21352832778037675
ACH-000042,-0.10634093342426254
ACH-000045,-0.19776583610239395
ACH-000047,0.0016117692699710244
ACH-000052,-0.14359999576292887
ACH-000053,-0.27852841824915603
ACH-000054,-0.20964651404084836
ACH-000055,-0.26966179889912995
ACH-000060,-0.14238380281140556
ACH-000067,-0.2312788271319436
ACH-000070,-0.1617439519105538
ACH-000075,-0.07323462546288423
ACH-000078,-0.10465492359044093
ACH-000082,-0.11650277534119233
ACH-000085,-0.017567059372657484
ACH-000086,-0.1685268937110966
ACH-000087,0.00138863301104536
ACH-000092,-0.30814915623796624
ACH-000095,-0.0759172705202921
ACH-000097,-0.030789156599916663
ACH-000098,-0.12303033652831755
ACH-000099,-0.1979202250174744
ACH-000108,-0.11159498747833707
ACH-000113,-0.202640711550282
ACH-000116,-0.1556904899014722
ACH-000118,-0.09518368729628307
ACH-000120,-0.1882465222510978
ACH-000123,-0.14097366826838315
ACH-000127,-0.18093831927153067
ACH-000128,-0.22299933515059805
ACH-000132,-0.109271155799156
ACH-000133,-0.1489607232294591
ACH-000137,-0.13416463288366026
ACH-000138,-0.11818269622042772
ACH-000142,-0.3855760428359854
ACH-000143,-0.2571096940958885
ACH-000146,0.003472337534266289
ACH-000148,-0.236804235503597
ACH-000150,-0.3848548923258094
ACH-000152,-0.4499118477351465
ACH-000153,0.04954230539064793
ACH-000159,-0.21556502207503475
ACH-000160,-0.04500437248282491
ACH-000163,-0.06756004582223489
ACH-000167,-0.24643114341781344
ACH-000168,-0.13985291989171372
ACH-000169,-0.05005073292787548
ACH-000178,-0.06184061538018064
ACH-000183,0.02900116303437492
ACH-000188,-0.2348189181930383
ACH-000189,-0.1269804486784881
ACH-000190,-0.42749218126007255
ACH-000198,0.0010701296991164325
ACH-000203,-0.13944903626839936
ACH-000204,-0.3965754837126392
ACH-000206,-0.02998402821676678
ACH-000207,-0.08765279786875849
ACH-000208,-0.3686921184001725
ACH-000210,-0.04254378746366818
ACH-000211,-0.0922284724890478
ACH-000215,-0.06338104701165133
ACH-000221,-0.1994667586669876
ACH-000222,0.06706636110484213
ACH-000223,-0.09492287162514493
ACH-000226,-0.0954265094023212
ACH-000227,-0.1040073726438979
ACH-000228,0.07893696495775547
ACH-000231,-0.21313882402527354
ACH-000232,-0.22136418658342005
ACH-000233,-0.1005288671507558
ACH-000234,-0.1855150133765192
ACH-000235,-0.07810567364349798
ACH-000237,-0.2469208796483472
ACH-000238,-0.25839810222329984
ACH-000242,-0.04042147727244325
ACH-000243,-0.14396235665193527
ACH-000244,-0.12276981053246305
ACH-000246,-0.14413695205795138
ACH-000248,-0.3092576849234873
ACH-000250,-0.09404472641331936
ACH-000251,-0.0033535226511217605
ACH-000252,-0.09197863378868423
ACH-000253,-0.22599070362828916
ACH-000255,-0.08187294345072142
ACH-000256,-0.10517825175824076
ACH-000257,-0.09757390090622377
ACH-000258,-0.21919281343198152
ACH-000259,-0.08731235798358992
ACH-000260,-0.11227840601305973
ACH-000261,-0.049994206442566316
ACH-000262,-0.03306151903905586
ACH-000263,-0.23841071936429814
ACH-000264,-0.15721640655250305
ACH-000265,-0.028598751204464107
ACH-000266,-0.15079114631183488
ACH-000272,-0.06771549505324025
ACH-000274,-0.26077935459442997
ACH-000277,-0.1722030914391174
ACH-000278,-0.08461029040247592
ACH-000279,-0.27592797999882057
ACH-000280,-0.03731336105472935
ACH-000281,-0.209261521606468
ACH-000288,-0.19549710081915364
ACH-000291,-0.13919451825669374
ACH-000293,-0.12208617320097205
ACH-000294,-0.07403111069057194
ACH-000295,-0.10427268500590993
ACH-000296,-0.15773576234299644
ACH-000302,-0.15680503072488675
ACH-000304,-0.291680162409062
ACH-000307,-0.06949758158086522
ACH-000308,-0.062360046578310575
ACH-000310,0.020489814007327464
ACH-000311,-0.2306347766911732
ACH-000312,-0.16341406937978645
ACH-000315,-0.11210653579497007
ACH-000316,-0.1786074587376083
ACH-000317,-0.07876399855768784
ACH-000318,-0.08035175813113601
ACH-000319,-0.2634020794306905
ACH-000320,-0.08546918316704102
ACH-000322,-0.1390419136279938
ACH-000323,-0.12339093058446178
ACH-000324,-0.12977469676824027
ACH-000329,-0.2442524732926233
ACH-000330,-0.0607434441665401
ACH-000331,-0.19488289466618686
ACH-000332,-0.0907700534735772
ACH-000334,-0.1804216481596593
ACH-000335,0.007938067915746722
ACH-000336,-0.2305986279944125
ACH-000337,-0.11480943830735454
ACH-000338,0.025003395767076497
ACH-000339,-0.0578554737521645
ACH-000341,-0.19153697102678416
ACH-000348,-0.16229723164103532
ACH-000350,-0.0006622725533783
ACH-000352,-0.11958627959604105
ACH-000356,-0.14581399467887124
ACH-000361,-0.3447599985356594
ACH-000362,-0.08985503529063273
ACH-000363,-0.15421101790379074
ACH-000364,-0.017864933916924203
ACH-000365,-0.2456857201398701
ACH-000366,-0.18303717775399708
ACH-000368,-0.23105110465813725
ACH-000374,-0.06984532778618995
ACH-000375,-0.21735295425296133
ACH-000376,-0.19568744282306888
ACH-000381,-0.12166824674899487
ACH-000383,-0.11186168758967904
ACH-000387,-0.1177324977227096
ACH-000389,-0.11345642118728412
ACH-000390,-0.1491052766904866
ACH-000393,-0.10694844032250272
ACH-000395,-0.021464613303757468
ACH-000396,-0.4671074940892528
ACH-000397,-0.07261754891779823
ACH-000401,-0.2714770960618013
ACH-000402,-0.09817330392536594
ACH-000403,-0.11862630741796565
ACH-000404,-0.058053140851458324
ACH-000406,-0.1854741871507284
ACH-000407,-0.1915105299017703
ACH-000408,-0.21215009368485324
ACH-000410,-0.0519612092099423
ACH-000411,-0.1349615454391214
ACH-000414,-0.08305253335931367
ACH-000415,-0.21401223817593915
ACH-000416,-0.23252857793028925
ACH-000420,-0.08383472484000005
ACH-000421,-0.0022441533363943677
ACH-000424,-0.1925783151079743
ACH-000425,-0.17742533339128808
ACH-000426,-0.09872731602550547
ACH-000427,-0.058058558112006914
ACH-000433,-0.2147582737530216
ACH-000435,-0.15406076401818464
ACH-000436,-0.2102205035846169
ACH-000444,-0.03838680554651698
ACH-000445,-0.14746832631233814
ACH-000448,-0.13321476823006131
