,PPP1R3A (5506)
ACH-000004,0.1176813064944592
ACH-000005,0.18687337979407334
ACH-000007,0.06861266762308124
ACH-000009,0.17006616800353874
ACH-000011,0.13345818512181915
ACH-000012,0.2166351229898699
ACH-000013,0.2581316450504336
ACH-000014,0.03335345640241185
ACH-000015,0.2462098500477126
ACH-000017,0.17223664207587452
ACH-000018,0.23457621492515915
ACH-000019,0.23447517518020586
ACH-000021,0.04762844332728117
ACH-000022,0.10841966366233846
ACH-000025,0.1217718819456758
ACH-000028,0.2514578903924291
ACH-000030,0.1645938258939924
ACH-000035,0.1325697127022754
ACH-000036,0.18766214009584
ACH-000037,0.2645759791814816
ACH-000039,0.34076947410969977
ACH-000040,0.2081443373125372
ACH-000041,0.16057063086099102
ACH-000042,0.12670687336148845
ACH-000045,0.16112143682754687
ACH-000047,0.2038424461655118
ACH-000052,0.09501164667269953
ACH-000053,0.16195376626192062
ACH-000054,0.12642201046019222
ACH-000055,0.19365052476364272
ACH-000060,0.08865488599701005
ACH-000067,0.04636155637839828
ACH-000070,0.16218285770244895
ACH-000075,0.13194870372316111
ACH-000078,0.2648412365442147
ACH-000082,0.2104161312300281
ACH-000085,0.31063333086543043
ACH-000086,0.251639414627284
ACH-000087,0.16814475987468486
ACH-000092,0.2322573051519617
ACH-000095,0.14815245549468387
ACH-000097,0.20997993301808868
ACH-000098,0.13273802982160732
ACH-000099,0.2044857622527664
ACH-000108,0.15404204226261606
ACH-000113,0.07730485996820069
ACH-000116,0.13892717211130645
ACH-000118,0.1841752754434716
ACH-000120,0.2617835600156295
ACH-000123,0.16556564006708235
ACH-000127,0.16124809127386494
ACH-000128,0.14205362369410302
ACH-000132,0.22482836850624466
ACH-000133,0.14215835350859146
ACH-000137,0.2035977474776514
ACH-000138,0.1067982605930728
ACH-000142,0.13001537070402328
ACH-000143,0.2364458720543285
ACH-000146,0.15490374701702125
ACH-000148,0.24046354291301736
ACH-000150,0.24253694966840586
ACH-000152,0.19764011187624386
ACH-000153,0.2507191368286973
ACH-000159,0.09363671478342976
ACH-000160,0.05596184847301852
ACH-000163,0.20451161727392675
ACH-000167,0.014833876663525187
ACH-000168,0.23805777966264846
ACH-000169,0.19507263349586745
ACH-000178,0.13051398367552727
ACH-000183,0.17973385588420174
ACH-000188,0.1377013844876782
ACH-000189,0.10693071781023428
ACH-000190,0.07353229714502936
ACH-000198,0.10171810437758676
ACH-000203,-0.07777427404794722
ACH-000204,0.17944662236758752
ACH-000206,0.1290807382717184
ACH-000207,0.16186808405964567
ACH-000208,0.2684720560894365
ACH-000210,0.3358625063297301
