,SCTR (6344)
ACH-000004,0.026762946731456315
ACH-000005,-0.06719346979403089
ACH-000007,-0.28464071132129753
ACH-000009,-0.07071089596940232
ACH-000011,-0.14320786255382714
ACH-000012,-0.15276994132473776
ACH-000013,-0.11997571843379175
ACH-000014,-0.20012532023436572
ACH-000015,-0.2046856599530732
ACH-000017,-0.2571677459693324
ACH-000018,-0.3646571744312056
ACH-000019,-0.04288435173902673
ACH-000021,0.032595774786582335
ACH-000022,-0.29438498661793244
ACH-000025,-0.09025931600259246
ACH-000028,-0.16067648940541385
ACH-000030,-0.15706692730326846
ACH-000035,-0.253277522207519
ACH-000036,-0.0550144763493046
ACH-000037,-0.32073215917915265
ACH-000039,-0.39993052142487145
ACH-000040,-0.08100661083806965
ACH-000041,-0.16299786865426194
ACH-000042,-0.11962472927393362
ACH-000045,-0.17752462361567942
ACH-000047,-0.20385364722334864
ACH-000052,-0.4256943159781313
ACH-000053,-0.24573609122837475
ACH-000054,-0.14508091442965504
ACH-000055,-0.2869940711375635
ACH-000060,-0.2415410727795633
ACH-000067,-0.19301017464554948
ACH-000070,-0.17353507093633366
ACH-000075,-0.1875756111280542
ACH-000078,-0.1359229014915502
ACH-000082,-0.21445877719626344
ACH-000085,-0.2137828025486639
ACH-000086,-0.1073088592414598
ACH-000087,-0.12168579298960007
ACH-000092,-0.280644501392222
ACH-000095,-0.11819131868674332
ACH-000097,-0.11693216649127168
ACH-000098,-0.2742802221913949
ACH-000099,-0.08556561117476935
ACH-000108,-0.09089122741211453
ACH-000113,-0.14099698747033398
ACH-000116,-0.16585096051642584
ACH-000118,-0.15840633541403407
ACH-000120,-0.16598469587768575
ACH-000123,-0.18924878239998133
ACH-000127,-0.19277355055448508
ACH-000128,-0.1355767349208691
ACH-000132,-0.02782522778973131
ACH-000133,-0.16294312160149746
ACH-000137,-0.1291364659819395
ACH-000138,-0.16669016437875486
ACH-000142,-0.21695865285590296
ACH-000143,-0.17285616254643854
ACH-000146,-0.2740947336197633
ACH-000148,0.06835790636044374
ACH-000150,-0.1261808806935299
ACH-000152,-0.23024131354552946
ACH-000153,-0.1408943991934097
ACH-000159,-0.2269949819385236
ACH-000160,-0.054222186968388784
ACH-000163,-0.16625358219013045
ACH-000167,-0.07590982570032803
ACH-000168,-0.050195080872909435
ACH-000169,-0.0935219340545094
ACH-000178,-0.1812726526149649
ACH-000183,-0.15581161355442516
ACH-000188,-0.0948030967963848
ACH-000189,-0.2626443882385985
ACH-000190,-0.32099547107564125
ACH-000198,-0.15546057261378707
ACH-000203,-0.1984262360011968
ACH-000204,-0.31529186462969233
ACH-000206,-0.000633359774902476
ACH-000207,-0.2615753871639456
ACH-000208,-0.3494746926669014
ACH-000210,-0.29345179596794
ACH-000211,-0.14157052954101754
ACH-000215,-0.1731765870833921
ACH-000221,-0.3121228839023165
ACH-000222,-0.3725555564621615
ACH-000223,-0.22369205375944926
ACH-000226,-0.3638863839923701
ACH-000227,-0.034914880296182435
ACH-000228,-0.15488743060966625
ACH-000231,-0.1171601865447221
ACH-000232,-0.14168827134183207
ACH-000233,-0.21546563193726426
ACH-000234,-0.4339732951716352
ACH-000235,-0.14827371946545953
ACH-000237,-0.06895632780981525
ACH-000238,-0.09819303123854466
ACH-000242,-0.3826450444236336
ACH-000243,-0.17600664326433954
ACH-000244,0.053219094224690636
ACH-000246,-0.030554425256460363
ACH-000248,-0.07262057749892284
ACH-000250,-0.17765889657643713
ACH-000251,-0.11372592131122253
ACH-000252,-0.2628456529384299
ACH-000253,-0.16538865268724665
ACH-000255,-0.424776871940564
ACH-000256,-0.1272064169566416
ACH-000257,-0.13364134155206156
ACH-000258,-0.27506354029306723
ACH-000259,-0.16318319889897362
ACH-000260,-0.18293879268038574
ACH-000261,-0.10763352469517054
ACH-000262,-0.09605897883179107
ACH-000263,-0.1707863940923596
ACH-000264,-0.1194247356352834
ACH-000265,-0.25309139629187644
ACH-000266,-0.15513693625930353
ACH-000272,-0.167496507721018
ACH-000274,-0.16667011802809306
ACH-000277,-0.017941290958921472
ACH-000278,-0.03549656834256006
ACH-000279,-0.19133005550559612
ACH-000280,-0.12880265467664187
ACH-000281,0.0175074654654427
ACH-000288,-0.11354980447359378
ACH-000291,-0.2682141453773347
ACH-000293,-0.14051751150869746
ACH-000294,-0.1327803711041861
ACH-000295,-0.023353571578367028
ACH-000296,-0.1021904559913394
ACH-000302,-0.17258574131570434
ACH-000304,-0.01447789313695831
ACH-000307,-0.2180167355024569
ACH-000308,-0.2155317715552472
ACH-000310,-0.20950935179607275
ACH-000311,-0.03904485747941655
ACH-000312,-0.22678799852804835
ACH-000315,-0.3803119848691483
ACH-000316,-0.260966871600446
ACH-000317,-0.3330490600034048
ACH-000318,-0.19781230493861612
ACH-000319,-0.024691563280055628
ACH-000320,-0.06422965612993874
ACH-000322,0.11012614365836876
ACH-000323,0.0132319644274567
ACH-000324,-0.21404071961205204
ACH-000329,-0.3152448350123014
ACH-000330,-0.1574327395924429
ACH-000331,-0.0638445567241148
ACH-000332,-0.12913424439588236
ACH-000334,-0.0860698435563892
ACH-000335,-0.5941448771966363
ACH-000336,-0.042273721590067634
ACH-000337,-0.022516375971508296
ACH-000338,0.27065655877210515
ACH-000339,-0.15456801048638394
ACH-000341,-0.17152669165472595
ACH-000348,-0.2011499980525956
ACH-000350,-0.21642469178268176
ACH-000352,-0.07786956838165786
ACH-000356,-0.06683226117211583
ACH-000361,-0.24147278942490324
ACH-000362,-0.17891473848528608
ACH-000363,-0.21054550359429272
ACH-000364,-0.035439040624884184
ACH-000365,-0.22102049717044275
ACH-000366,-0.148712723118767
ACH-000368,-0.2381116044380049
ACH-000374,-0.32342256923207696
ACH-000375,-0.06926916815207602
ACH-000376,-0.20038215425723932
ACH-000381,-0.2535467059111601
ACH-000383,-0.10021613767244407
ACH-000387,-0.1710919518655062
ACH-000389,-0.1064312939864999
ACH-000390,-0.16890329746694555
ACH-000393,-0.2389823966056193
ACH-000395,-0.26751900292684233
ACH-000396,-0.2934569432345994
ACH-000397,-0.14663295216293584
