,WAC (51322)
ACH-000570,-0.3761909948091916
ACH-000571,-0.3674750822073107
ACH-000573,-0.4270453735441405
ACH-000576,-0.786497694913788
ACH-000579,-0.7158315288038551
ACH-000580,-0.8827448194414207
ACH-000584,-0.418692111687742
ACH-000585,-0.2458607569510759
ACH-000588,0.0698063126744934
ACH-000589,-0.458073666837568
ACH-000591,-0.5336203336895207
ACH-000593,-0.5740398497029643
ACH-000600,0.0005515568291818489
ACH-000601,-0.6171336712406819
ACH-000605,-0.5127772044100674
ACH-000606,-0.6218276423799133
ACH-000608,-0.30050434439605306
ACH-000614,-0.4931033134641792
ACH-000616,-0.5921000210593479
ACH-000618,-0.490663362838866
ACH-000619,-0.577679986184521
ACH-000620,-0.4792737312569655
ACH-000621,-0.5934997757417046
ACH-000622,-0.3323493713040421
ACH-000623,-0.6441033645649206
ACH-000624,-0.6068149671719257
ACH-000627,-0.3760687279962237
ACH-000630,-0.40502859833364335
ACH-000631,-0.5262402336248425
ACH-000632,-0.0494172043739539
ACH-000633,-0.3579142393409029
ACH-000637,-0.2590582841726924
ACH-000638,-0.4941528289636632
ACH-000646,-0.5135058333188294
ACH-000647,-0.23247738719615535
ACH-000648,-0.3782117641189394
ACH-000649,-0.321962010837555
ACH-000651,-0.31828346895835496
ACH-000652,-0.41683967246157977
ACH-000653,-0.6022573103800157
ACH-000657,-0.37101567917814937
ACH-000658,-0.2862984524857361
ACH-000661,-0.4029747272288261
ACH-000662,-0.6671620940756012
ACH-000663,-0.4820575730746695
ACH-000665,-0.32116901939640297
ACH-000671,0.08591360365141812
ACH-000672,-0.2881118079705845
ACH-000673,-0.3410240638763686
ACH-000676,-0.3217631518290318
ACH-000677,-0.5645976893654865
ACH-000681,-0.2199364060578818
ACH-000683,-0.5829277152030488
ACH-000684,-0.15582253544644573
ACH-000688,-0.2923870777638814
ACH-000693,-0.3065921285850869
ACH-000694,-0.4885958636095946
ACH-000695,-0.4829839504966084
ACH-000696,-0.4838371584411514
ACH-000697,-0.593290387632914
ACH-000699,-0.568125123845114
ACH-000701,-0.608012738581967
ACH-000706,-0.2753836560269316
ACH-000711,-0.4930208467956051
ACH-000713,-0.2019803922195592
ACH-000714,-0.3456988942027707
ACH-000718,-0.22332750140648205
ACH-000720,-0.3367139558738664
ACH-000721,-0.4377814762635543
ACH-000724,-0.31875296983554063
ACH-000725,-0.5430574825189227
ACH-000732,-0.8334486698364593
ACH-000734,-0.3918457297898806
ACH-000735,-0.3612151109753095
ACH-000736,-0.427431502141314
ACH-000738,-0.2898447335460453
ACH-000746,-0.4595155969683834
ACH-000747,-0.37253788631585255
ACH-000748,-0.409807235112566
ACH-000753,-0.4817018508132325
ACH-000756,-0.5377062281258573
ACH-000757,-0.38709537708026
ACH-000758,-0.5100961832545253
ACH-000760,-0.4541280905655489
ACH-000762,-0.4533423689775665
ACH-000763,-0.5542455907874291
ACH-000764,-0.6140901983633086
ACH-000765,-0.51924507466105
ACH-000766,-0.4902811551280338
ACH-000767,-0.6964575356024868
ACH-000768,-0.3940089797129134
ACH-000769,-0.5809980576640246
ACH-000770,-0.2984736935878292
ACH-000771,-0.29837170491225257
ACH-000773,-0.6434358066875702
ACH-000776,-0.42311162123624585
ACH-000777,-0.4382035889211246
ACH-000778,-0.5265687162899189
ACH-000781,-0.42823636633936657
ACH-000782,-0.5021287113976332
ACH-000783,-0.43185860166437934
ACH-000784,-0.13953777271981435
ACH-000785,-0.5355754649325316
ACH-000787,-0.4885498526059506
ACH-000788,-0.3348131055086473
ACH-000791,-0.24526388343907626
ACH-000792,-0.4952026587325807
ACH-000794,-0.30978244862558524
ACH-000796,-0.7116817064735718
ACH-000798,-0.4152481168681784
ACH-000799,-0.5868709624383056
ACH-000800,-0.4425681594284718
ACH-000802,-0.6081124278469379
ACH-000804,-0.17523448717139578
ACH-000805,-0.4769807199826869
ACH-000809,-0.3359330772820982
ACH-000810,-0.2070010084946002
ACH-000811,-0.27876626209410776
ACH-000817,-0.520576595203206
ACH-000819,-0.6893260948711883
ACH-000820,-0.3495426488986197
ACH-000821,-0.7536552298935351
ACH-000822,-0.7840064399538051
ACH-000823,-0.2666691252543596
ACH-000824,-0.4190888812498449
ACH-000827,-0.4316239525424607
ACH-000829,-0.5577787450604902
ACH-000831,-0.5323965915361082
ACH-000832,-0.7035861690801275
ACH-000833,-0.2941926009785877
ACH-000834,-0.31046999097953826
ACH-000835,-0.4427603298680596
ACH-000836,-0.2605438077821065
ACH-000837,-0.7827476937005594
ACH-000838,-0.19869453432515224
ACH-000839,-0.3015374301873163
ACH-000840,-0.5463303769295772
ACH-000841,-0.453177807088545
ACH-000843,-0.4893553216429156
ACH-000846,-0.6029964633828058
ACH-000847,0.009752212553257715
ACH-000848,-0.3234745640047032
ACH-000849,-0.4621269541588578
ACH-000851,-0.579847598298135
ACH-000855,-0.3444274566376743
ACH-000856,-0.3192889897970608
ACH-000858,-0.3130024733421764
ACH-000859,-0.6038513317954937
ACH-000861,-0.4592154422934802
ACH-000862,-0.5296385399243753
ACH-000865,-0.3767052068497059
ACH-000866,-0.4042479510636504
ACH-000867,-0.31451576582902624
ACH-000869,-0.4971797076095229
ACH-000872,-0.4516690517680246
ACH-000873,-0.2502973155624962
ACH-000876,-0.3928862359342683
ACH-000878,-0.6333027698337207
ACH-000880,-0.5454585243512279
ACH-000881,-0.5778126192138413
ACH-000882,-0.42567866752422
ACH-000884,-0.2192584267679743
ACH-000885,-0.4082769716222953
ACH-000887,-0.37961722332436704
ACH-000889,-0.7302832923891955
ACH-000896,-0.4670135892135864
ACH-000898,-0.4939015568336584
ACH-000900,-0.4584650511095153
ACH-000901,-0.3053765321972504
ACH-000905,-0.3802083326889428
ACH-000906,-0.19087142965364856
ACH-000907,-0.6112261080207735
ACH-000910,-0.3613301967055969
ACH-000911,-0.5108876007246594
ACH-000912,-0.6554126026512263
ACH-000913,-0.3787833515786003
ACH-000915,-0.1411713955343751
ACH-000916,-0.26722432253676104
ACH-000917,-0.4602333909534526
ACH-000920,-0.061408331444206016
ACH-000921,-0.32680563281539016
ACH-000924,-0.4345113866312914
ACH-000926,-0.3533048348182208
ACH-000928,-0.6094776721711723
ACH-000929,-0.4085773532691432
ACH-000932,-0.3919717792282712
ACH-000935,0.04668501303307959
ACH-000936,-0.3233959686851638
ACH-000937,-0.4538442996736327
ACH-000938,-0.4058497211236526
ACH-000939,-0.17684345536614474
ACH-000941,-0.4352188512772617
ACH-000943,-0.4983002968911304
ACH-000946,-0.3636332286092406
ACH-000947,-0.4934420863208198
ACH-000948,-0.5983832956958315
ACH-000950,-0.4733137715042
ACH-000953,-0.16521476388887074
ACH-000954,-0.2963237874537007
ACH-000957,-0.4678935707352225
ACH-000958,-0.6255722479979683
ACH-000960,-0.3301400379593177
ACH-000963,-0.5750922344380643
ACH-000968,-0.03531679696345389
ACH-000969,-0.6574904969383678
ACH-000972,-0.4739896579519791
ACH-000973,-0.2479465100558757
ACH-000974,-0.4363524816071219
ACH-000978,-0.3583817378731068
ACH-000984,-0.10417540461774596
ACH-000986,-0.5715392447914636
ACH-000988,-0.20100230646670172
ACH-000993,-0.3988818284806245
ACH-000994,-0.469079380062085
ACH-000996,-0.5762964708701832
ACH-001001,-0.30386767426252503
ACH-001020,-0.34462394832331417
ACH-001028,-0.49310080612225504
ACH-001031,-0.6099956774956179
ACH-001038,-0.3994327625492655
ACH-001048,-0.2453494263760806
ACH-001050,-0.15005250439650086
ACH-001053,-0.4315125616055893
ACH-001054,-0.17544505677854522
ACH-001061,-0.4419531319807135
ACH-001067,-0.4972044794287945
ACH-001075,-0.34450353087899965
ACH-001096,-0.2840363351377608
ACH-001111,-0.5137508775005399
ACH-001119,-0.268527159042597
ACH-001128,0.4106126887462985
ACH-001134,-0.15395467301388038
ACH-001151,-0.5835087941012184
ACH-001163,-0.6410836277101817
ACH-001164,-0.4917684076203
ACH-001183,-0.3814671143222478
ACH-001192,-0.5190638462328134
ACH-001193,-0.4974318647739745
ACH-001196,-0.41455186646882797
ACH-001197,-0.6050274844591066
ACH-001205,-0.5062395682513852
ACH-001211,-0.3603594084236633
ACH-001212,-0.4319759671544513
ACH-001228,-0.2808633085386009
ACH-001232,-0.5143407054426055
ACH-001239,-0.21345240974509166
ACH-001270,-0.494026231916407
ACH-001274,-0.02671920520345906
ACH-001275,-0.5278858288418364
ACH-001277,-0.4399777590235131
ACH-001278,-0.6121127914036242
ACH-001280,-0.3268911608352512
ACH-001283,-0.7027183044841959
ACH-001289,-0.4356742599671726
ACH-001300,-0.2269069736020332
ACH-001301,-0.19831175485254168
ACH-001302,-0.03563238154576405
ACH-001306,-0.2898422537180861
ACH-001318,-0.4731526216213514
ACH-001322,-0.5509253284143779
ACH-001328,-0.5080889792510286
ACH-001332,-0.32002876911172423
ACH-001336,-0.37981502047546223
ACH-001346,-0.6203870409196723
ACH-001353,-0.5758294039412316
ACH-001354,-0.5956842521861399
ACH-001367,-0.4441359264353136
ACH-001368,-0.4809294292606891
ACH-001374,-0.17652692812351964
ACH-001377,-0.4850690336676556
ACH-001380,-0.7519308835586118
ACH-001391,-0.3765103282560519
ACH-001408,-0.5977629738078707
ACH-001430,-0.509002290244577
ACH-001431,-0.4643700349603224
ACH-001450,-0.02644992430533277
ACH-001496,-0.2090730337483896
ACH-001500,-0.10848326155375726
ACH-001523,-0.4322341190219163
ACH-001532,-0.5693946181398001
ACH-001550,-0.14608974712898615
ACH-001552,-0.3161151563181364
ACH-001554,-0.570670397563104
ACH-001654,-0.4402506301369005
ACH-001735,-0.16035625995776465
ACH-001736,-0.5365263192314748
ACH-001737,-0.5409441160118729
ACH-001740,-0.3311592596914555
ACH-001745,-0.3578133587398985
ACH-001765,-0.1940817838388968
