,AOX1 (316)
ACH-000004,0.14703641807898593
ACH-000005,0.20947444369560567
ACH-000007,0.2047317971065848
ACH-000009,0.016931430842926053
ACH-000011,0.2114811417160343
ACH-000012,0.0590344047240037
ACH-000013,0.032194750908946995
ACH-000014,0.1095155478980202
ACH-000015,0.16757140232018594
ACH-000017,0.17899524637568254
ACH-000018,0.16765372347803806
ACH-000019,-0.021129111026825614
ACH-000021,0.1066819969409932
ACH-000022,0.07867632723497085
ACH-000025,0.16095377340989253
ACH-000028,0.09680883263299132
ACH-000030,0.08898758526655216
ACH-000035,0.22509555993488192
ACH-000036,0.08854906293035668
ACH-000037,0.035181898831464366
ACH-000039,-0.02740650813314237
ACH-000040,-0.052383056353882164
ACH-000041,0.10052067575765926
ACH-000042,0.07801191768240147
ACH-000045,0.10274566877793427
ACH-000047,0.12118081172434203
ACH-000052,-0.0070445652108342
ACH-000053,0.09784210563886116
ACH-000054,0.05615591728789519
ACH-000055,0.1308477559600329
ACH-000060,0.13185357915408755
ACH-000067,0.04024598391126085
ACH-000070,0.07959255172742752
ACH-000075,0.15266554298316298
ACH-000078,0.2062220497175425
ACH-000082,0.11313472502484025
ACH-000085,0.12505475100228786
ACH-000086,0.05052563033851727
ACH-000087,0.05362776620332559
ACH-000092,-0.00923108905222721
ACH-000095,0.1083947857400694
ACH-000097,0.11553947630376316
ACH-000098,0.06690322776460496
ACH-000099,0.11927373398709815
ACH-000108,0.04361039408339186
ACH-000113,0.06234016163621724
ACH-000116,0.14447829581517144
ACH-000118,0.08610113459901977
ACH-000120,0.16997789993905735
ACH-000123,0.049431709585682736
ACH-000127,0.11023946826006237
ACH-000128,0.0386239160226302
ACH-000132,0.12705657271902598
ACH-000133,0.16067971202936376
ACH-000137,0.12985230043525725
ACH-000138,0.10162913628025777
ACH-000142,0.07676629033377645
ACH-000143,0.2511806165423532
ACH-000146,0.09090424556148546
ACH-000148,0.16748550124716485
ACH-000150,0.2329206171635115
ACH-000152,0.07416109193766711
ACH-000153,-0.06943217706135409
ACH-000159,-0.015492280692253698
ACH-000160,0.10969021383611044
ACH-000163,-0.0016970313621956713
ACH-000167,-0.19974625274795915
ACH-000168,0.09068761064014527
ACH-000169,0.120624318824401
ACH-000178,0.1248507294940602
ACH-000183,0.12522281566689247
ACH-000188,0.2009477096168728
ACH-000189,-0.044832055125808026
ACH-000190,0.1917747216565424
ACH-000198,0.073191276126106
ACH-000203,0.25274961141464913
ACH-000204,0.09014508882568176
ACH-000206,0.13430336335744855
ACH-000207,0.2921447476633246
ACH-000208,0.2297192046248093
ACH-000210,0.22363842091642805
ACH-000211,0.14233117629112765
ACH-000215,0.15317069118315327
ACH-000221,0.0008938151981083963
ACH-000222,0.0053805002027668535
ACH-000223,0.09434397820177688
ACH-000226,0.026726913844496863
ACH-000227,0.07723912408660691
ACH-000228,0.11977061025776208
ACH-000231,0.09964336349922093
ACH-000232,0.17634732308719847
ACH-000233,0.1483594308574897
ACH-000234,0.09498896900639008
ACH-000235,0.0998226397173228
ACH-000237,0.1135309741754101
ACH-000238,0.05970820871967818
ACH-000242,0.19070419439355968
ACH-000243,0.08473247289956419
ACH-000244,0.15065445490411525
ACH-000246,0.19898981691749265
ACH-000248,0.18296664580789995
ACH-000250,0.09281221570638723
ACH-000251,0.0270463643034535
ACH-000252,0.2777072409676585
ACH-000253,0.1035708052411205
ACH-000255,0.16691348355989855
ACH-000256,0.16836323510889706
ACH-000257,0.19352742175806906
ACH-000258,0.0705594569348443
ACH-000259,0.16474229937325546
ACH-000260,0.10640667807292276
ACH-000261,0.11138849481197424
