,TUBE1 (51175)
ACH-000148,-0.5658258306703986
ACH-000150,-0.4734933240017133
ACH-000152,-0.4103239089800516
ACH-000153,-0.9111810665180956
ACH-000159,-0.5136342695942252
ACH-000160,-0.5123841075771134
ACH-000163,-0.5063806904009901
ACH-000167,-0.4378765154277693
ACH-000168,-0.21811859281773785
ACH-000169,-0.6758654631304342
ACH-000178,-0.4777532949705494
ACH-000183,-0.8284090077869365
ACH-000188,-0.6893965603862348
ACH-000189,-0.5844357656481982
ACH-000190,-0.39375016207347946
ACH-000198,-0.295331438671479
ACH-000203,-0.9201744495504176
ACH-000204,-0.44212783262236455
ACH-000206,-0.3571989887742138
ACH-000207,-0.5171143426798879
ACH-000208,-0.8819175199252548
ACH-000210,-0.5822492755373749
ACH-000211,-0.6438733352751789
ACH-000215,-0.4373904382049855
ACH-000221,-0.6595124907514948
ACH-000222,-0.2412773096040154
ACH-000223,-0.4457748221246889
ACH-000226,-0.6297017326684864
ACH-000227,-0.613770457002484
ACH-000228,-0.3345958236616832
ACH-000231,-0.4372193089350023
ACH-000232,-0.7201669832604651
ACH-000233,-0.578952233152896
ACH-000234,-0.4255170153022188
ACH-000235,-0.523759032102605
ACH-000237,-0.6368523697259738
ACH-000238,-0.7289047365166792
ACH-000242,-0.5245719089669765
ACH-000243,-0.4733579169816402
ACH-000244,-0.6379594254216041
ACH-000246,-0.6335384456565863
ACH-000248,-0.5663735309877267
ACH-000250,-0.5525219040340623
ACH-000251,-0.3355906002897401
ACH-000252,-0.5299672108033632
ACH-000253,-0.5574699817725282
ACH-000255,-0.6682361768582132
ACH-000256,-0.4601329883146788
ACH-000257,-0.28610275409576474
ACH-000258,-0.4335562689918086
ACH-000259,-0.5336022985906222
ACH-000260,-0.8343224298852077
ACH-000261,-0.2356684610203393
ACH-000262,-0.2883659174533726
ACH-000263,-0.3153105646042715
ACH-000264,-0.5109674055383058
ACH-000265,-0.478447851581463
ACH-000266,-0.3361817186133232
ACH-000272,-0.567729368552095
ACH-000274,-0.6272926538168384
ACH-000277,-0.11906430580848718
ACH-000278,-0.7524355717740265
ACH-000279,-0.7632297891603615
ACH-000280,-0.4506159845664201
ACH-000281,-0.7781659263721622
ACH-000288,-0.43852330368461795
ACH-000291,-0.5358888012060756
ACH-000293,-0.38668818712154
ACH-000294,-0.5396085766367577
ACH-000295,-0.3058115581940744
ACH-000296,-0.1942994555876212
ACH-000302,-0.292457318662065
ACH-000304,-0.5866529092309252
ACH-000307,-0.7563816748489303
ACH-000308,-0.5132708408169004
ACH-000310,-0.4172258880756095
ACH-000311,-0.6347767194894978
ACH-000312,-0.5013017945674924
ACH-000315,-0.20568253564473085
ACH-000316,-0.431560085767806
ACH-000317,-0.5013336281876449
ACH-000318,-0.410606641811706
ACH-000319,-0.4541210268554648
ACH-000320,-0.5504255392494389
ACH-000322,-0.4961966191020058
ACH-000323,-0.7394512186377523
ACH-000324,-0.5577989060379202
ACH-000329,-0.3571535261078516
ACH-000330,-0.537819404826831
ACH-000331,-0.544160329030812
ACH-000332,-0.6962243962699846
ACH-000334,-0.3392166231782073
ACH-000335,-0.7622503082543092
ACH-000336,-0.3070346771822752
ACH-000337,-0.4272652040243042
ACH-000338,-0.9489694525349506
ACH-000339,-0.26939942435866443
ACH-000341,-0.5506335721459195
ACH-000348,-0.34038479898944063
ACH-000350,-0.458904365486937
ACH-000352,-0.5583479294231967
ACH-000356,-0.5893306016741999
ACH-000361,-0.5421641865832659
ACH-000362,0.08190022986213974
ACH-000363,-0.26226894577931525
ACH-000364,-0.630846802873565
ACH-000365,-0.41835348368940206
ACH-000366,-0.7990052757315532
ACH-000368,-0.4853555034200997
ACH-000374,-0.5424790207804068
ACH-000375,-0.5940022422013338
ACH-000376,-0.2011838034190964
ACH-000381,-0.6033133300646549
ACH-000383,-0.40334345456075577
ACH-000387,-0.36656620624425945
ACH-000389,-0.6173661461924485
ACH-000390,-0.6704919481116574
ACH-000393,-0.3982073611048729
ACH-000395,-0.3807969854887217
ACH-000396,-0.15046602528543754
ACH-000397,-0.32958321507751165
ACH-000401,-0.568167888629146
ACH-000402,-0.2986480011860807
ACH-000403,-0.34440521933691115
ACH-000404,-0.7650304354223054
ACH-000406,-0.3674983831105525
ACH-000407,-0.8133800523981152
ACH-000408,-0.6139348609778997
ACH-000410,-0.3943504737576711
ACH-000411,-0.5159741743487261
ACH-000414,-0.3634511589301509
ACH-000415,-0.5173374690421728
ACH-000416,-0.4881928043387048
ACH-000420,-0.4884046100555644
ACH-000421,-0.3295993575734112
ACH-000424,-0.6466624007136474
ACH-000425,-0.4797356472593291
ACH-000426,-0.0273157319987132
ACH-000427,-0.4161054544886444
ACH-000433,-0.5692812173643815
ACH-000435,-0.40188722086580997
ACH-000436,-0.4183359476139097
ACH-000444,-0.6790293141825315
ACH-000445,-0.4202161402245368
ACH-000448,-0.35066756930689
ACH-000450,-0.6261987995078542
ACH-000452,-0.39591849519977657
ACH-000454,-0.5887351166728336
ACH-000458,-0.7302549540587134
ACH-000459,-0.7247684694934482
ACH-000460,-0.6578840618205056
ACH-000461,-0.6393817992879929
ACH-000463,-0.5656622334259941
ACH-000464,-0.4515581357965502
ACH-000466,-0.3600311847286507
ACH-000467,-0.4923849862510376
ACH-000468,-0.6124807208814791
ACH-000469,-0.4542631430382976
ACH-000470,-0.4420955312344216
ACH-000471,-0.6300822975142853
ACH-000472,-0.43812113540205977
ACH-000473,-0.5522232323423432
ACH-000475,-0.6629180997701707
ACH-000476,-0.31575981808444925
ACH-000477,-0.6151539678047291
ACH-000479,-0.6804269698010649
ACH-000480,-0.7271734381696959
ACH-000481,-0.5738083427451388
ACH-000483,-0.5112425646367407
ACH-000484,-0.5623904512501978
ACH-000485,-0.3498109591397979
ACH-000486,-0.621942150716915
ACH-000487,-0.2499885249918368
ACH-000488,-0.3732999504662748
ACH-000490,-0.5772045259275072
ACH-000491,-0.42188788788826936
ACH-000495,-0.595444444669053
ACH-000496,-0.8610403027739202
ACH-000499,-0.5678105218352073
ACH-000500,-0.6437535771536658
ACH-000502,-0.36674967197364783
ACH-000503,-0.4035653403535748
ACH-000505,-0.4202768572206365
ACH-000507,-0.5579082411443572
ACH-000510,-0.26873998702970003
ACH-000511,-0.1366008768338856
ACH-000512,-0.7375973798649218
ACH-000516,-0.3873457067454856
ACH-000517,-0.24917975098414505
ACH-000518,-0.6203619177946921
ACH-000520,-0.2285640742343205
ACH-000521,-0.5167312817730051
ACH-000522,-0.5891838226652535
ACH-000524,-0.30341959467240764
ACH-000527,-0.5007497206062238
ACH-000528,-0.8364809802346282
ACH-000537,-0.4462867406779605
ACH-000541,-0.4060754834504483
ACH-000542,-0.5471003300376647
ACH-000544,-0.6623230587918788
ACH-000545,-0.6797910207013229
ACH-000547,-0.4268822031811057
ACH-000548,-0.5771459970630031
ACH-000549,-0.7810504253316328
ACH-000550,-0.7905451143506628
ACH-000552,-0.6539409855473646
ACH-000556,-0.2434459334154032
ACH-000557,-0.3943519075892895
ACH-000569,-0.22100057508729795
ACH-000570,-0.4021516805835762
ACH-000571,-0.4387224686998119
ACH-000573,-0.3707378169602537
ACH-000576,-0.5154849538857573
ACH-000579,-0.4538726320082706
ACH-000580,-0.6517242753994645
ACH-000584,-0.8844378084916112
ACH-000585,-0.6037630790696925
ACH-000588,-0.7146235513093657
ACH-000589,-0.33671440281614823
ACH-000591,-0.6255396151401104
ACH-000593,-0.4237891209835814
ACH-000600,-0.42341826726378506
ACH-000601,-0.3836213067546847
ACH-000605,-0.4579917294026728
ACH-000606,-0.7103828603132599
ACH-000608,-0.3725383965474573
ACH-000614,-0.3860894207865266
ACH-000616,-0.34773539736508424
ACH-000618,-0.6377495412383821
ACH-000619,-0.4299225159199267
ACH-000620,-0.5684076709996293
ACH-000621,-0.4062942802695408
ACH-000622,-0.5415575995583182
ACH-000623,-0.4026311307566268
ACH-000624,-0.2882599390430648
ACH-000627,-0.7504315865540927
ACH-000630,-0.6136941350755579
ACH-000631,-0.8011774388985071
ACH-000632,-0.7293719003079455
ACH-000633,-0.1816946399928814
ACH-000637,-0.3846501078727366
ACH-000638,-0.5505476018701473
ACH-000646,-0.32467517977221083
ACH-000647,-0.4280047410801393
ACH-000648,-0.4156022207115347
ACH-000649,-0.5059286122511856
ACH-000651,-0.3661050184681599
ACH-000652,-0.4713570462904461
ACH-000653,-0.2236237733722312
ACH-000657,-0.7022760817890534
ACH-000658,-0.4820544819333917
ACH-000661,-0.645409142894288
ACH-000662,-0.020780399666233868
ACH-000663,-0.5003753143887928
ACH-000665,-0.4467081754058687
ACH-000671,-0.6915858486886632
ACH-000672,-0.150719053774133
ACH-000673,-0.6224563561343553
ACH-000676,-0.3609049127610309
ACH-000677,-0.5029037177337283
ACH-000681,-0.5562066916901066
ACH-000683,-0.47817036960720793
ACH-000684,-0.712697306566255
ACH-000688,-0.5858028121845833
ACH-000693,-0.4773188116200343
ACH-000694,-0.5641877088137126
ACH-000695,-0.5439496463953608
ACH-000696,-0.4528114934432305
ACH-000697,-0.5446832421520974
ACH-000699,-0.40430323692851866
ACH-000701,-0.563872383739577
ACH-000706,-0.4459277712912221
ACH-000711,-0.3805571415766733
ACH-000713,-0.5935255946127189
ACH-000714,-0.38112467451240817
ACH-000718,-0.4997091707472027
ACH-000720,-0.41092207320559004
ACH-000721,-0.4743236395100577
ACH-000724,-0.3793946507333023
ACH-000725,-0.5518217357214215
ACH-000732,-0.5646200394278187
ACH-000734,-0.5858641346200794
ACH-000735,-0.5318525181404861
ACH-000736,-0.2368222734988055
ACH-000738,-0.7954339993947757
ACH-000746,-0.4168233064202098
ACH-000747,-0.757784677304615
ACH-000748,-0.3591511670443656
ACH-000753,-0.3486940460170517
ACH-000756,-0.4760015847462869
ACH-000757,-0.19437433877586632
ACH-000758,-0.3157058941774914
ACH-000760,-0.28105368785490337
ACH-000762,-0.5119508944496263
ACH-000763,-0.3011809085514045
ACH-000764,-0.6170081678536842
ACH-000765,-0.6537515778746983
ACH-000766,-0.2038029012180028
ACH-000767,-0.2771079838560385
ACH-000768,-0.3880797338937424
ACH-000769,-0.5371840057609647
ACH-000770,-0.13994836830435753
ACH-000771,-0.4131273208433479
ACH-000773,-0.4329928413185091
ACH-000776,-0.6738753792587233
ACH-000777,-0.5066319037834489
ACH-000778,-0.47715526561279403
ACH-000781,-0.4371472383578333
ACH-000782,-0.4710420473958044
ACH-000783,-0.33449257217156314
ACH-000784,-0.5913828957113738
ACH-000785,-0.24376865436374995
ACH-000787,-0.3870470413672842
ACH-000788,-0.4399436871363077
ACH-000791,-0.3851372800833123
ACH-000792,-0.25238757958177416
ACH-000794,-0.6445341434104629
ACH-000796,-0.40474742530442187
ACH-000798,-0.4598450749960461
ACH-000799,-0.5212747633822311
ACH-000800,-0.5991033244217118
ACH-000802,-0.5994279525830183
ACH-000804,-0.5167375837421695
ACH-000805,-0.6952177273162071
ACH-000809,-0.4515677147999627
ACH-000810,-0.4814642356663263
ACH-000811,-0.4387525435730313
ACH-000817,-0.5024996459015284
ACH-000819,-0.4390104117734104
ACH-000820,-0.2569491064082274
ACH-000821,-0.26149552297794204
ACH-000822,-0.4578394293899752
ACH-000823,-0.4972152490298364
ACH-000824,-0.4032869384896961
ACH-000827,-0.6689050777742898
ACH-000829,-0.41482300881017176
ACH-000831,-0.4638192223595057
ACH-000832,-0.6977674601063899
ACH-000833,-0.6966046342019233
ACH-000834,-0.5822520036443846
ACH-000835,-0.7249311678855155
ACH-000836,-0.19353173307904514
ACH-000837,-0.3583717832090722
ACH-000838,-0.7029155258465579
ACH-000839,-0.8655390279287958
ACH-000840,-0.270581762139838
ACH-000841,-0.4055327266169902
ACH-000843,-0.7023157886591174
ACH-000846,-0.15555915907972218
ACH-000847,-0.4340840695739501
ACH-000848,-0.8003682719739662
ACH-000849,-0.21110267754365414
ACH-000851,-0.18645294443195898
ACH-000855,-0.5724202399089915
ACH-000856,-0.629014281716599
ACH-000858,-0.2450088035731281
ACH-000859,-0.17220599057851674
ACH-000861,-0.3172348386631993
ACH-000862,-0.6326899487846084
ACH-000865,-0.7352304935013851
ACH-000866,-0.59636480784659
ACH-000867,-0.15695467803206006
ACH-000869,-0.5543609756096182
ACH-000872,-0.43687560281526666
ACH-000873,-0.5537493297027631
ACH-000876,-0.25520026572860344
ACH-000878,-0.3287616086881119
ACH-000880,-0.6072328997857452
ACH-000881,-0.4923240101047731
ACH-000882,-0.638643480334818
ACH-000884,-0.39477040020179216
ACH-000885,-0.6261686478258319
ACH-000887,-0.4578353815609746
ACH-000889,-0.5712050126752989
ACH-000896,-0.5489252323676589
ACH-000898,-0.39429152047039057
ACH-000900,-0.28494895557023675
ACH-000901,-0.3293082292623217
ACH-000905,-0.7733713838907033
ACH-000906,-0.5410622691985608
ACH-000907,-0.5990583889474473
ACH-000910,-0.2186306378086232
ACH-000911,-0.24376571680004885
ACH-000912,-0.7960168571680898
ACH-000913,-0.37546731162837504
ACH-000915,-0.4691451910148218
ACH-000916,-0.4276770791234369
ACH-000917,-0.6887667017289871
ACH-000920,0.03369225244038579
ACH-000921,-0.21803168502629056
ACH-000924,-0.4403948171747531
ACH-000926,-0.5698850005863407
ACH-000928,-0.32379290912434106
ACH-000929,-0.32062717286749204
ACH-000932,-0.6635553908244942
ACH-000935,-0.8859647227524396
ACH-000936,-0.5170408851881436
ACH-000937,-0.2470082098914213
ACH-000938,-0.7097350586216138
ACH-000939,-0.22705487484693554
ACH-000941,-0.4673945045264572
ACH-000943,-0.3868970315484431
ACH-000946,-0.33564607005311936
ACH-000947,-0.7455737093033586
ACH-000948,-0.2814941344647609
ACH-000950,-0.5660166909924184
ACH-000953,-0.5392727478702186
ACH-000954,-0.5585966403174555
ACH-000957,-0.454208735439101
ACH-000958,-0.3866831567984894
ACH-000960,-0.4847406513940023
ACH-000963,-0.4391542866066944
ACH-000968,-0.8525256642777966
ACH-000969,-0.4917767713186064
ACH-000972,-0.17021931989259814
ACH-000973,-0.2929170406909285
ACH-000974,-0.5012177077929125
ACH-000978,-0.6092180722487993
ACH-000984,-0.4278809785486841
ACH-000986,-0.5516263114368807
ACH-000988,-0.5178149023061575
ACH-000993,-0.3748248797899941
ACH-000994,-0.289218681384755
ACH-000996,-0.19127021508934708
ACH-001001,-0.1813571870005122
ACH-001020,-0.39080687371304784
ACH-001028,-0.2833199946535061
ACH-001031,-0.5816350517124599
ACH-001038,-0.5058053810033291
ACH-001048,-0.4452656782844284
ACH-001050,-0.5111533575696008
ACH-001053,-0.8042147641443382
ACH-001054,-0.7049305957078406
ACH-001061,-0.3724055907459152
ACH-001067,-0.3946841945914003
ACH-001075,-0.6599485094974309
ACH-001096,-0.7426220681878911
ACH-001111,-0.31899669934953273
ACH-001119,-0.2358426251875672
ACH-001128,-0.34574050556861885
ACH-001134,-0.6302585477125298
ACH-001151,-0.5970452858252662
ACH-001163,-0.2054476824893117
ACH-001164,-0.8493162157704743
ACH-001183,-0.5912863749219569
ACH-001192,-0.3196119767103029
ACH-001193,-0.5248867439677751
ACH-001196,-0.4945395704995186
ACH-001197,-0.3484064081031097
ACH-001205,-0.2654706991231143
ACH-001211,-0.7351654712465328
ACH-001212,-0.42211275431017936
ACH-001228,-0.44032294162269897
ACH-001232,-0.34075084592007543
ACH-001239,-0.5682146921741388
ACH-001270,-0.6167674705096324
ACH-001274,-0.2137611997752752
ACH-001275,-0.3746384894229938
ACH-001277,-0.5980004824857509
ACH-001278,-0.4600101345274028
ACH-001280,-0.4586092687873397
ACH-001283,-0.5510049064337684
ACH-001289,-0.6668126771421606
ACH-001300,-0.645082184121807
ACH-001301,-0.697888344874354
ACH-001302,-0.4310345028722865
ACH-001306,-0.5689109563806144
ACH-001318,-0.4887235774480918
ACH-001322,-0.5929594257821239
ACH-001328,-0.37265475931584907
ACH-001332,-0.4961670407583668
ACH-001336,-0.9062412906457696
ACH-001346,-0.5694974351061723
ACH-001353,-0.4210333491141959
ACH-001354,-0.4955027222830293
ACH-001367,-0.5843264494972378
ACH-001368,-0.7691331582461649
ACH-001374,-0.5354366061593862
ACH-001377,-0.6541448075372841
ACH-001380,-0.6080199866676863
ACH-001391,-0.30723559473656503
ACH-001408,-0.38536297955927457
ACH-001430,-0.3268284172837654
ACH-001431,-0.5198490367641598
ACH-001450,-0.3878716643055991
ACH-001496,-0.5862242763462794
ACH-001500,-0.37815807401030976
ACH-001523,-0.4898472551960493
ACH-001532,-0.6533491829164879
ACH-001550,-0.4610724432332418
ACH-001552,-0.4554069786786933
ACH-001554,-0.7071197407232865
ACH-001654,-0.4671241073061809
ACH-001735,-0.3916824251077702
ACH-001736,-0.4627582561858901
ACH-001737,-0.8031393270098287
ACH-001740,-1.025717271336554
ACH-001745,-1.0122429379496505
ACH-001765,-0.5994961657456346
