,RIOK1 (83732)
ACH-000004,-1.171821855902489
ACH-000005,-1.1945060109944887
ACH-000007,-0.9715586495898312
ACH-000009,-0.8186137585244353
ACH-000011,-0.9712301348290548
ACH-000012,-0.8081598716631753
ACH-000013,-0.9307814593760532
ACH-000014,-0.8330569569322398
ACH-000015,-0.6770383573962884
ACH-000017,-1.0178951941004384
ACH-000018,-0.833199738768477
ACH-000019,-0.7965032170380926
ACH-000021,-0.6872468464294738
ACH-000022,-0.9298682176428936
ACH-000025,-0.9979066269569972
ACH-000028,-0.8357313482727525
ACH-000030,-0.6255299692541622
ACH-000035,-0.9492967848144558
ACH-000036,-0.7679194092115478
ACH-000037,-0.9705277021496468
ACH-000039,-0.6914388225329835
ACH-000040,-0.7897693549866952
ACH-000041,-0.9340837225549664
ACH-000042,-1.0331950471223859
ACH-000045,-0.8060803264199072
ACH-000047,-0.7449081579690561
ACH-000052,-0.8248262870075835
ACH-000053,-0.7706919464392704
ACH-000054,-0.784352007416217
ACH-000055,-0.821433942129287
ACH-000060,-0.8144295720642497
ACH-000067,-0.9336413076483436
ACH-000070,-0.6483120652955909
ACH-000075,-1.182569963823101
ACH-000078,-0.7180089810947733
ACH-000082,-0.797115350859364
ACH-000085,-0.9405860780693636
ACH-000086,-0.7448756537378943
ACH-000087,-0.7015886847403793
ACH-000092,-0.7561681830250664
ACH-000095,-0.8672684153301704
ACH-000097,-0.9955106840798712
ACH-000098,-0.8788719327189785
ACH-000099,-0.7063186088947907
ACH-000108,-0.9239913588874971
ACH-000113,-0.8707989433569909
ACH-000116,-0.7312970094104624
ACH-000118,-0.8746807694893756
ACH-000120,-0.9466812258366494
ACH-000123,-0.7772210934893861
ACH-000127,-0.7149213453491373
ACH-000128,-0.6294796080547073
ACH-000132,-0.9379257274029354
ACH-000133,-0.7836668986791909
ACH-000137,-1.0141454695682193
ACH-000138,-0.7281282428989772
ACH-000142,-0.7273779003200364
ACH-000143,-0.9408112194368524
ACH-000146,-1.3142788012834965
ACH-000148,-0.7187035129870791
ACH-000150,-0.6634851815376512
ACH-000152,-0.7537386959416373
ACH-000153,-1.3840744269296563
ACH-000159,-0.8686908288158626
ACH-000160,-1.0037560039167417
ACH-000163,-0.9770883683198132
ACH-000167,-1.171487498865604
ACH-000168,-0.9164585748307694
ACH-000169,-1.2247209321440369
ACH-000178,-0.8929934956730519
ACH-000183,-0.9710724012235312
ACH-000188,-0.7084620912502055
ACH-000189,-0.7220134626054229
ACH-000190,-0.8504608412868878
ACH-000198,-0.5320953556125371
ACH-000203,-0.6838534389620918
ACH-000204,-0.6327162953595468
ACH-000206,-0.7284732995891307
ACH-000207,-0.8032832637104307
ACH-000208,-0.9168071379325172
ACH-000210,-0.600018917030511
ACH-000211,-0.7025271501278226
ACH-000215,-0.7581212609119797
ACH-000221,-0.6758575253000633
ACH-000222,-1.002341745442758
ACH-000223,-0.6786593964498984
ACH-000226,-0.652945176085442
ACH-000227,-0.4620239103505489
ACH-000228,-0.9305357268290592
ACH-000231,-0.6108091427860716
ACH-000232,-0.958955949751272
ACH-000233,-0.6818062623885999
ACH-000234,-0.7484920086834222
ACH-000235,-0.8859835327828712
ACH-000237,-0.7726706859973811
ACH-000238,-0.7417340748682121
ACH-000242,-0.8390978677441125
ACH-000243,-0.7898707439041259
ACH-000244,-0.9050265083915976
ACH-000246,-0.8472502052639501
ACH-000248,-0.8224976399369794
ACH-000250,-0.6055652729397569
ACH-000251,-0.8857635789349911
ACH-000252,-1.0597680019946358
ACH-000253,-0.9029118168459696
ACH-000255,-0.7146545439855498
ACH-000256,-0.6588419424682139
ACH-000257,-0.7350619666379942
ACH-000258,-0.8073010955041654
ACH-000259,-0.8320142444788271
ACH-000260,-0.8128873956573125
ACH-000261,-0.6826054272705984
ACH-000262,-0.8518440250479051
ACH-000263,-0.9974281427789324
ACH-000264,-0.8589811885151265
ACH-000265,-0.7311744196305595
ACH-000266,-0.7560255081710525
ACH-000272,-0.7421377178200954
ACH-000274,-0.579336073064636
ACH-000277,-0.5356456951794271
ACH-000278,-0.6049495460917378
ACH-000279,-0.7755637645559449
ACH-000280,-1.1054443756648349
ACH-000281,-0.8286627406828461
ACH-000288,-0.7382544462825121
ACH-000291,-0.7994699972840406
ACH-000293,-0.7195315294252886
ACH-000294,-0.7987066006044105
ACH-000295,-0.6214248340553535
ACH-000296,-0.6459732046805121
ACH-000302,-0.8253518158416173
ACH-000304,-0.6037671548456257
ACH-000307,-0.9569448510219466
ACH-000308,-0.6068553956047981
ACH-000310,-0.619834212724544
ACH-000311,-0.6482463999952645
ACH-000312,-0.7158631280994433
ACH-000315,-0.7992701114315285
ACH-000316,-0.7916328879819344
ACH-000317,-1.1485452906044156
ACH-000318,-0.9223434765499278
ACH-000319,-0.8092188613803134
ACH-000320,-0.7896534401427358
ACH-000322,-0.7896528450896587
ACH-000323,-0.914813607619556
ACH-000324,-0.7973191559496683
ACH-000329,-0.6275433368395871
ACH-000330,-0.8083222608120264
ACH-000331,-0.9786160179972009
ACH-000332,-0.9415536769059843
ACH-000334,-0.9313550456297548
ACH-000335,-0.9553302877832056
ACH-000336,-0.9773064845561216
ACH-000337,-0.8167519934012937
ACH-000338,-0.8797050262377156
ACH-000339,-0.7418081096993612
ACH-000341,-0.6357288002867914
ACH-000348,-0.7161059012608024
ACH-000350,-0.8328479162983449
ACH-000352,-0.9932034578030834
ACH-000356,-0.6942206780286294
ACH-000361,-1.0525099082203873
ACH-000362,-0.7916949459498696
ACH-000363,-0.8245619692817586
ACH-000364,-0.8700161655053833
ACH-000365,-0.8523485516804324
ACH-000366,-0.6528409120721562
ACH-000368,-0.8849959532942262
ACH-000374,-0.6778940710398239
ACH-000375,-0.8285799651868379
ACH-000376,-0.6956311065589457
ACH-000381,-0.844679119271527
ACH-000383,-0.7027117590089371
ACH-000387,-0.8014618194990416
ACH-000389,-0.7480465857185171
ACH-000390,-0.7128850723231759
ACH-000393,-0.7770296026795223
ACH-000395,-0.7027876811957342
ACH-000396,-0.8199346498617913
ACH-000397,-0.8969109507595097
ACH-000401,-0.8541232838451093
ACH-000402,-0.6302772618737654
ACH-000403,-0.7643756164309912
ACH-000404,-0.719040294918182
ACH-000406,-0.9651387706793504
ACH-000407,-0.6104726018119011
ACH-000408,-0.9009383540187916
ACH-000410,-0.7949443915402518
ACH-000411,-0.9168432025666948
ACH-000414,-0.8647350280499443
ACH-000415,-0.7893606741384948
ACH-000416,-0.9917580707798164
ACH-000420,-1.0941159440527322
ACH-000421,-0.8807510067806001
ACH-000424,-0.6320607999115445
ACH-000425,-0.6980876060572314
ACH-000426,-0.7635082759903451
ACH-000427,-1.0558438632538285
ACH-000433,-0.9105596294774364
ACH-000435,-0.925149926738334
ACH-000436,-0.8036557581405295
ACH-000444,-0.7733102708525011
ACH-000445,-0.9677355266746592
ACH-000448,-0.868488467004573
ACH-000450,-0.7313833775242521
ACH-000452,-0.8782311346983827
ACH-000454,-1.0116464016266091
ACH-000458,-1.0350378054630738
ACH-000459,-0.7278353790607379
ACH-000460,-0.8613048846576263
ACH-000461,-0.5577239122989704
ACH-000463,-0.8940082743358717
ACH-000464,-1.1153419193389522
ACH-000466,-0.7868893736626017
ACH-000467,-0.7991695904201134
ACH-000468,-0.7115782553930695
ACH-000469,-0.6002998512372703
ACH-000470,-0.6839297311169247
ACH-000471,-0.8945777163339101
ACH-000472,-0.7675635952617917
ACH-000473,-1.0177432601308252
ACH-000475,-1.0954652142008272
ACH-000476,-0.8376811845495779
ACH-000477,-0.913799075196558
ACH-000479,-0.6949413549633303
ACH-000480,-0.9396433355060309
ACH-000481,-0.8303959589457351
ACH-000483,-1.0115738545895832
ACH-000484,-0.6516047456009627
ACH-000485,-0.856149378989909
ACH-000486,-0.88397374582577
ACH-000487,-1.0420252901702007
ACH-000488,-0.7302286612728157
ACH-000490,-0.8995402485341947
ACH-000491,-0.836143019610126
ACH-000495,-0.6811940128953324
ACH-000496,-0.8076414501484183
ACH-000499,-0.8557148944195292
ACH-000500,-0.20214633957432876
ACH-000502,-0.7298737164839658
ACH-000503,-0.8722506982757703
ACH-000505,-0.97037040832707
ACH-000507,-0.8505107856884551
ACH-000510,-0.5130849858165741
ACH-000511,-0.8427842016956089
ACH-000512,-0.5456226975732317
ACH-000516,-0.7466787541651221
ACH-000517,-0.9006317960578141
ACH-000518,-0.9633637926964748
ACH-000520,-0.7431476801280429
ACH-000521,-0.6949991154436915
ACH-000522,-0.7626520887407262
ACH-000524,-0.7996381175382357
ACH-000527,-0.8374957741711601
ACH-000528,-0.9344894955636972
ACH-000537,-0.9313599008099752
ACH-000541,-0.8283926316307283
ACH-000542,-1.0858239329680004
ACH-000544,-0.8625927333793292
ACH-000545,-0.7970074093597048
ACH-000547,-0.6874291684882208
ACH-000548,-0.7804650132558206
ACH-000549,-0.9030121344261952
ACH-000550,-0.7911584244143572
ACH-000552,-0.8746047577340077
ACH-000556,-0.7930682201903064
ACH-000557,-0.7320413113832357
ACH-000569,-0.4532869311553547
ACH-000570,-0.7949800843744075
ACH-000571,-0.6807020916665983
ACH-000573,-0.8718183593378095
ACH-000576,-0.7231832707074212
ACH-000579,-0.9002340762673264
ACH-000580,-0.8901553057270581
ACH-000584,-0.5709913266212904
ACH-000585,-0.7629310527607938
ACH-000588,-0.6177393611218829
ACH-000589,-0.8805515150201091
ACH-000591,-0.8204553042377283
ACH-000593,-0.8174242427696663
ACH-000600,-0.8623189044270722
ACH-000601,-0.7974496942429625
ACH-000605,-1.120150078909633
ACH-000606,-1.0059222357721471
ACH-000608,-0.6551651314780884
ACH-000614,-0.6603994914840695
ACH-000616,-0.7278121163141011
ACH-000618,-0.8456820345060416
ACH-000619,-0.6970092365723917
ACH-000620,-0.6336102817520702
ACH-000621,-0.5800890671883456
ACH-000622,-0.9531708682527
ACH-000623,-0.7577705215397325
ACH-000624,-0.5899687574992584
ACH-000627,-0.6909911323925018
ACH-000630,-0.9102418289625162
ACH-000631,-0.7139088454970308
ACH-000632,-0.5654952648931942
ACH-000633,-0.5841070652347642
ACH-000637,-0.9446071999489022
ACH-000638,-0.5772160672298872
ACH-000646,-0.8768982951715323
ACH-000647,-0.6703531295590917
ACH-000648,-0.9653016932896462
ACH-000649,-0.8347841427167522
ACH-000651,-1.0143993470053847
ACH-000652,-1.0434318200764905
ACH-000653,-0.8774361879733668
ACH-000657,-0.8457868933192332
ACH-000658,-0.6605488498088965
ACH-000661,-1.0078264288483934
ACH-000662,-0.5729996211335807
ACH-000663,-1.0310799300140494
ACH-000665,-0.7321135801325839
ACH-000671,-0.8546790022605858
ACH-000672,-0.695225689130719
ACH-000673,-0.8341843674769769
ACH-000676,-0.7032477728252787
ACH-000677,-1.1464482530141509
ACH-000681,-1.182279795572284
ACH-000683,-0.7370932377944757
ACH-000684,-0.7384174325770941
ACH-000688,-0.6320212165002518
ACH-000693,-0.754591917264047
ACH-000694,-0.7373058281910541
ACH-000695,-0.7955933782739893
ACH-000696,-0.6092361133233526
ACH-000697,-0.6268653287588448
ACH-000699,-0.5681744470186647
ACH-000701,-0.903558062880805
ACH-000706,-0.9666108464444304
ACH-000711,-0.8215117571584516
ACH-000713,-0.9724867993541724
ACH-000714,-0.8122323043045707
