,SPINT1 (6692)
ACH-000004,-0.3921241706124537
ACH-000005,-0.4344184451849774
ACH-000007,-0.0985885144430092
ACH-000009,-0.11395430058337125
ACH-000011,-0.2847289195395975
ACH-000012,-0.4104069345232943
ACH-000013,-0.19991458312523508
ACH-000014,0.029080704794338413
ACH-000015,-0.11150367160540317
ACH-000017,-0.10133899329564773
ACH-000018,-0.12022366856653208
ACH-000019,-0.2611536465883889
ACH-000021,0.0331023055951532
ACH-000022,-0.1604238971328395
ACH-000025,-0.0987058686769528
ACH-000028,0.02754540050676697
ACH-000030,-0.1897557176427766
ACH-000035,-0.3849579782172681
ACH-000036,-0.12381036211136982
ACH-000037,-0.2582858247768291
ACH-000039,-0.28552256340187004
ACH-000040,-0.16415234492923894
ACH-000041,-0.0708939538166043
ACH-000042,-0.060586226476266526
ACH-000045,-0.09897198487984683
ACH-000047,-0.11711031735246
ACH-000052,-0.18039042140937706
ACH-000053,-0.3088506728986217
ACH-000054,-0.11751123135088325
ACH-000055,-0.06471442983753363
ACH-000060,-0.031798598834222945
ACH-000067,-0.28705275208561937
ACH-000070,-0.15483240449995606
ACH-000075,-0.026206275297048304
ACH-000078,-0.16086394040055985
ACH-000082,-0.16549575210864165
ACH-000085,-0.20013425660495215
ACH-000086,-0.08324544536739821
ACH-000087,-0.3250158025038342
ACH-000092,-0.18483317843622016
ACH-000095,-0.13553566340607412
ACH-000097,-0.0693707248630605
ACH-000098,-0.04725753832092488
ACH-000099,-0.204867611417156
ACH-000108,-0.08233031520946972
ACH-000113,-0.2557362292498501
ACH-000116,-0.01902871296454069
ACH-000118,-0.2299017006993027
ACH-000120,-0.25179398518453994
ACH-000123,-0.08323517836769972
ACH-000127,-0.1028261111711764
ACH-000128,-0.2381703029774399
ACH-000132,-0.2407258967291519
ACH-000133,-0.0897771087769801
ACH-000137,-0.2527579003424299
ACH-000138,-0.13785821904463558
ACH-000142,-0.0895589051030529
ACH-000143,-0.4822794214202129
ACH-000146,-0.3326187141827141
ACH-000148,-0.18000932248105464
ACH-000150,-0.17170894985952392
ACH-000152,-0.3101591179611445
ACH-000153,-0.03675157149838572
ACH-000159,-0.10485534504191436
ACH-000160,-0.3411170388705775
ACH-000163,-0.2492752654400948
ACH-000167,-0.6564925041875983
ACH-000168,-0.25255076191227405
ACH-000169,-0.06642051137676926
ACH-000178,-0.2562358482027064
ACH-000183,-0.4513187140049253
ACH-000188,-0.1369195214599301
ACH-000189,-0.1527888293801077
ACH-000190,-0.29182335309340185
ACH-000198,-0.11337611370806636
ACH-000203,-0.4865939858342137
ACH-000204,-0.14618739331453995
ACH-000206,-0.4819844323157774
ACH-000207,-0.2453560518809821
ACH-000208,-0.12179259204776118
ACH-000210,-0.31784003076561634
ACH-000211,-0.2041971544225747
ACH-000215,-0.10369989490231417
ACH-000221,-0.1993479620060267
ACH-000222,-0.28116982664005963
ACH-000223,-0.338173624056437
ACH-000226,-0.3266268385149575
ACH-000227,-0.226509126628416
ACH-000228,-0.13040620293969235
ACH-000231,-0.20814053758410664
