,PWP1 (11137)
ACH-000004,-0.5624440081394099
ACH-000005,-0.4965259848447034
ACH-000007,-0.6469669217198698
ACH-000009,-0.8217589770940575
ACH-000011,-0.7968817537535109
ACH-000012,-0.734912470231725
ACH-000013,-0.6512614481777935
ACH-000014,-0.7317641316122424
ACH-000015,-0.8224530241067105
ACH-000017,-0.6029049145865335
ACH-000018,-0.7434196777554046
ACH-000019,-0.630848415905991
ACH-000021,-0.7237534384586969
ACH-000022,-0.6996050987161386
ACH-000025,-0.8165497853040663
ACH-000028,-0.6098230218175495
ACH-000030,-0.75681243909846
ACH-000035,-0.6930468910604913
ACH-000036,-0.9160549199536302
ACH-000037,-0.8516750693096449
ACH-000039,-0.5424537241590636
ACH-000040,-0.7431302929732303
ACH-000041,-0.7694926804901508
ACH-000042,-0.8071121890100249
ACH-000045,-0.7270758468579037
ACH-000047,-0.6148945387804999
ACH-000052,-0.7324684304340701
ACH-000053,-0.7512078432283781
ACH-000054,-0.8737591253634598
ACH-000055,-1.0211666041980312
ACH-000060,-0.6531243335928779
ACH-000067,-0.7179552271540588
ACH-000070,-0.4904916589049002
ACH-000075,-0.8113544071735537
ACH-000078,-0.6905503024942684
ACH-000082,-0.6527633135667302
ACH-000085,-0.4491922459601798
ACH-000086,-0.9270473473456602
ACH-000087,-0.6776545080623345
ACH-000092,-0.4282098799103413
ACH-000095,-0.6256157222980546
ACH-000097,-0.6509245937459001
ACH-000098,-0.701437514282002
ACH-000099,-0.6016466509624281
ACH-000108,-0.7244117693533926
ACH-000113,-0.7243189263951405
ACH-000116,-0.5379687186209844
ACH-000118,-0.7694834690872957
ACH-000120,-0.5462207031777957
ACH-000123,-0.8067872287800765
ACH-000127,-0.8283587435559271
ACH-000128,-0.7278191857701424
ACH-000132,-0.43809240490924095
ACH-000133,-0.7996569638723028
ACH-000137,-0.893536167121087
ACH-000138,-0.8502162379864859
ACH-000142,-0.6655935789368692
ACH-000143,-0.7346394611263286
ACH-000146,-0.6097768376856547
ACH-000148,-0.8162634670961261
ACH-000150,-0.717210761682994
ACH-000152,-0.9409804494939696
ACH-000153,-0.6558233790764028
ACH-000159,-0.7738838431790147
ACH-000160,-0.6868307916991404
ACH-000163,-0.9697984582081128
ACH-000167,-0.7886358270765185
ACH-000168,-0.6619695251689733
ACH-000169,-0.6486973188882733
ACH-000178,-0.7000175214278128
ACH-000183,-0.6779237199430969
ACH-000188,-0.6590073936848921
ACH-000189,-1.0339073526017264
ACH-000190,-0.7963954741004627
ACH-000198,-0.6778466690337053
ACH-000203,-0.9366216017625044
ACH-000204,-0.8009154693835399
ACH-000206,-0.7824398788258358
ACH-000207,-0.5708076383296388
ACH-000208,-0.9566966450518268
ACH-000210,-0.6863622664405336
ACH-000211,-0.4654886931831304
ACH-000215,-0.8420246350103622
ACH-000221,-0.7954615194650726
ACH-000222,-0.6543730823073655
ACH-000223,-0.6224513582486519
ACH-000226,-0.6740189851831251
ACH-000227,-0.46254241037473903
ACH-000228,-0.6753809695013195
ACH-000231,-0.8171016852433549
ACH-000232,-0.7583151900630508
ACH-000233,-0.8276865972360075
ACH-000234,-0.8100518291414955
ACH-000235,-0.8568938343756538
ACH-000237,-0.7405133501416311
ACH-000238,-0.7414163967343642
ACH-000242,-0.9527275071637904
ACH-000243,-0.6541871092262916
ACH-000244,-0.7418477447293137
ACH-000246,-0.8872481946869937
ACH-000248,-0.7812913010890746
ACH-000250,-0.6268409080636744
ACH-000251,-0.8961659000281983
ACH-000252,-0.6029569207498977
ACH-000253,-0.7174189160586192
ACH-000255,-0.8472136283169596
ACH-000256,-0.7960488661111745
ACH-000257,-0.6874264806522264
ACH-000258,-0.769483504543608
ACH-000259,-0.5223242579043129
ACH-000260,-0.6380351686680962
ACH-000261,-0.7827914002678271
ACH-000262,-0.6508764139927317
ACH-000263,-0.4743000351265729
ACH-000264,-0.5581376223205889
ACH-000265,-0.6680461865751229
ACH-000266,-0.6697615009712555
ACH-000272,-0.8203238565328512
ACH-000274,-0.6245630570440547
ACH-000277,-0.4407792705573159
ACH-000278,-0.77587109059081
ACH-000279,-0.6178455938426995
ACH-000280,-0.7340415817770966
ACH-000281,-0.8325049729311206
ACH-000288,-0.8749804299907187
ACH-000291,-0.6280715025712881
ACH-000293,-0.6111185600734601
ACH-000294,-0.7130536038123185
ACH-000295,-0.5677921349575944
ACH-000296,-0.7796849409915508
ACH-000302,-0.5549139796555221
ACH-000304,-0.5755096864183501
ACH-000307,-0.7229802017223772
ACH-000308,-0.6887640664622021
ACH-000310,-0.5760310684005315
ACH-000311,-0.833095825203133
ACH-000312,-0.6112308454923032
ACH-000315,-0.6826624648571993
ACH-000316,-0.6425993760105284
ACH-000317,-0.5881378718542095
ACH-000318,-0.9578209578358604
ACH-000319,-0.5696029968369261
ACH-000320,-0.7101066631049422
ACH-000322,-0.5404365456667153
ACH-000323,-0.687835898753283
ACH-000324,-0.7089445537096659
ACH-000329,-0.7217203558087883
ACH-000330,-0.5002301718388306
ACH-000331,-0.6444499584265961
ACH-000332,-0.6758163938802895
ACH-000334,-0.8835028347267424
ACH-000335,-0.749062622991736
ACH-000336,-0.7175530547653387
ACH-000337,-0.6520019076605781
ACH-000338,-0.7117854403643199
ACH-000339,-0.7371461769748158
ACH-000341,-0.7524512839669115
ACH-000348,-0.7978327210666015
ACH-000350,-0.3934303504759143
ACH-000352,-0.5358460525687366
ACH-000356,-0.8613431121317804
ACH-000361,-0.8264601621002198
ACH-000362,-0.6768248724302071
ACH-000363,-0.57325032100974
ACH-000364,-0.9615576230595946
ACH-000365,-0.6906201591387106
ACH-000366,-0.5253076204966316
ACH-000368,-0.808132411751666
ACH-000374,-0.6077497095884361
ACH-000375,-0.5310971568926567
ACH-000376,-0.7225693556075387
ACH-000381,-0.7371666965506605
ACH-000383,-0.730016904395511
ACH-000387,-0.7070718819370804
ACH-000389,-0.8445898559344115
ACH-000390,-0.7959187315549259
ACH-000393,-0.5057144888093209
ACH-000395,-0.5988182957590557
ACH-000396,-0.3485720692516055
ACH-000397,-0.4586168721959667
ACH-000401,-0.9195459614210733
ACH-000402,-0.7317827234261497
ACH-000403,-0.501117918597753
ACH-000404,-0.6705580475590728
ACH-000406,-0.7204201320244287
ACH-000407,-0.8700389625231799
ACH-000408,-0.8658461299841496
ACH-000410,-0.8275040177071257
ACH-000411,-0.9346921904399494
ACH-000414,-0.6398200188168145
ACH-000415,-0.5941657198175505
ACH-000416,-0.7537582291077416
ACH-000420,-0.6602585322384712
ACH-000421,-0.6995578398683536
ACH-000424,-0.7747293465189358
ACH-000425,-0.8694943983393771
ACH-000426,-0.4688669617448045
ACH-000427,-0.6238909535513477
ACH-000433,-0.7480898645768641
ACH-000435,-0.7545126573643379
ACH-000436,-0.5159862960950288
ACH-000444,-0.8035630511120144
ACH-000445,-0.8279083010641579
ACH-000448,-0.8270259939932634
ACH-000450,-0.6914415004089316
ACH-000452,-0.8081749641454414
ACH-000454,-0.8197840915348139
ACH-000458,-0.76411034184324
ACH-000459,-0.5903841002234953
ACH-000460,-0.5597294067672867
ACH-000461,-0.5119835996461999
ACH-000463,-0.7048010405450263
ACH-000464,-0.8327340251529516
ACH-000466,-0.6832029213597077
ACH-000467,-0.6438356030411967
ACH-000468,-0.7177448480244308
ACH-000469,-0.6315754355625391
ACH-000470,-0.6711458059005019
ACH-000471,-0.6518921581776255
ACH-000472,-0.6228265661103941
ACH-000473,-0.4459334350121387
ACH-000475,-0.5804546934189695
ACH-000476,-0.5356559199333125
ACH-000477,-0.670355103632397
ACH-000479,-0.5150118799771096
ACH-000480,-0.6262194475530587
ACH-000481,-0.7519824016897072
ACH-000483,-0.6962333707996674
ACH-000484,-0.7640114939847219
ACH-000485,-0.8489541519041581
ACH-000486,-0.6497573715002658
ACH-000487,-0.3230594521025243
ACH-000488,-0.6650763131497888
ACH-000490,-0.9327493672872728
