,SEMA3E (9723)
ACH-000004,-0.027482282689486392
ACH-000005,-0.134740506513104
ACH-000007,0.12526979963331886
ACH-000009,0.05199672547002624
ACH-000011,-0.013772625739132554
ACH-000012,0.06418119946215928
ACH-000013,0.028121583316682096
ACH-000014,-0.11595479027966485
ACH-000015,-0.02360293094110369
ACH-000017,0.0439105869654747
ACH-000018,-0.07034336813028667
ACH-000019,-0.07909144500573975
ACH-000021,-0.11641332847994308
ACH-000022,-0.047506504242297035
ACH-000025,-0.02118288828752286
ACH-000028,0.07901174438582348
ACH-000030,-0.013078035314292014
ACH-000035,-0.11516868939066273
ACH-000036,-0.18816815968104644
ACH-000037,0.07459364913841708
ACH-000039,0.02847048030246767
ACH-000040,0.012033957236322343
ACH-000041,-0.03496700604929464
ACH-000042,0.012305434523960105
ACH-000045,-0.08420165894764528
ACH-000047,0.02441527872123557
ACH-000052,-0.11056763741637413
ACH-000053,-0.0396598924180258
ACH-000054,0.0489361864251404
ACH-000055,-0.09532790228046244
ACH-000060,-0.11117679181086244
ACH-000067,-0.15986701959307373
ACH-000070,-0.04730915069968196
ACH-000075,0.09419792750090172
ACH-000078,-0.06355297168479852
ACH-000082,-0.031906372399286724
ACH-000085,-0.028558204776779225
ACH-000086,0.035810862137147244
ACH-000087,-0.0397030312573125
ACH-000092,-0.02505640680868746
ACH-000095,-0.044859681800554455
ACH-000097,-0.04813730392460984
ACH-000098,-0.10739026759213008
ACH-000099,-0.03404473482292098
ACH-000108,0.02862762209458635
ACH-000113,-0.04444281291193558
ACH-000116,-0.01877558325921392
ACH-000118,0.007563905179255939
ACH-000120,-0.0192162313424218
ACH-000123,-0.027102420355523314
ACH-000127,-0.15492132284580035
ACH-000128,-0.027836525730018737
ACH-000132,0.057373752197487124
ACH-000133,0.10005304678501674
ACH-000137,0.03907945945620305
ACH-000138,-0.023296855283682288
ACH-000142,-0.0657182892761329
ACH-000143,-0.09056373472171582
ACH-000146,0.009952807380079013
ACH-000148,-0.026568365769052745
ACH-000150,0.10449462745760298
ACH-000152,-0.0632418794907075
ACH-000153,-0.0233522478089534
ACH-000159,-0.07523561057488556
ACH-000160,-0.1931917946224049
ACH-000163,0.17628489796864302
ACH-000167,0.2651806764004999
ACH-000168,-0.27815684990937906
ACH-000169,-0.12708982573088262
ACH-000178,-0.012814887352689841
ACH-000183,-0.037611968170491936
ACH-000188,-0.0661714906664985
ACH-000189,-0.013181716765994674
ACH-000190,-0.11826942041208095
ACH-000198,-0.034109695578012564
ACH-000203,-0.08051777888245369
ACH-000204,0.16465670174572694
ACH-000206,0.1551107455448295
ACH-000207,0.12092764059552595
ACH-000208,0.1898881143666264
ACH-000210,-0.2556483497261154
ACH-000211,-0.05230407087389288
ACH-000215,0.07322784390497639
ACH-000221,-0.22152141291453856
ACH-000222,0.06877439524887508
ACH-000223,0.01952589645681137
ACH-000226,-0.16428097649644444
ACH-000227,-0.10137312002315084
ACH-000228,0.08919619982344533
ACH-000231,0.014200023380746581
ACH-000232,-0.140322019148297
ACH-000233,0.029006930502684818
ACH-000234,0.007177496719617382
ACH-000235,0.05387428064849308
ACH-000237,-0.09635152548754937
ACH-000238,-0.04287044170248882
ACH-000242,-0.1540818194536502
ACH-000243,0.014824872489860181
ACH-000244,-0.11073866915703494
ACH-000246,0.05191463840877912
ACH-000248,0.024975717542991785
ACH-000250,-0.026391377489235847
ACH-000251,0.1417092451248324
ACH-000252,0.023230622080887282
ACH-000253,0.051548551365752385
ACH-000255,0.011470344245799348
ACH-000256,-0.1166261286715094
ACH-000257,0.03694072101417936
ACH-000258,-0.09560139824761184
ACH-000259,0.008906319074695192
ACH-000260,-0.020732504974357455
ACH-000261,-0.06346242675603113
ACH-000262,0.15277989597245914
ACH-000263,0.1545531501714542
ACH-000264,-0.11843716244066432
ACH-000265,0.07736132931330772
ACH-000266,0.028709180479921582
ACH-000272,-0.09516587405888753
ACH-000274,-0.011466424234346184
ACH-000277,0.08582723387345438
