,FOS (2353)
ACH-000004,-0.049655244826515316
ACH-000005,-0.2959256683531933
ACH-000007,0.061444238381937084
ACH-000009,-0.05593621897150895
ACH-000011,0.03420438648316628
ACH-000012,-0.05920604003063334
ACH-000013,-0.08683194200536698
ACH-000014,-0.05842424277623672
ACH-000015,-0.2906165448609041
ACH-000017,-0.07623116583077641
ACH-000018,-0.19266221868140795
ACH-000019,-0.07351651067138218
ACH-000021,-0.041612397226686214
ACH-000022,-0.0462108419550263
ACH-000025,-0.07784854704702211
ACH-000028,-0.046288178222918176
ACH-000030,0.06475150213298522
ACH-000035,-0.11819257434226915
ACH-000036,-0.1024906494746836
ACH-000037,-0.1057282934443212
ACH-000039,-0.10902176081369304
ACH-000040,-0.115891873818204
ACH-000041,-0.0781527573918684
ACH-000042,-0.0676415103628863
ACH-000045,-0.1813160858925629
ACH-000047,-0.041602298531245065
ACH-000052,0.16058562380373778
ACH-000053,-0.04723410634021441
ACH-000054,-0.034634575766517066
ACH-000055,0.1437291313735125
ACH-000060,-0.2736809897806041
ACH-000067,0.006037797790264097
ACH-000070,-0.04255102749301196
ACH-000075,0.05776010753467626
ACH-000078,-0.012193372987421977
ACH-000082,-0.21599989116694385
ACH-000085,-0.04459353825699347
ACH-000086,-0.07777550127468744
ACH-000087,-0.17635882651461895
ACH-000092,0.008634281782095061
ACH-000095,-0.060226095304522415
ACH-000097,-0.01887006686942873
ACH-000098,-0.06294780203119145
ACH-000099,0.07067647489300309
ACH-000108,-0.057719731959886784
ACH-000113,-0.042550987846871856
ACH-000116,-0.08066066581094901
ACH-000118,-0.117455053595053
ACH-000120,-0.09654041870956216
ACH-000123,0.042000056438710624
ACH-000127,-0.09294134076255893
ACH-000128,-0.2370693886804157
ACH-000132,0.033401286068745185
ACH-000133,-0.11028486610296316
ACH-000137,-0.10167008495538447
ACH-000138,-0.14689118330684472
ACH-000142,0.039090433183830216
ACH-000143,-0.06456033021484198
ACH-000146,-0.01621303167366371
ACH-000148,-0.12154409462982167
ACH-000150,0.0599858617314634
ACH-000152,0.024873041864423767
ACH-000153,-0.047759512326219264
ACH-000159,-0.05717620956384791
ACH-000160,-0.16196340941706594
ACH-000163,-0.05319405874266856
ACH-000167,-0.35056779822593065
ACH-000168,-0.03152518866729696
ACH-000169,0.01019499217710214
ACH-000178,-0.15757555099967507
ACH-000183,-0.18741942976005144
ACH-000188,0.11561561225630344
ACH-000189,0.17563112942873574
ACH-000190,0.035731785444151204
ACH-000198,0.06667131101952167
ACH-000203,0.021553652400928474
ACH-000204,0.03586832891289112
ACH-000206,0.011263463475683244
ACH-000207,-0.19744822768469672
ACH-000208,-0.16316254359367308
ACH-000210,-0.02090398620659719
ACH-000211,-0.19263970186062912
ACH-000215,-0.08358692702850158
ACH-000221,-0.04820801002177005
ACH-000222,-0.14943734634002095
ACH-000223,-0.08566745284549547
ACH-000226,0.07288569935355138
ACH-000227,-0.11218754794877517
ACH-000228,-0.1913765344360497
ACH-000231,-0.12396608696452945
ACH-000232,-0.11508087892244726
ACH-000233,-0.15176958613828706
ACH-000234,-0.033722444224172136
ACH-000235,-0.09703056265205448
ACH-000237,-0.06785159736492508
ACH-000238,-0.0934395994207259
ACH-000242,-0.13418950384149847
ACH-000243,-0.13228963068969904
ACH-000244,-0.056555961665998876
ACH-000246,-0.027626446274500383
ACH-000248,-0.20705745722858165
ACH-000250,-0.04937910202910039
ACH-000251,-0.05446145289969905
ACH-000252,-0.04455064595658493
ACH-000253,0.01627531307668746
ACH-000255,-0.1800834607732274
ACH-000256,0.014237244326998938
ACH-000257,-0.417804381889873
ACH-000258,-0.0473040426568044
ACH-000259,-0.17083151527149862
ACH-000260,-0.13124106523362553
ACH-000261,-0.14979250418677534
ACH-000262,-0.06940026107773987
ACH-000263,-0.13741295681254095
ACH-000264,-0.04688104725991332
ACH-000265,-0.07507341414286417
ACH-000266,-0.10643409017563707
ACH-000272,-0.05167669464765396
ACH-000274,-0.051347796565947186
ACH-000277,0.038996217347592385
ACH-000278,0.028316689340844324
ACH-000279,-0.16897852065539426
ACH-000280,-0.4322718426079209
ACH-000281,-0.1528144124822738
ACH-000288,-0.06260142517650248
ACH-000291,-0.08203683996049146
ACH-000293,-0.03844253510611846
ACH-000294,-0.07484307563071796
ACH-000295,0.08958392586267462
ACH-000296,0.07548048084347185
ACH-000302,-0.06344749078486632
ACH-000304,-0.28042562948057553
ACH-000307,0.0012821993090587726
ACH-000308,-0.014696477341568997
ACH-000310,-0.1543306190050482
ACH-000311,-0.09470382672315132
ACH-000312,-0.17025893002344578
ACH-000315,-0.0912222561995126
ACH-000316,-0.12467220180383005
ACH-000317,-0.09186520363596924
ACH-000318,-0.16358716391015438
ACH-000319,-0.23631335077996746
ACH-000320,-0.11742896886898505
ACH-000322,-0.021026464228329437
ACH-000323,-0.0379021226724176
ACH-000324,0.003264743654508201
ACH-000329,-0.05989550680638014
ACH-000330,-0.2395278985945405
ACH-000331,0.035067569134980006
ACH-000332,-0.11883106556589047
ACH-000334,-0.1441255118025995
ACH-000335,-0.1552700252610456
ACH-000336,-0.3316921943996113
ACH-000337,-0.17112793955424574
ACH-000338,0.038802289014792116
ACH-000339,-0.05578180615780026
ACH-000341,-0.04262110633423239
ACH-000348,-0.023959219201290648
ACH-000350,0.06165605102122789
ACH-000352,-0.11350300649661768
ACH-000356,-0.22674121457173946
ACH-000361,-0.13733481525507624
ACH-000362,0.08209651466717313
ACH-000363,-0.2396990070943296
ACH-000364,-0.12330923905292453
ACH-000365,-0.06021882672927108
ACH-000366,0.03129331047152977
ACH-000368,-0.07404718810764528
ACH-000374,-0.03556903721284642
ACH-000375,0.02011735964987075
ACH-000376,-0.14639281774627552
ACH-000381,-0.201484452028812
ACH-000383,-0.10863545886937982
ACH-000387,0.01606295816536584
ACH-000389,-0.0927939114158431
ACH-000390,-0.13667904572942427
ACH-000393,-0.2042310861883298
ACH-000395,-0.06863274682055784
ACH-000396,-0.08843369717327529
ACH-000397,-0.009499701910294379
ACH-000401,-0.03308005960174711
ACH-000402,-0.19236781421971624
ACH-000403,-0.09923275394396884
ACH-000404,0.30676113040219394
ACH-000406,0.003696298971198589
ACH-000407,-0.13633169801372136
ACH-000408,-0.02957209836920473
ACH-000410,0.03720829110671593
ACH-000411,0.015235363772388532
ACH-000414,-0.1273984004781116
ACH-000415,-0.235002419907588
ACH-000416,-0.2878422224282457
ACH-000420,-0.21031310917835036
ACH-000421,-0.014231456182910591
ACH-000424,-0.05011227015460319
ACH-000425,0.009628691435744128
ACH-000426,-0.03053105242220953
ACH-000427,-0.14779173111905114
ACH-000433,-0.054878327734760216
ACH-000435,0.2640543204435024
ACH-000436,-0.1290304021561862
ACH-000444,-0.1242054398166891
ACH-000445,0.09332281358000027
ACH-000448,-0.8358119370223149
ACH-000450,-0.05101004239768532
ACH-000452,-0.22393674813226525
ACH-000454,-0.11440988265822492
ACH-000458,0.007248774974222946
ACH-000459,-0.04400431114550293
ACH-000460,-0.039788004054905776
ACH-000461,-0.017799564985221526
ACH-000463,-0.07780548366962603
ACH-000464,-0.08239687222979708
ACH-000466,-0.014185641860770724
ACH-000467,-0.05003854272597452
ACH-000468,-0.03068334486281343
ACH-000469,-0.02649885485020809
ACH-000470,-0.07336805770341387
ACH-000471,-0.18833603595443693
ACH-000472,-0.12133578976785032
ACH-000473,0.05179300897430373
ACH-000475,-0.019001882182799957
ACH-000476,-0.20061471521667454
ACH-000477,0.03027382910638308
ACH-000479,0.3865845797042097
ACH-000480,-0.07317166626112175
ACH-000481,-0.2317556779164633
ACH-000483,-0.04803070331985238
ACH-000484,-0.10521775873295157
ACH-000485,-0.13624902084824356
ACH-000486,0.003831074780549033
ACH-000487,0.06594386387890824
ACH-000488,-0.0047679534406087475
ACH-000490,-0.10264947472298357
ACH-000491,-0.07364634080129231
ACH-000495,0.14381097831714487
ACH-000496,-0.01264561416898428
ACH-000499,0.05264097676004148
ACH-000500,-0.11160422254787224
ACH-000502,-0.04422786686680029
ACH-000503,-0.042505226217562815
ACH-000505,-0.054222293152770856
ACH-000507,-0.12895586118812455
ACH-000510,-0.09549816903420638
ACH-000511,-0.09828485638145118
ACH-000512,-0.18382269655433536
ACH-000516,-0.09096204090818688
ACH-000517,-0.11000849018011484
ACH-000518,-0.1944218061701965
ACH-000520,-0.04490366052946785
ACH-000521,-0.1622139387663637
ACH-000522,-0.06692800477442735
ACH-000524,-0.004820765781217013
ACH-000527,0.013544159603780286
ACH-000528,-0.07646965471409102
ACH-000537,-0.08969379544270929
ACH-000541,0.1255956700578124
ACH-000542,-0.04905912375607211
ACH-000544,-0.19595507133300355
ACH-000545,-0.01581742308059807
ACH-000547,-0.1969241769902792
ACH-000548,-0.039561869693670516
ACH-000549,-0.019282771362733216
ACH-000550,-0.07633308967894901
ACH-000552,-0.10440855833366676
ACH-000556,-0.059224498600466115
ACH-000557,-0.16553000745283347
ACH-000569,0.16051874488917126
ACH-000570,-0.06207883695492063
ACH-000571,-0.08113318496627157
ACH-000573,-0.0821994683842311
ACH-000576,-0.16812387071019858
ACH-000579,0.1027976057272597
ACH-000580,0.17419481555301408
ACH-000584,-0.22205399205789256
ACH-000585,-0.13062498553826998
ACH-000588,-0.08670636226492656
ACH-000589,-0.20279898506427935
ACH-000591,-0.1144726068433856
ACH-000593,-0.05642244581854021
ACH-000600,0.04963005918622405
ACH-000601,-0.03999985630118803
ACH-000605,-0.3483861068577469
ACH-000606,-0.08932752491439137
ACH-000608,-0.4044818389466546
ACH-000614,0.1400444271846112
ACH-000616,-0.038802890587034025
ACH-000618,-0.09457712485686397
ACH-000619,-0.14367533990919631
ACH-000620,-0.14943822317709335
ACH-000621,-0.060606906862560886
ACH-000622,-0.17115013501108467
ACH-000623,-0.17367822365497626
ACH-000624,-0.013309936324260698
ACH-000627,-0.08776261081582637
ACH-000630,-0.07800264929630021
ACH-000631,-0.2442389578802449
ACH-000632,0.0012705035701648464
ACH-000633,-0.12430023176045055
ACH-000637,0.050673089057762515
ACH-000638,-0.18741851166942156
ACH-000646,-0.02254088089291291
ACH-000647,-0.10362933716115608
ACH-000648,-0.0327516454705622
ACH-000649,-0.02819925361767498
ACH-000651,-0.16668502214173178
ACH-000652,-0.0561797930335135
ACH-000653,-0.09965588263094896
ACH-000657,-0.12826094667212454
ACH-000658,0.007343808914134756
ACH-000661,-0.1581509474964053
ACH-000662,-0.2436492453706222
ACH-000663,-0.006551089228899402
ACH-000665,-0.06435201174803194
ACH-000671,-0.02197562671547221
ACH-000672,0.0410743854074532
ACH-000673,-0.14117862506019885
ACH-000676,-0.02011590996545272
ACH-000677,0.03780821931625535
ACH-000681,0.05040466126121819
ACH-000683,-0.042357121993839036
ACH-000684,-0.022603297966855902
ACH-000688,-0.12818765157383374
ACH-000693,-0.11357528320477504
ACH-000694,-0.19712766203072574
ACH-000695,-0.28993807060345944
ACH-000696,-0.03392250149205373
ACH-000697,0.03308422094758863
ACH-000699,-0.08241683007794229
ACH-000701,-0.09755797843846638
ACH-000706,-0.1005374927308241
ACH-000711,-0.1205315268432052
ACH-000713,-0.16791425815279434
ACH-000714,-0.3164360170289458
ACH-000718,-0.2883053687278986
ACH-000720,-0.02177579512624403
ACH-000721,-0.09767501978038774
ACH-000724,-0.2846296527663074
ACH-000725,-0.028085215227754097
ACH-000732,-0.10634323123494456
ACH-000734,-0.04370453862502915
ACH-000735,-0.2794307618609418
ACH-000736,0.11377858492103313
ACH-000738,-0.09541170386481276
ACH-000746,-0.10729382756891948
ACH-000747,-0.14081777994263509
ACH-000748,-0.08373558432367482
ACH-000753,-0.10424592300917976
ACH-000756,-0.05804451252721491
ACH-000757,-0.13909809264845258
ACH-000758,-0.09023136316796436
ACH-000760,-0.07176855203973734
ACH-000762,-0.09115446870192118
ACH-000763,-0.14859137505955533
ACH-000764,-0.04774124885703287
ACH-000765,-0.12410444016789618
ACH-000766,-0.01879566246473416
ACH-000767,-0.048106626406018906
ACH-000768,-0.10270950852886428
ACH-000769,-0.11820136191481448
ACH-000770,-0.06265133225140887
ACH-000771,-0.06476470017270843
ACH-000773,0.049584088993944425
ACH-000776,-0.04586083450278797
ACH-000777,-0.06952056347664178
ACH-000778,-0.05217799650495043
ACH-000781,-0.19862188514855025
ACH-000782,0.04696701532657457
ACH-000783,-0.1316033264401586
ACH-000784,-0.02904934697167129
ACH-000785,-0.11432763425332088
ACH-000787,-0.05395354676132299
ACH-000788,-0.07111932515860855
ACH-000791,-0.10115847314479667
ACH-000792,-0.14047001204995732
ACH-000794,-0.04702148652528219
ACH-000796,-0.16550187590054324
ACH-000798,-0.2131255738192457
ACH-000799,-0.05100334741918541
ACH-000800,0.1260570834318029
ACH-000802,-0.08112913907310869
ACH-000804,-0.0386635967387113
ACH-000805,-0.08149411703381935
ACH-000809,-0.0021039774560837354
ACH-000810,0.01897163970777012
ACH-000811,-0.048011023032642194
ACH-000817,0.04997104411055712
ACH-000819,-0.1822355920032253
ACH-000820,0.1136363486092528
ACH-000821,-0.02230512376696285
ACH-000822,0.04860707285058472
ACH-000823,-0.1134247746300599
ACH-000824,-0.2409287353669384
ACH-000827,-0.027254005017732928
ACH-000829,-0.09831869000515174
ACH-000831,-0.06855536401412801
ACH-000832,0.05543173197321157
ACH-000833,-0.01689494648210332
ACH-000834,-0.03734100952656644
ACH-000835,-0.06668214720893532
ACH-000836,-0.03628380247864836
ACH-000837,-0.14416027245990634
ACH-000838,-0.06614416280045643
ACH-000839,-0.16962236967365787
ACH-000840,-0.15594989847902607
ACH-000841,-0.152066402677966
ACH-000843,-0.04757353663174315
ACH-000846,-0.09311003342769963
ACH-000847,-0.11779507462937147
ACH-000848,-0.008588616778034725
ACH-000849,-0.1992626480980818
ACH-000851,-0.13089486601357234
ACH-000855,-0.015190611651757287
ACH-000856,-0.1445642827786931
ACH-000858,-0.12885057335948358
ACH-000859,0.010084197625381406
ACH-000861,-0.008542066781191045
ACH-000862,-0.05729671156884473
ACH-000865,-0.23140436064336856
ACH-000866,-0.06021665539180841
ACH-000867,-0.05393665658473475
ACH-000869,-0.3286441506513217
ACH-000872,-0.08759257762262494
ACH-000873,-0.1526400118875893
ACH-000876,-0.12422489300712695
ACH-000878,0.17416763488890194
ACH-000880,-0.15903916203806026
ACH-000881,-0.15616582720204766
ACH-000882,-0.00043400221243800784
ACH-000884,-0.004067134165759783
ACH-000885,-0.0509485549172928
ACH-000887,-0.1161323445816744
ACH-000889,-0.21987246900930987
ACH-000896,-0.2145737899779064
ACH-000898,-0.1346598751573509
ACH-000900,-0.14607277306360808
ACH-000901,-0.022679319098563563
ACH-000905,-0.0379205852623305
ACH-000906,-0.08031716345080066
ACH-000907,0.06027815990628251
ACH-000910,-0.12136137425234615
ACH-000911,-0.046475479391840005
ACH-000912,-0.13535062061661604
ACH-000913,-0.0446549468886996
ACH-000915,0.0281414196432733
ACH-000916,0.025071943428408475
ACH-000917,-0.019139280412896958
ACH-000920,-0.16459470618123342
ACH-000921,-0.10046295853856382
ACH-000924,-0.09129558442934116
ACH-000926,-0.08983457490830105
ACH-000928,-0.0363438843172795
ACH-000929,0.07576991740261592
ACH-000932,0.04703157101724265
ACH-000935,0.08318213087345436
ACH-000936,-0.1269697795578313
ACH-000937,-0.24324401590765424
ACH-000938,-0.13624206378297804
ACH-000939,-0.1811869096979645
ACH-000941,-0.13177981126171118
ACH-000943,-0.011506804500761776
ACH-000946,-0.08891607827445136
ACH-000947,-0.005035591438598165
ACH-000948,-0.09288768458660132
ACH-000950,-0.18904264981545216
ACH-000953,-0.15328900921424793
ACH-000954,0.07011927745717754
ACH-000957,-0.08966013987629902
ACH-000958,0.15042286699999727
ACH-000960,-0.11117164696573617
ACH-000963,-0.13666021677110712
ACH-000968,0.06783424183049899
ACH-000969,0.06829228420875831
ACH-000972,0.2004494765538468
ACH-000973,-0.14096626002828108
ACH-000974,-0.10786068059110004
ACH-000978,-0.011417741509344484
ACH-000984,-0.03546844703819502
ACH-000986,-0.08148077049396264
ACH-000988,-0.18134509165773274
ACH-000993,0.02700317401532892
ACH-000994,-0.10130549519694357
ACH-000996,0.008336934284056078
ACH-001001,-0.10455675498265923
