,OLA1 (29789)
ACH-000004,-0.13507847167875486
ACH-000005,0.002452456308162459
ACH-000007,-0.10851338505931528
ACH-000009,-0.03761957451359122
ACH-000011,-0.07117043965522869
ACH-000012,-0.06628233487348724
ACH-000013,-0.008458776879525348
ACH-000014,-0.011075931989737631
ACH-000015,0.06710094245031388
ACH-000017,-0.060096864236929615
ACH-000018,-0.015233196762985282
ACH-000019,0.15511065489327025
ACH-000021,-0.019294668724941268
ACH-000022,0.0003099698890468515
ACH-000025,-0.0953187583147097
ACH-000028,0.08824181647304066
ACH-000030,0.043465496145802036
ACH-000035,0.05198271848078498
ACH-000036,0.08451983569432693
ACH-000037,-0.021202730323636784
ACH-000039,0.11331066848712255
ACH-000040,-0.024857518068166416
ACH-000041,0.11921859892587225
ACH-000042,-0.04044958953620358
ACH-000045,0.07946077554635014
ACH-000047,0.07239576821117599
ACH-000052,0.03348341400692289
ACH-000053,-0.02923017020329418
ACH-000054,0.03409178214203417
ACH-000055,0.22449960835145188
ACH-000060,-0.044637595545404564
ACH-000067,-0.03340778584287826
ACH-000070,-0.07237666166829919
ACH-000075,-0.15379711256198106
ACH-000078,0.0946520148024399
ACH-000082,-0.032594094205037366
ACH-000085,0.04892445461080819
ACH-000086,-0.09304390376202283
ACH-000087,-0.06702122144015532
ACH-000092,-0.18106521836665931
ACH-000095,-0.09127440594362424
ACH-000097,0.06836406235786911
ACH-000098,-0.1144349182254021
ACH-000099,0.02338362029333868
ACH-000108,-0.04966518804225039
ACH-000113,-0.025120324052271364
ACH-000116,0.04131289239142105
ACH-000118,0.005957786270549265
ACH-000120,-0.01969818072870552
ACH-000123,-0.14587230870053114
ACH-000127,-0.061789124324825785
ACH-000128,-0.025819642104310377
ACH-000132,-0.09362688401596482
ACH-000133,-0.09109467486500153
ACH-000137,-0.12882313832848052
ACH-000138,-0.13387288401188116
ACH-000142,0.051109845098828634
ACH-000143,0.004663266877985736
ACH-000146,-0.0491575610423537
ACH-000148,0.012205181694856234
ACH-000150,-0.024631402858528623
ACH-000152,0.02737683584924587
ACH-000153,0.07065642028289477
ACH-000159,0.1085960379230809
ACH-000160,-0.043756041653807067
ACH-000163,0.08371724945006535
ACH-000167,-0.284980147170969
ACH-000168,-0.01985412725686637
ACH-000169,0.11825218952396815
ACH-000178,0.01083894489631602
ACH-000183,0.16017787136222145
ACH-000188,-0.02047072258403257
ACH-000189,0.0722524520893844
ACH-000190,-0.03010013094552207
ACH-000198,-0.0637216972646662
ACH-000203,-0.19404685324490467
ACH-000204,-0.12916656088295206
ACH-000206,0.06886341406027119
ACH-000207,0.16992702428191014
ACH-000208,0.2010005778508678
ACH-000210,-0.14710593124468946
ACH-000211,-0.05313282540255028
ACH-000215,-0.04943192073715226
ACH-000221,-0.25140865209332997
ACH-000222,-0.1445502116261637
ACH-000223,-0.038957746768203474
ACH-000226,-0.1678755835825281
ACH-000227,-0.0365671922981544
ACH-000228,-0.20302180947787146
ACH-000231,-0.03750518634890513
ACH-000232,-0.0939985935900254
ACH-000233,-0.02465328179076831
ACH-000234,-0.1125378330291663
ACH-000235,-0.061030753851676486
ACH-000237,-0.17022750160993133
ACH-000238,-0.15786097530216414
ACH-000242,0.16556385465115808
ACH-000243,-0.15040688600433835
ACH-000244,-0.08220856226992777
ACH-000246,0.09404503962151073
ACH-000248,-0.01972706569141611
ACH-000250,-0.05628507069803537
ACH-000251,-0.12802205331655106
ACH-000252,-0.09543408283961853
ACH-000253,0.0046909427192059604
ACH-000255,-0.13409679588132833
ACH-000256,0.12418188420185755
ACH-000257,0.05259239180221579
ACH-000258,0.12801258488579034
ACH-000259,-0.007292481360212325
ACH-000260,-0.0810391344094379
ACH-000261,0.04405352277113803
ACH-000262,0.11452255914267645
ACH-000263,-0.004309426827792192
ACH-000264,0.048305430610944486
ACH-000265,-0.14639548107008768
ACH-000266,-0.04640773167135418
ACH-000272,0.036791566548499084
ACH-000274,-0.028721847541816645
ACH-000277,-0.09297340374338968
ACH-000278,-0.0247885732264366
ACH-000279,-0.06478108721291431
ACH-000280,-0.0057416204846122395
ACH-000281,-0.08990199884991258
ACH-000288,-0.12198824140702905
ACH-000291,-0.07097169899034987
ACH-000293,0.010224696107174913
ACH-000294,-0.036233233512353816
ACH-000295,-0.15271555956858784
ACH-000296,-0.019121715567545085
ACH-000302,0.023280266370400118
ACH-000304,-0.03280608008709352
ACH-000307,-0.16044076239943336
ACH-000308,-0.019526898144603663
ACH-000310,0.03811046964289586
ACH-000311,-0.13792100817532515
ACH-000312,-0.08933141829856202
ACH-000315,-0.1660329767377272
ACH-000316,-0.3788299237472497
ACH-000317,0.02100794157374902
ACH-000318,-0.14055629228286193
ACH-000319,-0.0529679474753337
ACH-000320,-0.2180852214809321
ACH-000322,0.08539566221172934
ACH-000323,-0.07330486629703485
ACH-000324,-0.06910413037883141
ACH-000329,-0.012828162941073414
ACH-000330,0.05000981262669129
ACH-000331,-0.14380882900028538
ACH-000332,-0.15305651081747218
ACH-000334,-0.08009685902605009
ACH-000335,-0.19255084970408812
ACH-000336,0.250990198900245
ACH-000337,-0.13177125892349933
ACH-000338,-0.11088404740536567
ACH-000339,0.04639271643547955
ACH-000341,-0.13378638796104633
ACH-000348,-0.10188253416216107
ACH-000350,-0.012295725526053713
ACH-000352,0.1100857014707242
ACH-000356,-0.19743838191257854
ACH-000361,0.1089807906247476
ACH-000362,-0.13251892166955415
ACH-000363,0.001901843528900868
ACH-000364,0.043675787317736886
ACH-000365,0.07818467517149574
ACH-000366,-0.04244160392254668
ACH-000368,0.07827899727241272
ACH-000374,0.052483605380699856
ACH-000375,-0.06468119364513501
ACH-000376,0.017823089379152102
ACH-000381,-0.11202524510897707
ACH-000383,-0.18439386210391767
ACH-000387,-0.2579237132181364
ACH-000389,0.05893675884107793
ACH-000390,-0.07033874386883229
ACH-000393,0.042293449493551925
ACH-000395,-0.09677883841292216
ACH-000396,0.03188304971983212
ACH-000397,0.08687272798195747
ACH-000401,-0.02657044943672323
ACH-000402,0.02364687930811922
ACH-000403,-0.012779176663824108
ACH-000404,-0.2083094125983452
ACH-000406,-0.08126003768895078
ACH-000407,-0.19590495917392606
ACH-000408,-0.14678825275983556
ACH-000410,0.0007496244998130582
ACH-000411,0.1128727750221362
ACH-000414,-0.1542772935047578
ACH-000415,-0.1279899387289171
ACH-000416,0.0508130325131498
ACH-000420,0.015222078685246191
ACH-000421,-0.05523475556340731
ACH-000424,-0.27340576245487475
ACH-000425,-0.06866211891588779
ACH-000426,-0.06024193650321751
ACH-000427,0.08646904707961592
ACH-000433,-0.10874691391914597
ACH-000435,-0.01085238876764185
ACH-000436,0.06567198001157254
ACH-000444,0.032917437845332465
ACH-000445,0.1268648836038931
ACH-000448,-0.11901075585530305
ACH-000450,-0.08726276829671542
