,PRPF4B (8899)
ACH-000004,-0.3785638584880727
ACH-000005,-0.5933538393805347
ACH-000007,-0.3108071630333253
ACH-000009,-0.3891063442115669
ACH-000011,-0.4888460061745356
ACH-000012,-0.524265179680948
ACH-000013,-0.5074363160706988
ACH-000014,-0.3718185192703876
ACH-000015,-0.16434999933185326
ACH-000017,-0.5585862645121342
ACH-000018,-0.3609318456413724
ACH-000019,-0.3793282518733891
ACH-000021,-0.19116790744580892
ACH-000022,-0.2106952753329697
ACH-000025,-0.3354586528388035
ACH-000028,-0.4491379489716794
ACH-000030,-0.2401455533374452
ACH-000035,-0.3065675364495501
ACH-000036,-0.3795817097909252
ACH-000037,-0.3326501639403204
ACH-000039,-0.20753812381199635
ACH-000040,-0.35688217356005186
ACH-000041,-0.3475939048751409
ACH-000042,-0.4277596167223018
ACH-000045,-0.2067898147155662
ACH-000047,-0.4069836824980441
ACH-000052,-0.3648919834652299
ACH-000053,-0.17975405562419086
ACH-000054,-0.44508178907711893
ACH-000055,-0.4946800776818008
ACH-000060,-0.2721599481301483
ACH-000067,-0.4847775332716943
ACH-000070,-0.4379466301945608
ACH-000075,-0.5526882335238501
ACH-000078,-0.423659323346517
ACH-000082,-0.5869348604729024
ACH-000085,-0.5519706296530044
ACH-000086,-0.3663489448179104
ACH-000087,-0.5092584626578411
ACH-000092,-0.4004221922661114
ACH-000095,-0.4479508674007653
ACH-000097,-0.3937833097141189
ACH-000098,-0.2766326736748255
ACH-000099,-0.2697599214609246
ACH-000108,-0.4707439150876498
ACH-000113,-0.28789914109853154
ACH-000116,-0.36440564987719615
ACH-000118,-0.4831952951240721
ACH-000120,-0.4083400694490415
ACH-000123,-0.2214129465484355
ACH-000127,-0.2824353640822256
ACH-000128,-0.32078981479803137
ACH-000132,-0.14798259303130776
ACH-000133,-0.2301084992725124
ACH-000137,-0.21360916593658544
ACH-000138,-0.22267960050465616
ACH-000142,-0.4442013105042709
ACH-000143,-0.3674220370672271
ACH-000146,-0.579602137024911
ACH-000148,-0.4101352485835119
ACH-000150,-0.4222621934794297
ACH-000152,-0.33920592251259235
ACH-000153,-0.3536018931919108
ACH-000159,-0.5544260323162236
ACH-000160,-0.295229216738263
ACH-000163,-0.4166400090074247
ACH-000167,-0.6645333554365965
ACH-000168,-0.4499560179868497
ACH-000169,-0.6445244987794242
ACH-000178,-0.42157838276660975
ACH-000183,-0.25955102409207553
ACH-000188,-0.20422801535164936
ACH-000189,-0.3110642086607585
ACH-000190,-0.5506778148035194
ACH-000198,-0.21600608868088947
ACH-000203,-0.19012430485988527
ACH-000204,-0.2542479119564469
ACH-000206,-0.24948241920854086
ACH-000207,-0.3600640520421145
ACH-000208,-0.2947843492627155
ACH-000210,-0.2705131815493044
ACH-000211,-0.17144484575202695
ACH-000215,-0.35671926430552064
ACH-000221,-0.2007684444092996
ACH-000222,-0.3714078083280604
ACH-000223,-0.5212445722906746
ACH-000226,-0.19197888684725584
ACH-000227,-0.4060214653513401
ACH-000228,-0.3381509002427033
ACH-000231,-0.2128954544627068
ACH-000232,-0.27007876417121945
ACH-000233,-0.2257254790106561
ACH-000234,-0.5410720755140334
ACH-000235,-0.4590486818746025
ACH-000237,-0.3812739960420161
ACH-000238,-0.3118128877619609
ACH-000242,-0.4123915863732219
ACH-000243,-0.3335850611366472
ACH-000244,-0.5507512546057204
ACH-000246,-0.3831230796826108
ACH-000248,-0.4183633623366658
ACH-000250,-0.3080804074777769
ACH-000251,-0.3522103539081078
ACH-000252,-0.2837810649381691
ACH-000253,-0.4930885056007538
ACH-000255,-0.3317903153087137
ACH-000256,-0.3534458001104266
ACH-000257,-0.2666406026580779
ACH-000258,-0.19186392472092695
ACH-000259,-0.3853902675677833
ACH-000260,-0.3878955612948579
ACH-000261,-0.2692562728430219
ACH-000262,-0.2673930762998989
ACH-000263,-0.16345512858685776
ACH-000264,-0.35253036909411223
ACH-000265,-0.3803278857025501
ACH-000266,-0.4825291819413596
ACH-000272,-0.33647826203616155
ACH-000274,-0.442785725889628
ACH-000277,-0.28859452759709964
ACH-000278,-0.27957205594630496
ACH-000279,-0.28800582034503325
ACH-000280,-0.3172616306272438
ACH-000281,-0.2841200701557185
ACH-000288,-0.2507393568310614
ACH-000291,-0.4618648173006834
ACH-000293,-0.5006353543149334
ACH-000294,-0.08669069043482287
ACH-000295,-0.2090858785181868
ACH-000296,-0.4399496886978379
ACH-000302,-0.3167874148618898
ACH-000304,-0.5163389598247544
ACH-000307,-0.48339875478651295
ACH-000308,-0.3352221322344932
ACH-000310,-0.24546823326373135
ACH-000311,-0.35124548016780466
ACH-000312,-0.5046390113193717
ACH-000315,-0.2673317816576625
ACH-000316,-0.4893253316720476
ACH-000317,-0.4583135903608334
ACH-000318,-0.23359025698151584
ACH-000319,-0.4086223351256356
ACH-000320,-0.27787976418557697
ACH-000322,-0.4960915892543003
ACH-000323,-0.2736447426065261
ACH-000324,-0.3491448783974311
ACH-000329,-0.2790986190797316
ACH-000330,-0.12785594620421006
ACH-000331,-0.5778565888894777
ACH-000332,-0.5281345669917306
ACH-000334,-0.25405291403599634
ACH-000335,-0.5775266104855001
ACH-000336,-0.28047578362468123
ACH-000337,-0.27840997035090703
ACH-000338,-0.06154644801540636
ACH-000339,-0.18284874109510688
ACH-000341,-0.4500003012478814
ACH-000348,-0.3695105812566914
ACH-000350,-0.3788045715015924
ACH-000352,-0.30776599556306594
ACH-000356,-0.4169329443076856
ACH-000361,-0.16218896729275767
ACH-000362,-0.11471762294154067
ACH-000363,-0.3530886218341209
ACH-000364,-0.3765667139749075
ACH-000365,-0.25492576034342945
ACH-000366,-0.2051250234380078
ACH-000368,-0.3977541469428703
ACH-000374,-0.5106458510697841
ACH-000375,-0.4274879750070975
ACH-000376,-0.29419328072030376
ACH-000381,-0.3470506783842348
ACH-000383,-0.2798632449030881
ACH-000387,-0.22617165912426904
ACH-000389,-0.42048951339318025
ACH-000390,-0.20509522556958856
ACH-000393,-0.36469654753593866
ACH-000395,-0.3995512710214253
ACH-000396,-0.2990489982254904
ACH-000397,-0.5407291809029253
ACH-000401,-0.2890383376910928
ACH-000402,-0.08177130670400347
ACH-000403,-0.6013050997078541
ACH-000404,-0.4667925719434777
ACH-000406,-0.33502056621110554
ACH-000407,-0.39861770582412737
ACH-000408,-0.3700916052979536
ACH-000410,-0.4497045827900648
ACH-000411,-0.40831758634359416
ACH-000414,-0.38450571068023737
ACH-000415,-0.3096991906061973
ACH-000416,-0.4042412280263349
ACH-000420,-0.3932512282039343
ACH-000421,-0.4800901773288359
ACH-000424,-0.3145381190257024
ACH-000425,-0.3108625445407991
ACH-000426,-0.4177298970239057
ACH-000427,-0.4281431299187657
ACH-000433,-0.4931473933545396
ACH-000435,-0.27043428271040626
ACH-000436,-0.15788081851613922
ACH-000444,-0.4536171529506666
ACH-000445,-0.3927256063815536
ACH-000448,-0.4678623007182076
ACH-000450,-0.5150202453390829
