,CDCA5 (113130)
ACH-000004,-0.8149110629159609
ACH-000005,-0.6968891723692674
ACH-000007,-0.7310914726532964
ACH-000009,-0.9007814797456712
ACH-000011,-0.9026454274694514
ACH-000012,-0.853792652034216
ACH-000013,-0.7236635998215815
ACH-000014,-0.3758858299009044
ACH-000015,-1.012562426626881
ACH-000017,-0.32731036225950405
ACH-000018,-0.5333102133029364
ACH-000019,-0.3056434970874181
ACH-000021,-0.7723020359857344
ACH-000022,-0.6287004204452037
ACH-000025,-0.7096193561435672
ACH-000028,-0.6519052946185073
ACH-000030,-0.7335158940092467
ACH-000035,-0.7363860120595214
ACH-000036,-0.6377235706193779
ACH-000037,-0.9134987747522592
ACH-000039,-0.29465539429170096
ACH-000040,-0.7054659100436965
ACH-000041,-0.9459716677188644
ACH-000042,-0.9074719693001336
ACH-000045,-0.8170649651819389
ACH-000047,-0.9417919342038132
ACH-000052,-0.7994995980426828
ACH-000053,-0.359209125523957
ACH-000054,-0.908680827180965
ACH-000055,-0.8991871812801598
ACH-000060,-0.9060404954092076
ACH-000067,-0.9868143027108484
ACH-000070,-0.5340415713611285
ACH-000075,-0.8333646076891568
ACH-000078,-0.8404563160898412
ACH-000082,-0.7470585648241717
ACH-000085,-1.1498847238624257
ACH-000086,-0.9222343992212932
ACH-000087,-0.9035136403325864
ACH-000092,-0.9833756854289576
ACH-000095,-0.6608338586609211
ACH-000097,-0.8900697374922825
ACH-000098,-0.8241801321676018
ACH-000099,-0.6881473708603361
ACH-000108,-0.5805940424992588
ACH-000113,-0.8408499561300317
ACH-000116,-0.6443012433873048
ACH-000118,-0.8144147386249697
ACH-000120,-0.9249156444226646
ACH-000123,-0.7478687656437559
ACH-000127,-0.997498617273154
ACH-000128,-0.7768806614772661
ACH-000132,-0.7969390805802802
ACH-000133,-0.8636365794011721
ACH-000137,-0.5410483993138512
ACH-000138,-0.7315868340926385
ACH-000142,-0.8855055432782117
ACH-000143,-1.001671198058091
ACH-000146,-0.9235750306856878
ACH-000148,-1.0181429515814713
ACH-000150,-1.15451690711667
ACH-000152,-1.0292185576463482
ACH-000153,-0.8662539238339785
ACH-000159,-0.6316358137332944
ACH-000160,-0.4217943433154029
ACH-000163,-0.8758829096406919
ACH-000167,-0.5872748918898589
ACH-000168,-0.7669894589587023
ACH-000169,-0.9908347370701104
ACH-000178,-0.7744840750149105
ACH-000183,-0.7958274901012279
ACH-000188,-0.9157097413459686
ACH-000189,-0.6346952064777986
ACH-000190,-0.5262168105824743
ACH-000198,-0.6304181751926978
ACH-000203,-1.11434825070628
ACH-000204,-0.726470399859833
ACH-000206,-0.737508637560276
ACH-000207,-1.0064382928209823
ACH-000208,-1.061216220374836
ACH-000210,-0.6292795971114021
ACH-000211,-0.7167665593868273
ACH-000215,-0.6651310676599748
ACH-000221,-1.0377788629498292
ACH-000222,-0.8045843986428746
ACH-000223,-0.7413880449808983
ACH-000226,-0.7581979015701551
ACH-000227,-0.8152892539194586
ACH-000228,-1.0430841635312735
ACH-000231,-0.8130363204341116
ACH-000232,-0.8482715862586198
ACH-000233,-0.9132113647451371
ACH-000234,-0.7926694985148321
ACH-000235,-0.7900005793519148
ACH-000237,-0.8631890191890688
ACH-000238,-1.1171632974568808
ACH-000242,-0.8530580952135971
ACH-000243,-0.6092858081142956
ACH-000244,-0.7290441805953053
ACH-000246,-0.8460340770717147
ACH-000248,-0.618430021560759
ACH-000250,-1.043551721271576
ACH-000251,-0.9038424824439472
ACH-000252,-0.8963632635360901
ACH-000253,-0.7837572831872394
ACH-000255,-0.7231090756464971
ACH-000256,-0.9615276192113874
ACH-000257,-1.0298354232293243
ACH-000258,-0.4595153108988344
ACH-000259,-0.8943532202184556
ACH-000260,-0.9115574300272048
ACH-000261,-0.9757251659510964
ACH-000262,-0.8223022460107462
ACH-000263,-1.5002724936401306
ACH-000264,-1.0401637143685465
ACH-000265,-0.8123574036379646
ACH-000266,-1.026969583688045
ACH-000272,-0.6397779124157603
ACH-000274,-0.839032078397659
ACH-000277,-0.9353475664954686
ACH-000278,-0.8605828286448154
ACH-000279,-0.5491215302873553
ACH-000280,-0.7156703954660505
ACH-000281,-0.7631971773950317
ACH-000288,-0.8637625982282429
ACH-000291,-0.9058362757709076
ACH-000293,-1.1988981223323605
ACH-000294,-0.69991478127584
ACH-000295,-0.6358154817514681
ACH-000296,-0.8447783411809172
ACH-000302,-0.6345604657079041
ACH-000304,-0.30816376721492894
ACH-000307,-0.6565663948858793
ACH-000308,-0.7858175910423234
ACH-000310,-0.8648508993384031
ACH-000311,-0.9554753353619532
ACH-000312,-0.7653814986020665
ACH-000315,-0.5949738427747503
ACH-000316,-0.999647656842802
ACH-000317,-0.8401682443506081
ACH-000318,-0.8022018279059698
ACH-000319,-0.7661510468028343
ACH-000320,-0.6452867529784359
ACH-000322,-0.9174573164519138
ACH-000323,-0.4789728290462254
ACH-000324,-0.8112783033114379
ACH-000329,-0.8695751520627686
ACH-000330,-0.8441453345383119
ACH-000331,-0.8375263808367841
ACH-000332,-0.7024240127393643
ACH-000334,-0.8560161095579353
ACH-000335,-0.8096174566541479
ACH-000336,-1.1425127205716938
ACH-000337,-1.3496324523341707
ACH-000338,-1.0066846324381422
ACH-000339,-0.6666815189549367
