,L1TD1 (54596)
ACH-000004,0.030307021343697626
ACH-000005,0.2243561725130733
ACH-000007,0.02259004099959781
ACH-000009,-0.08686633161779182
ACH-000011,0.07218037252499569
ACH-000012,0.15042971940761082
ACH-000013,0.0010774482279218081
ACH-000014,0.006899604917886092
ACH-000015,-0.023157551418508317
ACH-000017,0.1408718736384938
ACH-000018,0.28611684439123153
ACH-000019,-0.0054822529362222325
ACH-000021,-0.07844072740652784
ACH-000022,0.01277308038653005
ACH-000025,-0.04027480946691587
ACH-000028,0.018152523290377868
ACH-000030,-0.0013616820939511142
ACH-000035,-0.01920080811220513
ACH-000036,-0.004646299451470645
ACH-000037,0.12314537512466245
ACH-000039,0.029657572614505093
ACH-000040,-0.014364508127127747
ACH-000041,0.025334467532226342
ACH-000042,0.051919765952123484
ACH-000045,0.0534842508539903
ACH-000047,0.014909651876939031
ACH-000052,-0.20705566899273126
ACH-000053,0.06633154173297078
ACH-000054,0.12743023399992706
ACH-000055,0.043804784300515695
ACH-000060,-0.19153827607217755
ACH-000067,0.07729039541362402
ACH-000070,0.05593292599505646
ACH-000075,-0.2752671508435004
ACH-000078,0.14344948391100235
ACH-000082,0.045912688489671984
ACH-000085,-0.16356949644370167
ACH-000086,-0.05567383675094528
ACH-000087,-0.017994980804396557
ACH-000092,-0.06882487759492806
ACH-000095,-0.10472409712839577
ACH-000097,0.009970380410644587
ACH-000098,-0.048837590376464894
ACH-000099,0.07834005200526885
ACH-000108,0.012260773283547823
ACH-000113,-0.02251289403233926
ACH-000116,0.0512773044339134
ACH-000118,0.026230064491760952
ACH-000120,-0.14771635060144092
ACH-000123,0.003553129394170883
ACH-000127,-0.07111042438869733
ACH-000128,0.050281819073571474
ACH-000132,0.15375491358297674
ACH-000133,0.029772398838376263
ACH-000137,-0.0284300052177587
ACH-000138,0.12952825401940865
ACH-000142,-0.09942680546675184
ACH-000143,-0.008470603872247484
ACH-000146,0.1197961195442338
ACH-000148,0.01812509334868346
ACH-000150,-0.04522531798068877
ACH-000152,-0.013998494723433196
ACH-000153,0.03456941389001196
ACH-000159,-0.0666664040870718
ACH-000160,0.05531173941668583
ACH-000163,0.02861835461448602
ACH-000167,-0.04389850647722784
ACH-000168,0.020194934156651387
ACH-000169,0.04108034333857135
ACH-000178,0.029121417970624282
ACH-000183,0.032548218446702006
ACH-000188,0.02975610250966228
ACH-000189,0.13956967084778962
ACH-000190,0.04272676425102132
ACH-000198,0.08911938856643564
ACH-000203,0.037389649022443315
ACH-000204,0.11064190690561514
ACH-000206,0.062297376635735015
ACH-000207,0.06433252578365048
ACH-000208,0.3452172991764357
ACH-000210,-0.1907733694820903
ACH-000211,0.07291097252592688
ACH-000215,0.04720941529489133
ACH-000221,-0.04933782696397748
ACH-000222,-0.06760435781196622
ACH-000223,0.04442242539058179
ACH-000226,0.051408924020028585
ACH-000227,0.0168132915664217
ACH-000228,-0.10074522338241987
ACH-000231,-0.027213151224991742
ACH-000232,0.06745438951983301
ACH-000233,0.08222576313409331
ACH-000234,0.008306288252746905
ACH-000235,0.0074299838001084875
ACH-000237,0.09931257595512967
ACH-000238,-0.0037438294982910093
ACH-000242,0.14319777633727787
ACH-000243,-0.025120260471324412
ACH-000244,-0.08201868250805003
ACH-000246,0.08182690580314213
ACH-000248,-0.17319454605809745
ACH-000250,-0.016661241673223238
ACH-000251,0.10461490886365744
ACH-000252,0.03408326961003248
ACH-000253,0.07809243951697316
ACH-000255,0.023897551378564138
ACH-000256,-0.23483090894315406
ACH-000257,-0.02297346662505811
ACH-000258,0.056260407674095216
ACH-000259,-0.04991990716816565
ACH-000260,-0.04463044584225091
ACH-000261,0.014912001614088871
ACH-000262,0.10821402503444863
ACH-000263,-0.06789947492444698
ACH-000264,-0.07283097005609669
ACH-000265,-0.010799668013102238
ACH-000266,0.03526590971234535
ACH-000272,-0.09079964640748432
ACH-000274,0.0663016566379374
ACH-000277,0.0892715255092767
ACH-000278,0.12353556299930114
ACH-000279,-0.014087222545005112
ACH-000280,0.03639677535647858
ACH-000281,0.04158410869717055
ACH-000288,-0.059838959594464475
ACH-000291,-0.031253759278354235
ACH-000293,-0.029053700421862262
ACH-000294,0.007186387355190022
ACH-000295,-0.18653214746510824
ACH-000296,0.04926449709726531
ACH-000302,-0.11490172389698708
ACH-000304,-0.318549571213158
ACH-000307,-0.037887651134621364
ACH-000308,0.0052812956785672155
ACH-000310,0.12799451687837762
ACH-000311,0.0674749748490719
ACH-000312,0.023679894906822697
ACH-000315,0.12072618063318415
ACH-000316,-0.05381337329501815
ACH-000317,0.10041007331984084
ACH-000318,-0.16561292842722367
ACH-000319,0.03211249508013772
ACH-000320,-0.14028143141570418
ACH-000322,0.015506550880128528
ACH-000323,0.0012401609420199526
ACH-000324,0.030365918865696975
ACH-000329,0.0679461455984077
ACH-000330,0.14021927419410696
ACH-000331,-0.0007027797685178732
ACH-000332,-0.022880659759049
ACH-000334,0.1375736453079073
ACH-000335,-0.11121478409188428
ACH-000336,0.1821079137452086
ACH-000337,-0.13790954859187102
ACH-000338,-0.13852541138877442
ACH-000339,0.08449356816287289
ACH-000341,-0.05227493917720055
ACH-000348,0.08301072987119215
ACH-000350,0.14855412238099547
ACH-000352,-0.03657524822070005
ACH-000356,-0.2080774720928635
ACH-000361,0.1004200395775197
ACH-000362,0.05113198351236687
ACH-000363,-0.02936345953765668
ACH-000364,-0.10669557225244082
ACH-000365,0.04938669065364815
ACH-000366,-0.0746190662670398
ACH-000368,0.20609256325213807
ACH-000374,0.10026787506704007
ACH-000375,0.032885382908682106
ACH-000376,0.01833501725888001
ACH-000381,0.05234845431912838
ACH-000383,-0.015487786110068073
ACH-000387,0.07032225611857845
ACH-000389,0.08746563241216483
ACH-000390,0.05862952436568757
ACH-000393,-0.043058451773964536
ACH-000395,0.10766425677864336
ACH-000396,-0.3484522764227909
ACH-000397,0.03011581475627176
ACH-000401,0.1615333486374141
ACH-000402,-0.07906417283205222
ACH-000403,0.05914521839958198
ACH-000404,0.14209424906296902
ACH-000406,-0.034263801992953334
ACH-000407,0.04534729236445161
ACH-000408,-0.07063600270160919
ACH-000410,-0.021187363731457583
ACH-000411,-0.02593948099890365
ACH-000414,0.04101742014663861
ACH-000415,0.017331922341428527
ACH-000416,0.0042845273785522475
ACH-000420,0.05384458208928864
ACH-000421,0.03939418528145028
ACH-000424,0.01735753105225305
ACH-000425,0.19283667567346868
ACH-000426,0.2658308311316329
ACH-000427,0.05121570740051443
ACH-000433,0.13974748209273444
ACH-000435,-0.07817612968882225
ACH-000436,0.2322735035977489
ACH-000444,0.10642070696366517
ACH-000445,0.03624712503316524
ACH-000448,-0.050413937898964915
ACH-000450,0.02841461663447005
ACH-000452,-0.028370835201773505
ACH-000454,0.10269076716548756
ACH-000458,-0.0558062547835117
ACH-000459,-0.07850987479458524
ACH-000460,0.056618146022045575
ACH-000461,-0.1362521537753495
ACH-000463,0.021408672876690002
ACH-000464,0.026549623617154933
ACH-000466,0.10214389016494198
ACH-000467,0.0977765383514794
ACH-000468,0.06418819192416655
ACH-000469,0.03362394638503207
ACH-000470,0.189661200548574
ACH-000471,0.024271669335316774
ACH-000472,0.01217417538429337
ACH-000473,-0.056275549756610525
ACH-000475,-0.019815944075220016
ACH-000476,0.08059537635420419
ACH-000477,0.09366098945910972
ACH-000479,0.06511287353923566
ACH-000480,-0.04415341126415297
ACH-000481,-0.09746077931706416
ACH-000483,0.05457145131544595
ACH-000484,0.12987807268238918
ACH-000485,-0.021940060751876395
ACH-000486,0.08104546311262116
ACH-000487,0.07519676355336674
ACH-000488,0.037152423587833217
ACH-000490,0.055420570132719706
ACH-000491,-0.022109472867599997
ACH-000495,0.1771241502780542
ACH-000496,-0.020143849414681832
ACH-000499,0.07739475771682801
ACH-000500,0.4345670241679398
ACH-000502,0.07008929951399692
ACH-000503,0.03151011355798067
ACH-000505,0.09341444103568508
ACH-000507,0.1176973582699339
ACH-000510,-0.0558175366151438
ACH-000511,0.1928615267454395
ACH-000512,0.2540257190215866
ACH-000516,0.0506643594888879
ACH-000517,0.04595968280594028
ACH-000518,-0.0721949402037511
ACH-000520,-0.096247728453332
ACH-000521,0.11678873902230813
ACH-000522,-0.03962010751985637
ACH-000524,0.060099047130407
ACH-000527,0.009050010188495008
ACH-000528,-0.0003452682328048175
ACH-000537,-0.02560253178507189
ACH-000541,-0.08753788665348503
ACH-000542,0.09604368568432292
ACH-000544,-0.05148643781066789
ACH-000545,0.1021020288573904
ACH-000547,0.2535449821511936
ACH-000548,0.04051353690727008
ACH-000549,0.06508970076805289
ACH-000550,0.024375553084718518
ACH-000552,0.10014555071312192
ACH-000556,0.08407786524889793
ACH-000557,0.1254892211178008
ACH-000569,0.13099845078321984
ACH-000570,0.058182267245048075
ACH-000571,0.05365075800092462
ACH-000573,0.04317807309510592
ACH-000576,0.16490336705699482
ACH-000579,0.23702292791107502
ACH-000580,-0.08004365401873931
ACH-000584,0.037240158594554505
ACH-000585,-0.0032264067587412988
ACH-000588,-0.08771375485321617
ACH-000589,0.04125417281706159
ACH-000591,0.050063395833741885
ACH-000593,-0.032835257855291206
ACH-000600,-0.06585186184096138
ACH-000601,0.0366126667639356
ACH-000605,-0.00834826132726222
ACH-000606,0.06891556953543249
ACH-000608,0.04339829297512282
ACH-000614,0.029752684480395537
ACH-000616,0.07796973131845349
ACH-000618,0.007126338719601061
ACH-000619,0.011850558429227923
ACH-000620,-0.12368732208456265
ACH-000621,0.01824089643630715
ACH-000622,-0.012018276833146048
ACH-000623,0.07623916928928516
ACH-000624,-0.003311333274497992
ACH-000627,-0.0253054055721723
ACH-000630,0.023349343038443597
ACH-000631,0.16191003079599242
ACH-000632,-0.002179057548212212
ACH-000633,-0.06956427478653393
ACH-000637,0.07634911804009
ACH-000638,-0.07683257667801026
ACH-000646,0.03755895829005047
ACH-000647,0.04621734013030352
ACH-000648,-0.02217170042618209
ACH-000649,0.09458147780251573
ACH-000651,-0.013300836726956809
ACH-000652,-0.06940262767103222
ACH-000653,0.06555723822321599
ACH-000657,-0.03600216092306413
ACH-000658,0.009877716280238464
ACH-000661,0.023226679834941383
ACH-000662,-0.0028020469672744
ACH-000663,-0.07137871589615832
ACH-000665,0.16679531938917333
ACH-000671,0.0265318619651831
ACH-000672,-0.1835526789205266
ACH-000673,0.019934081364145848
ACH-000676,-0.020953111943983672
