,CATSPER3 (347732)
ACH-000004,-0.08295825649267148
ACH-000005,0.017558568204947632
ACH-000007,-0.1805519071008943
ACH-000009,-0.2854327900703993
ACH-000011,-0.172192528160493
ACH-000012,-0.13813562085887585
ACH-000013,-0.21434550009777592
ACH-000014,-0.05450891247936609
ACH-000015,-0.3205537006544943
ACH-000017,-0.09124241749719283
ACH-000018,-0.4059312356610919
ACH-000019,-0.008391163763742757
ACH-000021,-0.29716163048700034
ACH-000022,-0.1932532571632921
ACH-000025,-0.1541835908825181
ACH-000028,-0.19329621878167172
ACH-000030,-0.212757018517384
ACH-000035,-0.18926139604032546
ACH-000036,-0.2474660827088889
ACH-000037,-0.22729945557499626
ACH-000039,-0.27240121447199217
ACH-000040,-0.3098033854441096
ACH-000041,-0.26449269415001186
ACH-000042,-0.3876366664190397
ACH-000045,-0.15881673081609976
ACH-000047,-0.1468208718014663
ACH-000052,-0.14508889368344788
ACH-000053,-0.21750938436765804
ACH-000054,-0.37369164790051146
ACH-000055,-0.2475110958077243
ACH-000060,-0.35292288710681863
ACH-000067,-0.01938228252990055
ACH-000070,-0.19100666768143185
ACH-000075,-0.254193995191436
ACH-000078,-0.15636398329454107
ACH-000082,-0.33030306459381537
ACH-000085,-0.4285323366776458
ACH-000086,-0.214764271468574
ACH-000087,0.17702951331384004
ACH-000092,-0.18281125090189776
ACH-000095,-0.2273610317493228
ACH-000097,-0.15920811242967278
ACH-000098,-0.28597333786331025
ACH-000099,-0.15769511673932066
ACH-000108,-0.3684585953659789
ACH-000113,-0.10905476896379757
ACH-000116,-0.18577798526363712
ACH-000118,-0.1849044189680574
ACH-000120,-0.3093242566010027
ACH-000123,-0.2052824815137431
ACH-000127,-0.20200191262687445
ACH-000128,-0.12830300554302432
ACH-000132,-0.1833956344939358
ACH-000133,-0.26502589811791577
ACH-000137,-0.1967871841532696
ACH-000138,-0.2008548502501541
ACH-000142,-0.1273794305675801
ACH-000143,-0.2978160584347477
ACH-000146,-0.17898195921705268
ACH-000148,-0.2665573642214158
ACH-000150,-0.31020376048725906
ACH-000152,-0.2266863656799183
ACH-000153,-0.10037676236403184
ACH-000159,-0.16965244735664894
ACH-000160,-0.17640821972186602
ACH-000163,-0.21411081060940834
ACH-000167,-0.23361389282185466
ACH-000168,-0.2643544135490825
ACH-000169,-0.1823433983036368
ACH-000178,-0.239624666744446
ACH-000183,-0.1953191568527002
ACH-000188,-0.09058904249411684
ACH-000189,-0.11303347450632327
ACH-000190,-0.2605326801736672
ACH-000198,-0.2673097667028552
ACH-000203,-0.7741283083765306
ACH-000204,-0.2838174915335461
ACH-000206,-0.12585536316515947
ACH-000207,-0.10532901844333244
ACH-000208,0.08011269612965377
ACH-000210,-0.2502212157706702
ACH-000211,-0.1891055573865972
ACH-000215,-0.1974444852666876
ACH-000221,-0.2937122934894485
ACH-000222,-0.1842525551009917
ACH-000223,-0.047297371024757735
ACH-000226,-0.15076662132966342
ACH-000227,-0.31629310459112386
ACH-000228,-0.1184325873431348
ACH-000231,-0.2486715489216227
ACH-000232,-0.2114954550015845
ACH-000233,-0.2596767677767677
ACH-000234,-0.23769227338705604
ACH-000235,-0.21061384353817852
ACH-000237,-0.2261690658945455
ACH-000238,-0.4606656922814078
ACH-000242,-0.26358192316312445
ACH-000243,-0.2509919580360194
ACH-000244,-0.12315869437132522
ACH-000246,-0.18265916768742785
ACH-000248,-0.03975321454276653
ACH-000250,-0.199781673567532
ACH-000251,-0.3158408092831978
ACH-000252,-0.40887495559775894
ACH-000253,-0.221947133119734
ACH-000255,-0.2716160750220271
ACH-000256,-0.31216257501716993
ACH-000257,-0.25155645036063506
ACH-000258,-0.4290866203170815
ACH-000259,-0.2587526130815205
ACH-000260,-0.19508823083826665
ACH-000261,-0.2574336345811286
ACH-000262,-0.1453831130441467
ACH-000263,-0.16314872958807816
ACH-000264,-0.32666050711889
ACH-000265,-0.16342925828891872
ACH-000266,-0.27624120048059303
ACH-000272,-0.1337508079748122
ACH-000274,-0.3568008338146293
ACH-000277,-0.2545622796305573
ACH-000278,-0.17812287705179625
ACH-000279,-0.2794812350930151
ACH-000280,-0.22476962588324176
ACH-000281,-0.32011217084214555
ACH-000288,-0.26911409218767063
ACH-000291,-0.2574946732440985
ACH-000293,-0.20125535487162508
ACH-000294,-0.12852222656473405
ACH-000295,-0.3322086798669325
ACH-000296,-0.16143774771465472
ACH-000302,-0.2603652487472283
ACH-000304,-0.1772716817840692
ACH-000307,-0.26507656521899764
ACH-000308,-0.21589504459183595
ACH-000310,-0.22202090573836125
ACH-000311,-0.12638451213942153
ACH-000312,-0.2842987413255505
ACH-000315,-0.2637398103440178
ACH-000316,-0.37440048563332573
ACH-000317,-0.1724112678791587
ACH-000318,-0.2879749706957878
ACH-000319,-0.2725530003137192
ACH-000320,-0.21627769037767225
ACH-000322,-0.16090048444213062
ACH-000323,-0.19026605456576656
ACH-000324,-0.2452202988394068
ACH-000329,-0.24240860816486465
ACH-000330,-0.17608346326322855
ACH-000331,-0.3121602788926132
ACH-000332,-0.26570251475586804
ACH-000334,-0.025135744350608925
ACH-000335,-0.0041144948773703055
ACH-000336,-0.11416935472440085
ACH-000337,-0.44931341736738895
ACH-000338,0.2047532412920998
ACH-000339,-0.2120282655893197
ACH-000341,-0.26008576650308024
ACH-000348,-0.28642980261689965
ACH-000350,-0.29353468875715305
ACH-000352,-0.2330770804862089
ACH-000356,-0.2246360087313872
ACH-000361,-0.2525771774043636
ACH-000362,-0.1620719862967568
ACH-000363,-0.2516714741560497
ACH-000364,-0.2073063654150169
ACH-000365,-0.2910428766592135
ACH-000366,-0.27056861821030265
ACH-000368,-0.2538314209641277
ACH-000374,-0.11802588016326925
ACH-000375,-0.15784464290919284
ACH-000376,-0.2949459833375052
ACH-000381,-0.2514718503815905
ACH-000383,-0.2066865904164835
ACH-000387,-0.23931726191803845
ACH-000389,-0.2727446703099056
ACH-000390,-0.187900985681864
ACH-000393,-0.3207148523268094
ACH-000395,-0.2421365045244159
ACH-000396,-0.26995602327740353
ACH-000397,-0.24196594434134985
ACH-000401,-0.2283876756659433
ACH-000402,-0.0851720595500251
ACH-000403,-0.19372682164761434
ACH-000404,0.013734229583335034
ACH-000406,-0.2573292322032476
ACH-000407,-0.18600359479647272
ACH-000408,-0.15143948099004292
ACH-000410,-0.22303566320640875
ACH-000411,-0.09806906678188282
ACH-000414,-0.2359861578946847
ACH-000415,-0.23911469841952265
ACH-000416,-0.2465831057391313
ACH-000420,-0.14499232445309354
ACH-000421,-0.2755529694100749
ACH-000424,-0.19751516737529445
ACH-000425,-0.21469379435155225
ACH-000426,-0.10415040317508556
ACH-000427,-0.30314208313464824
ACH-000433,-0.2253988718780268
ACH-000435,-0.10544703694235973
ACH-000436,-0.3850853362695292
ACH-000444,-0.2756413016424962
ACH-000445,-0.526897195715702
ACH-000448,-0.15771277390488586
ACH-000450,-0.344346912564075
ACH-000452,-0.21413512097617032
ACH-000454,-0.3975358229635394
ACH-000458,-0.12701778087747526
ACH-000459,-0.01287745012414928
ACH-000460,-0.17007879976375048
ACH-000461,-0.2302810118286828
ACH-000463,-0.10770483466049637
ACH-000464,-0.19526545158073205
ACH-000466,-0.4600920112460938
ACH-000467,-0.1937660002182804
ACH-000468,-0.25603142934873546
ACH-000469,-0.2927023767387749
ACH-000470,-0.2483586663402846
ACH-000471,-0.1162654588164414
ACH-000472,-0.1982592356547645
ACH-000473,-0.1277192555390189
ACH-000475,-0.3142475075436251
ACH-000476,-0.3393605609264189
ACH-000477,-0.21041726520173956
ACH-000479,-0.2734980124441592
ACH-000480,-0.17878524170864718
ACH-000481,-0.08401273379083085
ACH-000483,-0.17595090125905394
