,METAP1 (23173)
ACH-000004,-0.4088486296335896
ACH-000005,-0.4844085586658533
ACH-000007,-0.6456516426396847
ACH-000009,-0.3310962690109284
ACH-000011,-0.2546807579567726
ACH-000012,-0.7836148059239071
ACH-000013,-0.3366336522665048
ACH-000014,-0.12789372258010162
ACH-000015,-0.4454831541486496
ACH-000017,-0.5137352184655906
ACH-000018,-0.5334807784930818
ACH-000019,-0.3843485629835932
ACH-000021,-0.4751565843899205
ACH-000022,-0.4320146139326351
ACH-000025,-0.7105280575280652
ACH-000028,-0.6363665989985824
ACH-000030,-0.7529434876146409
ACH-000035,-0.208756296913038
ACH-000036,-0.6226052556121592
ACH-000037,-0.4998090770014733
ACH-000039,-0.6694324207623421
ACH-000040,-0.6613407744670126
ACH-000041,-0.3866649203146184
ACH-000042,-0.5134531807747049
ACH-000045,-0.20991201943090432
ACH-000047,-0.4601778005599719
ACH-000052,-0.7071675322802875
ACH-000053,-0.23791681550139296
ACH-000054,-0.44081210553420097
ACH-000055,-0.6759403956034784
ACH-000060,-0.3802399006157545
ACH-000067,-0.35451337253545
ACH-000070,-0.3483878541894393
ACH-000075,-0.8595938108875458
ACH-000078,-0.4854395781864613
ACH-000082,-0.1159139723961626
ACH-000085,-0.9817667298827858
ACH-000086,-0.5286815308013262
ACH-000087,-0.5652227269463391
ACH-000092,-0.6812085115406669
ACH-000095,-0.4638730350573981
ACH-000097,-0.6007902281674825
ACH-000098,-0.3464037607583365
ACH-000099,-0.8360256119097126
ACH-000108,-0.3096583261234001
ACH-000113,0.02266028902213835
ACH-000116,-0.5159958436254418
ACH-000118,-0.13664379555027234
ACH-000120,-0.8038618954149079
ACH-000123,-0.3831941686798961
ACH-000127,-0.6269304400198001
ACH-000128,-0.4066946310149589
ACH-000132,-0.28909357760799664
ACH-000133,-0.6261257803021539
ACH-000137,-0.4747136539643207
ACH-000138,-0.7044060951065508
ACH-000142,-0.6704103768476107
ACH-000143,-0.7580637113666217
ACH-000146,-0.1255581787752768
ACH-000148,-0.4492161687581907
ACH-000150,-0.7757909953421466
ACH-000152,-0.5622157899909309
ACH-000153,-0.4955036489386053
ACH-000159,-0.41219897250233467
ACH-000160,-0.6048958336003897
ACH-000163,-0.4404502680037984
ACH-000167,-0.452468284660279
ACH-000168,-0.3840076766642129
ACH-000169,-0.17214336455610368
ACH-000178,-0.6327438145491339
ACH-000183,-0.06744744144328015
ACH-000188,-0.7814513051221375
ACH-000189,-0.3473409025975924
ACH-000190,-0.6428178744490102
ACH-000198,-0.24361580451224446
ACH-000203,-0.3811345856460561
ACH-000204,-0.16090388574483908
ACH-000206,-0.416651593227828
ACH-000207,-0.5252110015307696
ACH-000208,-0.6658081936875662
ACH-000210,-0.4112807371923069
ACH-000211,-0.8117318760032346
ACH-000215,-0.6088353932689664
ACH-000221,-0.29030842029140097
ACH-000222,-0.4046240826202655
ACH-000223,-0.28882301177919106
ACH-000226,-0.3933212835024605
ACH-000227,-0.498030438258912
ACH-000228,-0.3596083380716985
ACH-000231,-0.5654402620324326
ACH-000232,-0.3190882371874534
ACH-000233,-0.07106848359211403
ACH-000234,-0.406390473093916
ACH-000235,-0.3950942533923961
ACH-000237,-0.29847603963691144
ACH-000238,-0.5743493570744472
ACH-000242,-0.5661209697675267
ACH-000243,-0.67238019817697
ACH-000244,-0.26831813027557105
ACH-000246,-0.6663988503020708
ACH-000248,-0.5018946821133177
ACH-000250,-0.7096330677115648
ACH-000251,-0.7590010926290226
ACH-000252,-0.36054096892089177
ACH-000253,-0.4600137199868105
ACH-000255,-0.3846321324861896
ACH-000256,-0.29909750615713665
ACH-000257,-0.12570970556426891
ACH-000258,-0.25835939171558314
ACH-000259,-0.34999791539848624
ACH-000260,-0.8077819545188826
ACH-000261,-0.6440646047941833
ACH-000262,-0.7717537730451037
ACH-000263,-0.2561689990428359
ACH-000264,-0.3133065976546722
ACH-000265,-0.4572114313871258
ACH-000266,-0.5811106438319751
ACH-000272,-0.2788548259227676
ACH-000274,-0.226791354457273
ACH-000277,-0.281581841178627
ACH-000278,-0.4075275917608519
ACH-000279,-0.6762443470566321
ACH-000280,-0.6125578595449322
ACH-000281,-0.6255346388833164
ACH-000288,-0.5140421535304455
ACH-000291,-0.5696056401175774
ACH-000293,-0.2064922303902263
ACH-000294,-0.11733318288347155
ACH-000295,-0.16713289532483522
ACH-000296,-0.3725419086477255
ACH-000302,-0.5573446770513656
ACH-000304,-0.6311789005944254
ACH-000307,-0.6021575077891782
ACH-000308,-0.3646118317318465
ACH-000310,-0.27121527712280113
ACH-000311,-0.6349264740622768
ACH-000312,-0.4706727958507697
ACH-000315,-0.41121437162315533
ACH-000316,-0.5130149154875989
ACH-000317,-0.6276658107002654
ACH-000318,-0.4340678229991768
ACH-000319,-0.5315204872787885
ACH-000320,-0.4424127241801911
ACH-000322,-0.4121746553482489
ACH-000323,-0.7699758552696921
ACH-000324,-0.6085897214847282
ACH-000329,-0.2798835280222497
ACH-000330,-0.5528052910023855
ACH-000331,-0.7523928239273545
ACH-000332,-0.5182089648228593
ACH-000334,-0.34108141642093537
ACH-000335,-0.6685598382752029
ACH-000336,-0.3539929108355629
ACH-000337,-0.6992756986087165
ACH-000338,-0.6391762933262599
ACH-000339,-0.4472752383513131
ACH-000341,-0.40795177505586977
ACH-000348,-0.15489068497820674
ACH-000350,-0.4857406280815698
ACH-000352,-0.1945150709244616
ACH-000356,-0.7985232939240978
ACH-000361,-0.2092374143968764
ACH-000362,-0.2131810020738185
ACH-000363,-0.18128328747781103
ACH-000364,-0.7918008243591023
ACH-000365,-0.11165530325654836
ACH-000366,-0.5297197742118158
ACH-000368,-0.4456888966104627
ACH-000374,-0.34415063001573865
ACH-000375,-0.2480401138328669
ACH-000376,-0.7230158270844386
ACH-000381,-0.19841909737580954
ACH-000383,-0.3813098279245337
ACH-000387,-0.2479352010084328
ACH-000389,-0.5361168083771479
ACH-000390,-0.6352490969299237
ACH-000393,-0.4045298459284974
ACH-000395,-0.2497499933841028
ACH-000396,-0.841020640761975
ACH-000397,-0.486716564045305
ACH-000401,-0.3954747857335237
ACH-000402,-0.272243882306419
ACH-000403,-0.31497998290725643
ACH-000404,-0.8936030802542498
ACH-000406,-0.07625208297350368
ACH-000407,-0.2156336644975013
ACH-000408,-0.5693065404117058
ACH-000410,-0.3747212938183392
ACH-000411,-0.6648457215281481
ACH-000414,-0.3035029279052838
ACH-000415,-0.4420820682811192
ACH-000416,-0.3761497008476953
ACH-000420,-0.5208621424738447
ACH-000421,-0.32105634678403705
ACH-000424,-0.5649054602974549
ACH-000425,-0.7370347717569637
ACH-000426,-0.3316620202630798
ACH-000427,-0.16153044339859246
ACH-000433,-0.6407736466711494
ACH-000435,-0.11872926262917045
ACH-000436,-0.5193854490734756
ACH-000444,-0.2625199964262615
ACH-000445,-0.453212907762682
ACH-000448,-0.3691951642813912
ACH-000450,-0.7069957909621329
ACH-000452,-0.3499444843719477
ACH-000454,-0.7334670723786261
ACH-000458,-0.6949637929340757
ACH-000459,0.07149877248269536
ACH-000460,-0.4928280384619346
ACH-000461,-0.6462233755027252
ACH-000463,-0.614080944862881
ACH-000464,-0.5997549169320845
ACH-000466,-0.6228849217528011
ACH-000467,-0.551667567587788
ACH-000468,-0.4781156898716766
ACH-000469,-0.4966221083717293
ACH-000470,-0.28272745251686554
ACH-000471,-0.3462730651625777
ACH-000472,-0.7516157163728099
ACH-000473,-0.6106058123524533
ACH-000475,-0.1542160311050679
ACH-000476,-0.6628454417650645
ACH-000477,-0.5542423658694734
ACH-000479,-0.2425039645602165
ACH-000480,-0.4495387056559265
ACH-000481,-0.3014390436579168
ACH-000483,-0.4727455249942958
ACH-000484,-0.5333719643339667
ACH-000485,-0.5925722132586785
ACH-000486,-0.4951849625716766
ACH-000487,-0.11865318464755514
ACH-000488,-0.7623089765190629
ACH-000490,-0.6337429271222074
ACH-000491,-0.2796223565389937
ACH-000495,-0.3120206766296423
ACH-000496,-0.5944487767961492
ACH-000499,-0.5566476581419185
ACH-000500,0.0751998175957713
ACH-000502,-0.1569071574981927
ACH-000503,-0.5726008209177985
ACH-000505,-0.6921837917460638
ACH-000507,-0.3933217714422105
ACH-000510,-0.4136290454196426
ACH-000511,-0.19245779373179345
ACH-000512,-0.12581760432172887
ACH-000516,-0.20804479706692655
ACH-000517,-0.13458461887490122
ACH-000518,-0.4863123741511258
ACH-000520,-0.7455132647919938
