,MFSD6L (162387)
ACH-000004,-0.0514914289627498
ACH-000005,-0.11492724793980096
ACH-000007,-0.14721129652247464
ACH-000009,-0.1772610419811221
ACH-000011,-0.07650024447720681
ACH-000012,-0.07905935346452428
ACH-000013,-0.12634064813516166
ACH-000014,0.10460370274614066
ACH-000015,-0.003932081337988608
ACH-000017,-0.06556739022049908
ACH-000018,0.04076651977629063
ACH-000019,-0.14071184540222592
ACH-000021,-0.06558481009768864
ACH-000022,-0.03756070753554945
ACH-000025,-0.12037063756999496
ACH-000028,-0.1945824264832081
ACH-000030,-0.021953560164899667
ACH-000035,-0.08215034680511553
ACH-000036,0.04578072631753823
ACH-000037,-0.02395665329415664
ACH-000039,-0.0408131808255539
ACH-000040,-0.04908250229851044
ACH-000041,-0.08020595439653694
ACH-000042,-0.13687596887280656
ACH-000045,0.03546964363321952
ACH-000047,-0.06560139410568724
ACH-000052,-0.03115684752210375
ACH-000053,-0.03291228788899751
ACH-000054,0.03815642034751387
ACH-000055,0.03795837761886777
ACH-000060,-0.05130788834708132
ACH-000067,-0.04081932754006395
ACH-000070,-0.0013002061930888439
ACH-000075,0.0030845752121302352
ACH-000078,-0.09672225467904022
ACH-000082,-0.21253334481165928
ACH-000085,-0.31647942088906383
ACH-000086,0.05557899886707855
ACH-000087,0.09256508097625216
ACH-000092,0.11950610313309976
ACH-000095,0.00973509500035936
ACH-000097,-0.013716797045618631
ACH-000098,-0.15448550539766046
ACH-000099,-0.10573729111930118
ACH-000108,-0.09340959073571324
ACH-000113,0.062249647198894024
ACH-000116,-0.07127568206468222
ACH-000118,-0.038061394279699484
ACH-000120,-0.02748042225332553
ACH-000123,-0.08487394298752736
ACH-000127,-0.07963352637670378
ACH-000128,0.1055276940011103
ACH-000132,-0.2000911583089172
ACH-000133,-0.09970044867157833
ACH-000137,-0.06397381985026264
ACH-000138,-0.21561364449391693
ACH-000142,-0.1453118461513271
ACH-000143,0.20743976073594986
ACH-000146,-0.008378371689016199
ACH-000148,-0.11371961029202428
ACH-000150,-0.2541845022212997
ACH-000152,-0.051896550493374514
ACH-000153,0.3301149913152808
ACH-000159,0.051279599163905516
ACH-000160,-0.04536215132418197
ACH-000163,0.09178179773582472
ACH-000167,-0.210637043273892
ACH-000168,-0.13320833049830622
ACH-000169,0.002394899243116525
ACH-000178,-0.19242793116644366
ACH-000183,-0.09010878956087877
ACH-000188,-0.08123103233040238
ACH-000189,0.19957027764780408
ACH-000190,-0.09473437746922617
ACH-000198,0.062249510626377076
ACH-000203,-0.14460265210958656
ACH-000204,-0.06578580165181745
ACH-000206,-0.0868277821056788
ACH-000207,-0.2866550117095892
ACH-000208,-0.13153194576241226
ACH-000210,-0.2582162965953045
ACH-000211,0.035928632026652245
ACH-000215,-0.02739943123104836
ACH-000221,-0.10130432281852668
ACH-000222,0.07068549056146234
ACH-000223,-0.011135193915175985
ACH-000226,0.01833918119913264
ACH-000227,-0.08837055235521565
ACH-000228,0.05473405244053767
ACH-000231,-0.17427006694253688
ACH-000232,0.10137653350450757
ACH-000233,-0.014943196807176781
ACH-000234,0.060606628676270265
ACH-000235,-0.07548448601347546
ACH-000237,-0.06694103467443438
ACH-000238,-0.14291633379528007
ACH-000242,0.5440053482984508
ACH-000243,-0.05630513829939353
ACH-000244,-0.028186697727773574
ACH-000246,0.012264696776069565
ACH-000248,0.06901170873841384
ACH-000250,-0.07698945444872128
ACH-000251,-0.20949887854018426
ACH-000252,-0.20318006918604714
ACH-000253,-0.04232395274328552
ACH-000255,-0.01455690609672581
ACH-000256,-0.22770060848162146
ACH-000257,0.12715907400435994
ACH-000258,-0.08886734585362803
ACH-000259,-0.026959167904409286
ACH-000260,-0.04947491879859422
ACH-000261,0.05884650762712159
ACH-000262,0.020913361550371143
ACH-000263,0.18778632976980528
ACH-000264,-0.07157976709793255
ACH-000265,-0.044596259669342386
ACH-000266,-0.08198947903431847
ACH-000272,-0.01669773851637599
ACH-000274,0.00702527289434364
ACH-000277,-0.2600357758840811
ACH-000278,-0.16640834054617795
ACH-000279,-0.0675837422985761
ACH-000280,-0.1227535829883443
ACH-000281,-0.056505592741108626
ACH-000288,-0.20015483336150766
ACH-000291,0.059197774592161974
ACH-000293,-0.06873248183560705
ACH-000294,0.00854062015032208
ACH-000295,0.15686941243377409
ACH-000296,-0.2723411633394462
ACH-000302,-0.10455673227493968
ACH-000304,-0.05402075993736681
ACH-000307,-0.04475897274334152
ACH-000308,-0.018582760609381518
ACH-000310,-0.008959692853251662
ACH-000311,-0.08618158571733868
ACH-000312,-0.0484373322589132
ACH-000315,-0.0286724299708144
ACH-000316,-0.016958879267425
ACH-000317,0.3281862527650755
ACH-000318,-0.054543007982242014
ACH-000319,-0.007424238898440544
ACH-000320,-0.0052684549688716996
ACH-000322,-0.032791389118188824
ACH-000323,-0.15196814886680116
ACH-000324,-0.12905513466990942
ACH-000329,0.00124154081749173
ACH-000330,0.12798547000788632
ACH-000331,-0.18234258006229634
ACH-000332,-0.02654720765530679
ACH-000334,0.18936653454029775
ACH-000335,-0.016436524655556596
ACH-000336,-0.11673680866076727
ACH-000337,-0.16173200158429749
ACH-000338,0.06317210823346771
ACH-000339,-0.18060053750686764
ACH-000341,0.03377762143744555
ACH-000348,-0.07638313806737533
ACH-000350,-0.08980321845467068
ACH-000352,-0.026052872621882443
ACH-000356,0.077191046075294
ACH-000361,-0.00832496167625911
ACH-000362,0.038655335780410936
ACH-000363,0.10426255155600424
ACH-000364,0.00043701275431512937
ACH-000365,0.03456180657449428
ACH-000366,-0.004398007053767953
ACH-000368,0.2147415507543161
ACH-000374,0.05168269674160759
ACH-000375,-0.1851903636671112
ACH-000376,-0.008491482591281083
ACH-000381,-0.09933264844298216
ACH-000383,-0.013179315752823523
ACH-000387,-0.10768912052283416
ACH-000389,-0.00657973881113729
ACH-000390,0.03419401802362125
ACH-000393,-0.12621159831819248
ACH-000395,-0.10291202344004552
